mean_quiet_probability_shift,timing_tail_odds_ratio_top_score,charge_bias_delta_top_score,top_score_fraction,heldout_run,method
-0.6683922209180102,2.2511340533898387,1.3729439413312627,0.2,48,gradient_boosted_trees
-0.4414521444374609,1.9599159707950364,1.3902875376465618,0.2,48,mlp_tabular
-0.11104881057588833,0.8501326536418196,-0.5239504127666044,0.2,48,cnn1d_pretrigger
-0.2013337762719496,1.391570813212342,0.9547549364520473,0.2,48,hybrid_residual_cnn
-0.4683498377042774,52.239140018362704,1.249499442373999,0.3348640309966277,49,traditional_frozen_pretrigger_tables
-0.5867699296599616,2.388409639285919,1.4762862566622408,0.20004305087178015,49,ridge_logistic
-0.6721940687099572,2.0186349610176655,1.5212099100527,0.20011480232474707,49,gradient_boosted_trees
-0.5499947250230075,1.3739443481418196,2.046772227589333,0.20004305087178015,49,mlp_tabular
-0.08280873212584627,1.366087712074755,1.5291186104353747,0.20004305087178015,49,cnn1d_pretrigger
-0.5732071353963579,1.3713195937621254,2.0900384653693047,0.20004305087178015,49,hybrid_residual_cnn
-0.7098681955610799,21.780428502615568,-0.1579830453690095,0.40885074583296843,50,traditional_frozen_pretrigger_tables
-0.628782618158469,5.249499407684587,-0.07032123201153395,0.20004670578275974,50,ridge_logistic
-0.6990607650785983,6.020619094514096,0.13151754326725534,0.20871646670753422,50,gradient_boosted_trees
-0.5140345967124285,4.607951820041988,-0.05008686389179923,0.2000175146685349,50,mlp_tabular
0.0002580050458717009,0.3986838618785916,-0.024276434252872015,0.2000175146685349,50,cnn1d_pretrigger
-0.5955405910735696,0.8645640246692136,0.41141131447237295,0.2000175146685349,50,hybrid_residual_cnn
-0.6918824668185688,32.781044159695014,0.1619136888847328,0.40272822665267577,51,traditional_frozen_pretrigger_tables
-0.5533234392431462,2.016076901055558,0.3542090092276902,0.2,51,ridge_logistic
-0.6790305942622009,7.206212332336715,0.10488803726167556,0.20230849947534102,51,gradient_boosted_trees
-0.5156832177610376,0.8650632696004485,0.8249118985361628,0.2,51,mlp_tabular
-0.30523126306920956,3.354918998267311,-0.40344042881671816,0.2,51,cnn1d_pretrigger
-0.22578627819083008,0.8142255215890634,0.7561320974875543,0.2,51,hybrid_residual_cnn
-0.6677257330942962,28.272221562158226,0.20271708756901935,0.3931919803836723,52,traditional_frozen_pretrigger_tables
-0.573738176233672,6.294815551274882,0.028451103023474034,0.2000576950814943,52,ridge_logistic
-0.6548729340479972,5.069006236392487,0.142945075012768,0.22933794893985288,52,gradient_boosted_trees
-0.5929278063331984,0.7717400335109588,0.8865761908113157,0.2000576950814943,52,mlp_tabular
-0.2759211435625285,1.4396391229252432,0.2469397363747621,0.2000576950814943,52,cnn1d_pretrigger
0.009915595318082726,0.4608709704333774,-1.1572027166979055,0.20020193278523005,52,hybrid_residual_cnn
-0.7286206118705216,25.814836373888987,0.04660919021042391,0.4815522844580386,53,traditional_frozen_pretrigger_tables
-0.627468136728423,5.221522635072127,0.1950651928237435,0.20002548907156056,53,ridge_logistic
-0.6949367389631187,8.687716216988624,0.17005770448577212,0.2003759638055184,53,gradient_boosted_trees
-0.6178099249000526,1.027353135450012,0.3810353049806383,0.20002548907156056,53,mlp_tabular
-0.07859209649658905,0.34109781251951954,-0.7278034164972074,0.20002548907156056,53,cnn1d_pretrigger
-0.010456619522970945,0.9670663792511383,-0.38028279891558847,0.20002548907156056,53,hybrid_residual_cnn
-0.7077836788667622,29.193104131342693,-0.058349027472524184,0.4796561604584527,54,traditional_frozen_pretrigger_tables
-0.5857520861848887,3.798807098649635,0.13609801574448027,0.20006741951795046,54,ridge_logistic
-0.7240186543963166,5.324470309984682,0.04584609378817994,0.20010112927692567,54,gradient_boosted_trees
-0.6310538148748885,6.660381358427456,0.1198592540965272,0.2,54,mlp_tabular
-0.011535085918922716,0.8759667449167141,-0.5264463919626232,0.2,54,cnn1d_pretrigger
-0.3202156467384879,0.580365613151752,-0.1798492592720455,0.2,54,hybrid_residual_cnn
-0.6946521923773529,22.770765148043367,0.279423546188248,0.39866991271302177,55,traditional_frozen_pretrigger_tables
-0.5944199224174296,6.685537817371896,0.09933546094606996,0.20004750311739208,55,ridge_logistic
-0.6928533497585347,5.201945580047046,0.066767488952992,0.20497595154682027,55,gradient_boosted_trees
-0.597818706323173,0.7882159513395128,0.9139109052217395,0.20004750311739208,55,mlp_tabular
-0.03559707094678688,0.4255321976858088,-0.24975174450184312,0.20004750311739208,55,cnn1d_pretrigger
-0.300350629639213,0.7997075023930137,0.8956265595758068,0.20004750311739208,55,hybrid_residual_cnn
-0.6945408561088854,20.48424424437978,-0.08674000707197968,0.3521524709750334,56,traditional_frozen_pretrigger_tables
-0.5661794485665927,4.0721718053891,-0.02332472018349324,0.20001541148669474,56,ridge_logistic
-0.6719420252990541,7.770952127574732,-0.07784151542601847,0.20800369875680674,56,gradient_boosted_trees
-0.4782695896681067,5.101350270705173,-0.16674365999452131,0.20001541148669474,56,mlp_tabular
-0.008765730959263918,0.46294469063588944,-0.08305246203476851,0.20001541148669474,56,cnn1d_pretrigger
-0.009093557480565506,0.5656147392625576,0.358493972136304,0.20004109729785266,56,hybrid_residual_cnn
-0.4658519196408454,53.25862748744653,1.2055916298738247,0.3429167632738233,57,traditional_frozen_pretrigger_tables
-0.5552283186939073,2.322030904637776,1.3966264816313125,0.2000154571450653,57,ridge_logistic
-0.6661890095745674,2.274078332396286,1.5069724212088083,0.2000154571450653,57,gradient_boosted_trees
-0.4516222554450405,2.0343518864452794,1.4994800135927533,0.2000154571450653,57,mlp_tabular
-0.025552170733236235,0.418654117015365,-7.18136880705811,0.2000154571450653,57,cnn1d_pretrigger
-0.003596876268292415,0.4655693468408812,-0.782601122647719,0.2000154571450653,57,hybrid_residual_cnn
