mean_quiet_probability_shift,timing_tail_odds_ratio_top_score,charge_bias_delta_top_score,top_score_fraction,heldout_run,method
-0.5070137076544043,40.61867259447444,1.4071053478782727,0.3514644351464435,44,traditional_frozen_pretrigger_tables
-0.5905733939367698,2.080657317773637,1.4565186566690345,0.20031380753138076,44,ridge_logistic
-0.6814539285161634,2.718843118884383,1.456554637240846,0.20031380753138076,44,gradient_boosted_trees
-0.4951872913228595,2.1836125874328416,1.6254238642600147,0.20031380753138076,44,mlp_tabular
-0.021283761716824,0.2794234814914283,-7.000033510853246,0.20031380753138076,44,cnn1d_pretrigger
-0.5330982218260312,1.1372245083629426,2.329251350117184,0.20031380753138076,44,hybrid_residual_cnn
-0.5086827191190711,43.299696386282555,1.392252365725863,0.3492808412636336,45,traditional_frozen_pretrigger_tables
-0.5676257693524099,3.616580327439256,1.0114842177196897,0.20001738148003304,45,ridge_logistic
-0.6697188899454136,3.6808358213835914,1.096762533410065,0.2001477425802807,45,gradient_boosted_trees
-0.5958399692030221,2.7505069657857226,1.3961770630838104,0.20001738148003304,45,mlp_tabular
-0.14933413395343542,0.5664308188753131,-2.1143952215567836,0.20001738148003304,45,cnn1d_pretrigger
-0.2165407155982232,1.0107435024439342,-3.562489291877971,0.20001738148003304,45,hybrid_residual_cnn
-0.4268551871397326,20.402481705377028,-0.13442200255877057,0.29098966026587886,46,traditional_frozen_pretrigger_tables
-0.5457408708238554,3.717931245954141,-0.26355342466375575,0.20088626292466766,46,ridge_logistic
-0.632104665454585,3.136164861234173,0.010779527286169044,0.21270310192023634,46,gradient_boosted_trees
-0.5969577226474123,1.572227883279296,0.6644851335894649,0.20088626292466766,46,mlp_tabular
-0.08778786514949932,3.152546957175056,-1.1272230455938104,0.20088626292466766,46,cnn1d_pretrigger
-0.41800914663795713,1.2324766168995682,-3.997642049029948,0.20088626292466766,46,hybrid_residual_cnn
-0.644698213265778,31.00544514021236,-0.428158274238604,0.28695989149389656,47,traditional_frozen_pretrigger_tables
-0.5462270114032145,3.2434672685220143,-0.18911503965034127,0.20015500871924047,47,ridge_logistic
-0.6261436925287267,2.194002087531701,0.237167991243584,0.20073629141639218,47,gradient_boosted_trees
-0.5650809714122744,0.9310552230873257,0.9546428402098863,0.20015500871924047,47,mlp_tabular
-0.027044749869121865,2.2256400944560206,-0.9484966809560895,0.20015500871924047,47,cnn1d_pretrigger
-0.16809310811668565,1.592135010284386,-2.2743714785988827,0.20015500871924047,47,hybrid_residual_cnn
-0.45150610704935457,54.88033215461178,1.0830033535294714,0.3476678043230944,48,traditional_frozen_pretrigger_tables
-0.5695513961758559,2.307567031045564,1.379100405101492,0.2,48,ridge_logistic
