benchmark,traditional_time_rms_ns,ml_time_rms_ns,gap_traditional_minus_ml_ns,gap_ci_low,gap_ci_high,delta_gap_vs_s11c_source_ns
s11c_source,18.65027284819815,10.588533160846291,8.061739687351858,7.050503781440042,9.035536642011595,0.0
conditioned_train_residual,17.355293768001463,9.07447277716587,8.280820990835593,7.8921812821721264,8.67635072561574,0.2190813034837351
