method,heldout_run,threshold,clean_efficiency,gross_rejection,n_clean,n_gross
traditional D_t cut baseline,58,3.6566205773050107,0.972972972972973,1.0,37,2
traditional D_t cut baseline,59,3.735322923499614,0.9710843373493976,1.0,415,13
traditional D_t cut baseline,60,3.5935105050386844,0.9439252336448598,1.0,428,16
traditional D_t cut baseline,61,3.547166712442724,0.9390444810543658,1.0,607,25
traditional D_t cut baseline,62,3.550124130505132,0.9333333333333333,1.0,420,7
traditional D_t cut baseline,63,3.6658880220646566,0.9587628865979382,1.0,194,9
traditional D_t cut baseline,65,3.6658880220646566,0.9814814814814815,,54,0
curvature-only traditional cross-check,58,3.6566205773050107,0.972972972972973,0.0,37,2
curvature-only traditional cross-check,59,3.735322923499614,0.9710843373493976,0.38461538461538464,415,13
curvature-only traditional cross-check,60,3.5935105050386844,0.9439252336448598,0.375,428,16
curvature-only traditional cross-check,61,3.547166712442724,0.9390444810543658,0.32,607,25
curvature-only traditional cross-check,62,3.550124130505132,0.9333333333333333,0.14285714285714285,420,7
curvature-only traditional cross-check,63,3.6658880220646566,0.9587628865979382,0.2222222222222222,194,9
curvature-only traditional cross-check,65,3.6658880220646566,0.9814814814814815,,54,0
ridge,58,0.07273467753261241,0.8918918918918919,1.0,37,2
ridge,59,0.06807731871576315,0.9349397590361446,1.0,415,13
ridge,60,0.08192322546086163,0.9789719626168224,0.9375,428,16
ridge,61,0.07884860957671588,0.9555189456342669,1.0,607,25
ridge,62,0.0725018950373564,0.9428571428571428,1.0,420,7
ridge,63,0.06862042107601037,0.9226804123711341,1.0,194,9
ridge,65,0.07497112175998409,0.9629629629629629,,54,0
gradient_boosted_trees,58,0.0009665924842879299,0.918918918918919,1.0,37,2
gradient_boosted_trees,59,0.0009044754350795621,0.9204819277108434,1.0,415,13
gradient_boosted_trees,60,0.0010574639398217296,0.9719626168224299,0.9375,428,16
gradient_boosted_trees,61,0.0010993198602599953,0.9703459637561779,1.0,607,25
gradient_boosted_trees,62,0.0010135032882849398,0.9571428571428572,1.0,420,7
gradient_boosted_trees,63,0.0009167930296272883,0.9072164948453608,1.0,194,9
gradient_boosted_trees,65,0.0009802523246732048,0.9629629629629629,,54,0
mlp,58,0.06122109023732201,0.972972972972973,1.0,37,2
mlp,59,0.04582543275199174,0.8168674698795181,1.0,415,13
mlp,60,0.06586251722305243,0.9836448598130841,0.9375,428,16
mlp,61,0.06781503853878189,0.9818780889621087,0.92,607,25
mlp,62,0.05517408930255086,0.8952380952380953,0.8571428571428571,420,7
mlp,63,0.06270812347337323,0.9690721649484536,1.0,194,9
mlp,65,0.060410907358432527,0.9259259259259259,,54,0
1d_cnn,58,0.3638855189914003,1.0,0.5,37,2
1d_cnn,59,0.3183726510951228,0.7493975903614458,0.46153846153846156,415,13
1d_cnn,60,0.38087553741490954,0.9953271028037384,0.375,428,16
1d_cnn,61,0.38058209557272665,0.9802306425041186,0.4,607,25
1d_cnn,62,0.3795793684128693,0.9904761904761905,0.42857142857142855,420,7
1d_cnn,63,0.364355845191884,0.9742268041237113,0.0,194,9
1d_cnn,65,0.3623033886934175,0.9444444444444444,,54,0
timing_shape_hybrid_new,58,0.006555815854086956,0.9459459459459459,1.0,37,2
timing_shape_hybrid_new,59,0.005679723188999709,0.9180722891566265,1.0,415,13
timing_shape_hybrid_new,60,0.00673899828296725,0.9602803738317757,1.0,428,16
timing_shape_hybrid_new,61,0.008095461663549722,0.9802306425041186,1.0,607,25
timing_shape_hybrid_new,62,0.006404082147070667,0.9428571428571428,1.0,420,7
timing_shape_hybrid_new,63,0.006375703090475468,0.9226804123711341,1.0,194,9
timing_shape_hybrid_new,65,0.006591211488152958,0.9814814814814815,,54,0
shape_only_random_forest_reference,58,0.1441379227733964,0.918918918918919,1.0,37,2
shape_only_random_forest_reference,59,0.1433476553138289,0.9421686746987952,1.0,415,13
shape_only_random_forest_reference,60,0.14579205117255933,0.955607476635514,1.0,428,16
shape_only_random_forest_reference,61,0.14379283834557266,0.9472817133443163,1.0,607,25
shape_only_random_forest_reference,62,0.14715639707668332,0.9619047619047619,1.0,420,7
shape_only_random_forest_reference,63,0.14347150359950622,0.9381443298969072,1.0,194,9
shape_only_random_forest_reference,65,0.1453443788478057,0.9629629629629629,,54,0
