pred,obs,n
0.00042773288436044247,0.0009363295880149813,2136
0.14285714285714285,0.0,3
0.3728026405254876,0.6363636363636364,11
0.5139927410879545,0.5789473684210527,19
0.6611111111111111,0.3333333333333333,6
0.75,0.0,1
1.0,0.9803921568627451,51
