run,current_nA,raw_entries,eventno_span,trigger_sum,trigger_entry_density,entries_per_eventno,selected_multiplicity_per_event,selected_event_fraction,downstream_allhit_fraction,current_nA_z,current_nA_train_center,current_nA_train_scale,trigger_entry_density_z,trigger_entry_density_train_center,trigger_entry_density_train_scale,entries_per_eventno_z,entries_per_eventno_train_center,entries_per_eventno_train_scale,selected_multiplicity_per_event_z,selected_multiplicity_per_event_train_center,selected_multiplicity_per_event_train_scale,downstream_allhit_fraction_z,downstream_allhit_fraction_train_center,downstream_allhit_fraction_train_scale,heldout_run
61,20.0,36535,36537,36535.0,0.9999452609683335,0.9999452609683335,0.5190912823320104,0.3089366361023676,0.025537156151635418,0.0,20.0,1.0,0.3997439019216357,0.9996210499312376,0.0008110468615965471,0.3997439019216357,0.9996210499312376,0.0008110468615965471,0.7476900561520821,0.47300770050229185,0.061634605744101324,1.1995847069340102,0.01387587148354,0.009721101478444334,59
62,20.0,37584,37584,37584.0,1.0,1.0,0.5079022988505747,0.316943380161771,0.021471902937420177,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.5661526982611128,0.47300770050229185,0.061634605744101324,0.7813961690168231,0.01387587148354,0.009721101478444334,59
63,20.0,37030,37031,37030.0,0.9999729955982826,0.9999729955982826,0.5081555495544153,0.39916284093977855,0.009991898460707534,0.0,20.0,1.0,0.43393999004223915,0.9996210499312376,0.0008110468615965471,0.43393999004223915,0.9996210499312376,0.0008110468615965471,0.5702616026790642,0.47300770050229185,0.061634605744101324,-0.39954042568579556,0.01387587148354,0.009721101478444334,59
65,20.0,38424,38424,38424.0,1.0,1.0,0.33931917551530294,0.3098063710181137,0.001717676452217364,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,-2.1690497306342134,0.47300770050229185,0.061634605744101324,-1.2507013797029418,0.01387587148354,0.009721101478444334,59
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-2.235391068352968,0.9996210499312376,0.0008110468615965471,-2.235391068352968,0.9996210499312376,0.0008110468615965471,0.20653149265648388,0.47855322612252865,0.06278574266096308,-1.1960321029533219,0.013148895248424823,0.009206026831653778,60
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.42648798841309743,0.47855322612252865,0.06278574266096308,0.5309185724096301,0.013148895248424823,0.009206026831653778,60
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,-0.10345961292519174,0.47855322612252865,0.06278574266096308,1.0047231235427379,0.013148895248424823,0.009206026831653778,60
61,20.0,36535,36537,36535.0,0.9999452609683335,0.9999452609683335,0.5190912823320104,0.3089366361023676,0.025537156151635418,0.0,20.0,1.0,0.3997439019216357,0.9996210499312376,0.0008110468615965471,0.3997439019216357,0.9996210499312376,0.0008110468615965471,0.6456570312209784,0.47855322612252865,0.06278574266096308,1.34566856362129,0.013148895248424823,0.009206026831653778,60
62,20.0,37584,37584,37584.0,1.0,1.0,0.5079022988505747,0.316943380161771,0.021471902937420177,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46744804607199103,0.47855322612252865,0.06278574266096308,0.9040824930444182,0.013148895248424823,0.009206026831653778,60
63,20.0,37030,37031,37030.0,0.9999729955982826,0.9999729955982826,0.5081555495544153,0.39916284093977855,0.009991898460707534,0.0,20.0,1.0,0.43393999004223915,0.9996210499312376,0.0008110468615965471,0.43393999004223915,0.9996210499312376,0.0008110468615965471,0.47148161632388985,0.47855322612252865,0.06278574266096308,-0.3429271764516641,0.013148895248424823,0.009206026831653778,60
65,20.0,38424,38424,38424.0,1.0,1.0,0.33931917551530294,0.3098063710181137,0.001717676452217364,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,-2.217606174686442,0.47855322612252865,0.06278574266096308,-1.2417103496703523,0.013148895248424823,0.009206026831653778,60
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-2.2359042858898444,0.9996301731031819,0.0008149410034552548,-2.2359042858898444,0.9996301731031819,0.0008149410034552548,0.3461100886558524,0.4707142519821277,0.06011442015607867,-1.2261519511168832,0.012625769770175961,0.008553245088021705,61
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.4538081839667643,0.9996301731031819,0.0008149410034552548,0.4538081839667643,0.9996301731031819,0.0008149410034552548,0.5758408571357926,0.4707142519821277,0.06011442015607867,0.6325992118304543,0.012625769770175961,0.008553245088021705,61
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.4538081839667643,0.9996301731031819,0.0008149410034552548,0.4538081839667643,0.9996301731031819,0.0008149410034552548,0.022343815410506104,0.4707142519821277,0.06011442015607867,1.1425644198658909,0.012625769770175961,0.008553245088021705,61
61,20.0,36535,36537,36535.0,0.9999452609683335,0.9999452609683335,0.5190912823320104,0.3089366361023676,0.025537156151635418,0.0,20.0,1.0,0.38663886565483563,0.9996301731031819,0.0008149410034552548,0.38663886565483563,0.9996301731031819,0.0008149410034552548,0.8047491803843161,0.4707142519821277,0.06011442015607867,1.5095307393378754,0.012625769770175961,0.008553245088021705,61
62,20.0,37584,37584,37584.0,1.0,1.0,0.5079022988505747,0.316943380161771,0.021471902937420177,0.0,20.0,1.0,0.4538081839667643,0.9996301731031819,0.0008149410034552548,0.4538081839667643,0.9996301731031819,0.0008149410034552548,0.6186210691526834,0.4707142519821277,0.06011442015607867,1.034242919056848,0.012625769770175961,0.008553245088021705,61
63,20.0,37030,37031,37030.0,0.9999729955982826,0.9999729955982826,0.5081555495544153,0.39916284093977855,0.009991898460707534,0.0,20.0,1.0,0.42067155002278717,0.9996301731031819,0.0008149410034552548,0.42067155002278717,0.9996301731031819,0.0008149410034552548,0.6228338803747347,0.4707142519821277,0.06011442015607867,-0.30793824827456456,0.012625769770175961,0.008553245088021705,61
65,20.0,38424,38424,38424.0,1.0,1.0,0.33931917551530294,0.3098063710181137,0.001717676452217364,0.0,20.0,1.0,0.4538081839667643,0.9996301731031819,0.0008149410034552548,0.4538081839667643,0.9996301731031819,0.0008149410034552548,-2.1857497107295694,0.4707142519821277,0.06011442015607867,-1.2753163513617436,0.012625769770175961,0.008553245088021705,61
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-2.235391068352968,0.9996210499312376,0.0008110468615965471,-2.235391068352968,0.9996210499312376,0.0008110468615965471,0.3084967844913869,0.47257908256236697,0.061398943722232216,-1.194007086924505,0.01330331197254517,0.009350966571050069,62
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.533421369540582,0.47257908256236697,0.061398943722232216,0.5061758977472751,0.01330331197254517,0.009350966571050069,62
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,-0.008495994249056942,0.47257908256236697,0.061398943722232216,0.9726364906227825,0.01330331197254517,0.009350966571050069,62
61,20.0,36535,36537,36535.0,0.9999452609683335,0.9999452609683335,0.5190912823320104,0.3089366361023676,0.025537156151635418,0.0,20.0,1.0,0.3997439019216357,0.9996210499312376,0.0008110468615965471,0.3997439019216357,0.9996210499312376,0.0008110468615965471,0.7575407156850099,0.47257908256236697,0.061398943722232216,1.3082972852202643,0.01330331197254517,0.009350966571050069,62
62,20.0,37584,37584,37584.0,1.0,1.0,0.5079022988505747,0.316943380161771,0.021471902937420177,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.575306579344579,0.47257908256236697,0.061398943722232216,0.8735557872877429,0.01330331197254517,0.009350966571050069,62
63,20.0,37030,37031,37030.0,0.9999729955982826,0.9999729955982826,0.5081555495544153,0.39916284093977855,0.009991898460707534,0.0,20.0,1.0,0.43393999004223915,0.9996210499312376,0.0008110468615965471,0.43393999004223915,0.9996210499312376,0.0008110468615965471,0.5794312545993575,0.47257908256236697,0.061398943722232216,-0.35412526466403355,0.01330331197254517,0.009350966571050069,62
65,20.0,38424,38424,38424.0,1.0,1.0,0.33931917551530294,0.3098063710181137,0.001717676452217364,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,-2.170394130067279,0.47257908256236697,0.061398943722232216,-1.2389773220017826,0.01330331197254517,0.009350966571050069,62
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-2.235392192476758,0.9996255506648571,0.000813059851494984,-2.235392192476758,0.9996255506648571,0.000813059851494984,0.3093070948982383,0.47253687411172685,0.061374554522785736,-1.3556396420776138,0.01521664605199728,0.009647441716027405,63
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.4605433836812282,0.9996255506648571,0.000813059851494984,0.4605433836812282,0.9996255506648571,0.000813059851494984,0.5343210611349276,0.47253687411172685,0.061374554522785736,0.2922950873876942,0.01521664605199728,0.009647441716027405,63
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.4605433836812282,0.9996255506648571,0.000813059851494984,0.4605433836812282,0.9996255506648571,0.000813059851494984,-0.007811651356982756,0.47253687411172685,0.061374554522785736,0.7444208984661547,0.01521664605199728,0.009647441716027405,63
61,20.0,36535,36537,36535.0,0.9999452609683335,0.9999452609683335,0.5190912823320104,0.3089366361023676,0.025537156151635418,0.0,20.0,1.0,0.39321865775129916,0.9996255506648571,0.000813059851494984,0.39321865775129916,0.9996255506648571,0.000813059851494984,0.7585294684786659,0.47253687411172685,0.061374554522785736,1.0697665146286974,0.01521664605199728,0.009647441716027405,63
62,20.0,37584,37584,37584.0,1.0,1.0,0.5079022988505747,0.316943380161771,0.021471902937420177,0.0,20.0,1.0,0.4605433836812282,0.9996255506648571,0.000813059851494984,0.4605433836812282,0.9996255506648571,0.000813059851494984,0.5762229154057352,0.47253687411172685,0.061374554522785736,0.6483850402569385,0.01521664605199728,0.009647441716027405,63
63,20.0,37030,37031,37030.0,0.9999729955982826,0.9999729955982826,0.5081555495544153,0.39916284093977855,0.009991898460707534,0.0,20.0,1.0,0.4273300825106183,0.9996255506648571,0.000813059851494984,0.4273300825106183,0.9996255506648571,0.000813059851494984,0.5803492297359942,0.47253687411172685,0.061374554522785736,-0.5415681944582068,0.01521664605199728,0.009647441716027405,63
65,20.0,38424,38424,38424.0,1.0,1.0,0.33931917551530294,0.3098063710181137,0.001717676452217364,0.0,20.0,1.0,0.4605433836812282,0.9996255506648571,0.000813059851494984,0.4605433836812282,0.9996255506648571,0.000813059851494984,-2.1705688885605823,0.47253687411172685,0.061374554522785736,-1.3992278986618725,0.01521664605199728,0.009647441716027405,63
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-2.235391068352968,0.9996210499312376,0.0008110468615965471,-2.235391068352968,0.9996210499312376,0.0008110468615965471,-0.6055186242784015,0.5006762697849122,0.015120609252902784,-1.7884131547592401,0.016595683053412306,0.008083977350435758,65
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.307813087969288,0.5006762697849122,0.015120609252902784,0.1782368697459578,0.016595683053412306,0.008083977350435758,65
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,-1.8927036481558026,0.5006762697849122,0.015120609252902784,0.7178051072121283,0.016595683053412306,0.008083977350435758,65
61,20.0,36535,36537,36535.0,0.9999452609683335,0.9999452609683335,0.5190912823320104,0.3089366361023676,0.025537156151635418,0.0,20.0,1.0,0.3997439019216357,0.9996210499312376,0.0008110468615965471,0.3997439019216357,0.9996210499312376,0.0008110468615965471,1.2178750365870992,0.5006762697849122,0.015120609252902784,1.1060734970690056,0.016595683053412306,0.008083977350435758,65
62,20.0,37584,37584,37584.0,1.0,1.0,0.5079022988505747,0.316943380161771,0.021471902937420177,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.47789271879208695,0.5006762697849122,0.015120609252902784,0.6031956390556963,0.016595683053412306,0.008083977350435758,65
63,20.0,37030,37031,37030.0,0.9999729955982826,0.9999729955982826,0.5081555495544153,0.39916284093977855,0.009991898460707534,0.0,20.0,1.0,0.43393999004223915,0.9996210499312376,0.0008110468615965471,0.43393999004223915,0.9996210499312376,0.0008110468615965471,0.49464142908575565,0.5006762697849122,0.015120609252902784,-0.8168979583235476,0.016595683053412306,0.008083977350435758,65
65,20.0,38424,38424,38424.0,1.0,1.0,0.33931917551530294,0.3098063710181137,0.001717676452217364,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,-10.671335497849247,0.5006762697849122,0.015120609252902784,-1.8404315049686477,0.016595683053412306,0.008083977350435758,65
