run,current_nA,raw_entries,eventno_span,trigger_sum,trigger_entry_density,entries_per_eventno,selected_multiplicity_per_event,selected_event_fraction,downstream_allhit_fraction,current_nA_z,current_nA_train_center,current_nA_train_scale,trigger_entry_density_z,trigger_entry_density_train_center,trigger_entry_density_train_scale,entries_per_eventno_z,entries_per_eventno_train_center,entries_per_eventno_train_scale,selected_multiplicity_per_event_z,selected_multiplicity_per_event_train_center,selected_multiplicity_per_event_train_scale,downstream_allhit_fraction_z,downstream_allhit_fraction_train_center,downstream_allhit_fraction_train_scale,heldout_run
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-104.40439260028265,0.999986376094436,2.0864381463018334e-05,-104.40439260028265,0.999986376094436,2.0864381463018334e-05,0.25923498577900933,0.4753093891588222,0.06253426814404026,-1.752454693509989,0.016525597192595658,0.00820985879336024,58
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.6529743327487993,0.999986376094436,2.0864381463018334e-05,0.6529743327487993,0.999986376094436,2.0864381463018334e-05,0.48007601181247883,0.4753093891588222,0.06253426814404026,0.1840407632927287,0.016525597192595658,0.00820985879336024,58
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.6529743327487993,0.999986376094436,2.0864381463018334e-05,0.6529743327487993,0.999986376094436,2.0864381463018334e-05,-0.05200271412351074,0.4753093891588222,0.06253426814404026,0.7153358221332944,0.016525597192595658,0.00820985879336024,58
61,20.0,36535,36537,36535.0,0.9999452609683335,0.9999452609683335,0.5190912823320104,0.3089366361023676,0.025537156151635418,0.0,20.0,1.0,-1.970589263591325,0.999986376094436,2.0864381463018334e-05,-1.970589263591325,0.999986376094436,2.0864381463018334e-05,0.7001264182438629,0.4753093891588222,0.06253426814404026,1.0976509079946537,0.016525597192595658,0.00820985879336024,58
62,20.0,37584,37584,37584.0,1.0,1.0,0.5079022988505747,0.316943380161771,0.021471902937420177,0.0,20.0,1.0,0.6529743327487993,0.999986376094436,2.0864381463018334e-05,0.6529743327487993,0.999986376094436,2.0864381463018334e-05,0.521200785730451,0.4753093891588222,0.06253426814404026,0.6024836564576319,0.016525597192595658,0.00820985879336024,58
63,20.0,37030,37031,37030.0,0.9999729955982826,0.9999729955982826,0.5081555495544153,0.39916284093977855,0.009991898460707534,0.0,20.0,1.0,-0.64130806739323,0.999986376094436,2.0864381463018334e-05,-0.64130806739323,0.999986376094436,2.0864381463018334e-05,0.5252505765308695,0.4753093891588222,0.06253426814404026,-0.7958357014827443,0.016525597192595658,0.00820985879336024,58
65,20.0,38424,38424,38424.0,1.0,1.0,0.33931917551530294,0.3098063710181137,0.001717676452217364,0.0,20.0,1.0,0.6529743327487993,0.999986376094436,2.0864381463018334e-05,0.6529743327487993,0.999986376094436,2.0864381463018334e-05,-2.1746510781941506,0.4753093891588222,0.06253426814404026,-1.8036754483955637,0.016525597192595658,0.00820985879336024,58
58,20.0,34141,34216,34141.0,0.9978080430208089,0.9978080430208089,0.49152045927184324,0.4663015143083097,0.002138191617117249,0.0,20.0,1.0,-2.235391068352968,0.9996210499312376,0.0008110468615965471,-2.235391068352968,0.9996210499312376,0.0008110468615965471,0.3003630597786882,0.47300770050229185,0.061634605744101324,-1.207443404685158,0.01387587148354,0.009721101478444334,59
59,20.0,42303,42303,42303.0,1.0,1.0,0.5053305912110252,0.32770725480462376,0.018036545871451197,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.52442763798853,0.47300770050229185,0.061634605744101324,0.4280044187520435,0.01387587148354,0.009721101478444334,59
60,20.0,36074,36074,36074.0,1.0,1.0,0.4720574374896047,0.2810888728724289,0.02239840328214226,0.0,20.0,1.0,0.46723572546284853,0.9996210499312376,0.0008110468615965471,0.46723572546284853,0.9996210499312376,0.0008110468615965471,-0.015417686236730408,0.47300770050229185,0.061634605744101324,0.8767043341230629,0.01387587148354,0.009721101478444334,59
