pool,method,run,n_pairs,robust_width_ns,full_rms_ns,gate_mode,cfd_fraction,amplitude_cut_adc
adc_cfd0.10_cut1000,gradient_boosted_trees,60,11,0.5223208641234529,1.0859911081614508,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gradient_boosted_trees,61,18,2.480029564699853,2.4922821160917548,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gradient_boosted_trees,62,7,2.0098524406001674,3.1180196568610405,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gradient_boosted_trees,63,28,0.8025846331527478,1.695823239483253,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gradient_boosted_trees,65,27,0.7028762343576949,1.5340899868873152,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,mlp,58,25,0.7901142164242718,0.9311306237276469,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,mlp,59,11,1.1154975879830338,2.3084032303096356,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,mlp,60,11,1.0083685927927752,1.417923739347648,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,mlp,61,18,1.3586582820975626,1.660180665549641,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,mlp,62,7,0.9133766500590172,2.3764052852417192,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,mlp,63,28,0.7077135937246735,1.625067155300549,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,mlp,65,27,0.6151408143573992,1.0833150398337905,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,cnn_1d,58,25,2.193867696128326,2.6609000861693435,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,cnn_1d,59,11,2.787668576101696,3.204860297097263,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,cnn_1d,60,11,1.2704348046917273,2.2951682405269134,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,cnn_1d,61,18,2.4558913637870674,3.048334832694723,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,cnn_1d,62,7,4.3710007385831,3.8269888213550356,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,cnn_1d,63,28,2.2823580807218926,2.4782497799170735,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,cnn_1d,65,27,1.5700372547178971,2.8964054743616225,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gated_residual_cnn_new,58,25,1.6695226364797824,2.1367102908305204,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gated_residual_cnn_new,59,11,2.9853918730580795,3.201301847512875,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gated_residual_cnn_new,60,11,1.216026631950395,2.0337613050981256,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gated_residual_cnn_new,61,18,2.1612714524007584,2.805765094667236,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gated_residual_cnn_new,62,7,3.789382001766745,3.7213636176792235,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gated_residual_cnn_new,63,28,1.748284283181349,2.287968992422914,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gated_residual_cnn_new,65,27,1.3974040013084479,3.1926131379304477,fixed_adc,0.1,1000.0
adc_cfd0.20_cut1000,constrained_monotone_timewalk,58,25,1.0760187025964294,1.2834413329927996,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,constrained_monotone_timewalk,59,11,1.000398474643978,1.1970159211684868,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,constrained_monotone_timewalk,60,11,0.9702199490985202,1.1629100886902515,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,constrained_monotone_timewalk,61,18,1.6591342757554395,1.8017501123333235,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,constrained_monotone_timewalk,62,7,0.9904105716088881,1.5664861425966525,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,constrained_monotone_timewalk,63,28,1.333362147970506,1.3891231727124358,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,constrained_monotone_timewalk,65,27,1.5737929904739256,1.6205563204471265,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,ridge,58,25,0.9176595408114281,2.283676099171122,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,ridge,59,11,2.7636412993041346,2.6413440658597778,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,ridge,60,11,1.2701082871740637,1.4380513781045374,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,ridge,61,18,1.9114635567161646,2.220100202810205,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,ridge,62,7,3.5517840603956836,4.4524207775194755,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,ridge,63,28,1.160919031932608,1.6136678046908923,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,ridge,65,27,1.25042690359904,2.032327156180605,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gradient_boosted_trees,58,25,0.7647716766362046,1.1006479188179081,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gradient_boosted_trees,59,11,1.3552873130522793,1.7370898514955166,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gradient_boosted_trees,60,11,0.7069144225565004,0.9986869696749626,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gradient_boosted_trees,61,18,1.8354675323034133,1.8176188362191454,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gradient_boosted_trees,62,7,1.3303889322396247,3.0587043765851485,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gradient_boosted_trees,63,28,0.4939405248254989,1.4068281558890816,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gradient_boosted_trees,65,27,0.5684355861345791,1.0396541517892792,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,mlp,58,25,0.4876705427239113,0.9262612744660507,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,mlp,59,11,0.8775823016691888,1.7216497337536287,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,mlp,60,11,0.8603641210643027,1.8522515828657433,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,mlp,61,18,0.6524437213082567,0.8780005694671354,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,mlp,62,7,1.3484694445674608,2.0989329029276513,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,mlp,63,28,0.5202190764661305,0.8584146045231446,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,mlp,65,27,0.4832404623524429,0.9589575554511923,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,cnn_1d,58,25,1.1742017035812522,1.8710523065914169,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,cnn_1d,59,11,2.6429229449578466,2.9053273532936106,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,cnn_1d,60,11,1.0326534255186053,2.006910098935839,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,cnn_1d,61,18,2.485103288811878,2.445543665462502,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,cnn_1d,62,7,3.196120977026238,3.4150157779941996,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,cnn_1d,63,28,1.4583578975644955,2.1610153511957413,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,cnn_1d,65,27,2.062734916329228,2.3651703086658813,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gated_residual_cnn_new,58,25,0.7475063794040577,1.1082273861439242,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gated_residual_cnn_new,59,11,2.892247981482944,3.3380447176089576,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gated_residual_cnn_new,60,11,0.6065511079996961,1.3761430396628975,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gated_residual_cnn_new,61,18,1.6416437733979128,1.9951211741736004,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gated_residual_cnn_new,62,7,3.4866722313773346,4.971031512408024,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gated_residual_cnn_new,63,28,0.6098470764008532,2.1851861124276013,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,gated_residual_cnn_new,65,27,0.8353688369222549,3.359226522582154,fixed_adc,0.2,1000.0
adc_cfd0.40_cut1000,constrained_monotone_timewalk,58,25,1.4766214375995563,1.4908031173959368,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,constrained_monotone_timewalk,59,11,1.108931826193107,1.1050612360784202,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,constrained_monotone_timewalk,60,11,1.0906294995042085,1.3192444188700183,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,constrained_monotone_timewalk,61,18,1.7159450176605917,1.8934562541886504,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,constrained_monotone_timewalk,62,7,1.2426657255253026,1.805444520057044,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,constrained_monotone_timewalk,63,28,1.3859943682269296,1.3130579320094538,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,constrained_monotone_timewalk,65,27,1.347763269863779,1.5042366816809891,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,ridge,58,25,0.5394384514657744,1.2966775972649918,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,ridge,59,11,1.1469340820421583,1.623048371696907,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,ridge,60,11,0.5149849578658778,0.5461109153737876,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,ridge,61,18,1.3257954349073942,1.5306366441438448,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,ridge,62,7,0.8716555732913518,1.6878675336717468,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,ridge,63,28,0.74077000090283,1.0208684595279174,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,ridge,65,27,0.5329153026384109,0.9104198240674193,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gradient_boosted_trees,58,25,0.35631813100815846,0.9807235980914246,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gradient_boosted_trees,59,11,1.1773937707542654,1.2808308043775538,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gradient_boosted_trees,60,11,0.5968868950823586,0.6887767099002781,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gradient_boosted_trees,61,18,1.4707086710272357,1.6033742279043526,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gradient_boosted_trees,62,7,1.8202540100157252,1.895819266437492,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gradient_boosted_trees,63,28,0.5273867118098116,0.9730882303434963,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gradient_boosted_trees,65,27,0.5323768211843039,0.6518746208874685,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,mlp,58,25,0.3197710083562826,0.6085292416131772,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,mlp,59,11,0.602464420079149,0.6921242419971743,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,mlp,60,11,0.409826102169733,0.4056824014033234,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,mlp,61,18,1.4470900206796107,1.3436391304093258,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,mlp,62,7,1.6146967671861203,1.483927999135278,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,mlp,63,28,0.3651964280157245,0.702666781779557,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,mlp,65,27,0.5922206680462889,0.8786307441486022,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,cnn_1d,58,25,1.4725291157707519,1.5209522702185467,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,cnn_1d,59,11,1.5147931494328069,1.343708282927872,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,cnn_1d,60,11,0.9826718433714744,1.1282160194289308,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,cnn_1d,61,18,1.6343651277038282,1.731934400177089,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,cnn_1d,62,7,1.676400212230288,1.6516714309837615,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,cnn_1d,63,28,1.1665096194693543,1.267732722328492,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,cnn_1d,65,27,1.1651220769534278,1.2879076955799285,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gated_residual_cnn_new,58,25,0.4221732720386573,0.6032889297634564,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gated_residual_cnn_new,59,11,0.6463792801691363,0.725423060930926,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gated_residual_cnn_new,60,11,0.21544711493108504,0.40364803819339345,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gated_residual_cnn_new,61,18,0.46608657055724806,0.6432625351327931,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gated_residual_cnn_new,62,7,0.5199228396451823,0.7649694712082007,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gated_residual_cnn_new,63,28,0.39457827028559267,0.5926657999158422,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gated_residual_cnn_new,65,27,0.5978631310135495,0.7295941135280604,fixed_adc,0.4,1000.0
eff_cfd0.10_cut1000,constrained_monotone_timewalk,58,282,34.086760752686985,35.98605407150581,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,constrained_monotone_timewalk,59,342,37.17925659879336,39.776237567690664,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,constrained_monotone_timewalk,60,286,34.95226439496176,38.320270180039294,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,constrained_monotone_timewalk,61,290,36.41889183890893,39.49055547765926,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,constrained_monotone_timewalk,62,298,41.41764835164835,42.05899803660705,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,constrained_monotone_timewalk,63,301,30.584975981437736,34.34581181933869,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,constrained_monotone_timewalk,65,311,30.425759508438464,39.84879637971751,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,ridge,58,282,17.68534843070441,24.721270943059874,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,ridge,59,342,23.928909757904798,27.297743984918707,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,ridge,60,286,20.411298404191,25.52707800245116,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,ridge,61,290,25.6172266063017,27.533269744363402,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,ridge,62,298,24.45333059614567,29.304092299855288,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,ridge,63,301,20.872400710908302,25.55516946290341,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,ridge,65,311,19.503465534552667,23.448908827895682,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gradient_boosted_trees,58,282,10.277069691086762,15.306354108544545,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gradient_boosted_trees,59,342,11.058458157114657,18.117284685892404,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gradient_boosted_trees,60,286,10.656751282332365,14.900232616463356,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gradient_boosted_trees,61,290,10.351682889521886,18.01358255662411,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gradient_boosted_trees,62,298,12.495862617421992,19.18117171363568,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gradient_boosted_trees,63,301,9.168935513740706,15.741220782209645,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gradient_boosted_trees,65,311,9.452354852374752,14.988627948982012,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,mlp,58,282,14.15287663585731,19.623921738183796,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,mlp,59,342,16.306033342590233,21.52002814820945,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,mlp,60,286,15.574121571704882,19.48714058398104,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,mlp,61,290,15.993425754423093,21.23036429344114,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,mlp,62,298,17.86310353255871,22.142827716842945,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,mlp,63,301,15.338929025016991,21.092659096009633,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,mlp,65,311,13.370050418909255,18.122093141514203,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,cnn_1d,58,282,23.0559953636025,28.57426140809761,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,cnn_1d,59,342,31.605632026229998,33.48671127742672,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,cnn_1d,60,286,29.501082313705844,30.224052743038083,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,cnn_1d,61,290,29.420171546203868,30.71527919618858,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,cnn_1d,62,298,30.018793420448514,33.12643134262343,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,cnn_1d,63,301,28.41595867084232,27.965538238935082,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,cnn_1d,65,311,27.177093286055097,29.47534429938249,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gated_residual_cnn_new,58,282,15.209551092890155,22.45532954358418,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gated_residual_cnn_new,59,342,20.23176517234605,27.195253726095032,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gated_residual_cnn_new,60,286,17.296789512407756,22.534803734503548,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gated_residual_cnn_new,61,290,19.307191617771203,24.93535063661236,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gated_residual_cnn_new,62,298,20.75436517712491,27.346054042986765,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gated_residual_cnn_new,63,301,18.11332379677459,23.038177306755475,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,gated_residual_cnn_new,65,311,17.18919531253387,23.187862679687733,fixed_efficiency,0.1,1000.0
eff_cfd0.20_cut1000,constrained_monotone_timewalk,58,282,36.48067955714967,40.2697413729207,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,constrained_monotone_timewalk,59,342,39.855198191251105,41.532973157273815,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,constrained_monotone_timewalk,60,286,38.13327603171871,42.00178674133195,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,constrained_monotone_timewalk,61,290,44.88714430461571,44.33200877161684,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,constrained_monotone_timewalk,62,298,45.92390665577095,44.25796656799096,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,constrained_monotone_timewalk,63,301,34.228986147951666,37.62741651545395,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,constrained_monotone_timewalk,65,311,34.69889598780658,42.458725999723214,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,ridge,58,282,16.245587616973857,22.187169989033503,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,ridge,59,342,18.589409373424953,21.53166458876821,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,ridge,60,286,19.000113756793404,22.833254011982653,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,ridge,61,290,19.53381718439433,23.32988518869069,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,ridge,62,298,19.536332069597663,24.30212970286056,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,ridge,63,301,15.933947501282724,18.030095806200958,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,ridge,65,311,16.782622774933063,20.2320165459093,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gradient_boosted_trees,58,282,7.941068264023359,14.027125906101569,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gradient_boosted_trees,59,342,8.261484877729487,13.943147687538081,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gradient_boosted_trees,60,286,8.828471876451518,12.521206535609057,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gradient_boosted_trees,61,290,8.810971505652706,16.31245813695886,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gradient_boosted_trees,62,298,9.75032236849868,14.46098488874023,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gradient_boosted_trees,63,301,8.380885577040402,13.378102686755064,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gradient_boosted_trees,65,311,7.597761968246003,13.694035945129796,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,mlp,58,282,10.719359263400365,15.135436155845658,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,mlp,59,342,11.581259812031062,14.566257235642706,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,mlp,60,286,11.287108600932427,15.878377817729609,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,mlp,61,290,13.237276261896184,16.692733974702996,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,mlp,62,298,12.791531593299553,17.291721377358755,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,mlp,63,301,9.582625648487166,13.907370212690317,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,mlp,65,311,9.386881289047379,13.178501040976295,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,cnn_1d,58,282,22.377112204554066,26.717526398125937,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,cnn_1d,59,342,25.855303560455447,29.109067505619347,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,cnn_1d,60,286,24.519949791150875,28.6846932171831,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,cnn_1d,61,290,28.152748155870455,30.425203095632774,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,cnn_1d,62,298,25.775711189873725,29.319069177733436,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,cnn_1d,63,301,23.01822821679952,24.25707158626809,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,cnn_1d,65,311,22.703354107260644,26.43273433346088,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gated_residual_cnn_new,58,282,13.413847416967615,18.95949546416022,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gated_residual_cnn_new,59,342,15.062629479044443,19.399467310535268,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gated_residual_cnn_new,60,286,13.934575780136594,20.280253729639576,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gated_residual_cnn_new,61,290,16.14835904188749,21.937587044408954,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gated_residual_cnn_new,62,298,14.445523830638074,20.34738288658272,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gated_residual_cnn_new,63,301,12.990077398400533,16.169698217380713,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gated_residual_cnn_new,65,311,12.85684148634792,18.53058108984932,fixed_efficiency,0.2,1000.0
eff_cfd0.40_cut1000,constrained_monotone_timewalk,58,282,36.29251610891037,41.26640432865927,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,constrained_monotone_timewalk,59,342,44.27291016408975,45.89350888472167,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,constrained_monotone_timewalk,60,286,45.57085627737181,46.16717420569202,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,constrained_monotone_timewalk,61,290,50.60130495996078,47.77754600413588,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,constrained_monotone_timewalk,62,298,47.292086665116415,45.97956392918605,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,constrained_monotone_timewalk,63,301,40.09390009798527,41.70688824188912,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,constrained_monotone_timewalk,65,311,41.47520729497216,44.796240253111115,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,ridge,58,282,14.117981687689571,19.224785513496172,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,ridge,59,342,18.783186780535484,22.101737409012614,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,ridge,60,286,17.78905325778757,22.374830759647164,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,ridge,61,290,17.82981216627101,21.975017963985678,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,ridge,62,298,18.618762309654688,22.109379398907265,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,ridge,63,301,14.246610243256281,18.15911779685665,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,ridge,65,311,15.703582570617836,19.87547627508911,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gradient_boosted_trees,58,282,8.521802021928178,11.261700310682642,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gradient_boosted_trees,59,342,11.693798831277535,15.150817825063882,fixed_efficiency,0.4,1000.0
