pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,fit_error,gate_mode,cfd_fraction,amplitude_cut_adc
adc_cfd0.40_cut1000,mlp,127,-0.014536506469287946,0.5620933213770125,0.9049888111168145,0.952755905511811,0.0,0.38306300440676294,1.1849313841049112,0.4549132201608924,0.04660816492013899,0.015890218351913003,2053.7808075226953,,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,gated_residual_cnn_new,127,-0.3177808748714419,0.5745111026538152,0.6566760029519294,1.0,0.0,0.4015615578685682,0.6051668161140138,0.4206848305389883,0.044237348945253024,-0.08488518446448189,6733.6576167057965,,fixed_adc,0.4,1000.0
adc_cfd0.20_cut1000,mlp,127,-0.11744406837292054,0.7001226069139903,1.2252077424902248,0.889763779527559,0.015748031496062992,0.5261878741424509,1.1043005394267276,0.4912852362798391,0.052411612123920315,0.024685018892702856,11126.404146722325,,fixed_adc,0.2,1000.0
adc_cfd0.40_cut1000,gradient_boosted_trees,127,0.07683813755270652,0.7415182966113791,1.114103412061745,0.905511811023622,0.0,0.47683646191499246,1.415128488331345,1.0703254066010839,0.1775751631078869,0.005755446184355022,5.030306540543948,,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,ridge,127,0.0027492007276412878,0.7987701430490042,1.2523488949557355,0.9133858267716536,0.007874015748031496,0.6012456007428117,1.0684446389372735,0.5966757201887972,0.06311810945320599,-0.03002859072581096,34.24326787911088,,fixed_adc,0.4,1000.0
adc_cfd0.20_cut1000,gradient_boosted_trees,127,0.11377532095167808,0.9457919141593283,1.5028264409545704,0.8661417322834646,0.007874015748031496,0.673028155496217,1.3931229430713532,0.5715392647472646,0.05695117480282363,-0.17812445415011102,843.3126216406428,,fixed_adc,0.2,1000.0
adc_cfd0.10_cut1000,mlp,127,0.01105409988933248,1.0676291980346693,1.5657939905457725,0.8503937007874016,0.023622047244094488,0.8191715383230197,1.2559719284583413,1.075864311082671,0.18360781553141312,0.26746866285186405,3.17970960474886,,fixed_adc,0.1,1000.0
adc_cfd0.20_cut1000,gated_residual_cnn_new,127,0.13780138803190578,1.0738438108699027,2.6463644630281697,0.84251968503937,0.08661417322834646,0.7222261979444022,2.2832139406284786,0.6392693971608819,0.06205493933470106,-0.1703618781009725,9.091777355634177,,fixed_adc,0.2,1000.0
adc_cfd0.10_cut1000,gradient_boosted_trees,127,0.01684743635521091,1.3594073881558513,1.9303598401358668,0.7874015748031497,0.03937007874015748,0.756993879514679,2.2428526530384203,1.1360098056784045,0.1660128095295672,-0.23211006329589068,2.161593378574117,,fixed_adc,0.1,1000.0
adc_cfd0.40_cut1000,cnn_1d,127,-0.015844384124902078,1.4289944807280848,1.4225505958608855,0.84251968503937,0.0,1.2444354094227674,1.6143878072415105,1.5710028493132213,0.2614674957344495,-0.13571572002633786,0.9165394911005481,,fixed_adc,0.4,1000.0
adc_cfd0.40_cut1000,constrained_monotone_timewalk,127,-0.1619213992163595,1.4954000514282968,1.4908908948789936,0.8503937007874016,0.0,1.360161779143077,1.607320429320261,1.5535511868632752,0.30002675743747526,0.154611259321852,1.4073416771773914,,fixed_adc,0.4,1000.0
adc_cfd0.20_cut1000,constrained_monotone_timewalk,127,0.09140440352265511,1.5178248372481482,1.4745552393190424,0.8346456692913385,0.0,1.25934773623008,1.7189283192835434,3.872301509883971,4.021550764477781,-0.014583004849277836,1.5850773081333158,,fixed_adc,0.2,1000.0
adc_cfd0.20_cut1000,ridge,127,-0.21716886991820283,1.6147287492345483,2.2754329666263735,0.7480314960629921,0.031496062992125984,1.2834158857652014,2.3614396158156192,1.6229578703580916,0.3031328587980214,0.2055306944496969,0.6654122367367112,,fixed_adc,0.2,1000.0
adc_cfd0.10_cut1000,constrained_monotone_timewalk,127,0.0001306463471237862,1.918623213462698,1.8620217613900358,0.7165354330708661,0.007874015748031496,1.651561297086937,2.125822709768695,1.7120769801230273,0.3812344918353518,-0.2177940764866212,1.3050157757030718,,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,gated_residual_cnn_new,127,-0.06162128645508691,1.9240753191634075,2.8554333362906084,0.7322834645669292,0.11811023622047244,1.7011808899717886,3.3427194010586967,4.026902598709393,4.618634534356907,-0.5433634050093138,1.9073138522110782,,fixed_adc,0.1,1000.0
adc_cfd0.10_cut1000,ridge,127,0.1527906915396744,2.0594904627569814,2.532846138990679,0.6535433070866141,0.05511811023622047,1.6448232343123783,2.956134980400532,2.771744809524187,1.4366567766735747,-1.2607745474303897,0.9075488548216794,,fixed_adc,0.1,1000.0
