pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,fit_error,gate_mode,cfd_fraction,amplitude_cut_adc
adc_cfd0.20_cut1000,cnn_1d,127,0.24893505978130737,2.153475285609924,2.39913921844573,0.7007874015748031,0.047244094488188976,1.5507045143824452,3.0010015651792044,2.0381762283664915,0.6506758830298273,-0.6490994982081597,1.3021344446395533,,fixed_adc,0.2,1000.0
adc_cfd0.10_cut1000,cnn_1d,127,0.6193824988308259,2.3337242174441295,2.9312648706061672,0.5905511811023622,0.12598425196850394,1.9317605711931836,3.6788206106338293,2.307078535982217,0.9041690593235483,-0.40677984978624515,1.4760095019750936,,fixed_adc,0.1,1000.0
eff_cfd0.20_cut1000,gradient_boosted_trees,2110,0.12253345600112331,8.687238578615904,14.091423973887872,0.23933649289099526,0.5246445497630332,8.139306502667685,9.197421370734045,2.8524012319453336,0.5528223109852454,-0.24708440797976888,0.9359506468811132,,fixed_efficiency,0.2,1000.0
eff_cfd0.40_cut1000,gradient_boosted_trees,2110,0.10385067182985219,9.757614835910392,13.998836887206004,0.23033175355450236,0.5469194312796208,8.735358339263424,10.818315867824523,2.3777289294066866,0.3507207349080876,-0.18767925910563352,1.8433998869383819,,fixed_efficiency,0.4,1000.0
eff_cfd0.10_cut1000,gradient_boosted_trees,2110,-0.6325898634538334,10.651271602309876,16.72274421843472,0.2028436018957346,0.5857819905213271,9.974033080037955,11.274377179968107,4.708308678281219,2.6113622746075817,-1.2503883465390409,1.1604295129910074,,fixed_efficiency,0.1,1000.0
eff_cfd0.40_cut1000,mlp,2110,0.12580321961329055,11.181705786916158,14.61510086452174,0.2071090047393365,0.5890995260663507,10.084376992831675,12.12997742209743,2.177077094009165,0.2852384246890316,0.20114869524630033,1.4182874811678055,,fixed_efficiency,0.4,1000.0
eff_cfd0.20_cut1000,mlp,2110,-0.1330318283166676,11.385759560546763,15.283789973126078,0.20853080568720378,0.5914691943127962,10.225741524006482,12.578171192079509,2.491041356087341,0.39052160741759623,0.5328171098190505,0.9259282922847787,,fixed_efficiency,0.2,1000.0
eff_cfd0.20_cut1000,gated_residual_cnn_new,2110,0.7864121622052505,14.213471156241386,19.433139520196587,0.17962085308056872,0.6635071090047393,13.3348939371977,15.047652068178108,2.0651465966643694,0.25538259639930183,0.2532509516418436,1.9942965131961683,,fixed_efficiency,0.2,1000.0
eff_cfd0.40_cut1000,gated_residual_cnn_new,2110,0.5839096136837791,14.96029238601351,19.04674734724458,0.17819905213270143,0.6658767772511849,13.77833824890133,16.132939693722644,2.1717929649614818,0.29849815174962163,-0.6073233072433586,1.132034665693548,,fixed_efficiency,0.4,1000.0
eff_cfd0.10_cut1000,mlp,2110,-1.9367736431106555,15.870725359480783,20.522827882444023,0.16587677725118483,0.6540284360189573,14.949444554880966,16.786427113083533,,,,,Optimal parameters not found: Number of calls to function has reached maxfev = 10000.,fixed_efficiency,0.1,1000.0
eff_cfd0.40_cut1000,ridge,2110,-0.8156326259214115,16.40966235429289,20.91549948046904,0.13127962085308056,0.7061611374407583,14.817260873749293,18.186079118255247,2.6691721649568265,0.6595583734263747,-1.0066767851489118,2.3321334418613215,,fixed_efficiency,0.4,1000.0
eff_cfd0.20_cut1000,ridge,2110,-0.46349551919435994,17.726766040933715,21.83755479057254,0.11516587677725118,0.7218009478672985,16.765925070448223,19.082283585354254,3.5118484255988918,1.5731354769816623,-1.2378249121039226,1.389276224918868,,fixed_efficiency,0.2,1000.0
eff_cfd0.10_cut1000,gated_residual_cnn_new,2110,-2.172825026802607,18.168430141828217,24.55171096323279,0.13412322274881516,0.6981042654028436,16.73127969620769,19.62447663938225,3.8409273271408004,1.8503090377531717,0.24125985623788684,1.430322292836903,,fixed_efficiency,0.1,1000.0
eff_cfd0.40_cut1000,cnn_1d,2110,0.26535953709766824,21.03745948047942,23.69679245453398,0.12132701421800948,0.7350710900473933,20.184062803990745,21.85685658328763,47.2304011142833,3520.350182196872,-145.53772162797407,1.8456107994352113,,fixed_efficiency,0.4,1000.0
eff_cfd0.10_cut1000,ridge,2110,0.18278982932965993,22.085979670018695,26.26956723045113,0.11706161137440758,0.7492890995260664,20.11940374482263,23.698630671017217,2.8049034678053637,0.7308188712820779,0.6066657330197462,1.0102037891092488,,fixed_efficiency,0.1,1000.0
eff_cfd0.20_cut1000,cnn_1d,2110,-0.7919123926984066,24.674637582583056,27.91587460773996,0.10710900473933649,0.7725118483412322,23.2231311736272,26.16273517510024,3.06714285817941,1.0959081467568141,-0.029040549251774884,1.2596716618583423,,fixed_efficiency,0.2,1000.0
eff_cfd0.10_cut1000,cnn_1d,2110,-2.0762600455729006,29.057388232705122,30.650180037754062,0.09431279620853081,0.7933649289099526,27.52489521692787,30.41658696476495,2.509050416112508,0.6536675746592129,0.7020144561460084,1.0419855004683185,,fixed_efficiency,0.1,1000.0
eff_cfd0.10_cut1000,constrained_monotone_timewalk,2110,0.4082351659699306,35.21100356506239,38.66874453760106,0.11563981042654028,0.781042654028436,32.79009089083471,37.388361599689865,2.452651346177586,0.5086228878811069,-0.6123498404039248,3.7420433758882936,,fixed_efficiency,0.1,1000.0
eff_cfd0.20_cut1000,constrained_monotone_timewalk,2110,0.5540741611631261,39.70024524143459,41.83403467857077,0.1052132701421801,0.7995260663507109,36.91558726055423,43.17863769210479,2.369925212894615,0.5524768781648363,-0.05611368133757537,3.4262633663642363,,fixed_efficiency,0.2,1000.0
eff_cfd0.40_cut1000,constrained_monotone_timewalk,2110,0.7595409774345951,43.42085760100331,44.89038333391615,0.095260663507109,0.828436018957346,40.05747424080217,46.3847632176824,3.2676780503787177,1.3119753727506593,-1.672538979243734,1.8128843169279882,,fixed_efficiency,0.4,1000.0
