method,n,threshold,support_coverage,abstention_rate,false_support_rate,accepted_fraction,proxy_rmse_log,proxy_spearman,a_depth_high_minus_low_contrast,downstream_multiplicity_contrast,pid_score_stability_run_sd,support_coverage_ci95,abstention_rate_ci95,false_support_rate_ci95,proxy_rmse_log_ci95,proxy_spearman_ci95
charge_only_sentinel,249630,0.05,0.9997533908754624,9.614229059007329e-05,0.999906342257966,0.9999038577094099,0.5956811445297014,-0.012551706386710349,0.04963994551131634,0.03668557433105768,0.022143431706999794,"[0.9991763015582898, 1.0]","[2.2868384398064268e-05, 0.00018370156997272734]","[0.9998201002633724, 0.9999767899773793]","[0.5726074129700021, 0.6261814647794065]","[-0.040493363678530646, 0.019180547190551796]"
topology_only_sentinel,249630,0.05,0.9972872996300863,0.003977887273164282,0.9960012216227222,0.9960221127268357,0.5958867589609007,-0.013031198582595629,0.0498034905804392,0.04294807743949569,0.15341018190633096,"[0.9943198689389766, 0.9994559003066366]","[0.0024870129532621995, 0.005871860765056593]","[0.9940875453611819, 0.997504361502952]","[0.5720604689751988, 0.6246645439419346]","[-0.042070986154907654, 0.016680487027999517]"
current_only_sentinel,249630,0.05,1.0,0.0,1.0,1.0,0.595621066890912,-0.01255292948052132,0.04964464780574396,0.03659520787491566,0.280508072862212,"[1.0, 1.0]","[0.0, 0.0]","[1.0, 1.0]","[0.5734881076474748, 0.6229861551197827]","[-0.04449019797764746, 0.0187227995750936]"
shuffled_target_sentinel,249630,0.05,0.9985203452527743,0.003324920882906701,0.9966446095897383,0.9966750791170933,0.5947814143663656,-0.012755492869725384,0.0343574367098789,0.051740456265020995,0.04774077662793133,"[0.9972184608631461, 0.9994315476928084]","[0.001139250388817814, 0.0074735961831639604]","[0.9923996562068397, 0.998855890730512]","[0.5726716233318269, 0.6252092937600826]","[-0.04796078537775418, 0.019517854778582307]"
