split_name,endpoint,method,stratum_axis,stratum,n,metric,value
particle_heldout,energy_scale,gradient_boosted_trees,saturation_flag,linear_proxy,1695,sigma68,0.08650115856169648
particle_heldout,energy_scale,gradient_boosted_trees,saturation_flag,saturation_proxy,44,sigma68,0.1825555215782229
particle_heldout,energy_scale,gradient_boosted_trees,energy_bin,energy_high,1630,sigma68,0.08496311371942514
particle_heldout,energy_scale,gradient_boosted_trees,energy_bin,energy_mid,90,sigma68,0.0990749156399418
particle_heldout,energy_scale,mlp,tail_amplitude_bin,tail_high,1669,sigma68,0.1078527474310249
particle_heldout,energy_scale,mlp,tail_amplitude_bin,tail_mid,70,sigma68,0.10481320057064294
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_memory,472,sigma68,0.09936035573482513
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_mid,683,sigma68,0.09438711225986479
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_quiet,584,sigma68,0.14902725905179973
particle_heldout,energy_scale,mlp,pulse_shape_bin,low_harmonic,812,sigma68,0.0924000895023346
particle_heldout,energy_scale,mlp,pulse_shape_bin,mid_harmonic,917,sigma68,0.11683100879192349
particle_heldout,energy_scale,mlp,timing_residual_bin,timing_core,559,sigma68,0.11857034683227538
particle_heldout,energy_scale,mlp,timing_residual_bin,timing_mid,473,sigma68,0.13398819148540497
particle_heldout,energy_scale,mlp,timing_residual_bin,timing_tail,707,sigma68,0.07775596439838409
particle_heldout,energy_scale,mlp,pileup_flag,pileup_proxy,737,sigma68,0.07743518352508545
particle_heldout,energy_scale,mlp,pileup_flag,single_proxy,1002,sigma68,0.12602226797491312
particle_heldout,energy_scale,mlp,saturation_flag,linear_proxy,1695,sigma68,0.10521140962839126
particle_heldout,energy_scale,mlp,saturation_flag,saturation_proxy,44,sigma68,0.24377071261405941
particle_heldout,energy_scale,mlp,energy_bin,energy_high,1630,sigma68,0.10192094385623932
particle_heldout,energy_scale,mlp,energy_bin,energy_mid,90,sigma68,0.11967609360814094
particle_heldout,energy_scale,ridge,tail_amplitude_bin,tail_high,1669,sigma68,0.08623817026615142
particle_heldout,energy_scale,ridge,tail_amplitude_bin,tail_mid,70,sigma68,0.13605740815401077
particle_heldout,energy_scale,ridge,pedestal_history_bin,pedestal_memory,472,sigma68,0.06151354819536209
particle_heldout,energy_scale,ridge,pedestal_history_bin,pedestal_mid,683,sigma68,0.0764991283416748
particle_heldout,energy_scale,ridge,pedestal_history_bin,pedestal_quiet,584,sigma68,0.15554420053958892
particle_heldout,energy_scale,ridge,pulse_shape_bin,low_harmonic,812,sigma68,0.07913941264152527
particle_heldout,energy_scale,ridge,pulse_shape_bin,mid_harmonic,917,sigma68,0.0884662652015686
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_core,559,sigma68,0.11844583928585052
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_mid,473,sigma68,0.09387542292475698
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_tail,707,sigma68,0.06107564926147458
particle_heldout,energy_scale,ridge,pileup_flag,pileup_proxy,737,sigma68,0.06266071438789368
particle_heldout,energy_scale,ridge,pileup_flag,single_proxy,1002,sigma68,0.10617894172668454
particle_heldout,energy_scale,ridge,saturation_flag,linear_proxy,1695,sigma68,0.08464953601360321
particle_heldout,energy_scale,ridge,saturation_flag,saturation_proxy,44,sigma68,0.17322456955909726
particle_heldout,energy_scale,ridge,energy_bin,energy_high,1630,sigma68,0.08420146882534026
particle_heldout,energy_scale,ridge,energy_bin,energy_mid,90,sigma68,0.12251031145453449
particle_heldout,energy_scale,spectral_transformer_new,tail_amplitude_bin,tail_high,1669,sigma68,0.3198779985238572
particle_heldout,energy_scale,spectral_transformer_new,tail_amplitude_bin,tail_mid,70,sigma68,0.3016764003328713
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_memory,472,sigma68,0.2993411548248753
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_mid,683,sigma68,0.308983611260612
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_quiet,584,sigma68,0.3582465567973962
particle_heldout,energy_scale,spectral_transformer_new,pulse_shape_bin,low_harmonic,812,sigma68,0.2893739719580726
particle_heldout,energy_scale,spectral_transformer_new,pulse_shape_bin,mid_harmonic,917,sigma68,0.16982533721547327
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_core,559,sigma68,0.153926696701278
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_mid,473,sigma68,0.213293433182844
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_tail,707,sigma68,0.2809918558878307
particle_heldout,energy_scale,spectral_transformer_new,pileup_flag,pileup_proxy,737,sigma68,0.28786526590194333
particle_heldout,energy_scale,spectral_transformer_new,pileup_flag,single_proxy,1002,sigma68,0.18404495452628178
particle_heldout,energy_scale,spectral_transformer_new,saturation_flag,linear_proxy,1695,sigma68,0.31693747035867914
particle_heldout,energy_scale,spectral_transformer_new,saturation_flag,saturation_proxy,44,sigma68,0.32981011837211266
particle_heldout,energy_scale,spectral_transformer_new,energy_bin,energy_high,1630,sigma68,0.3111946814533527
particle_heldout,energy_scale,spectral_transformer_new,energy_bin,energy_mid,90,sigma68,0.10969082048930445
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_high,1669,sigma68,0.11048297616562461
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_mid,70,sigma68,0.28454855836019227
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_memory,472,sigma68,0.09799863644173509
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_mid,683,sigma68,0.09576981094249956
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_quiet,584,sigma68,0.19190712245644498
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,low_harmonic,812,sigma68,0.1221060276909958
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,mid_harmonic,917,sigma68,0.11662981141578413
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_core,559,sigma68,0.12973380955420255
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_mid,473,sigma68,0.1859483732233208
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_tail,707,sigma68,0.07770024684324507
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,pileup_proxy,737,sigma68,0.07765998635889879
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,single_proxy,1002,sigma68,0.15108956491907016
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,linear_proxy,1695,sigma68,0.11328117881889056
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,saturation_proxy,44,sigma68,0.22432953985827195
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_high,1630,sigma68,0.10493062956063276
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_mid,90,sigma68,0.09689110968140804
particle_heldout,pedestal_noise_color,1d_cnn,tail_amplitude_bin,tail_high,1669,auc,0.5574496538703587
particle_heldout,pedestal_noise_color,1d_cnn,tail_amplitude_bin,tail_mid,70,auc,0.4659090909090909
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_memory,472,auc,0.4329004329004329
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_mid,683,auc,0.6319416566305366
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_quiet,584,auc,0.3830325704225352
particle_heldout,pedestal_noise_color,1d_cnn,pulse_shape_bin,low_harmonic,812,auc,0.5517847769028871
particle_heldout,pedestal_noise_color,1d_cnn,pulse_shape_bin,mid_harmonic,917,auc,0.5008660315768436
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_core,559,auc,0.4266355140186916
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_mid,473,auc,0.5462759462759463
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_tail,707,auc,0.5653777300393842
particle_heldout,pedestal_noise_color,1d_cnn,pileup_flag,pileup_proxy,737,auc,0.569164265129683
particle_heldout,pedestal_noise_color,1d_cnn,pileup_flag,single_proxy,1002,auc,0.47739905078551303
particle_heldout,pedestal_noise_color,1d_cnn,saturation_flag,linear_proxy,1695,auc,0.5609287925696594
particle_heldout,pedestal_noise_color,1d_cnn,saturation_flag,saturation_proxy,44,auc,0.375
particle_heldout,pedestal_noise_color,1d_cnn,energy_bin,energy_high,1630,auc,0.5530161290322582
particle_heldout,pedestal_noise_color,1d_cnn,energy_bin,energy_mid,90,auc,0.24137931034482757
particle_heldout,pedestal_noise_color,gradient_boosted_trees,tail_amplitude_bin,tail_high,1669,auc,0.8014671176840781
particle_heldout,pedestal_noise_color,gradient_boosted_trees,tail_amplitude_bin,tail_mid,70,auc,0.6818181818181818
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,472,auc,0.9226058494351177
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,683,auc,0.7474575137160444
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,584,auc,0.7976452464788732
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pulse_shape_bin,low_harmonic,812,auc,0.8222047244094488
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,917,auc,0.7784124975018321
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_core,559,auc,0.7751168224299066
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_mid,473,auc,0.7576312576312576
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_tail,707,auc,0.8350161117078411
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pileup_flag,pileup_proxy,737,auc,0.8278935728168353
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pileup_flag,single_proxy,1002,auc,0.7704119184792264
particle_heldout,pedestal_noise_color,gradient_boosted_trees,saturation_flag,linear_proxy,1695,auc,0.7953095975232198
particle_heldout,pedestal_noise_color,gradient_boosted_trees,saturation_flag,saturation_proxy,44,auc,0.75625
particle_heldout,pedestal_noise_color,gradient_boosted_trees,energy_bin,energy_high,1630,auc,0.7925887096774193
particle_heldout,pedestal_noise_color,gradient_boosted_trees,energy_bin,energy_mid,90,auc,0.8390804597701149
particle_heldout,pedestal_noise_color,mlp,tail_amplitude_bin,tail_high,1669,auc,0.5162326935179358
particle_heldout,pedestal_noise_color,mlp,tail_amplitude_bin,tail_mid,70,auc,0.48484848484848486
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_memory,472,auc,0.545401752718826
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_mid,683,auc,0.5
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_quiet,584,auc,0.5242077464788732
particle_heldout,pedestal_noise_color,mlp,pulse_shape_bin,low_harmonic,812,auc,0.5234383202099737
particle_heldout,pedestal_noise_color,mlp,pulse_shape_bin,mid_harmonic,917,auc,0.5
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_core,559,auc,0.4981308411214953
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_mid,473,auc,0.4945054945054945
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_tail,707,auc,0.5334586466165413
particle_heldout,pedestal_noise_color,mlp,pileup_flag,pileup_proxy,737,auc,0.5276791099792238
particle_heldout,pedestal_noise_color,mlp,pileup_flag,single_proxy,1002,auc,0.5
particle_heldout,pedestal_noise_color,mlp,saturation_flag,linear_proxy,1695,auc,0.5121904024767802
particle_heldout,pedestal_noise_color,mlp,saturation_flag,saturation_proxy,44,auc,0.5125
particle_heldout,pedestal_noise_color,mlp,energy_bin,energy_high,1630,auc,0.5158467741935484
particle_heldout,pedestal_noise_color,mlp,energy_bin,energy_mid,90,auc,0.4942528735632184
particle_heldout,pedestal_noise_color,ridge,tail_amplitude_bin,tail_high,1669,auc,0.6152454373820013
particle_heldout,pedestal_noise_color,ridge,tail_amplitude_bin,tail_mid,70,auc,0.5265151515151515
particle_heldout,pedestal_noise_color,ridge,pedestal_history_bin,pedestal_memory,472,auc,0.6583254144229753
particle_heldout,pedestal_noise_color,ridge,pedestal_history_bin,pedestal_mid,683,auc,0.5825638966947678
particle_heldout,pedestal_noise_color,ridge,pedestal_history_bin,pedestal_quiet,584,auc,0.6444762323943662
particle_heldout,pedestal_noise_color,ridge,pulse_shape_bin,low_harmonic,812,auc,0.715511811023622
particle_heldout,pedestal_noise_color,ridge,pulse_shape_bin,mid_harmonic,917,auc,0.48647658383851844
particle_heldout,pedestal_noise_color,ridge,timing_residual_bin,timing_core,559,auc,0.6087227414330219
particle_heldout,pedestal_noise_color,ridge,timing_residual_bin,timing_mid,473,auc,0.4572649572649573
particle_heldout,pedestal_noise_color,ridge,timing_residual_bin,timing_tail,707,auc,0.6679556032939492
particle_heldout,pedestal_noise_color,ridge,pileup_flag,pileup_proxy,737,auc,0.66319281549494
particle_heldout,pedestal_noise_color,ridge,pileup_flag,single_proxy,1002,auc,0.5478033552447907
particle_heldout,pedestal_noise_color,ridge,saturation_flag,linear_proxy,1695,auc,0.6083900928792569
particle_heldout,pedestal_noise_color,ridge,saturation_flag,saturation_proxy,44,auc,0.66875
particle_heldout,pedestal_noise_color,ridge,energy_bin,energy_high,1630,auc,0.6187983870967741
particle_heldout,pedestal_noise_color,ridge,energy_bin,energy_mid,90,auc,0.524904214559387
particle_heldout,pedestal_noise_color,spectral_transformer_new,tail_amplitude_bin,tail_high,1669,auc,0.5589128382630585
particle_heldout,pedestal_noise_color,spectral_transformer_new,tail_amplitude_bin,tail_mid,70,auc,0.4962121212121212
particle_heldout,pedestal_noise_color,spectral_transformer_new,pedestal_history_bin,pedestal_memory,472,auc,0.5157850279801499
particle_heldout,pedestal_noise_color,spectral_transformer_new,pedestal_history_bin,pedestal_mid,683,auc,0.5785828984343637
particle_heldout,pedestal_noise_color,spectral_transformer_new,pedestal_history_bin,pedestal_quiet,584,auc,0.40074823943661975
particle_heldout,pedestal_noise_color,spectral_transformer_new,pulse_shape_bin,low_harmonic,812,auc,0.548267716535433
particle_heldout,pedestal_noise_color,spectral_transformer_new,pulse_shape_bin,mid_harmonic,917,auc,0.4715541935913663
particle_heldout,pedestal_noise_color,spectral_transformer_new,timing_residual_bin,timing_core,559,auc,0.40763239875389407
particle_heldout,pedestal_noise_color,spectral_transformer_new,timing_residual_bin,timing_mid,473,auc,0.5327228327228328
particle_heldout,pedestal_noise_color,spectral_transformer_new,timing_residual_bin,timing_tail,707,auc,0.5741138560687433
particle_heldout,pedestal_noise_color,spectral_transformer_new,pileup_flag,pileup_proxy,737,auc,0.5815628979290932
particle_heldout,pedestal_noise_color,spectral_transformer_new,pileup_flag,single_proxy,1002,auc,0.46470901753762595
particle_heldout,pedestal_noise_color,spectral_transformer_new,saturation_flag,linear_proxy,1695,auc,0.5650851393188855
particle_heldout,pedestal_noise_color,spectral_transformer_new,saturation_flag,saturation_proxy,44,auc,0.39375
particle_heldout,pedestal_noise_color,spectral_transformer_new,energy_bin,energy_high,1630,auc,0.557725806451613
particle_heldout,pedestal_noise_color,spectral_transformer_new,energy_bin,energy_mid,90,auc,0.23371647509578544
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_high,1669,auc,0.621578036500944
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_mid,70,auc,0.5492424242424242
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_memory,472,auc,0.6853552951113926
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_mid,683,auc,0.5756055131807841
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_quiet,584,auc,0.6146566901408451
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,low_harmonic,812,auc,0.7171916010498688
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,mid_harmonic,917,auc,0.4985344081007261
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_core,559,auc,0.6140186915887851
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_mid,473,auc,0.4528693528693529
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_tail,707,auc,0.6754744002864304
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,pileup_proxy,737,auc,0.671436230815629
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,single_proxy,1002,auc,0.5500875612294105
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,linear_proxy,1695,auc,0.6148142414860681
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,saturation_proxy,44,auc,0.6625
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_high,1630,auc,0.6234354838709678
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_mid,90,auc,0.5402298850574713
particle_heldout,pid_separation,1d_cnn,tail_amplitude_bin,tail_high,1669,auc,0.7419552153383889
particle_heldout,pid_separation,1d_cnn,tail_amplitude_bin,tail_mid,70,auc,0.6749999999999999
particle_heldout,pid_separation,1d_cnn,pedestal_history_bin,pedestal_memory,472,auc,0.8359236973498911
particle_heldout,pid_separation,1d_cnn,pedestal_history_bin,pedestal_mid,683,auc,0.8686470863609534
particle_heldout,pid_separation,1d_cnn,pedestal_history_bin,pedestal_quiet,584,auc,0.655977955389825
particle_heldout,pid_separation,1d_cnn,pulse_shape_bin,low_harmonic,812,auc,0.07291666666666669
particle_heldout,pid_separation,1d_cnn,pulse_shape_bin,mid_harmonic,917,auc,0.6471167570653724
particle_heldout,pid_separation,1d_cnn,timing_residual_bin,timing_core,559,auc,0.6869175627240144
particle_heldout,pid_separation,1d_cnn,timing_residual_bin,timing_mid,473,auc,0.6206444222739533
particle_heldout,pid_separation,1d_cnn,timing_residual_bin,timing_tail,707,auc,0.46563931695127025
particle_heldout,pid_separation,1d_cnn,pileup_flag,pileup_proxy,737,auc,0.506303528605687
particle_heldout,pid_separation,1d_cnn,pileup_flag,single_proxy,1002,auc,0.6677071600965406
particle_heldout,pid_separation,1d_cnn,saturation_flag,linear_proxy,1695,auc,0.7461562288324536
particle_heldout,pid_separation,1d_cnn,saturation_flag,saturation_proxy,44,auc,0.0034722222222222238
particle_heldout,pid_separation,1d_cnn,energy_bin,energy_high,1630,auc,0.7779488158899924
particle_heldout,pid_separation,1d_cnn,energy_bin,energy_mid,90,auc,0.5679442508710801
particle_heldout,pid_separation,gradient_boosted_trees,tail_amplitude_bin,tail_high,1669,auc,0.9827836600372013
particle_heldout,pid_separation,gradient_boosted_trees,tail_amplitude_bin,tail_mid,70,auc,1.0
particle_heldout,pid_separation,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,472,auc,0.9804634489822046
particle_heldout,pid_separation,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,683,auc,0.9874468258329772
particle_heldout,pid_separation,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,584,auc,0.9839326597480225
particle_heldout,pid_separation,gradient_boosted_trees,pulse_shape_bin,low_harmonic,812,auc,0.9953914141414142
particle_heldout,pid_separation,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,917,auc,0.9632172423636882
particle_heldout,pid_separation,gradient_boosted_trees,timing_residual_bin,timing_core,559,auc,0.9806067588325653
particle_heldout,pid_separation,gradient_boosted_trees,timing_residual_bin,timing_mid,473,auc,0.9516775671581125
particle_heldout,pid_separation,gradient_boosted_trees,timing_residual_bin,timing_tail,707,auc,0.9952797445508815
particle_heldout,pid_separation,gradient_boosted_trees,pileup_flag,pileup_proxy,737,auc,0.9942446043165468
particle_heldout,pid_separation,gradient_boosted_trees,pileup_flag,single_proxy,1002,auc,0.9705490748189863
particle_heldout,pid_separation,gradient_boosted_trees,saturation_flag,linear_proxy,1695,auc,0.9856698900904397
particle_heldout,pid_separation,gradient_boosted_trees,saturation_flag,saturation_proxy,44,auc,0.8715277777777778
particle_heldout,pid_separation,gradient_boosted_trees,energy_bin,energy_high,1630,auc,0.9834224598930481
particle_heldout,pid_separation,gradient_boosted_trees,energy_bin,energy_mid,90,auc,0.9900447984071679
particle_heldout,pid_separation,mlp,tail_amplitude_bin,tail_high,1669,auc,0.8688054442695665
particle_heldout,pid_separation,mlp,tail_amplitude_bin,tail_mid,70,auc,0.9500000000000001
particle_heldout,pid_separation,mlp,pedestal_history_bin,pedestal_memory,472,auc,0.8577774932787096
particle_heldout,pid_separation,mlp,pedestal_history_bin,pedestal_mid,683,auc,0.870020964360587
particle_heldout,pid_separation,mlp,pedestal_history_bin,pedestal_quiet,584,auc,0.8856915673882346
particle_heldout,pid_separation,mlp,pulse_shape_bin,low_harmonic,812,auc,0.8751262626262627
particle_heldout,pid_separation,mlp,pulse_shape_bin,mid_harmonic,917,auc,0.7501237034922448
particle_heldout,pid_separation,mlp,timing_residual_bin,timing_core,559,auc,0.7696172555043523
particle_heldout,pid_separation,mlp,timing_residual_bin,timing_mid,473,auc,0.729612385914348
particle_heldout,pid_separation,mlp,timing_residual_bin,timing_tail,707,auc,0.9550534499514092
particle_heldout,pid_separation,mlp,pileup_flag,pileup_proxy,737,auc,0.9477389516957863
particle_heldout,pid_separation,mlp,pileup_flag,single_proxy,1002,auc,0.7419388576025744
particle_heldout,pid_separation,mlp,saturation_flag,linear_proxy,1695,auc,0.8736814426778585
particle_heldout,pid_separation,mlp,saturation_flag,saturation_proxy,44,auc,0.75
particle_heldout,pid_separation,mlp,energy_bin,energy_high,1630,auc,0.8676757066462949
particle_heldout,pid_separation,mlp,energy_bin,energy_mid,90,auc,0.9268292682926829
particle_heldout,pid_separation,ridge,tail_amplitude_bin,tail_high,1669,auc,0.951824295321219
particle_heldout,pid_separation,ridge,tail_amplitude_bin,tail_mid,70,auc,0.9633333333333333
particle_heldout,pid_separation,ridge,pedestal_history_bin,pedestal_memory,472,auc,0.9578287031109973
particle_heldout,pid_separation,ridge,pedestal_history_bin,pedestal_mid,683,auc,0.9628747633876779
particle_heldout,pid_separation,ridge,pedestal_history_bin,pedestal_quiet,584,auc,0.9384862152639732
particle_heldout,pid_separation,ridge,pulse_shape_bin,low_harmonic,812,auc,0.8224747474747475
particle_heldout,pid_separation,ridge,pulse_shape_bin,mid_harmonic,917,auc,0.900447235702731
particle_heldout,pid_separation,ridge,timing_residual_bin,timing_core,559,auc,0.9494495647721455
particle_heldout,pid_separation,ridge,timing_residual_bin,timing_mid,473,auc,0.8918634297749695
particle_heldout,pid_separation,ridge,timing_residual_bin,timing_tail,707,auc,0.9903512425378315
particle_heldout,pid_separation,ridge,pileup_flag,pileup_proxy,737,auc,0.9418636519355944
particle_heldout,pid_separation,ridge,pileup_flag,single_proxy,1002,auc,0.9257441673370876
particle_heldout,pid_separation,ridge,saturation_flag,linear_proxy,1695,auc,0.9584477870021478
particle_heldout,pid_separation,ridge,saturation_flag,saturation_proxy,44,auc,0.45138888888888884
particle_heldout,pid_separation,ridge,energy_bin,energy_high,1630,auc,0.9509052711993888
particle_heldout,pid_separation,ridge,energy_bin,energy_mid,90,auc,0.9885515181682429
particle_heldout,pid_separation,spectral_transformer_new,tail_amplitude_bin,tail_high,1669,auc,0.8125661754185146
particle_heldout,pid_separation,spectral_transformer_new,tail_amplitude_bin,tail_mid,70,auc,0.6633333333333332
particle_heldout,pid_separation,spectral_transformer_new,pedestal_history_bin,pedestal_memory,472,auc,0.8348226859557035
particle_heldout,pid_separation,spectral_transformer_new,pedestal_history_bin,pedestal_mid,683,auc,0.8725957135006412
