split_name,method,pid_auc,energy_sigma68,late_tail_auc,pedestal_auc,pid_ece,cross_task_leakage_index,interpretation
particle_heldout,1d_cnn,0.7374583353657546,0.23536625963640154,0.803704471629,0.5497122716155949,0.22002806063230004,0.18774606375015968,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,gradient_boosted_trees,0.9838186755117637,0.08934650215876236,0.9999571497684705,0.7964537476622069,0.11113857979507735,0.21801842569079447,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,mlp,0.871629839194836,0.10805531084537505,0.9136671504596033,0.5148359948208892,0.32076205781430356,0.36873853352857183,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,ridge,0.9525145114872446,0.0880842477083206,0.8681553666459327,0.6113293051359516,0.24606890344696697,0.37310095864297244,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,spectral_transformer_new,0.8090076906817554,0.32327407656279694,0.8208224479922592,0.5526111350884765,0.2319868681808179,0.2563965555932789,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,0.9419377916524396,0.11456728241943896,0.8710235676273412,0.6168608833261402,0.22825056210036204,0.33050962590686045,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,1d_cnn,0.7157848207329032,0.38139237920113633,0.8135477765809467,0.6831892770724654,0.13949632902510534,0.03259554366043782,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,gradient_boosted_trees,0.999580071144509,0.08780502711471042,0.9999974343437884,0.9456850742975242,0.0068335999651553654,0.08608996973227431,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,mlp,0.9852847249130278,0.10036436337977647,0.9745518974524316,0.8555434549133841,0.35443582774827287,0.14937690661986716,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,ridge,0.993226024398398,0.11039555668830871,0.9928439572168274,0.8850145898573171,0.27243437068680426,0.11781587785277224,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,spectral_transformer_new,0.7288918606261443,0.39981513282857684,0.833794652573802,0.7913170983748712,0.11583980904406617,0.0,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,traditional_dE_E_tail_pedestal_likelihood,0.9934162653189403,0.12907895267226233,0.9930812804163889,0.8855492791325054,0.2767989102324661,0.10786698618643498,proxy-label coupling audit; high values require external truth before physics promotion
