run,kind,method,event_uid,truth_amp,observed_amp,pred_amp,frac_error,abs_frac_error,catastrophic,q_template_shift,timing_error_ns,timing_tail,pred_lift,peak_sample,plateau_count,q_rmse_pred,window_charge_over_obs,odd_charge_ratio,odd_amp_ratio,accepted,rule,declared_upper_abs_error,pred_catastrophic_prob
60,heldout,traditional_huber_window,60:488402:2012:99390,4704.5,4000.0,4223.824554935331,-0.10217354555524892,0.10217354555524892,False,0.7710779180824581,-0.42969243377838495,False,0.05595613873383276,7,2,0.17293230523456443,3.168375,1.031600580270793,0.9987246253586991,True,traditional_envelope,0.1,
61,heldout,traditional_huber_window,61:528074:6239:139062,4477.0,4000.0,4793.498794816977,0.0706943924094209,0.0706943924094209,False,-0.7444386165918528,0.32428155206658005,False,0.1983746987042443,6,2,0.08556387215378349,3.506,1.0230988373585197,0.9987714987714987,True,traditional_envelope,0.1,
58,heldout,gbr_masked,58:390572:9113:1635,5012.5,4000.0,4746.172452800715,-0.05313267774549321,0.05313267774549321,False,0.10164766118881907,-0.22286824033413666,False,0.1865431132001789,6,3,0.1316053292652212,3.757125,1.0233976693372178,0.9963092269326683,False,ml_conformal_risk,0.1607972734660576,0.029270455971387808
63,heldout,traditional_huber_window,63:591892:16210:202877,4267.5,4000.0,4712.130298786087,0.10418987669269765,0.10418987669269765,False,-0.9375489995458883,0.4976276427376405,False,0.1780325746965219,6,2,0.07581007197347957,3.475375,1.0244615016865422,0.9998828353837141,True,traditional_envelope,0.1,
62,heldout,traditional_huber_window,62:549322:9201:160308,4285.0,4000.0,4378.549336578311,0.021831817171134502,0.021831817171134502,False,-0.2798238194142666,0.12556957929974288,False,0.09463733414457787,7,2,0.1884463477125211,2.4385,1.0319573183875834,1.0004667444574096,False,traditional_envelope,0.1,
58,heldout,traditional_huber_window,58:401194:2653:12221,5909.5,4000.0,5403.092237611888,-0.08569384252273664,0.08569384252273664,False,-0.14280552605647046,-0.4001641741510156,False,0.3507730594029719,6,3,0.1757587592254465,3.718,1.039011931685253,0.9999153904729673,False,traditional_envelope,0.1,
65,heldout,gbr_masked,65:662121:15807:237161,4201.0,4000.0,4434.422897308243,0.05556365087080283,0.05556365087080283,False,-0.5022238557140817,0.15750532881797596,False,0.10860572432706062,4,1,0.3318772911223105,5.229,0.3508117595436595,0.5510592716019995,False,ml_conformal_risk,0.19703806194966808,0.15415041647960168
63,heldout,traditional_huber_window,63:608674:15500:219659,4746.0,4000.0,4267.611545812036,-0.10079824150610288,0.10079824150610288,False,0.7410833966644184,-0.313081449075888,False,0.06690288645300901,7,2,0.1682160246756336,3.0605,1.032828159374236,1.0,True,traditional_envelope,0.1,
63,heldout,gbr_masked,63:589858:14307:200843,5519.0,4000.0,5513.0793927851955,-0.0010727681128473413,0.0010727681128473413,False,-0.6014023361004126,-0.008555790772831529,False,0.37826984819629894,6,3,0.1539868833944278,3.354,1.036871555924342,0.9998188077550281,False,ml_conformal_risk,0.1637415261841937,0.0288084884861406
59,heldout,traditional_huber_window,59:431985:14923:42973,5202.5,4000.0,5490.002620352457,0.055262396992303064,0.055262396992303064,False,-0.8283436728470104,0.5363854857322039,False,0.37250065508811425,6,3,0.14396846764367494,3.29325,1.031426343074735,0.9988467083133109,True,traditional_envelope,0.1,
62,heldout,gbr_masked,62:544284:4983:155270,6099.5,4000.0,5139.898938261731,-0.15732454491979161,0.15732454491979161,False,0.5312935772390768,-1.348449985070161,False,0.28497473456543276,7,2,0.2512616184430663,2.293625,1.0619761129207383,1.0005738175260268,False,ml_conformal_risk,0.25838443163622155,0.38022915902730214
62,heldout,gbr_masked,62:568808:11019:179794,4686.0,4000.0,5113.905614515002,0.09131575213721758,0.09131575213721758,False,-1.0337398621145315,0.5865738375805378,False,0.27847640362875037,5,3,0.15657692264065226,4.33175,1.018713133093769,0.9959453691848058,False,ml_conformal_risk,0.16098153489165534,0.02338423837965029
65,heldout,traditional_huber_window,65:678709:14867:253749,4966.0,4000.0,4336.002857069708,-0.1268620908035224,0.1268620908035224,False,0.8904471724603109,-0.4154283830730563,False,0.08400071426742683,7,2,0.18024040742111144,3.06075,1.0352825414675288,1.000805477245268,False,traditional_envelope,0.1,
63,heldout,gbr_masked,63:590823:15221:201808,5229.0,4000.0,5699.0981032803265,0.0899021042800395,0.0899021042800395,False,-0.6646115715057901,0.24573868441208901,False,0.4247745258200817,7,2,0.2538180027450338,2.981,1.0383889476068247,1.0,False,ml_conformal_risk,0.24623722520619606,0.25132844624391887
63,heldout,traditional_huber_window,63:588784:13298:199770,4235.5,4000.0,3740.693751253006,-0.11682357425262514,0.11682357425262514,False,1.10609344954063,-0.8788743316998122,False,-0.06482656218674843,7,1,0.16341048970631417,3.1665,1.0265541100098843,0.9992917010978632,True,traditional_envelope,0.1,
65,heldout,gbr_masked,65:658420:12338:233460,5913.5,4000.0,5840.1909050651775,-0.012396904529436458,0.012396904529436458,False,-0.703466365003651,-0.07807145360471424,False,0.4600477262662943,6,3,0.16684408732356298,3.501375,1.0402795476266327,0.9992390293396466,False,ml_conformal_risk,0.1705423935541943,0.06557470214466053
61,heldout,traditional_huber_window,61:517020:12270:128008,6192.5,4000.0,6783.325086218736,0.09540978380601309,0.09540978380601309,False,-1.4169685455590697,0.6754064006721805,False,0.6958312715546839,5,4,0.20039008631188315,4.207,1.031330986732681,0.99814291481631,False,traditional_envelope,0.1,
65,heldout,gbr_masked,65:649426:4366:224466,4576.0,4000.0,4807.226612228721,0.05053029113389883,0.05053029113389883,False,-0.6345112012488663,0.29455619392194166,False,0.20180665305718026,6,3,0.10113515072728849,3.42075,1.030178393243934,0.9998907342657343,False,ml_conformal_risk,0.16354332769213858,0.02184536342109711
58,heldout,traditional_huber_window,58:402843:4198:13864,5749.5,4000.0,5541.361957830799,-0.036201068296234644,0.036201068296234644,False,-0.4091763474866035,-0.2609881406510368,False,0.3853404894576997,6,3,0.16638242445709261,3.4445,1.034688921990736,0.9973910774849987,False,traditional_envelope,0.1,
62,heldout,gbr_masked,62:571275:13307:182261,4508.0,4000.0,4867.610139400753,0.07977154822554411,0.07977154822554411,False,-0.7667495618383509,0.6862788919861629,False,0.2169025348501883,7,2,0.119443180640758,3.229,1.0324398454058097,1.0001109139307898,True,ml_conformal_risk,0.1390931854681485,0.016810604737216937
60,heldout,gbr_masked,60:483664:13925:94652,5143.0,4000.0,5470.95837255265,0.06376791222100914,0.06376791222100914,False,-0.8927471028908247,0.26416300648622126,False,0.3677395931381624,6,3,0.1286992426145657,3.75075,1.0297025253886942,0.9989305852615206,True,ml_conformal_risk,0.14178177401356742,0.02425595049531327
60,heldout,traditional_huber_window,60:499206:11998:110194,4761.0,4000.0,4313.382062510609,-0.09401763022251437,0.09401763022251437,False,0.607878830669323,-0.35024877737824056,False,0.07834551562765224,7,2,0.18891202413357577,2.82075,1.035036002512927,1.0,False,traditional_envelope,0.1,
58,heldout,gbr_masked,58:400072:1607:11104,4484.5,4000.0,4461.365789958948,-0.005158704435511658,0.005158704435511658,False,-0.1389121565931184,-0.02201161754619818,False,0.11534144748973696,6,2,0.11340905089699255,3.616,1.0270986599291572,1.0,True,ml_conformal_risk,0.13454172620562052,0.019367184456429522
59,heldout,gbr_masked,59:463649:11623:74637,5090.0,4000.0,5318.558330975286,0.04490340490673587,0.04490340490673587,False,-0.7849943109795738,0.29974863078725633,False,0.32963958274382144,6,3,0.13616025279687063,3.4185,1.0349930323608132,0.9993123772102162,False,ml_conformal_risk,0.16264343767572653,0.026512942702167978
58,heldout,traditional_huber_window,58:396511:14628:7553,4224.0,4000.0,4670.53092047063,0.10571281261141809,0.10571281261141809,False,-0.892806352708547,0.4510413338087105,False,0.16763273011765745,6,2,0.08441034579173376,3.53725,1.024655391006447,0.9998816287878788,True,traditional_envelope,0.1,
58,heldout,traditional_huber_window,58:412278:12953:23281,4580.0,4000.0,4572.884153236544,-0.0015536783326322969,0.0015536783326322969,False,-0.17541820409687148,-0.005618513038648132,False,0.14322103830913613,6,2,0.13052066002823096,3.7685,1.0263356456127541,0.9995633187772925,True,traditional_envelope,0.1,
59,heldout,traditional_huber_window,59:461019:9200:72007,4368.5,4000.0,3957.83867947452,-0.09400510942554191,0.09400510942554191,False,0.9084685934047325,-0.644680252002324,False,-0.010540330131369902,6,2,0.22493686662236254,4.22075,0.9755981834203213,0.9674945633512647,False,traditional_envelope,0.1,
65,heldout,traditional_huber_window,65:678518:14691:253558,5632.5,4000.0,4434.757262268166,-0.21264851091554968,0.21264851091554968,True,1.3067476797701385,-0.8509717497206708,False,0.10868931556704164,8,1,0.3243342752039574,1.7935,1.0674887841315388,1.0003550821127385,False,traditional_envelope,0.1,
58,heldout,gbr_masked,58:407667:8693:18682,4695.5,4000.0,4692.793253889451,-0.0005764553531144543,0.0005764553531144543,False,-0.23525812202132634,-0.0021113464200865906,False,0.1731983134723627,6,2,0.1270238227462609,3.832125,1.0265365478451074,0.9994675753380896,True,ml_conformal_risk,0.13809254950395433,0.021144235758184075
60,heldout,traditional_huber_window,60:480367:10834:91355,5432.5,4000.0,4235.427035398814,-0.22035397415576363,0.22035397415576363,True,1.7877901982176052,-0.7479368726030557,False,0.05885675884970354,7,2,0.23096834245569053,3.0175,1.041287982856201,1.0009203865623562,False,traditional_envelope,0.1,
59,heldout,gbr_masked,59:462491:10565:73479,5135.0,4000.0,5262.550536673664,0.024839442390197523,0.024839442390197523,False,-0.557168946015107,0.0964100806301218,False,0.31563763416841617,6,2,0.14927805414297982,3.65525,1.0000249109433774,0.9872444011684518,True,ml_conformal_risk,0.15645953071498064,0.039593137645684
62,heldout,traditional_huber_window,62:566683:9046:177669,4432.0,4000.0,3751.0200869581727,-0.15365070240113432,0.15365070240113432,False,0.8433100095844441,-0.6391177034648727,False,-0.06224497826045683,6,1,0.3633977716954823,4.02,0.47574682678746955,0.7906137184115524,False,traditional_envelope,0.1,
65,heldout,gbr_masked,65:666627:3636:241667,4331.0,4000.0,4520.797174024989,0.04382294482220934,0.04382294482220934,False,-0.5054113712289645,0.2430181485595213,False,0.13019929350624726,6,2,0.10224999220467992,3.39525,1.0291171967167851,0.9997691064419303,True,ml_conformal_risk,0.13880877006203465,0.02184536342109711
63,heldout,gbr_masked,63:601789:9064:212774,5441.0,4000.0,5522.094762433953,0.014904385670640194,0.014904385670640194,False,-0.6314458395025841,0.05399118670703018,False,0.38052369060848834,6,3,0.15472202711023417,3.952,1.0335862902889548,1.0,True,ml_conformal_risk,0.1496071258928825,0.02464393876314403
58,heldout,traditional_huber_window,58:394935:13173:5977,5648.0,4000.0,5547.25600469474,-0.01783710965036471,0.01783710965036471,False,-0.45651054875161545,0.0045533904612540255,False,0.3868140011736849,8,1,0.33190607673083633,1.26725,1.0725718575199168,1.0,False,traditional_envelope,0.1,
62,heldout,traditional_huber_window,62:556396:15817:167382,5674.0,4000.0,5420.1977110877115,-0.04473075236381539,0.04473075236381539,False,-0.24933815675771065,-0.3947158458978066,False,0.35504942777192783,6,3,0.16238390553702364,3.345,1.0385752290866095,1.0,True,traditional_envelope,0.1,
65,heldout,gbr_masked,65:682287:1814:257327,4425.0,4000.0,4503.571583063914,0.01775628995794661,0.01775628995794661,False,-0.29045706576048147,0.06799790832013031,False,0.1258928957659784,6,2,0.10288995393161858,3.68125,1.025879416184824,0.9992090395480226,True,ml_conformal_risk,0.12789559663144834,0.021188015444421594
63,heldout,traditional_huber_window,63:584756:9571:195742,4404.5,4000.0,4797.504078797682,0.08922785305884488,0.08922785305884488,False,-0.8572752255218257,0.5546987703566373,False,0.19937601969942054,6,2,0.07622275103431973,3.336375,1.0258709083738662,1.0,True,traditional_envelope,0.1,
63,heldout,traditional_huber_window,63:594228:2006:205213,5596.0,4000.0,3824.216972474864,-0.31661598061564256,0.31661598061564256,True,2.8568414773224715,-1.0816217700254427,False,-0.04394575688128399,3,3,0.4071698655038466,5.60775,0.17755981403787277,0.4895461043602573,False,traditional_envelope,0.1,
60,heldout,gbr_masked,60:498876:11690:109864,5578.0,4000.0,5867.948408352751,0.051980711429320786,0.051980711429320786,False,-0.9279264044125544,0.2460044710003899,False,0.46698710208818794,6,3,0.17189759349384756,3.2025,1.0364728780570365,0.9969523126568662,False,ml_conformal_risk,0.1648698087781443,0.03961520407942556
63,heldout,traditional_huber_window,63:576850:2156:187836,5571.0,4000.0,4438.692318861908,-0.20325034664119412,0.20325034664119412,True,1.5464521822750275,-0.8047673639929585,False,0.1096730797154768,5,3,0.2466265656486524,4.8315,0.9817323025372924,0.9756776162268892,False,traditional_envelope,0.1,
58,heldout,traditional_huber_window,58:393523:11875:4565,4814.5,4000.0,5623.944143361193,0.16812631495714878,0.16812631495714878,False,-1.4904796618735991,1.4050898070974114,False,0.40598603584029824,6,3,0.13925618959102648,3.27925,1.0332623926923168,1.0010385294423096,False,traditional_envelope,0.1,
63,heldout,gbr_masked,63:597783:5274:208768,4356.0,4000.0,4586.874281861326,0.05300144211692525,0.05300144211692525,False,-0.5327308808015729,0.19041177885470262,False,0.14671857046533154,5,2,0.2128921220543145,4.54175,0.9269552130364834,0.9512167125803489,False,ml_conformal_risk,0.18189084673207456,0.0862694270304339
58,heldout,traditional_huber_window,58:404092:5359:15110,5895.0,4000.0,5621.964489743396,-0.046316456362443366,0.046316456362443366,False,-0.36484502764138504,-0.4224518569572666,False,0.40549112243584906,6,3,0.18280083238716482,3.2965,1.043342719227675,0.9996607294317218,False,traditional_envelope,0.1,
61,heldout,gbr_masked,61:525616:3887:136604,4551.5,4000.0,4561.582889102027,0.002215289267719953,0.002215289267719953,False,-0.2244560984422801,0.007729313225013357,False,0.14039572227550678,6,2,0.13820377259368402,3.820125,1.0287898810647536,1.0,True,ml_conformal_risk,0.12236195016373289,0.019592738356857133
65,heldout,gbr_masked,65:666462:3483:241502,5368.5,4000.0,5845.029133440998,0.08876392538716543,0.08876392538716543,False,-1.2658882684026693,0.4209621320150134,False,0.4612572833602493,6,3,0.15346631551165557,3.64775,1.0382068793203965,1.0,True,ml_conformal_risk,0.1578946503677099,0.04255303628077548
60,heldout,gbr_masked,60:476504:7234:87492,4589.5,4000.0,4895.281298571607,0.0666262770610322,0.0666262770610322,False,-0.7254877419432244,0.2050159561324918,False,0.2238203246429018,6,2,0.13432670410345754,3.886375,1.0267283786076042,1.0,True,ml_conformal_risk,0.12872522540612627,0.02383725588551315
58,heldout,gbr_masked,58:403355:4673:14376,5807.5,4000.0,5714.488505505821,-0.016015754540538753,0.016015754540538753,False,-0.5912058994695499,-0.11349785783304611,False,0.42862212637645536,6,3,0.17117530295970299,3.433125,1.0405687742144871,0.9999139044339217,False,ml_conformal_risk,0.17848935287391854,0.07592184898703808
62,heldout,gbr_masked,62:556506:15920:167492,5052.0,4000.0,5462.781236001412,0.08131061678571105,0.08131061678571105,False,-1.0961846175987144,0.3582915272580962,False,0.36569530900035296,6,3,0.1397982357711704,3.68625,1.0337745618405945,1.0,True,ml_conformal_risk,0.1411115703881235,0.01805514592014291
59,heldout,traditional_huber_window,59:457860:6246:68848,5828.5,4000.0,5514.549552997902,-0.05386470738647995,0.05386470738647995,False,-0.26183555660010605,-0.39640207954809625,False,0.37863738824947535,6,3,0.15470654128513006,3.41975,1.035866655512799,0.9994852878098996,True,traditional_envelope,0.1,
63,heldout,traditional_huber_window,63:590070:14508:201055,4832.0,4000.0,4488.583910429752,-0.0710712105898692,0.0710712105898692,False,0.29085502818907827,-0.4603432836062211,False,0.12214597760743806,7,2,0.21529381534734762,2.4045,1.0387724514115826,1.0006208609271523,False,traditional_envelope,0.1,
62,heldout,traditional_huber_window,62:539515:557:150501,4416.5,4000.0,4786.899415881449,0.08386718348951645,0.08386718348951645,False,-0.8548530619205046,0.3955145925055561,False,0.19672485397036232,6,2,0.08841707234824346,3.498125,1.0276343759489828,1.0,True,traditional_envelope,0.1,
58,heldout,gbr_masked,58:390564:9105:1627,4892.0,4000.0,4822.344627809305,-0.014238628820665337,0.014238628820665337,False,-0.14995834641894845,-0.04901855889563933,False,0.2055861569523263,6,2,0.14412124533419066,3.80375,1.027859983353371,1.0,True,ml_conformal_risk,0.13876068346515533,0.021758811735137218
65,heldout,traditional_huber_window,65:681298:895:256338,5952.0,4000.0,5420.076183760567,-0.08936892073915206,0.08936892073915206,False,0.00583319045506947,-0.521493937489641,False,0.35501904594014166,4,5,0.24805962366223702,5.5335,0.7023847317410222,0.8207325268817204,False,traditional_envelope,0.1,
59,heldout,traditional_huber_window,59:461577:9721:72565,4467.5,4000.0,4824.801932902979,0.07997804877514927,0.07997804877514927,False,-0.7628948003037213,0.635203436271965,False,0.2062004832257449,6,2,0.10130624719548889,3.28475,1.029253291312967,0.9993284834918859,True,traditional_envelope,0.1,
65,heldout,gbr_masked,65:676216:12562:251256,4364.5,4000.0,4658.372397925809,0.06733243164756772,0.06733243164756772,False,-0.7124045242996555,0.37651812674671703,False,0.1645930994814524,6,2,0.08599043041613554,3.382875,1.0208627733100384,0.9959903769045709,True,ml_conformal_risk,0.14445826430181113,0.023009672176397784
61,heldout,traditional_huber_window,61:504183:241:115171,4454.5,4000.0,4364.817653940262,-0.020132977002971814,0.020132977002971814,False,0.04023981798942344,-0.12848473647526504,False,0.09120441348506558,7,2,0.21389445759840373,2.413625,1.0373536133455565,1.0,False,traditional_envelope,0.1,
61,heldout,gbr_masked,61:532047:9960:143035,6056.5,4000.0,6102.828692125151,0.007649416680450931,0.007649416680450931,False,-0.9339885390882037,0.03380422628613644,False,0.5257071730312877,6,3,0.17590427635254055,3.783625,1.0400656814449918,0.9999174440683564,True,ml_conformal_risk,0.1477866314321377,0.061246341021305696
63,heldout,traditional_huber_window,63:576132:1494:187118,5808.0,4000.0,5489.534439947091,-0.054832224527015944,0.054832224527015944,False,-0.24143987037837356,-0.4300682782618708,False,0.3723836099867728,6,3,0.15659190062652686,3.3955,1.0365810543828637,0.9988808539944903,True,traditional_envelope,0.1,
63,heldout,traditional_huber_window,63:593453:1278:204438,4275.0,4000.0,3833.045879859633,-0.10338108073458882,0.10338108073458882,False,0.9178214825544693,-0.39110984083218625,False,-0.04173853003509176,7,1,0.1585587320877306,2.9,1.0276914690651404,0.99953216374269,True,traditional_envelope,0.1,
65,heldout,gbr_masked,65:678317:14511:253357,4473.5,4000.0,4562.466365184006,0.019887418170114128,0.019887418170114128,False,-0.3349954663592083,0.08477023838399589,False,0.14061659129600135,6,2,0.09589591441615705,3.546,1.0272242351046699,1.0,True,ml_conformal_risk,0.13709919289990063,0.02184536342109711
62,heldout,gbr_masked,62:543776:4521:154762,4493.5,4000.0,4844.007380638369,0.0780032003200999,0.0780032003200999,False,-0.7724609627184407,0.24588381665266468,False,0.2110018451595923,7,2,0.12251999343602481,3.0935,1.0316228513650152,0.9995549126516079,True,ml_conformal_risk,0.1414931735888056,0.016810604737216937
65,heldout,traditional_huber_window,65:682279:1806:257319,5430.0,4000.0,5332.658468990102,-0.01792661712889467,0.01792661712889467,False,-0.42583558703957713,-0.07595905658204316,False,0.33316461724752555,6,3,0.15280529022056788,3.80225,1.0333450478572757,0.9985267034990792,True,traditional_envelope,0.1,
59,heldout,gbr_masked,59:461205:9375:72193,5686.5,4000.0,5895.409669810818,0.0367378299148541,0.0367378299148541,False,-0.8729426376183334,0.47371807213338,False,0.47385241745270457,5,4,0.1815212039610345,4.45125,0.9621813003144966,0.9607843137254902,False,ml_conformal_risk,0.21979368316102796,0.2097509620436882
58,heldout,traditional_huber_window,58:421284:930:32280,4875.5,4000.0,5456.886890639136,0.11924661893941878,0.11924661893941878,False,-1.268778265170206,0.6388866930100505,False,0.36422172265978414,6,3,0.11934872712285055,3.53825,1.0308955535453344,1.0,False,traditional_envelope,0.1,
63,heldout,traditional_huber_window,63:591746:16074:202731,4240.5,4000.0,4815.611343391529,0.13562347444677017,0.13562347444677017,False,-1.121158698717049,0.8733657454692931,False,0.20390283584788227,5,2,0.16007053564592721,4.1475,1.009318732231231,0.9950477538026176,True,traditional_envelope,0.1,
61,heldout,traditional_huber_window,61:529646:7698:140634,4762.5,4000.0,5453.8497412272945,0.14516529999523245,0.14516529999523245,False,-1.3427518236785634,1.1315053047909913,False,0.36346243530682365,6,3,0.12231866427326439,3.325375,1.0309109715907725,0.9991601049868767,True,traditional_envelope,0.1,
