run,kind,method,event_uid,truth_amp,observed_amp,pred_amp,frac_error,abs_frac_error,catastrophic,q_template_shift,timing_error_ns,timing_tail,pred_lift,peak_sample,plateau_count,q_rmse_pred,window_charge_over_obs,odd_charge_ratio,odd_amp_ratio,accepted,rule,declared_upper_abs_error,pred_catastrophic_prob
60,heldout,traditional_huber_window,60:493809:6990:104797,4425.5,4000.0,3726.1658020167633,-0.15802377086955974,0.15802377086955974,False,1.548036777137069,-1.2657632542683004,False,-0.0684585494958092,6,1,0.22641690435428238,4.096125,1.0167623421354766,0.9974014235679585,False,traditional_envelope,0.1,
65,heldout,traditional_huber_window,65:668818:5671:243858,4806.0,4000.0,4698.396597209839,-0.022389388845227103,0.022389388845227103,False,-0.07671295192108829,-0.08315564357818062,False,0.17459914930245968,6,2,0.1281149094551652,3.78475,1.0283941724562586,0.9996878901373284,True,traditional_envelope,0.1,
59,heldout,traditional_huber_window,59:458388:6731:69376,5948.0,4000.0,5761.084090686198,-0.031425001565871274,0.031425001565871274,False,-0.587537933572408,-0.1932946321755935,False,0.4402710226715494,5,4,0.19544969101840162,4.506,1.0271699249252075,0.9965534633490248,False,traditional_envelope,0.1,
59,heldout,traditional_huber_window,59:442908:8657:53896,5708.0,4000.0,5404.670150414969,-0.053141178974252155,0.053141178974252155,False,-0.23758903107710871,-0.20048238571383337,False,0.3511675376037422,6,3,0.17461934680332522,3.90125,1.0364465595875472,0.9997372109320253,True,traditional_envelope,0.1,
61,heldout,gbr_masked,61:537456:14998:148442,4696.5,4000.0,4877.998287762217,0.03864543548647225,0.03864543548647225,False,-0.5765234444693217,0.16492347820283015,False,0.21949957194055414,7,2,0.1633866542830935,2.732375,1.0277544154751892,0.9972319812626423,True,ml_conformal_risk,0.146938670189327,0.0240479543986962
62,heldout,traditional_huber_window,62:572862:14780:183848,4462.5,4000.0,4650.66195140094,0.042165143171078966,0.042165143171078966,False,-0.5115769648716473,0.1573918455883998,False,0.16266548785023494,6,2,0.10723438943713377,3.731625,1.0258646466660022,1.0,True,traditional_envelope,0.1,
63,heldout,traditional_huber_window,63:579716:4836:190702,4890.0,4000.0,4827.4830208338835,-0.012784658316179238,0.012784658316179238,False,-0.22392000868821427,-0.06485163813912465,False,0.20687075520847098,6,2,0.11075972536006239,3.52175,1.0305693185005143,0.9992842535787321,True,traditional_envelope,0.1,
63,heldout,traditional_huber_window,63:606431:13387:217416,4490.5,4000.0,4658.482429559873,0.03740840208437207,0.03740840208437207,False,-0.5015534636362666,0.14741766525657596,False,0.1646206073899683,6,2,0.11287393900473797,3.7045,1.022656629431763,0.997216345618528,True,traditional_envelope,0.1,
65,heldout,traditional_huber_window,65:666000:3051:241040,5079.5,4000.0,5536.6817916899,0.09000527447384583,0.09000527447384583,False,-1.091053270651492,0.30654212773453793,False,0.384170447922475,6,3,0.15291641326557653,3.25575,1.036641804457225,1.0,True,traditional_envelope,0.1,
62,heldout,gbr_masked,62:555336:14832:166322,6399.0,4000.0,5743.748343563909,-0.10239907117301005,0.10239907117301005,False,-0.21815453691919373,-0.5019162439188776,False,0.43593708589097724,6,3,0.1856258729311723,3.77975,1.0409450561611244,0.9981247069854665,False,ml_conformal_risk,0.16231672813097034,0.0598210248924867
58,heldout,traditional_huber_window,58:397549:15598:8588,4287.0,4000.0,3927.9385905018507,-0.08375586878893149,0.08375586878893149,False,0.7206438284893721,-0.2720162193167752,False,-0.01801535237453733,7,1,0.16153102917192155,2.961,1.0286919377804047,0.9983671565197108,True,traditional_envelope,0.1,
58,heldout,traditional_huber_window,58:394540:12816:5582,4825.5,4000.0,5595.091720112825,0.1594843477593669,0.1594843477593669,False,-1.512712710977178,1.1803553989460553,False,0.39877293002820635,6,3,0.13773909611124183,3.33625,1.032395089389908,1.0,False,traditional_envelope,0.1,
59,heldout,traditional_huber_window,59:430154:13232:41142,4908.0,4000.0,5484.347173199019,0.11743014938855326,0.11743014938855326,False,-1.2685634840045408,0.6497713339335007,False,0.3710867932997548,6,3,0.12277357078753197,3.494,1.0311267993031998,0.9993887530562348,True,traditional_envelope,0.1,
61,heldout,gbr_masked,61:520850:15877:131838,4202.5,4000.0,4392.647038670894,0.045246172200093825,0.045246172200093825,False,-0.4653457465601232,0.1937310633427387,False,0.09816175966772356,6,2,0.09704776462624186,3.51375,1.0246052529233323,0.9994051160023796,True,ml_conformal_risk,0.1253069054619453,0.021083090546136073
60,heldout,traditional_huber_window,60:488118:1714:99106,5152.5,4000.0,5446.985069503582,0.0571538223199577,0.0571538223199577,False,-0.8057376004803922,0.22580242443735443,False,0.36174626737589555,6,3,0.14950381792383732,3.187875,1.0367027609274901,1.000873362445415,True,traditional_envelope,0.1,
63,heldout,traditional_huber_window,63:578451:3674:189437,6071.0,4000.0,4924.149620011747,-0.1889063383278295,0.1889063383278295,False,0.9903211756462404,-0.8991378910139218,False,0.2310374050029369,5,4,0.25788738868175926,4.996,0.9288491030350583,0.9407016965903475,False,traditional_envelope,0.1,
58,heldout,traditional_huber_window,58:395142:13365:6184,5982.5,4000.0,6518.681529709339,0.0896249945189033,0.0896249945189033,False,-1.364356396747639,0.5302367212588166,False,0.6296703824273346,5,4,0.19224463025755448,4.23475,1.0331691744690792,0.9997492687003761,False,traditional_envelope,0.1,
63,heldout,traditional_huber_window,63:611690:1937:222675,4826.5,4000.0,5397.947203016651,0.11839784585448063,0.11839784585448063,False,-1.3013741625916593,0.5281397440079871,False,0.3494868007541627,6,3,0.1293704045214098,3.65025,1.0344604541196414,0.9995856210504507,True,traditional_envelope,0.1,
59,heldout,traditional_huber_window,59:465111:12990:76099,5906.0,4000.0,5483.1170165838,-0.07160226607114795,0.07160226607114795,False,-0.13609424265589531,-0.49001504451472755,False,0.37077925414595003,6,3,0.16163809302102822,3.48,1.0396868852791465,0.9998306806637318,True,traditional_envelope,0.1,
62,heldout,traditional_huber_window,62:570458:12556:181444,4443.5,4000.0,4846.927554109013,0.0907904926542169,0.0907904926542169,False,-0.9091177120651128,0.5541587281717142,False,0.21173188852725322,6,2,0.09865432246809697,3.356125,1.0300104774734322,1.0,True,traditional_envelope,0.1,
62,heldout,traditional_huber_window,62:545880:6481:156866,4619.5,4000.0,4334.790948533514,-0.06163200594577033,0.06163200594577033,False,0.2881707627526442,-0.29066774013934804,False,0.08369773713337847,7,2,0.19285701259887472,2.6215,1.0346860518854373,1.0,False,traditional_envelope,0.1,
58,heldout,traditional_huber_window,58:391444:9930:2505,4650.0,4000.0,4429.215170009588,-0.04748060860008854,0.04748060860008854,False,0.25517573044859,-0.46334696745101667,False,0.10730379250239697,7,2,0.14437044015670233,3.225,1.031898005754539,1.0,True,traditional_envelope,0.1,
59,heldout,traditional_huber_window,59:433569:16379:44557,5288.0,4000.0,5405.113951040506,0.02214711630871907,0.02214711630871907,False,-0.6949665714713351,0.09354149444128979,False,0.3512784877601267,6,3,0.1626551448043472,3.753,1.0375064719892306,0.9997163388804842,True,traditional_envelope,0.1,
62,heldout,gbr_masked,62:548386:8329:159372,4659.5,4000.0,5662.1560365537225,0.21518532815832653,0.21518532815832653,True,-2.029733532153296,1.0225966716509163,False,0.41553900913843056,5,4,0.23114384281273254,5.476125,0.6069709284151297,0.7338770254319132,False,ml_conformal_risk,0.18805807999390628,0.12118798374042
61,heldout,traditional_huber_window,61:514921:10313:125909,5696.5,4000.0,5490.255794521866,-0.03620542534505996,0.03620542534505996,False,-0.44041681543333233,-0.1723009235406323,False,0.3725639486304664,6,3,0.1631099405380214,3.67675,1.0392927308447937,1.0,True,traditional_envelope,0.1,
