n,amp_res68_abs_frac,amp_bias_median_frac,catastrophic_rate,q_template_shift_median,timing_tail_rate,calibration_coverage,acceptance_rate,q_template_shift_natural,timing_tail_delta_natural,rule
7838,0.06576284814056678,0.038967279070831404,0.007655014034192396,-0.5417780187119181,0.00012758356723653993,0.9706557795355958,0.42900930487137384,0.00634505057948235,-0.007518796992481203,ml_conformal_risk
8857,0.09589343400089982,0.004793151689128631,0.00835497346731399,-0.4532468905638627,0.0007903353279891611,0.703511346957209,0.5545676538726442,0.0,0.0,traditional_envelope
7854,0.06742945369490208,0.03717458201827274,0.010949834479246244,-0.5769807099778204,0.00012732365673542143,0.9521263050674815,0.4984451354953354,0.00404120785837464,-0.012809802283486485,ml_conformal_risk
7496,0.0677487966333583,0.03594106483307708,0.008804695837780149,-0.5842838242710942,0.0,0.9683831376734259,0.4705291569895173,0.008419509314360248,-0.015873015873015848,ml_conformal_risk
9165,0.09577536093453022,-0.015604456326267693,0.005891980360065467,-0.20684839199897276,0.0005455537370430987,0.7087834151663939,0.45939849624060153,0.0,0.0,traditional_envelope
7995,0.09252456280049186,-0.007016962139186754,0.007129455909943715,-0.2707338969086859,0.00075046904315197,0.7225766103814885,0.4541839459183094,0.0,0.0,traditional_envelope
6939,0.07586448330720603,0.04603197386312658,0.01542008935005044,-0.6319473947758869,0.00014411298457991066,0.9414901282605562,0.4952890792291221,0.007488451865836711,-0.007518796992481203,ml_conformal_risk
7941,0.06404944451416858,0.03659731871280023,0.004911220249338874,-0.5049784179416044,0.00037778617302606723,0.9782143306888301,0.394956729334527,0.006111348573153573,-0.022556390977443608,ml_conformal_risk
10113,0.09589633849076262,-0.008146308114062575,0.0063284880846435285,-0.3114974128293948,0.00019776525264511026,0.705923069316721,0.5342031588399979,0.0,0.0,traditional_envelope
9303,0.09501846125308475,-0.014329306325822586,0.006342040202085349,-0.21848758225652443,0.0006449532408900354,0.7123508545630441,0.46013453358393513,0.0,0.0,traditional_envelope
8588,0.09538730946182056,-0.005177031456051367,0.006171401956217979,-0.34912759472117294,0.00034932463903120635,0.7097112249650676,0.5192575125461032,0.0,0.0,traditional_envelope
8130,0.06320813113314833,0.03601461399184712,0.004059040590405904,-0.5062449763507662,0.0002460024600246002,0.9829028290282903,0.3996264254817145,0.006293474534288908,-0.015037593984962405,ml_conformal_risk
7652,0.06606727229385154,0.03685826198361085,0.006403554626241505,-0.5567018447932721,0.00026136957658128593,0.9698118139048615,0.44547942015485825,0.008010372576966145,-0.02032859927596769,ml_conformal_risk
11222,0.09639179367597324,0.002194440791806381,0.007217964712172518,-0.4591606785263518,0.00026733202637675994,0.7008554624844057,0.6519491082321501,0.0,0.0,traditional_envelope
9626,0.0944586663156991,-0.015604456326267693,0.005921462705173489,-0.21897549077539402,0.0006233118637024725,0.7161853313941409,0.47241853160581077,0.0,0.0,traditional_envelope
7935,0.06394400573869435,0.0343219732477735,0.00630119722747322,-0.5383918339630185,0.0001260239445494644,0.9750472589792061,0.44873607419555506,0.006592652886622855,-0.012809802283486485,ml_conformal_risk
7223,0.06981335113598935,0.03714488765829186,0.010245050533019521,-0.5886574089058998,0.00027689325764917625,0.9592966911255711,0.4667226673559059,0.007869867759936675,-0.02561960456697297,ml_conformal_risk
7349,0.07024315589614233,0.03834926423121659,0.011838345353109266,-0.593220666808751,0.00013607293509320997,0.9545516396788679,0.47876221498371335,0.006647492602833863,-0.018100807574491767,ml_conformal_risk
7455,0.06658840097748905,0.03732888873675363,0.012072434607645875,-0.5341640554949905,0.0001341381623071764,0.9655264922870557,0.44377641526281325,0.004829835209235201,-0.007518796992481203,ml_conformal_risk
7880,0.0631271421774776,0.031843468985845905,0.0027918781725888324,-0.5640900734759544,0.0,0.9868020304568528,0.47075691498894795,0.010632597188269794,-0.010582010582010566,ml_conformal_risk
8070,0.06374819525524267,0.03475071104423468,0.004337050805452293,-0.5276324020521255,0.00024783147459727387,0.9776951672862454,0.42196078431372547,0.006736421374669891,-0.02032859927596769,ml_conformal_risk
7554,0.09609623446373237,0.0024909924569143367,0.007413290971670638,-0.4143349441306743,0.0010590415673815197,0.7042626423087106,0.505893383337798,0.0,0.0,traditional_envelope
7436,0.06820277026834091,0.03839360457298126,0.009413663259817106,-0.5599984712951471,0.00026896180742334586,0.9624798278644432,0.4438343082249015,0.007016396189141845,-0.02032859927596769,ml_conformal_risk
7412,0.06817623476156251,0.036455213617585074,0.009174311926605505,-0.5812130240708333,0.00013491635186184566,0.9649217485159202,0.47168130329642355,0.008051993721072011,-0.018100807574491767,ml_conformal_risk
7421,0.06660729064806051,0.03561708625474443,0.005390109149710282,-0.5549260413844213,0.00040425818622827114,0.9727799487939631,0.4294063187131119,0.00941813736622186,-0.033138401559454175,ml_conformal_risk
