run,n,res68_abs_frac,bias_median_frac,frac_within10
58,3753,0.07115447134426993,0.031768068928353786,0.8382627231548094
59,2258,0.08335808267522225,0.02689550810295282,0.7595217006200177
60,1805,0.0863602369075432,0.035658019073146176,0.7534626038781164
61,2073,0.08364326514746724,0.02716920617703268,0.7698986975397974
62,2132,0.08055989517621179,0.026953525341073002,0.7776735459662288
63,2475,0.07971733249440943,0.02239742482016218,0.7834343434343435
65,2496,0.07479988634856917,0.023658199816236073,0.8197115384615384
