method,reference_traditional_method,delta_tail_gt5_fraction,ci_low,ci_high
traditional_median3,traditional_mean3,0.0006216156481379158,0.0004015504079775774,0.0007820524792230834
ridge,traditional_mean3,0.005370903824519347,0.004418157712769164,0.006879006488979433
one_dimensional_cnn,traditional_mean3,0.008150341198976887,0.006699628344072451,0.01067166322959879
target_masked_residual_cnn,traditional_mean3,0.015263622152628506,0.012532008101393405,0.01722307163397342
gradient_boosted_trees,traditional_mean3,0.01923132815830084,0.0170341870113923,0.020571156170744658
traditional_line3,traditional_mean3,0.02381364680813428,0.022411951950331344,0.024977902639486755
mlp,traditional_mean3,0.04002499405656159,0.03550057109761106,0.043545488165453006
traditional_run_stratified,traditional_mean3,0.040468014671869806,0.035251616226594375,0.044094401154356026
