run,method,family,n_target_rows,pedestal_mae_adc,pedestal_rmse_adc,pedestal_bias_adc,pedestal_q05_adc,pedestal_q95_adc,n_pair_rows,timing_sigma68_shift_ns,timing_full_rms_shift_ns,timing_tail_gt0p5_fraction,timing_tail_gt5_fraction,timing_shift_bias_ns,n_charge_rows,charge_bias_delta_adc,charge_abs_delta_adc
58,traditional_median3,traditional,67124,50.45439783088016,309.4454146012224,-5.084276860735356,-26.0,25.0,1412,0.06994379455273304,10.332529148199892,0.13031161473087818,0.00424929178470255,-0.21084947758662903,67124,0.0,17.25522912818068
58,traditional_mean3,traditional,67124,46.51510637029974,275.39462110390343,1.5581891827645365e-15,-23.0,25.33333333333303,1412,0.07066244735253392,4.370367668264478,0.12110481586402266,0.004957507082152974,0.10320028878731491,67124,-5.084276860735358,15.829658542399144
58,one_dimensional_cnn,ml,67124,45.07151711247974,176.81655804955003,-17.786405046325182,-53.9879637863296,63.44544720387725,1410,0.38137069577789756,8.615646614148789,0.2673758865248227,0.014893617021276596,-0.5019040070990912,67124,12.702128185589826,44.5801547128688
58,ridge,ml,67124,74.98784714323419,197.06112825313997,17.091254119229593,-71.25444252891475,111.85601728878463,1411,0.5827411014681054,12.18983082981117,0.6038270729978739,0.01771793054571226,-1.5048580632723776,67124,-22.17553097996495,73.42174266772307
58,gradient_boosted_trees,ml,67124,19.44884124191596,88.08668805365839,4.243676133282933,-15.945100059136257,37.96760958047889,1403,0.20501416298490005,7.591246858734374,0.18674269422665715,0.01781895937277263,-0.08634113721450334,67124,-9.327952994018286,36.718799915937176
58,target_masked_residual_cnn,new_architecture,67124,47.324278613906564,140.37795449691095,-22.78674218863232,-89.5777471072437,48.52768843755551,1398,0.6863189180166579,7.620133469035689,0.42560801144492133,0.0178826895565093,-0.09092247468333949,67124,17.702465327896963,57.10895379401578
58,mlp,ml,67124,52.58606526061361,181.36986485833532,5.055079901275144,-42.27527888774175,133.50321159388946,1407,0.5202939646303124,9.621370363298677,0.35323383084577115,0.01990049751243781,-0.5813967658485455,67124,-10.139356762010499,55.03670286550754
58,traditional_line3,traditional,67124,32.97952474595702,207.44843567843847,-3.984225356908748,-20.33333333333303,20.142857142857792,1403,0.173950312318209,8.690198177877287,0.15751960085531005,0.020669992872416252,0.04035571732638612,67124,-1.100051503826609,35.44788252587252
58,traditional_run_stratified,traditional,67124,33.5334852909044,203.97513537899627,4.0503744314005665,-19.42857142857156,34.66666666666697,1395,0.19690684619263882,8.653406687942917,0.1913978494623656,0.031541218637992835,-0.4425048755776286,67124,-9.134651292135919,39.361849143447394
59,traditional_mean3,traditional,85508,314.3756373672639,818.4727975077075,1.265727996339272e-15,-1290.6499999999996,1083.766666666663,15012,0.09566927055500085,1.4411422534227658,0.14148681055155876,0.0006661337596589396,0.011279474272010703,85508,-47.1848482013379,109.861022750308
59,traditional_median3,traditional,85508,340.6083407400477,930.957096775102,-47.184848201337886,-1536.0,1033.0,15012,0.0777536089242335,2.008318817931093,0.13309352517985612,0.0015987210231814548,0.02005582413800108,85508,0.0,118.94339710904242
59,ridge,ml,85508,210.65007183831608,535.1280227964779,-20.654496803614574,-671.1300008092957,486.6634680378435,14965,0.7021806254864117,2.4750531676299308,0.7189442031406615,0.004610758436351487,-0.7920259299592861,85508,-26.530351397723315,214.8933411046465
59,one_dimensional_cnn,ml,85508,179.95691703191136,535.6925996408376,-24.587050449101863,-587.0835233737768,427.308384895781,14942,0.45883687331664746,2.168291456380253,0.3669522152322313,0.007027171730692009,-0.24387592605327935,85508,-22.59779775223603,190.9825006438437
59,target_masked_residual_cnn,new_architecture,85508,125.3058684173882,404.484480054748,7.115277302136211,-283.317745760352,197.0065624633385,14827,0.7583168348875013,2.5660035331832582,0.4984824981452755,0.01888446752546031,-0.2315219277441745,85508,-54.300125503474106,246.20738424872354
59,gradient_boosted_trees,ml,85508,67.2376061745652,308.8484519406954,-0.9467026467521572,-187.18925432636172,138.07876841257965,14884,0.24992127658514973,2.6356163079937502,0.20599301263101316,0.02109647944101048,0.00499308850535601,85508,-46.238145554585714,218.63474313617382
59,traditional_line3,traditional,85508,214.08875916928966,637.8713217655649,-42.52899756525148,-912.0,502.0,14891,0.20984338415020004,3.2698338157106877,0.1899805251494191,0.026056006984084345,-0.017164793998397643,85508,-4.655850636086402,235.97427085630528
