stratum,value,method,n_target_rows,pedestal_mae_adc,pedestal_rmse_adc,pedestal_bias_adc,pedestal_q05_adc,pedestal_q95_adc,n_pair_rows,timing_sigma68_shift_ns,timing_full_rms_shift_ns,timing_tail_gt0p5_fraction,timing_tail_gt5_fraction,timing_shift_bias_ns
target_sample,0,gradient_boosted_trees,125096.0,48.879482458868544,244.01615152747826,2.788286552063604,-121.91080631358614,83.32153716399216,,,,,,
target_sample,1,gradient_boosted_trees,125096.0,33.11707791866647,162.3374204248406,1.1261459765607462,-52.16186371649269,95.96457745805515,,,,,,
target_sample,2,gradient_boosted_trees,125096.0,42.87575524493407,211.0229260909601,-0.06518439565544587,-115.31936536606099,110.05199741370006,,,,,,
target_sample,3,gradient_boosted_trees,125096.0,88.48997549679692,311.7409661457891,-2.695817379994469,-307.6939372936563,149.4795774070626,,,,,,
target_sample,0,mlp,125096.0,76.49998269068483,314.24002166636006,9.174281432567593,-201.586510673867,103.46190592461835,,,,,,
target_sample,1,mlp,125096.0,82.71823552730645,295.69637337857733,8.516013380747857,-86.29168683451007,277.66935930014347,,,,,,
target_sample,2,mlp,125096.0,139.21545761271273,424.44466164371846,-35.41193070896079,-512.051934732398,354.2222066744771,,,,,,
target_sample,3,mlp,125096.0,148.99584531685926,442.0598356199713,-23.797085597659013,-552.505960186942,278.846328096638,,,,,,
target_sample,0,one_dimensional_cnn,125096.0,87.24024286071426,353.42447242971446,9.426838748113372,-212.70761110967305,76.2494237468486,,,,,,
target_sample,1,one_dimensional_cnn,125096.0,93.57471502404108,293.06742361740197,15.80896560764159,-61.79046436526801,388.8462535961264,,,,,,
target_sample,2,one_dimensional_cnn,125096.0,150.00686806235072,457.26150040885204,-43.34870840429054,-554.8626474188727,378.22456789914213,,,,,,
target_sample,3,one_dimensional_cnn,125096.0,213.32759565912826,613.0867181221953,-111.48084056205671,-1108.5874484926173,132.25392193812286,,,,,,
target_sample,0,ridge,125096.0,129.96372199097135,379.00561512805876,-35.42486708348142,-258.8024875742542,128.20704111996656,,,,,,
target_sample,1,ridge,125096.0,124.7489420239891,339.6192981765485,55.9935644616622,-95.84844927678341,590.8932684103077,,,,,,
target_sample,2,ridge,125096.0,177.18414338193003,442.1545028229878,40.580877245599744,-341.1494669551462,507.2282390516143,,,,,,
target_sample,3,ridge,125096.0,274.8674842352274,646.92921676033,-93.56187779581632,-1260.9783860303296,143.53445672404382,,,,,,
target_sample,0,target_masked_residual_cnn,125096.0,84.8354578616434,325.0968383121528,21.031458462749494,-144.4364686687329,129.90322409285454,,,,,,
target_sample,1,target_masked_residual_cnn,125096.0,69.63085796473275,239.17605034005763,-20.54899048417354,-167.6866613296288,88.8523683806518,,,,,,
target_sample,2,target_masked_residual_cnn,125096.0,99.07892915644494,320.7221516320813,0.23556402763325163,-122.92673149470829,230.63635533524302,,,,,,
target_sample,3,target_masked_residual_cnn,125096.0,107.13480408017585,363.8554042753925,-0.19783037969197795,-251.86803867936214,205.81260699356585,,,,,,
target_sample,0,traditional_line3,125096.0,211.71791530771034,633.6054585281187,-129.59583839611176,-1156.333333333333,27.0,,,,,,
target_sample,1,traditional_line3,125096.0,95.18129961903543,309.0976871379852,65.06795809389816,-11.714285714285325,552.3571428571424,,,,,,
target_sample,2,traditional_line3,125096.0,127.87730679980632,402.81288990866705,36.487304607204536,-123.42857142857065,549.0,,,,,,
target_sample,3,traditional_line3,125096.0,239.47204013983924,722.8655435938795,-107.36644123979448,-1154.666666666667,51.0,,,,,,
target_sample,0,traditional_mean3,125096.0,287.84822323122506,818.9813493937369,255.47077444522603,-22.0,1963.7499999999995,,,,,,
target_sample,1,traditional_mean3,125096.0,185.2503410713905,521.3153739333679,163.16646415552856,-13.0,1203.3333333333333,,,,,,
target_sample,2,traditional_mean3,125096.0,140.70092835369104,480.79735637969185,-68.38155230116604,-757.0,230.08333333333326,,,,,,
target_sample,3,traditional_mean3,125096.0,383.1415392978193,993.109893974168,-350.2556862995885,-2443.083333333333,21.66666666666697,,,,,,
target_sample,0,traditional_median3,125096.0,274.79531719639317,891.1001649404859,239.8830098484364,-23.0,1978.0,,,,,,
target_sample,1,traditional_median3,125096.0,193.36679030504573,622.8557278680651,169.07362345718488,-15.0,1353.0,,,,,,
target_sample,2,traditional_median3,125096.0,197.0258441516915,637.1684381487645,-175.08758873185394,-1395.0,16.0,,,,,,
target_sample,3,traditional_median3,125096.0,419.38261814926136,1110.0658624027253,-385.65918974227793,-2729.0,23.0,,,,,,
target_sample,0,traditional_run_stratified,125096.0,176.12389018567075,588.7536786623187,-35.805084361876794,-743.0,303.0000000000002,,,,,,
target_sample,1,traditional_run_stratified,125096.0,77.53700243926949,283.69138094510896,21.01612932696263,-125.80357142857156,340.2321428571431,,,,,,
target_sample,2,traditional_run_stratified,125096.0,119.0179884705689,395.71280723399815,-2.3271247681780034,-320.14285714285734,391.92857142857156,,,,,,
target_sample,3,traditional_run_stratified,125096.0,214.37848798789196,682.5583552014793,-11.967814052141287,-732.0,485.66666666666697,,,,,,
stave,B2,gradient_boosted_trees,352852.0,53.90938169691189,268.82105757983646,1.6238756999136201,-122.54862638265831,94.36597712227933,,,,,,
stave,B4,gradient_boosted_trees,84916.0,55.81132479885742,135.8482118522016,-5.309545175318631,-187.161116302324,139.33188246000304,,,,,,
stave,B6,gradient_boosted_trees,44592.0,43.80244442648242,99.0746723891914,-0.0736338811764079,-124.84457486447499,116.13934018091538,,,,,,
stave,B8,gradient_boosted_trees,18024.0,54.16239241297478,231.9349934450064,1.4120397883347044,-136.753872113463,157.91992386947777,,,,,,
stave,B2,mlp,352852.0,112.69128677314926,411.52184037222133,-8.228960181669017,-217.06711466459763,224.8408349735368,,,,,,
stave,B4,mlp,84916.0,114.93215276022366,274.58020930382725,-37.510136848392975,-402.97031242599223,227.77504379534344,,,,,,
stave,B6,mlp,44592.0,91.34215040501027,220.46966276532262,8.571999147512242,-196.16032545182145,295.5920990080211,,,,,,
stave,B8,mlp,18024.0,131.8014648440379,328.7411082312131,28.448028668894132,-214.2697742931349,426.64821159387617,,,,,,
stave,B2,one_dimensional_cnn,352852.0,134.87272486581847,480.8282964635358,-32.36712878940326,-370.27130711600546,217.22606486615504,,,,,,
stave,B4,one_dimensional_cnn,84916.0,142.36754094881462,350.5881833380536,-47.6127516309061,-536.3897488302109,264.5429285503535,,,,,,
stave,B6,one_dimensional_cnn,44592.0,121.58100729651864,294.56634331168976,-10.044464805901894,-384.75689052741706,314.24412892793396,,,,,,
stave,B8,one_dimensional_cnn,18024.0,164.77934677784165,450.7571220349317,-16.637025970557552,-534.9129414097192,425.52417645845355,,,,,,
stave,B2,ridge,352852.0,173.14562516965267,496.0192408453566,-3.362071158282715,-436.3574787219076,354.1352945899664,,,,,,
stave,B4,ridge,84916.0,184.00778432018035,391.1476958402955,-62.6260516499698,-621.6513454981937,411.25221860106194,,,,,,
stave,B6,ridge,44592.0,169.05782788855637,344.5453422727269,26.973941018925355,-433.9759192504898,473.3047643760487,,,,,,
stave,B8,ridge,18024.0,230.51342760265172,477.52226579891726,69.17420543310585,-472.00968495304244,627.5003003673874,,,,,,
stave,B2,target_masked_residual_cnn,352852.0,93.45903607808711,355.8658562704291,-1.8640036912411542,-155.39955188154087,143.00072333288645,,,,,,
stave,B4,target_masked_residual_cnn,84916.0,80.50582674023326,180.43124301238382,-9.99210735202836,-220.1351227876837,153.10511291993612,,,,,,
stave,B6,target_masked_residual_cnn,44592.0,77.49024563157592,149.3509717225174,23.319261828081856,-123.4476709378421,197.41272427180309,,,,,,
stave,B8,target_masked_residual_cnn,18024.0,102.68230152477804,274.8981998867543,29.484567110499224,-157.18370543073266,270.2637462439772,,,,,,
stave,B2,traditional_line3,352852.0,164.2627412113429,577.6489600092395,-27.639625516809147,-677.333333333333,371.8571428571422,,,,,,
stave,B4,traditional_line3,84916.0,182.09017987523802,448.00400165354586,-48.02729419998251,-869.0833333333333,454.8571428571431,,,,,,
stave,B6,traditional_line3,44592.0,161.24275334461018,397.7683011200233,-46.644561484443074,-804.6666666666674,410.7785714285709,,,,,,
stave,B8,traditional_line3,18024.0,207.10468053177772,576.9433329837009,-57.03057299262359,-1005.8999999999999,541.2785714285693,,,,,,
stave,B2,traditional_mean3,352852.0,236.33400027962622,747.3095861097333,4.3302889001012307e-16,-679.666666666667,767.333333333333,,,,,,
stave,B4,traditional_mean3,84916.0,286.5773705779829,711.157127069737,-5.248155870139136e-16,-1247.4166666666665,1030.7499999999995,,,,,,
stave,B6,traditional_mean3,44592.0,254.38993541442406,646.8573034743345,-4.07918326952336e-17,-1083.333333333334,941.8166666666658,,,,,,
stave,B8,traditional_mean3,18024.0,313.11865660600677,800.0583063189132,-3.5322142212663656e-16,-1355.133333333333,1204.4166666666638,,,,,,
stave,B2,traditional_median3,352852.0,256.336571707118,850.4235887145542,-32.35757768129414,-981.0,539.0,,,,,,
stave,B4,traditional_median3,84916.0,313.4910970841773,819.6884315575297,-51.02013754769419,-1521.0,976.0,,,,,,
stave,B6,traditional_median3,44592.0,278.7612800502332,747.0279537921325,-48.84882938643703,-1369.8999999999996,865.4499999999971,,,,,,
stave,B8,traditional_median3,18024.0,342.6339880159787,932.4770051450485,-58.82218153573014,-1729.6999999999998,1077.0,,,,,,
stave,B2,traditional_run_stratified,352852.0,151.11522313685543,558.2717313556453,-7.856285219811561,-487.5714285714283,344.2464285714295,,,,,,
stave,B4,traditional_run_stratified,84916.0,139.40167201649137,375.1265923674626,-6.794429901594633,-503.5178571428569,396.5416666666665,,,,,,
stave,B6,traditional_run_stratified,44592.0,119.58954681172793,323.8459811769429,-5.4800663582620155,-416.1499999999998,347.6142857142856,,,,,,
stave,B8,traditional_run_stratified,18024.0,163.5070170988946,510.6816687868141,-2.4883435842158,-525.3261904761903,496.0,,,,,,
amplitude_bin,1000-1500,gradient_boosted_trees,46688.0,78.0823066793425,223.35432298810417,-3.352125240044965,-228.2526756125736,202.53670787334707,,,,,,
amplitude_bin,1500-2500,gradient_boosted_trees,99436.0,57.020757018970684,209.5765313739199,3.742933860490254,-150.1814757981274,142.07123688451748,,,,,,
amplitude_bin,2500-4000,gradient_boosted_trees,209088.0,41.35104017986212,146.5064287048703,-1.000750023679333,-107.6544147143854,80.84059928365359,,,,,,
amplitude_bin,4000-7000,gradient_boosted_trees,123432.0,50.356285923235255,207.93108469173748,-2.1168168876965865,-102.22562046002622,72.9385318746813,,,,,,
amplitude_bin,>=7000,gradient_boosted_trees,21740.0,115.62847596450808,741.4661854246649,18.359659078327038,-143.34031562189776,138.42687748204992,,,,,,
amplitude_bin,1000-1500,mlp,46688.0,228.10099621768381,536.2790286271663,-30.44375918640361,-826.1197758698321,647.9932053730453,,,,,,
amplitude_bin,1500-2500,mlp,99436.0,116.55581575502613,352.4568694398716,-30.483917153807045,-351.1526240679009,228.57463258278221,,,,,,
amplitude_bin,2500-4000,mlp,209088.0,76.63643092140589,229.5182177477731,-4.873515199900662,-179.57936655935748,192.53460598227156,,,,,,
amplitude_bin,4000-7000,mlp,123432.0,108.78941835553614,344.1068316303051,-2.6343924588243115,-127.7278577034742,250.57208619884392,,,,,,
amplitude_bin,>=7000,mlp,21740.0,196.88897956265478,931.4927862683953,27.731964451186794,-158.71037959855383,337.1568188821793,,,,,,
amplitude_bin,1000-1500,one_dimensional_cnn,46688.0,233.44288265912147,611.6120250284549,-25.371711754385586,-881.1477493424912,526.6521969727954,,,,,,
amplitude_bin,1500-2500,one_dimensional_cnn,99436.0,143.93358901432435,424.1067997121845,-38.50188651651899,-573.2307794537865,263.4754477131937,,,,,,
amplitude_bin,2500-4000,one_dimensional_cnn,209088.0,105.09566294124097,309.91444475717924,-24.93723809396477,-293.521865531998,218.86668079493384,,,,,,
amplitude_bin,4000-7000,one_dimensional_cnn,123432.0,134.61796123856976,452.73570147568176,-41.54448626365896,-260.01038178363535,199.0519860517357,,,,,,
amplitude_bin,>=7000,one_dimensional_cnn,21740.0,196.3821627313127,930.2899912999248,-39.40362201814433,-314.7369654013904,176.2543087443324,,,,,,
amplitude_bin,1000-1500,ridge,46688.0,270.2361181089098,596.1838510100798,12.132063917148756,-790.8215103923162,821.712598865204,,,,,,
amplitude_bin,1500-2500,ridge,99436.0,185.32559330165273,430.36431932545577,-10.957099611018576,-677.7150474736964,422.34395004418525,,,,,,
amplitude_bin,2500-4000,ridge,209088.0,147.29772722739352,343.46592721444733,-11.459299318489853,-314.0835938820116,341.86585317570416,,,,,,
amplitude_bin,4000-7000,ridge,123432.0,171.02146152253468,482.09482922329596,-14.509655112111663,-370.616489549492,282.19529989340106,,,,,,
amplitude_bin,>=7000,ridge,21740.0,251.18942129846943,979.1892415652216,30.14795790482915,-378.73892495634834,373.14371132076224,,,,,,
amplitude_bin,1000-1500,target_masked_residual_cnn,46688.0,175.8452576982795,459.08365263590963,6.02526106396312,-484.08518357112354,382.55096360886665,,,,,,
amplitude_bin,1500-2500,target_masked_residual_cnn,99436.0,93.78356529784075,290.6712298507431,0.6292107583864864,-183.5758962009545,206.93603717791575,,,,,,
amplitude_bin,2500-4000,target_masked_residual_cnn,209088.0,62.975402601541624,173.98644903123213,-0.1253898324801827,-128.42418883356768,109.54149669447612,,,,,,
amplitude_bin,4000-7000,target_masked_residual_cnn,123432.0,85.88482711521168,272.279039285202,-1.018628340192578,-134.94192315226104,124.39406271142207,,,,,,
amplitude_bin,>=7000,target_masked_residual_cnn,21740.0,175.52752840733032,860.1699612555323,-5.834848402675359,-222.1355493625061,182.3515734016634,,,,,,
amplitude_bin,1000-1500,traditional_line3,46688.0,239.760083145664,672.0278679635599,59.47026257384378,-583.7904761904765,812.6666666666679,,,,,,
amplitude_bin,1500-2500,traditional_line3,99436.0,177.57269859148457,489.66735200755005,-17.12847124448556,-765.333333333333,444.7499999999998,,,,,,
amplitude_bin,2500-4000,traditional_line3,209088.0,138.30011287113558,401.9904606601165,-44.7270686664626,-812.333333333333,354.57142857142844,,,,,,
