method,n,harm_rate,flag_rate,precision,recall,f1,accepted_coverage,accepted_charge_bias_frac,accepted_charge_res68_frac,accepted_timing_abs68_ns,accepted_timing_tail_frac_gt5ns,calibration_ece,precision_ci95,recall_ci95,accepted_coverage_ci95,accepted_charge_res68_frac_ci95,accepted_timing_abs68_ns_ci95,accepted_timing_tail_frac_gt5ns_ci95,flag_rate_ci95,primary_rank
gradient_boosted_trees,100107,0.4465421998461646,0.49835675826865256,0.8423299725390366,0.9400697955348754,0.8885200494761658,0.5016432417313474,-0.0005527384644799189,0.03902452880489024,0.039143681860957444,0.03032777091879406,0.0750709805072009,"[0.8340234576625227, 0.8527955097334348]","[0.9337127557900482, 0.9457675882185266]","[0.4781032287979763, 0.5382552094265317]","[0.03566372530746706, 0.042719761350795714]","[0.025148684934951922, 0.061614348344582]","[0.01802390970334132, 0.04632601068286178]","[0.4617447905734684, 0.5218967712020237]",1
mlp,100107,0.4465421998461646,0.45291538054281916,0.9432509925011028,0.9567133461590085,0.9499344750227671,0.5470846194571808,0.0017454595619849653,0.04055070702536622,0.04517760365138898,0.04546533496448591,0.007440736549030646,"[0.9390782744798273, 0.9480734311409204]","[0.9489577077183948, 0.9643689404284713]","[0.5225633159229767, 0.580955936618611]","[0.03669845908937857, 0.044091751893891404]","[0.028048532510561306, 0.07287043034375958]","[0.026931260088637797, 0.06279839051822027]","[0.419044063381389, 0.47743668407702333]",2
traditional_rule,100107,0.4465421998461646,0.20348227396685548,0.7037800687285224,0.3207015346069527,0.440619621342513,0.7965177260331445,-0.005380724410022705,0.07854122474166687,0.03807678647200362,0.010559715063270502,0.13158170757289703,"[0.6701681717039029, 0.7423214836070628]","[0.2829515705213243, 0.34382241385199575]","[0.7726672918889558, 0.823106967936089]","[0.06691811658378825, 0.08846998498401364]","[0.02741761042671901, 0.047960161118685486]","[0.006548202476615997, 0.014295675060216331]","[0.17689303206391108, 0.2273327081110442]",3
shuffled_target_gbt,100107,0.4465421998461646,0.0,0.0,0.0,0.0,1.0,0.010596173248994097,0.11166921405901398,0.07317504179325625,0.08889488247575095,0.09800307334250893,"[0.0, 0.0]","[0.0, 0.0]","[1.0, 1.0]","[0.08013120639133213, 0.1582789370234625]","[0.04656104540960301, 0.11827920325238371]","[0.060326680896142265, 0.1143600804171431]","[0.0, 0.0]",4
cnn_1d,100107,0.4465421998461646,0.5826166002377456,0.6741135724573074,0.8795355912487137,0.7632442296119426,0.4173833997622544,-0.009214840948706296,0.043347519022949955,0.033164491305117005,0.020869731709068282,0.13483142764192804,"[0.660821226109442, 0.6920942981580539]","[0.8505673978051388, 0.9017679208221172]","[0.3760974550304921, 0.4674396329435827]","[0.040507700664786365, 0.04736983319243202]","[0.02469135802470035, 0.052124971693705675]","[0.012550940440463431, 0.029916881707965328]","[0.5325603670564173, 0.6239025449695079]",5
ridge,100107,0.4465421998461646,0.5765131309498837,0.6719629892745136,0.8675450762829403,0.7573304691695554,0.4234868690501164,-0.00826670623095569,0.044736144044538136,0.035924869637526495,0.025050714723781668,0.16842887985719443,"[0.6542911266872005, 0.6854874723206033]","[0.8394879101662409, 0.8855816866806928]","[0.39614490431942956, 0.4687292860855117]","[0.04097057831891388, 0.04913956493378463]","[0.024691358024702036, 0.0562013210228787]","[0.014306312018931813, 0.03650464661547879]","[0.5312707139144883, 0.6038550956805705]",6
wavegate_resnet,100107,0.4465421998461646,0.5263767768487718,0.7130033779936995,0.8404769361549819,0.7715101236190398,0.4736232231512282,-0.003792476315873156,0.046993175832955626,0.0361622068950044,0.020015607533798746,0.10428849746830912,"[0.6956200818742505, 0.7305084038053372]","[0.808275800780298, 0.8681248952767361]","[0.43888112244109617, 0.5170622498865847]","[0.04278275744069934, 0.051826434980019535]","[0.024691358024703902, 0.05559567484196373]","[0.00997030039014665, 0.030828210483037778]","[0.4829377501134153, 0.5611188775589039]",7
