method,metric,ci_low,ci_high
traditional_support_exact,promoted_atoms,23.0,23.0
traditional_support_exact,stable_promotion_rate,0.5206521739130435,0.8706521739130425
traditional_support_exact,false_promotion_rate,0.1293478260869566,0.47934782608695553
traditional_support_exact,heldout_rare_pulse_coverage,0.8026748971193416,0.8619781453949487
traditional_support_exact,median_train_effective_n,19.86424017815768,19.86424017815768
traditional_support_exact,median_train_ci_width,0.006537277246089157,0.006537277246089157
traditional_support_exact,promotion_utility,0.27835753465128443,0.900593167002222
ridge,promoted_atoms,30.0,30.0
ridge,stable_promotion_rate,0.5,0.8666666666666667
ridge,false_promotion_rate,0.1333333333333333,0.5
ridge,heldout_rare_pulse_coverage,0.682276947920872,0.7642323174238068
ridge,median_train_effective_n,18.871419821144187,18.871419821144187
ridge,median_train_ci_width,0.008192609294794595,0.008192609294794595
ridge,promotion_utility,0.24108521646549777,0.8736244401791428
gradient_boosted_trees,promoted_atoms,58.0,58.0
gradient_boosted_trees,stable_promotion_rate,0.5344827586206896,0.7762931034482755
gradient_boosted_trees,false_promotion_rate,0.22370689655172415,0.4655172413793104
gradient_boosted_trees,heldout_rare_pulse_coverage,0.9951554299555915,0.9991677070328756
gradient_boosted_trees,median_train_effective_n,17.25870364685904,17.25870364685904
gradient_boosted_trees,median_train_ci_width,0.004344273061569086,0.004344273061569086
gradient_boosted_trees,promotion_utility,0.33521998364113814,0.7581305353673053
mlp,promoted_atoms,57.0,57.0
mlp,stable_promotion_rate,0.543859649122807,0.7723684210526311
mlp,false_promotion_rate,0.2276315789473685,0.45614035087719296
mlp,heldout_rare_pulse_coverage,0.994751715785224,0.9991677070328756
mlp,median_train_effective_n,17.67759937646142,17.67759937646142
mlp,median_train_ci_width,0.004762158485345225,0.004762158485345225
mlp,promotion_utility,0.35162954201984364,0.7512227240059269
cnn_1d,promoted_atoms,20.0,20.0
cnn_1d,stable_promotion_rate,0.45,0.8
cnn_1d,false_promotion_rate,0.19999999999999996,0.55
cnn_1d,heldout_rare_pulse_coverage,0.48113646949231487,0.6094096838765602
cnn_1d,median_train_effective_n,14.184908789386402,14.184908789386402
cnn_1d,median_train_ci_width,0.01210982828460555,0.01210982828460555
cnn_1d,promotion_utility,0.11645061728395062,0.7378417266187052
gated_cnn_new,promoted_atoms,13.0,13.0
gated_cnn_new,stable_promotion_rate,0.46153846153846156,0.9230769230769231
gated_cnn_new,false_promotion_rate,0.07692307692307687,0.5384615384615384
gated_cnn_new,heldout_rare_pulse_coverage,0.41639496972519796,0.5533287867431237
gated_cnn_new,median_train_effective_n,11.343558282208589,11.343558282208589
gated_cnn_new,median_train_ci_width,0.006537277246089157,0.006537277246089157
gated_cnn_new,promotion_utility,0.12015155315108739,0.9443670390663916
