method,promoted_atoms,stable_promotion_rate,false_promotion_rate,heldout_rare_pulse_coverage,median_train_effective_n,median_train_ci_width,promotion_utility
traditional_support_exact,23,0.782608695652174,0.21739130434782605,0.8413452027695351,19.86424017815768,0.006537277246089157,0.7457669978067347
ridge,30,0.8333333333333334,0.16666666666666663,0.7273986152324431,18.871419821144187,0.008192609294794595,0.8174431256181999
gradient_boosted_trees,58,0.7586206896551724,0.24137931034482762,0.997626112759644,17.25870364685904,0.004344273061569086,0.7272301238104983
mlp,57,0.7719298245614035,0.22807017543859653,0.9972304648862512,17.67759937646142,0.004762158485345225,0.7504617627153938
cnn_1d,20,0.75,0.25,0.5550939663699308,14.184908789386402,0.01210982828460555,0.6457640949554896
gated_cnn_new,13,0.6923076923076923,0.3076923076923077,0.4957467853610287,11.343558282208589,0.006537277246089157,0.5359004793426159
