method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high,failure_rate_ci_low,failure_rate_ci_high
constrained_template_fit,0.7668112839404098,0.7167388888888889,13.300370096544516,6.550016781485066,-0.021809167547080895,0.09820253477243165,0.16833333333333333,1200,600,0.7372405145495126,0.795989458841871,12.00287772499512,14.561857934162386,-0.029620594521925506,-0.015103128019554818,0.08900575021971492,0.10891685094379655,0.13937522566913443,0.20000834724540903
compact_mlp_classifier_regressor,0.8509910550508138,0.8493944444444445,10.674061400718234,7.78147225277851,-0.013518602481818204,0.0776729549119584,0.295,1200,600,0.8198359262252323,0.8792697826399525,9.616619044449227,11.84410279883373,-0.0199563105079292,-0.007008007706016461,0.0683807084058875,0.0839720786008408,0.2609932032760778,0.3312233972307723
