bin,bin_value,method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive
true_sep_sample,0.5,constrained_template_fit,,,18.423207548087447,10.000915724059501,-0.008782518173014722,0.12759026103980786,0.22972972972972974,74,74
true_sep_sample,0.5,compact_mlp_classifier_regressor,,,8.077729613554865,6.291397375507305,-0.013518602481818204,0.08928701781865025,0.3918918918918919,74,74
true_sep_sample,0.75,constrained_template_fit,,,15.411816654630917,8.68288485399222,0.012509467967327333,0.09912670915596622,0.2676056338028169,71,71
true_sep_sample,0.75,compact_mlp_classifier_regressor,,,14.538353072503593,9.59993409542537,0.002640625820246557,0.09779309684646743,0.39436619718309857,71,71
true_sep_sample,1.0,constrained_template_fit,,,17.563258226507944,6.686916797969138,-0.011237290955188491,0.05438639273369614,0.21428571428571427,56,56
true_sep_sample,1.0,compact_mlp_classifier_regressor,,,12.0957291981642,7.445672046168518,-0.0010040877256308242,0.061284290869751845,0.35714285714285715,56,56
true_sep_sample,1.5,constrained_template_fit,,,8.893695024882891,5.237191283124017,-0.019832593785093035,0.09450657968238343,0.12903225806451613,62,62
true_sep_sample,1.5,compact_mlp_classifier_regressor,,,6.094648997604848,4.969511974426104,0.0011818332256044509,0.04150712506250238,0.3870967741935484,62,62
true_sep_sample,2.0,constrained_template_fit,,,9.780187258902583,5.2382530446015725,-0.020653977119999424,0.09291010281719284,0.11320754716981132,53,53
true_sep_sample,2.0,compact_mlp_classifier_regressor,,,7.856032229486952,7.181196527270611,0.00045889897876461716,0.06851947406580683,0.33962264150943394,53,53
true_sep_sample,3.0,constrained_template_fit,,,10.184414593261844,7.113158720639111,-0.029752087499950362,0.06793731114962445,0.15942028985507245,69,69
true_sep_sample,3.0,compact_mlp_classifier_regressor,,,10.22761980334746,7.486571693003754,-0.034874893400324854,0.08816606331457359,0.2898550724637681,69,69
true_sep_sample,4.0,constrained_template_fit,,,9.959081363530837,6.81518944200712,-0.03374043122994645,0.07558835428185448,0.15384615384615385,78,78
true_sep_sample,4.0,compact_mlp_classifier_regressor,,,10.006761985719205,7.901749580272238,-0.022511463635112788,0.07736106638896365,0.1282051282051282,78,78
true_sep_sample,5.0,constrained_template_fit,,,11.674261985142254,6.332427805502883,-0.047548943270767335,0.10429448377184942,0.16417910447761194,67,67
true_sep_sample,5.0,compact_mlp_classifier_regressor,,,11.87619515901003,9.767369326614292,-0.02506663252871999,0.07591379114784558,0.208955223880597,67,67
true_sep_sample,6.0,constrained_template_fit,,,14.697710444631365,5.651616413906642,-0.05167560876423473,0.1154286828764449,0.07142857142857142,70,70
true_sep_sample,6.0,compact_mlp_classifier_regressor,,,11.89319623758316,9.496827651635158,-0.018143227986731864,0.061720463146221885,0.2,70,70
