method,mean_physics_bacc,physics_ci_low_mean,physics_ci_high_mean,mean_nuisance_bacc,tasks,winner_score
residual_fusion_mlp_new_arch,0.8317928868370982,0.8134825003368654,0.8452941848402737,0.9333094164904251,8,0.6451310035390132
traditional_hand_pca_residualized,0.6969098661976186,0.6759144725555656,0.7252173468919124,0.3672559338872523,8,0.6234586794201682
latent_resid_ridge,0.6644387364339832,0.6480673851294138,0.6843713316223916,0.33003634791126685,8,0.5984314668517299
latent_resid_gbt,0.7407556109529682,0.7189840370580876,0.7629489136493955,0.7174777904809888,8,0.5972600528567704
latent_resid_mlp,0.7264988604530747,0.7123062835841344,0.7427594648912292,0.7273566990548145,8,0.5810275206421117
waveform_1d_cnn,0.6619647141703824,0.6454511700149089,0.6723195683500568,0.5153026172155727,8,0.5589041907272678
