check,value,pass
heldout_runs_excluded_from_training,"58,59,60,61,62,63,65",True
model_features_exclude_event_ids,"log_amp,amplitude_adc,area_over_amp,peak_sample,width035_samples,width050_samples,plateau_count,secondary_peak_rel,late_fraction,seed_baseline_adc,pre_rms_adc,pre_max_exc_adc,adaptive_lowering_adc,event_timing_abs_resid_ns_filled,active_atom_count_no_charge,stave,amplitude_atom,shape_atom,timing_atom,saturation_atom,pileup_atom,baseline_atom,dropout_anomaly_atom,q_template_atom,covariance_atom",True
target_harmful_conflict_excluded_from_features,harmful_conflict,True
charge_transfer_atom_excluded_from_features,charge_transfer_atom,True
evaluation_runs_present,7,True
training_conflict_rows_after_cap,30000,True
evaluation_conflict_rows,73899,True
shuffled_target_gbt_auc_below_0p70,0.5066559364692804,True
