policy,n,n_conflicts,conflict_rate,harmful_conflict_rate,auc,average_precision,brier,ece,harmful_conflict_precision,harmful_conflict_recall,accepted_support_fraction,timing_tail_delta,charge_res68_delta,charge_bias_delta,pid_weak_label_drift,energy_proxy_degradation_delta,primary_score
no_arbitration,125096,73899,0.5907383129756347,0.4232589371362793,0.5,0.71649142748887,0.7164899945070149,0.7164904274888699,0.0,0.0,0.5469079746754493,-0.06302598612684542,-0.7648840902090859,-0.4902291570702464,0.01839532141093003,-0.20353761949737476,0.8924097605775614
reject_all_conflicts,125096,73899,0.5907383129756347,0.4232589371362793,0.5,0.71649142748887,0.28350800549498506,0.28350757251113046,0.71649142748887,1.0,0.008545437104303895,-0.10642226769840762,-1.5737527879091933,-1.2959808713645868,0.029561296923962397,-0.2867637654281512,0.29913152663075276
traditional_precedence_ladder,125096,73899,0.5907383129756347,0.4232589371362793,0.6156417617284884,0.7820622890695019,0.5507776640559938,0.5507780970378489,1.0,0.23128352345697667,0.501390931764405,-0.06143007994929248,-0.8735750080090223,-0.4572244980608109,0.021425597626594028,-0.2867637654281512,0.6690280630730794
