n,n_conflicts,conflict_rate,harmful_conflict_rate,auc,average_precision,brier,ece,harmful_conflict_precision,harmful_conflict_recall,accepted_support_fraction,timing_tail_delta,charge_res68_delta,charge_bias_delta,pid_weak_label_drift,energy_proxy_degradation_delta,primary_score,run,method,family
16781,11497,0.6851200762767415,0.46749299803349026,0.5516252390057361,0.7151492342087411,0.6118975324007564,0.6118978971035922,1.0,0.10325047801147227,0.6533579643644598,-0.014047800276893651,-0.5697492949039389,-0.4077469100608364,0.03456382249508612,-0.08491746618199154,0.7628131040226426,58,traditional_precedence_ladder,traditional
16781,11497,0.6851200762767415,0.46749299803349026,0.9998635599236857,0.9999445033004319,0.001268460072437366,0.0008050346088766153,0.9993620821638173,0.998470363288719,0.23455098027531138,-0.016327989988677672,-0.6906504200298886,-1.0717743881653612,0.2227228529361749,-0.08186868569418666,0.012404602719246111,58,ridge,ml
16781,11497,0.6851200762767415,0.46749299803349026,0.9999880104460952,0.9999945245433607,0.0007072244580971175,0.0026305994108260797,0.9996173957403393,0.9991077119184194,0.23437220666229663,-0.016327989988677672,-0.69327827224822,-1.069518967811626,0.22218332809012553,-0.0831376543335298,0.011816390862603394,58,gradient_boosted_trees,ml
16781,11497,0.6851200762767415,0.46749299803349026,0.9998745547111093,0.9999507118217879,0.0011290413776328346,0.0007852569233679283,0.9997447351627313,0.998470363288719,0.2347297538883261,-0.016327989988677672,-0.6899053936301955,-1.071407549660984,0.2224999413391991,-0.08187100768998849,0.012254038444592791,58,mlp,nn
16781,11497,0.6851200762767415,0.46749299803349026,0.9367430786940566,0.9587831749346564,0.11618008423138522,0.15717772568954638,0.9171944268524382,0.7384321223709369,0.3252487932781121,-0.016327989988677672,-0.7706825670750892,-0.6372701485070569,0.13890764321940202,-0.0843678142948534,0.12312546639235532,58,1d_cnn,nn
16781,11497,0.6851200762767415,0.46749299803349026,0.9999381848618182,0.9999708195162424,0.005585879749728111,0.03479640395362062,0.9958111195734958,1.0,0.23216733210178178,-0.016327989988677672,-0.7038382921839417,-1.0704663891299941,0.2236744230268245,-0.08491746618199154,0.016769600901069336,58,conflict_prior_residual_cnn_new_arch,new_architecture
21377,11999,0.5613042054544604,0.410394349066754,0.6374672289980623,0.80506196862201,0.5301264503718642,0.5301269126593883,1.0,0.2749344579961245,0.45474107685830567,-0.05955635977216171,-0.9166186014594284,-0.4848815895364691,0.014840354541182068,-0.3490199747392057,0.6371348535998922,59,traditional_precedence_ladder,traditional
21377,11999,0.5613042054544604,0.410394349066754,0.9995579063842742,0.9998538587743182,0.0028080989636542347,0.001481631325793425,0.9995425957690108,0.9963524450017098,0.15848809468119943,-0.13958927819619216,-0.9987508707698829,-0.9002802747542376,0.08870635163337175,-0.33957487438501444,0.007243416545322822,59,ridge,ml
21377,11999,0.5613042054544604,0.410394349066754,0.9998564397090238,0.9999515659143398,0.0018975534542364988,0.004100405002336227,0.9998857012229969,0.9971503476575858,0.15830097768629836,-0.13958927819619216,-0.9966630319723329,-0.8926100873579985,0.08854411863748304,-0.3416322678834137,0.006324759386110651,59,gradient_boosted_trees,ml
21377,11999,0.5613042054544604,0.410394349066754,0.9997022793473381,0.999898129751531,0.002900338666570208,0.002782409174598808,0.9996567505720824,0.9958965006269235,0.15872199092482575,-0.13958927819619216,-0.9975710196121435,-0.9005288858762741,0.08854019942960199,-0.33840989516360886,0.007327348638050308,59,mlp,nn
21377,11999,0.5613042054544604,0.410394349066754,0.8661180152512403,0.9413049183714154,0.13409490460458223,0.12230635144081242,0.8586307782328847,0.8363159694517269,0.16784394442625253,-0.13958927819619216,-1.1514567776375486,-0.44818669529485433,0.07099448510727598,-0.3481838543378679,0.13764462885994602,59,1d_cnn,nn
21377,11999,0.5613042054544604,0.410394349066754,0.9988955432992042,0.9995531656683412,0.02778280751133135,0.09715781677126814,0.9717545414266726,1.0,0.1452495672919493,-0.13958927819619216,-1.0383839789420242,-0.8156843157134501,0.09705047420674333,-0.3490199747392057,0.03311037449247359,59,conflict_prior_residual_cnn_new_arch,new_architecture
17029,8913,0.5234012566797815,0.40777497210640673,0.6524337557603687,0.8464360069768128,0.5415674123200844,0.541567970492539,1.0,0.3048675115207373,0.4068353984379588,-0.09604319021335292,-0.9668916118916304,-0.6640855883019507,0.01529833227030048,-0.37348053320805685,0.6411154510534152,60,traditional_precedence_ladder,traditional
17029,8913,0.5234012566797815,0.40777497210640673,0.9995556851240307,0.999883976829435,0.0030971223738913336,0.0018721870298462407,0.9994221323316961,0.9962557603686636,0.12466968113218627,-0.1579658230078102,-0.9557530335757551,-1.1332883160883824,0.08176069489062837,-0.3612337126710809,0.009718189005204126,60,ridge,ml
17029,8913,0.5234012566797815,0.40777497210640673,0.9999196576310697,0.9999780395273592,0.0019991888622955516,0.0042251064906860935,0.99971119133574,0.9969758064516129,0.12449351106935228,-0.1579658230078102,-0.9587910407714182,-1.1327962347514986,0.08189600537152494,-0.36357487283069834,0.008644638023936571,60,gradient_boosted_trees,ml
17029,8913,0.5234012566797815,0.40777497210640673,0.999666855265837,0.9999130260703007,0.0030421361768866247,0.002993525687660373,0.9997108573080815,0.995823732718894,0.12496329790357626,-0.1579658230078102,-0.9513054658968125,-1.1379310742069277,0.08106610042046805,-0.3598527136591847,0.009599111407552402,60,mlp,nn
17029,8913,0.5234012566797815,0.40777497210640673,0.8935780300299809,0.9625227174172009,0.10752982986749446,0.08941527699736954,0.9053766707168894,0.8584389400921659,0.14451817487814905,-0.1579658230078102,-1.0899154001006688,-0.6141840995919878,0.06456469351026284,-0.37266785543479397,0.1113062470551927,60,1d_cnn,nn
17029,8913,0.5234012566797815,0.40777497210640673,0.9990597346427226,0.9997054240167174,0.022476231379620116,0.08964910578773716,0.9796839729119639,1.0,0.11492160432203888,-0.1579658230078102,-1.0102367274516442,-1.0100936901333961,0.08578359804803211,-0.37348053320805685,0.030273250849817832,60,conflict_prior_residual_cnn_new_arch,new_architecture
18965,10302,0.543211178486686,0.4192459794358028,0.6371525594264873,0.8343905391597111,0.5600843001368959,0.5600848437196659,1.0,0.2743051188529745,0.4342736620089639,-0.07330048181851823,-0.9420059064555655,-0.5024953881725582,0.014889068037322912,-0.3421038755602426,0.6672524738255184,61,traditional_precedence_ladder,traditional
18965,10302,0.543211178486686,0.4192459794358028,0.998678154226325,0.9996262621576619,0.00792685487118763,0.006674563455142144,0.9993649987299975,0.9896868318450509,0.1340891115212233,-0.12538887424202477,-0.9156184172482784,-1.1301953856097393,0.08296502892148015,-0.30985849608717925,0.013666195165139308,61,ridge,ml
18965,10302,0.543211178486686,0.4192459794358028,0.9998358458959682,0.9999529824205644,0.004223739257520958,0.00655642112099468,0.9994941831057157,0.9940887938624072,0.13229633535460059,-0.12538887424202477,-0.9456887000167107,-1.0975445375189832,0.0842972365132767,-0.32337131278622905,0.010208967547724735,61,gradient_boosted_trees,ml
18965,10302,0.543211178486686,0.4192459794358028,0.999490178063737,0.9998540470990837,0.007346218441822736,0.007150789944125711,0.9997458703939008,0.9895610615016979,0.1343000263643554,-0.12538887424202477,-0.9152396261152527,-1.1322912055827379,0.08281063695640856,-0.3095165178845457,0.013056747653207624,61,mlp,nn
18965,10302,0.543211178486686,0.4192459794358028,0.8606740905228702,0.9476068773881653,0.12191264853852775,0.1061768545225377,0.885547634478289,0.8592629857879512,0.1424729765357237,-0.12538887424202477,-1.171404704733169,-0.4196122598864265,0.07384913539160046,-0.33877300953507605,0.12635780765453541,61,1d_cnn,nn
18965,10302,0.543211178486686,0.4192459794358028,0.9984673243993771,0.9995198321519382,0.028111044915772584,0.09310629893868429,0.9688071158766907,1.0,0.1165304508304772,-0.12538887424202477,-1.0308428324201995,-0.9127821767036375,0.09551567366892812,-0.3421038755602426,0.036233783516171264,61,conflict_prior_residual_cnn_new_arch,new_architecture
19089,10666,0.5587511132065588,0.41793703179841796,0.6487214840812234,0.8229445620120623,0.5255005428474279,0.5255010388149259,1.0,0.29744296816244675,0.4407774110744408,-0.08393549124344335,-0.9148792975497559,-0.4863884628152113,0.013053575383685265,-0.35392110639635393,0.6267924795760005,62,traditional_precedence_ladder,traditional
19089,10666,0.5587511132065588,0.41793703179841796,0.999554298875479,0.9998605298628581,0.002832426988065189,0.0022656178231502742,0.998869204673954,0.9964903484582602,0.14814814814814814,-0.15857300015715858,-0.9860777133018015,-0.8367635041342356,0.07315731573157316,-0.344020116297344,0.006675477959829033,62,ridge,ml
19089,10666,0.5587511132065588,0.41793703179841796,0.9999395193180054,0.9999804096236429,0.0016420104756394497,0.004196861348596574,0.9998743718592965,0.9976184507395337,0.1480957619571481,-0.15857300015715858,-0.9900577033897566,-0.8333175722528328,0.07248162281486625,-0.34720020084276354,0.005456515420667951,62,gradient_boosted_trees,ml
