knockout,n,conflict_rate,harmful_conflict_rate,delta_conflict_rate,delta_harmful_conflict_rate
dropout,125096,0.5831681268785572,0.4156887510392019,-0.0075701860970774915,-0.007570186097077436
timing,125096,0.5901867365863017,0.42270736074694637,-0.0005515763893330083,-0.0005515763893329528
baseline,125096,0.590378589243461,0.42289921340410563,-0.00035972373217374454,-0.000359723732173689
none,125096,0.5907383129756347,0.4232589371362793,0.0,0.0
charge,125096,0.5907383129756347,0.4232589371362793,0.0,0.0
saturation,125096,0.5842233164929335,0.4232589371362793,-0.006514996482701263,0.0
pileup,125096,0.5037810961181812,0.4232589371362793,-0.0869572168574535,0.0
pid,125096,0.5907383129756347,0.4232589371362793,0.0,0.0
energy,125096,0.5907383129756347,0.4232589371362793,0.0,0.0
