method,n_pulses,trigger_sigma68_ns,trigger_sigma68_ci_low,trigger_sigma68_ci_high,median_abs_residual_ns,median_abs_residual_ci_low,median_abs_residual_ci_high,abs_timewalk_slope_ns_per_log_adc,abs_timewalk_slope_ci_low,abs_timewalk_slope_ci_high
matched_filter_template,59613,8.863900987256883,7.957008339547006,10.172667771424074,4.684929486998605,3.6274909412736704,6.864437157161477,3.224169254565761,2.5560755242066153,3.478927637131226
matched_filter_timewalk,59613,7.914004628087973,6.7196736725666275,8.66003020136794,4.113513821322762,2.733616837036088,5.964484759804911,0.38832303430150283,0.020780109108521128,1.0697537658034015
ridge,59613,2.7546185908158236,2.6047244745642715,3.1075394269256122,1.927018232233877,1.6542081399298318,2.0770763718819794,2.11786553965755,1.9835179703735986,2.427752296930617
gradient_boosted_trees,59613,2.0810947474198747,1.4000043805168363,2.4040710353451473,1.3491574978350869,0.9288406307242987,1.8857433853603283,1.6406231317884088,1.3883367873137702,2.2788456287733294
mlp,59613,2.057959737614494,1.371201778743674,2.4069857555028094,1.2637232529728166,0.8680543741704412,1.8724091423235407,1.7257500119711149,1.4772006744919564,2.3133556084228912
cnn_1d,59613,3.20862509648044,2.8988870158636892,3.768242521091228,2.239508376533834,1.907980607274805,2.636060542852988,1.5273053574753435,1.319545439532488,2.0116791391410795
compact_transformer,59613,2.649755666752299,2.5616534008540186,2.9265821955832183,1.9012293815612793,1.874682777978272,1.9159714084101083,2.5073370424740635,2.1210340882683782,2.5908631315341037
trigger_residual_fusion,59613,2.1907964642189164,1.6659585813032427,2.580337326246289,1.4734057577691786,1.1048626721445984,1.9646899905478037,1.6218076188945743,1.4716470555711085,2.0941301913436376
