run,event_id,pair,atom_stave_pair,atom_amplitude_bin,atom_peak_sample_phase,atom_q_template,atom_saturation,atom_anomaly,atom_run_family,pair_mean_amplitude_adc,pair_mean_area_over_amp
58,58:392204:10642:3261,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3330.25,8.63073823090718
58,58:392204:10642:3261,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3251.75,8.345451138644792
58,58:392294:10722:3348,B4-B6,B4-B6,1000_1500_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1414.75,6.790750899706899
58,58:392294:10722:3348,B4-B8,B4-B8,1500_2500_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2216.5,7.390972795025936
58,58:392294:10722:3348,B6-B8,B6-B8,1500_2500_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1969.75,7.112208196688901
58,58:392636:11042:3687,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3648.75,7.682625874641829
58,58:392636:11042:3687,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3961.75,8.248806600068589
58,58:392636:11042:3687,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2935.0,7.563129619400826
58,58:393248:11615:4294,B4-B6,B4-B6,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,2444.5,3.743342922697674
58,58:393248:11615:4294,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,3091.5,3.7738066481488683
58,58:393248:11615:4294,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,3077.0,3.6773773056981076
58,58:394656:12923:5698,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2908.75,7.847199503285374
58,58:394656:12923:5698,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3620.5,8.55655344659991
58,58:394656:12923:5698,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3364.25,7.91086195462462
58,58:394684:12945:5726,B4-B6,B4-B6,1500_2500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,2291.0,5.589085171130659
58,58:394684:12945:5726,B4-B8,B4-B8,2500_4000_adc,same_early_peak_le5,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2571.5,6.511480640947562
58,58:394684:12945:5726,B6-B8,B6-B8,2500_4000_adc,same_early_peak_le5,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2651.5,7.266554052693328
58,58:394786:13037:5828,B4-B6,B4-B6,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,1959.25,2.3470563499684056
58,58:394786:13037:5828,B4-B8,B4-B8,1000_1500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,1496.25,2.42240312762339
58,58:394786:13037:5828,B6-B8,B6-B8,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,1738.5,2.2429597687973875
58,58:394965:13201:6007,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1726.5,7.0844612546434025
58,58:394965:13201:6007,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2785.25,8.071527552521758
58,58:394965:13201:6007,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2640.25,7.932371387982688
58,58:395467:13673:6509,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2906.25,7.791102493630893
58,58:395467:13673:6509,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3856.25,8.814377992318533
58,58:395467:13673:6509,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3661.5,8.21818606479496
58,58:396978:15063:8018,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3159.0,7.979436746179037
58,58:396978:15063:8018,B4-B8,B4-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2660.5,7.786039212925688
58,58:396978:15063:8018,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2649.5,7.3351920474328
58,58:398418:42:9453,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2639.25,7.184110797109421
58,58:398418:42:9453,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3269.75,8.015420297713685
58,58:398418:42:9453,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3455.5,8.256796226267982
58,58:398580:196:9615,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2942.25,7.422405276882957
58,58:398580:196:9615,B4-B8,B4-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3006.25,7.5867399420966635
58,58:398580:196:9615,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2689.0,7.111001331880373
58,58:399270:859:10304,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2550.0,6.65663389555654
58,58:399270:859:10304,B4-B8,B4-B8,1500_2500_adc,mixed_late_peak_ge12_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1870.0,6.54498928175056
58,58:399270:859:10304,B6-B8,B6-B8,1500_2500_adc,mixed_late_peak_ge12_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2243.5,6.503713689597474
58,58:399602:1163:10635,B4-B6,B4-B6,1500_2500_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1980.0,6.892057487430687
58,58:399602:1163:10635,B4-B8,B4-B8,1500_2500_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2407.0,6.945761643682786
58,58:399602:1163:10635,B6-B8,B6-B8,1500_2500_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2254.0,6.8429761869034404
58,58:399989:1517:11021,B4-B6,B4-B6,1000_1500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1389.5,6.311555202512182
58,58:399989:1517:11021,B4-B8,B4-B8,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2291.5,6.697280842269528
58,58:399989:1517:11021,B6-B8,B6-B8,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2074.5,6.4249580491390095
58,58:400792:2281:11821,B4-B6,B4-B6,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2001.0,1.805965751919302
58,58:400792:2281:11821,B4-B8,B4-B8,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1590.0,1.6677101637406535
58,58:400792:2281:11821,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2505.0,7.337395989324781
58,58:401022:2495:12051,B4-B6,B4-B6,1500_2500_adc,mixed_early_peak_le5_rising_peak_6_8,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,2199.25,6.741615235786577
58,58:401022:2495:12051,B4-B8,B4-B8,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2679.75,7.420445588825986
58,58:401022:2495:12051,B6-B8,B6-B8,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2435.5,7.584201197029179
58,58:401083:2548:12110,B4-B6,B4-B6,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2402.25,7.264012758869248
58,58:401083:2548:12110,B4-B8,B4-B8,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1791.25,7.325975358878716
58,58:401083:2548:12110,B6-B8,B6-B8,1500_2500_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1736.0,7.379815177768309
58,58:401283:2737:12310,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2890.75,7.594666054897285
58,58:401283:2737:12310,B4-B8,B4-B8,1500_2500_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2469.0,7.270749895255477
58,58:401283:2737:12310,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2519.25,7.285060378950508
58,58:401498:2943:12525,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2469.25,7.307286877664734
58,58:401498:2943:12525,B4-B8,B4-B8,4000_6500_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,4155.5,8.076654125988279
58,58:401498:2943:12525,B6-B8,B6-B8,4000_6500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,4199.75,7.714662653137549
58,58:401532:2974:12559,B4-B6,B4-B6,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2336.0,6.976979182271885
58,58:401532:2974:12559,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3546.25,7.588550638568416
58,58:401532:2974:12559,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3646.25,7.656316940697188
58,58:401733:3159:12760,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3022.5,8.136086166655296
58,58:401733:3159:12760,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3508.0,8.512068596678137
58,58:401733:3159:12760,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3752.0,8.973870077351789
58,58:402308:3701:13332,B4-B6,B4-B6,1000_1500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,1251.5,2.8163272244527913
58,58:402308:3701:13332,B4-B8,B4-B8,1000_1500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,1171.25,2.4281544301232802
58,58:402308:3701:13332,B6-B8,B6-B8,1000_1500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,1319.75,3.622541491384775
58,58:402542:3915:13565,B4-B6,B4-B6,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2048.75,6.330624601428852
58,58:402542:3915:13565,B4-B8,B4-B8,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2296.5,6.46903515606971
58,58:402542:3915:13565,B6-B8,B6-B8,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2391.25,6.238247270292829
58,58:402594:3966:13616,B4-B6,B4-B6,2500_4000_adc,mixed_late_peak_ge12_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2755.75,6.8654658454984405
58,58:402594:3966:13616,B4-B8,B4-B8,2500_4000_adc,mixed_late_peak_ge12_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3480.0,7.370194974500608
58,58:402594:3966:13616,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3411.25,6.970304119698111
58,58:402626:3997:13647,B4-B6,B4-B6,1500_2500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,2200.5,5.335517418359052
58,58:402626:3997:13647,B4-B8,B4-B8,2500_4000_adc,same_early_peak_le5,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3275.75,6.690895815575182
58,58:402626:3997:13647,B6-B8,B6-B8,2500_4000_adc,same_early_peak_le5,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3469.25,7.363732616096666
58,58:402712:4076:13733,B4-B6,B4-B6,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2912.75,6.271730338062977
58,58:402712:4076:13733,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2670.25,6.187600457760507
58,58:402712:4076:13733,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3114.0,6.224822897889098
58,58:403406:4719:14427,B4-B6,B4-B6,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,1777.25,1.87462190181974
58,58:403406:4719:14427,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,3483.75,2.1189721256911835
58,58:403406:4719:14427,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,3244.5,1.7560537349247594
58,58:403541:4843:14562,B4-B6,B4-B6,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1599.25,5.800779766471507
58,58:403541:4843:14562,B4-B8,B4-B8,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2266.25,6.161731296549189
58,58:403541:4843:14562,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2717.5,5.824009320860418
58,58:404100:5367:15118,B4-B6,B4-B6,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,1946.0,4.429341930512891
58,58:404100:5367:15118,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,2677.0,4.398424689219434
58,58:404100:5367:15118,B6-B8,B6-B8,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,2274.5,4.363640581835796
58,58:404147:5411:15165,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2821.5,7.006566930685384
58,58:404147:5411:15165,B4-B8,B4-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3573.25,7.182969520966555
58,58:404147:5411:15165,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3649.25,7.031277482429576
58,58:404180:5444:15198,B4-B6,B4-B6,1500_2500_adc,mixed_early_peak_le5_rising_peak_6_8,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,2211.75,4.402743655586837
58,58:404180:5444:15198,B4-B8,B4-B8,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2581.75,5.33135935206735
58,58:404180:5444:15198,B6-B8,B6-B8,2500_4000_adc,same_early_peak_le5,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2902.5,7.1761971377440865
58,58:404302:5557:15320,B4-B6,B4-B6,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2218.0,7.053587550295136
58,58:404302:5557:15320,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2764.75,7.925630369611355
58,58:404302:5557:15320,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2646.25,7.789404095810621
58,58:404573:5824:15589,B4-B6,B4-B6,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,1725.0,0.297278579630439
58,58:404573:5824:15589,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,2518.75,0.36256953297396044
58,58:404573:5824:15589,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,2687.75,1.3430100663319058
58,58:405501:6684:16516,B4-B6,B4-B6,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2665.75,6.240749372447914
58,58:405501:6684:16516,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3506.0,6.336045193717029
58,58:405501:6684:16516,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3480.75,6.089615078985457
58,58:405830:6983:16845,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2672.25,7.480454134541383
58,58:405830:6983:16845,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3320.75,8.245146420974397
58,58:405830:6983:16845,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3527.0,8.409298852352762
58,58:405995:7135:17010,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1975.0,7.207805151624404
58,58:405995:7135:17010,B4-B8,B4-B8,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3540.5,8.107111097561052
58,58:405995:7135:17010,B6-B8,B6-B8,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3553.0,8.4338971409052
58,58:406327:7441:17342,B4-B6,B4-B6,1500_2500_adc,mixed_early_peak_le5_rising_peak_6_8,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,1786.5,0.8703327168544308
58,58:406327:7441:17342,B4-B8,B4-B8,1500_2500_adc,mixed_early_peak_le5_rising_peak_6_8,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,2341.25,1.7030214530925394
58,58:406327:7441:17342,B6-B8,B6-B8,2500_4000_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_58,2652.25,4.439840106917488
58,58:406604:7705:17619,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3312.75,8.211198183844207
58,58:406604:7705:17619,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3759.25,8.93681097517624
58,58:406604:7705:17619,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2666.0,7.814146244812546
58,58:406641:7736:17656,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,1555.5,7.374326175688923
58,58:406641:7736:17656,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2822.5,8.350043007081759
58,58:406641:7736:17656,B6-B8,B6-B8,1500_2500_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2421.0,8.493914405049681
58,58:406766:7856:17781,B4-B6,B4-B6,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2548.5,6.61093142220543
58,58:406766:7856:17781,B4-B8,B4-B8,2500_4000_adc,mixed_late_peak_ge12_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2740.75,6.943182939104702
58,58:406766:7856:17781,B6-B8,B6-B8,2500_4000_adc,mixed_late_peak_ge12_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3117.75,6.94992370968683
58,58:407215:8277:18230,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2600.0,7.391659639935503
58,58:407215:8277:18230,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3764.5,8.05760447341739
58,58:407215:8277:18230,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3774.5,8.02609809018687
58,58:407221:8283:18236,B4-B6,B4-B6,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2850.25,6.1000442960012515
58,58:407221:8283:18236,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2530.5,5.825508234446073
58,58:407221:8283:18236,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,2782.25,5.9301705793216755
58,58:408610:9560:19622,B4-B6,B4-B6,1500_2500_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,2447.5,1.879294971964335
58,58:408610:9560:19622,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,2970.25,1.993910164399899
58,58:408610:9560:19622,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_58,3052.75,1.7142199355185683
58,58:408871:9807:19882,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3210.25,8.119028028176068
58,58:408871:9807:19882,B4-B8,B4-B8,2500_4000_adc,same_nominal_peak_9_11,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_58,3059.5,8.228652835429745
