support_category,support_atom,method,family,n_runs,n_events,bootstrap_unit,n_pair_residuals,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68_empirical,sigma68_ci_low,sigma68_ci_high,tail_frac_abs_gt5ns_ci_low,tail_frac_abs_gt5ns_ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high,events_per_run_min,events_per_run_max
stave_pair,B4-B6,analytic_timewalk,traditional,7,3820,run_then_event,3820,1.196986056387738,2.3910801927774727,0.014921465968586388,1.0,0.9724971053555241,1.3245168362757476,0.008872514034830595,0.021584868508311535,0.0,0.0,0.0,66,933
stave_pair,B4-B6,hgb_waveform_amp_shape_stave,ml,7,3820,run_then_event,3820,1.054549930974334,2.056335824057517,0.016230366492146597,0.8810043570238008,0.945033896861833,1.1446449494836584,0.008048731873181251,0.025320974003636535,-0.1424361254134039,-0.2505422435983313,0.04010462577710526,66,933
stave_pair,B4-B6,ridge_waveform_stave_onehot,ml,7,3820,run_then_event,3820,1.113405627709254,2.3210664133085217,0.01387434554973822,0.9301742670831832,0.9048961092036159,1.2609915637478224,0.00885788549796328,0.020396806964094644,-0.08358042867848381,-0.1951731020875798,0.05610105590941815,66,933
stave_pair,B4-B6,mlp_waveform_amp_shape_stave,ml,7,3820,run_then_event,3820,1.0773227358720512,2.415812620620662,0.01387434554973822,0.9000294783075365,1.0036569532761737,1.1752630211016897,0.009797065195266458,0.020072431862286275,-0.11966332051568673,-0.24219372867225042,0.12933069553613627,66,933
stave_pair,B4-B6,cnn1d_waveform_amp_shape_stave,ml,7,3820,run_then_event,3820,1.1448939327453425,2.349656357438321,0.014921465968586388,0.956480592765133,0.9963202213797276,1.2744183469145933,0.00976606275836826,0.021396468956932802,-0.05209212364239546,-0.15286503585822314,0.1371920338420054,66,933
stave_pair,B4-B6,feature_gated_waveform_amp_shape_stave,ml,7,3820,run_then_event,3820,1.1092133639140664,2.3525507758644144,0.014136125654450262,0.9266719173500217,0.9722263246835696,1.2418060888663416,0.009441041407887232,0.01951378451616508,-0.08777269247367148,-0.17820264125216015,0.06830351693570343,66,933
stave_pair,B4-B6,hgb_stave_offset_guardrail,stave_offset_guardrail,7,3820,run_then_event,3820,1.130387977083255,2.085046044095042,0.016753926701570682,0.9443618587291965,0.990608358928082,1.1989792788022493,0.009741910325790899,0.024056397306397307,-0.06659807930448292,-0.2022656511087724,0.15465562496799498,66,933
stave_pair,B4-B6,hgb_waveform_amp_shape_stave_shuffled,shuffled_target_control,7,3820,run_then_event,3820,1.230685702971091,2.403231714975383,0.014136125654450262,1.0281537503327747,1.045366284007015,1.3684178838543006,0.009362634598779297,0.019791180100250303,0.033699646583353005,-0.06067368612663289,0.19975018904913425,66,933
stave_pair,B4-B6,ridge_waveform_stave_onehot_shuffled,shuffled_target_control,7,3820,run_then_event,3820,1.191302909624134,2.3969398149552794,0.014921465968586388,0.99525211949356,0.9752502636415817,1.3097756336987831,0.009297505997998019,0.021496904945093372,-0.005683146763603819,-0.12376679941788217,0.12988411205658312,66,933
stave_pair,B4-B6,mlp_waveform_amp_shape_stave_shuffled,shuffled_target_control,7,3820,run_then_event,3820,1.169234690897353,2.3810904832332644,0.014659685863874346,0.9768156317759181,0.9584310642718341,1.320183421413871,0.009426320274344643,0.021355532472982195,-0.027751365490384927,-0.14127312572528591,0.1185257914348968,66,933
stave_pair,B4-B6,cnn1d_waveform_amp_shape_stave_shuffled,shuffled_target_control,7,3820,run_then_event,3820,1.1921036071258326,2.3890052933070263,0.014921465968586388,0.9959210475043966,0.975677580916172,1.3305265508709865,0.010137619454146972,0.021230214211873162,-0.004882449261905286,-0.13715298801756112,0.12898125652344491,66,933
stave_pair,B4-B6,feature_gated_waveform_amp_shape_stave_shuffled,shuffled_target_control,7,3820,run_then_event,3820,1.1933628939173389,2.3833029794646285,0.014921465968586388,0.996973095508453,0.9669027344167949,1.3255512087788348,0.009300182188404244,0.02090100018734396,-0.003623162470399066,-0.1454323563190076,0.13306240730551347,66,933
stave_pair,B4-B8,analytic_timewalk,traditional,7,3820,run_then_event,3820,1.20294195369979,2.8021698008940708,0.01963350785340314,1.0,0.9819601473115699,1.3408614352122683,0.013036601983063003,0.025538481964796668,0.0,0.0,0.0,66,933
