atom,n,fraction,baseline_excursion_rate,dropout_rate,timing_tail_rate,charge_bias_tail_rate,large_pulse_fraction,charge_residual_delta_vs_quiet,sat_boundary_charge_residual_delta_vs_quiet
quiet,474988,0.7413421806426843,0.004545387439011237,0.013584254439305873,0.00898630588955794,0.07589499938703696,0.2709020509425649,0.0,0.0
early_asym,96651,0.15084808063627686,0.015171345242482343,0.021603603007655882,0.004494601683369727,0.0332615841863294,0.491739408916665,-0.5882765438605917,0.1773388106782588
adaptive_lowering,33079,0.0516138472854231,0.9110508893461059,0.019694077009155608,0.007298891072933349,0.367337991010075,0.07394249096777715,-5.989886986138785,-0.49146237083449895
spike,32116,0.0501043534464503,0.942290732313738,0.02590756470193003,0.00442914022769271,0.40904050596137054,0.08096509787450461,-6.825134993798389,-0.42822641238025944
sloped,2773,0.004327979344458261,0.014429575445431584,0.015072657710750826,0.0034782227274444814,0.023242021706709977,0.43776378623855694,-0.384560676775339,0.36982599535014316
noisy_rms,1130,0.0017635586447071,0.03020796741989589,0.01590074551335586,0.0008888888888888889,0.028534273843105213,0.4308700977911079,-0.42189614379379703,0.3175986764261337
