method,energy_bias,energy_sigma68,saturation_onset_threshold_error,saturation_onset_accuracy,waveform_shape_mse,timing_shift_sigma68_ns,pileup_separation_sigma68_ns,pileup_confusion_rate,false_split_rate,pedestal_state_interaction,pid_boundary_movement,energy_bias_ci_low,energy_bias_ci_high,energy_sigma68_ci_low,energy_sigma68_ci_high,saturation_onset_threshold_error_ci_low,saturation_onset_threshold_error_ci_high,saturation_onset_accuracy_ci_low,saturation_onset_accuracy_ci_high,waveform_shape_mse_ci_low,waveform_shape_mse_ci_high,timing_shift_sigma68_ns_ci_low,timing_shift_sigma68_ns_ci_high,pileup_separation_sigma68_ns_ci_low,pileup_separation_sigma68_ns_ci_high,pileup_confusion_rate_ci_low,pileup_confusion_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,pedestal_state_interaction_ci_low,pedestal_state_interaction_ci_high,pid_boundary_movement_ci_low,pid_boundary_movement_ci_high,winner_score
censored_denoising_residual_fusion_new,0.0051960472408851925,0.06967063688049799,0.002083333333333333,0.9979166666666667,0.08423847726770382,5.18911626368207,10.960359964096526,0.28541666666666665,0.15625,0.006330569500396179,0.025107376638514752,-0.001076776416859116,0.015479959337783705,0.06425185383974222,0.07538912286437201,0.0,0.006250000000000002,0.99375,1.0,0.07953488834246197,0.08883362610245019,4.621690063727957,5.95669923872626,9.847274501913265,12.040294535219614,0.2520833333333333,0.32916666666666666,0.11041666666666666,0.19166666666666668,6.23120093594502e-05,0.023100000392532787,0.007070698858078781,0.03925243052900579,0.16063781408522032
gradient_boosted_trees,-0.002930500664599878,0.07019922446342694,0.004166666666666666,0.9958333333333333,0.08542129091174183,5.584178532486606,10.769267295268012,0.29375,0.16666666666666666,0.024347683963232676,0.03802400544926768,-0.010861033206319388,0.006042441812770703,0.06738226849822795,0.07214454841787521,0.0,0.008333333333333335,0.9916666666666667,1.0,0.08085024845860994,0.09042304436201846,5.006224894845927,6.32080478439696,10.007126350676165,11.632851023035123,0.25,0.3416666666666667,0.1375,0.19583333333333333,0.013551208989883778,0.03179763210982343,0.00821986753074863,0.06461258927353485,0.16567057236575944
ridge,0.013559959584345908,0.06919479891270101,0.006249999999999999,0.99375,0.0894348486328765,7.046109834080639,14.385078923336222,0.3104166666666667,0.14791666666666667,0.028956266765614677,0.02777134086199859,0.006003270891195363,0.02055947473056325,0.06531065358522636,0.07349267563744699,0.0,0.014583333333333334,0.9854166666666667,1.0,0.07944086393260752,0.10011768125311132,6.344575234648943,7.332374704004336,12.705178837905889,15.939819792195852,0.2697395833333333,0.35625,0.09791666666666667,0.20416666666666666,0.008905221976455465,0.042848574705597,0.01378936245601639,0.07645903652423562,0.18727660418157235
charge_tail_extrapolation_traditional,-0.02602894582030227,0.08964337709024958,0.01458333333333333,0.9854166666666667,0.09074623747289455,22.016420868798754,1.25,0.027083333333333334,0.0,0.0011162112818267483,0.05160970008900205,-0.03369360301975888,-0.020021803612550845,0.08478120202718237,0.09784730829012823,0.006249999999999999,0.025000000000000005,0.975,0.99375,0.08528094117071608,0.09794292549770134,20.118433161454643,24.49681523981173,1.25,1.25,0.016666666666666666,0.0375,0.0,0.0,0.0007237012986842234,0.0344182750917572,0.047542156700213875,0.07027746045939669,0.19859397835962886
mlp,0.021667948453379687,0.10534107964209688,0.006249999999999999,0.9895833333333334,0.10325113269478846,8.541715886277613,13.746273103438197,0.36666666666666664,0.14791666666666667,0.006142984148194336,0.03913877832930046,0.0016058308777584295,0.03707471834412549,0.09432082467972476,0.12838147768732874,0.0,0.016666666666666666,0.9833333333333333,0.9979166666666667,0.09566264279451456,0.10996325726887826,6.979680857158348,9.620953699552453,13.115023229501082,15.458297381299229,0.3104166666666667,0.43125,0.1125,0.175,0.0009890774580866121,0.023961767825467595,0.01394359198710668,0.06867282911833918,0.23036893049048315
1d_cnn,0.033281534876603014,0.08436078939305121,0.008333333333333331,0.9875,0.07571242825648816,8.430321257606202,17.850245857238768,0.34791666666666665,0.21041666666666667,0.039430818927868205,0.07119470284906301,0.026913746997492726,0.04683405792364017,0.07824406504148604,0.0964538701825341,0.0,0.020833333333333332,0.9770833333333333,0.9958333333333333,0.07039622685983982,0.08236950632979559,7.424540650972227,9.300306465805784,15.73245286941528,19.191792488098145,0.31875,0.37916666666666665,0.175,0.2375,0.03539608933766339,0.0496371132774938,0.029009374240153284,0.0978024338344145,0.23582501127608724
analytic_clipped_template_sideband_traditional,0.06982426395432463,0.10500284006264052,0.008333333333333335,0.9791666666666666,0.08376317973533118,6.1356128957561875,15.200000000000003,0.53125,0.17708333333333334,0.03986432995502757,0.09055231418118782,0.05558715757775524,0.09075016318628067,0.08735045010811962,0.12972010742272302,0.0,0.01666666666666667,0.9583333333333334,0.9958333333333333,0.07649789541206758,0.08786688265435973,4.713561418788114,7.647035632475948,15.0,19.39999999999999,0.5041666666666667,0.5583333333333333,0.15416666666666667,0.2,0.030420173840108717,0.05978745438056776,0.06819978938754175,0.15028185606177377,0.2530793221961528
tiny_sequence_transformer,-0.06738438782697202,0.09412814776425456,0.010416666666666668,0.9895833333333334,0.11388068736396094,12.768441715319767,21.89075231552124,0.425,0.10833333333333334,0.015362301775907222,0.030737697922862767,-0.07628994373354878,-0.051066829605534575,0.08684543509083711,0.109545497360413,0.002083333333333333,0.01875,0.98125,0.9979166666666667,0.10727510406288657,0.11803129085293299,11.066502970997448,14.427887367093433,18.85538148880005,23.488924870491022,0.38958333333333334,0.45416666666666666,0.08541666666666667,0.13125,0.0011509537304968814,0.032440971767365295,0.015638619020790008,0.08200315611329624,0.2802457178495355
tobit_censored_ridge,0.049619422568485325,0.3918364894981041,0.027083333333333334,0.9729166666666667,0.1777314153219402,17.51598533018185,19.774387190472645,0.25625,0.0125,0.026610538478860038,0.6814584193869501,-0.008456273060423333,0.10445882814172074,0.36773647801639914,0.41729347033008285,0.0125,0.04583333333333333,0.9541666666666667,0.9875,0.1473379838334911,0.20714573181086948,16.96114684304725,18.6860741718565,17.640581133765558,22.50293638155443,0.2228125,0.29583333333333334,0.00625,0.01875,0.004366242318354134,0.06418185126954673,0.6091941830350822,0.7478906449620754,0.6304893793328104
