energy_bias,energy_sigma68,saturation_onset_threshold_error,saturation_onset_accuracy,waveform_shape_mse,timing_shift_sigma68_ns,pileup_separation_sigma68_ns,pileup_confusion_rate,false_split_rate,pedestal_state_interaction,pid_boundary_movement,stratum,value,method,n
0.057274587253193565,0.09969537661623752,0.012765957446808508,0.9787234042553191,0.08427705640372783,10.313679751972671,17.873573303222656,0.33617021276595743,0.23371647509578544,0.0,0.10727807002927704,pedestal_state,nominal,1d_cnn,496
0.10047359376069148,0.1119126933836093,0.02127659574468085,0.9702127659574468,0.09603119251026904,5.050527880662999,25.199999999999996,0.7489361702127659,0.08045977011494253,0.0,0.015127915131969566,pedestal_state,nominal,analytic_clipped_template_sideband_traditional,496
0.00892197899817225,0.08892019543269955,0.004255319148936169,0.9957446808510638,0.08830430902891902,5.774567279572304,10.25336075238457,0.2765957446808511,0.1532567049808429,0.0,0.023756573772860366,pedestal_state,nominal,censored_denoising_residual_fusion_new,496
-0.02688339870126574,0.10655362055974546,0.017021276595744678,0.9829787234042553,0.10303367721954557,28.610500388079636,1.25,0.0425531914893617,0.0,0.0,0.04853654014940692,pedestal_state,nominal,charge_tail_extrapolation_traditional,496
0.009224779831466776,0.07992452862405515,0.008510638297872339,0.9914893617021276,0.08929085870282415,6.624302993382038,10.4153399573067,0.2851063829787234,0.1724137931034483,0.0,0.028851926231817315,pedestal_state,nominal,gradient_boosted_trees,496
0.026975481499917613,0.1463671074451517,0.008510638297872339,0.9829787234042553,0.11884422466140168,9.097071831608233,16.18188575270348,0.4,0.1532567049808429,0.0,0.05043495389099236,pedestal_state,nominal,mlp,496
0.03394240985420969,0.0882342960473614,0.012765957446808508,0.9872340425531915,0.09798177903389306,7.650842826640666,13.960822141057513,0.3148936170212766,0.13793103448275862,0.0,0.04656595422267229,pedestal_state,nominal,ridge,496
-0.05693804535869018,0.1059541642535622,0.01702127659574468,0.9829787234042553,0.11537390868172731,11.55520396875728,20.939836406707762,0.41702127659574467,0.09195402298850575,0.0,0.07758121061905159,pedestal_state,nominal,tiny_sequence_transformer,496
0.03886056862913714,0.38613620631346623,0.03829787234042553,0.9617021276595744,0.1453506362744636,16.88825885305925,19.84388643990203,0.2936170212765957,0.019157088122605363,0.0,0.6225743758756197,pedestal_state,nominal,tobit_censored_ridge,496
0.017843768325325363,0.0754011256085753,0.004081632653061221,0.9959183673469387,0.067202351880887,6.287545117241329,16.985119247436522,0.35918367346938773,0.182648401826484,0.0,0.04601222427261148,pedestal_state,shifted,1d_cnn,464
0.060609263805663914,0.09794360128796015,0.004081632653061221,0.9877551020408163,0.0794028619418292,6.148718228567794,15.000000000000004,0.3224489795918367,0.2922374429223744,0.0,0.09198369344704264,pedestal_state,shifted,analytic_clipped_template_sideband_traditional,464
0.0025914094977760715,0.06356025965791828,0.0,1.0,0.08024315125957329,4.5473298535256514,11.740480791917143,0.2938775510204082,0.1598173515981735,0.0,0.03549701233581713,pedestal_state,shifted,censored_denoising_residual_fusion_new,464
-0.02576718741943899,0.07682279472429189,0.012244897959183671,0.9877551020408163,0.07932196498117354,17.003677379240607,1.25,0.012244897959183673,0.0,0.0,0.06250864261504141,pedestal_state,shifted,charge_tail_extrapolation_traditional,464
-0.0151229041317659,0.060691652482036715,0.0,1.0,0.08161961027488905,4.714240657277865,11.210090623863955,0.3020408163265306,0.1598173515981735,0.0,0.05031213747488971,pedestal_state,shifted,gradient_boosted_trees,464
0.020832497351723277,0.09161121498050756,0.004081632653061221,0.9959183673469387,0.08976262982796353,6.91753856372825,13.428984961395102,0.3346938775510204,0.1415525114155251,0.0,0.058576103839472184,pedestal_state,shifted,mlp,464
0.00498614308859501,0.06299949688575406,0.0,1.0,0.08134040278250199,6.576240440354619,15.006402852037626,0.30612244897959184,0.1598173515981735,0.0,0.015349588578782856,pedestal_state,shifted,ridge,464
-0.0723003471345974,0.08551660444482481,0.004081632653061227,0.9959183673469387,0.11240895124501135,13.21411508658663,22.46380457878113,0.4326530612244898,0.1278538812785388,0.0,0.04731086499899302,pedestal_state,shifted,tiny_sequence_transformer,464
0.06547110710799718,0.4083095564651299,0.0163265306122449,0.9836734693877551,0.20587387250456388,17.109886953001265,19.61505416630662,0.22040816326530613,0.0045662100456621,0.0,0.689130850589926,pedestal_state,shifted,tobit_censored_ridge,464
-0.2072327827190659,0.0,0.0,1.0,0.044178877412419895,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,1d_cnn,1
0.22016890478527792,0.0,0.0,1.0,0.04640888742578846,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,analytic_clipped_template_sideband_traditional,1
-0.11799535562050258,0.0,0.0,1.0,0.01525419218264777,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,censored_denoising_residual_fusion_new,1
0.01645409783065111,0.0,0.0,1.0,0.017314357854178494,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,charge_tail_extrapolation_traditional,1
-0.13615309595897548,0.0,0.0,1.0,0.01780619503323143,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,gradient_boosted_trees,1
0.06777841197764627,0.0,0.0,1.0,0.012598157017305163,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,mlp,1
-0.10721470505812816,0.0,0.0,1.0,0.04307542119912925,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,ridge,1
-0.3366370109481937,0.0,1.0,0.0,0.06545993951536812,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,tiny_sequence_transformer,1
-0.6546002875491405,0.0,1.0,0.0,0.24681199684615926,0.0,0.0,0.0,,0.0,0.0,saturation_bin,deep,tobit_censored_ridge,1
0.05786784816706051,0.021958879771215106,0.33333333333333337,0.6666666666666666,0.05451100560955145,6.638652948339294,3.988039016723633,0.3333333333333333,,0.0,0.06458494050357384,saturation_bin,edge,1d_cnn,3
0.2707491089739679,0.0,0.6666666666666667,0.3333333333333333,0.15001145573314706,0.0,0.0,0.6666666666666666,,0.0,0.0,saturation_bin,edge,analytic_clipped_template_sideband_traditional,3
0.051052419198413246,0.06401093581974311,0.0,1.0,0.07208819485947542,3.9309663630419873,5.04280883871433,0.0,,0.0,0.15941588944725885,saturation_bin,edge,censored_denoising_residual_fusion_new,3
0.35275005362416706,0.12643311406175148,0.0,1.0,0.06379156764507822,10.403545384081546,0.85,0.0,,0.0,0.24095957299144094,saturation_bin,edge,charge_tail_extrapolation_traditional,3
0.010233443038465732,0.07763227938504802,0.0,1.0,0.06470603834671511,6.454501767445619,2.931753953166173,0.0,,0.0,0.18755537630387595,saturation_bin,edge,gradient_boosted_trees,3
0.07630457240093391,0.00588765299304457,0.0,1.0,0.06307457856071182,4.667404010946225,6.950889950302329,0.3333333333333333,,0.0,0.0173166264501311,saturation_bin,edge,mlp,3
-0.013906653630166821,0.07389471628425605,0.0,1.0,0.06222554060325958,6.507575551864365,2.915933280843261,0.0,,0.0,0.1759591259468409,saturation_bin,edge,ridge,3
-0.02982361643895664,0.0008149931911557752,0.33333333333333337,0.6666666666666666,0.11689503984024528,12.366023401220152,2.379947471618652,0.3333333333333333,,0.0,0.002397038797516987,saturation_bin,edge,tiny_sequence_transformer,3
-0.5296992819829794,0.006448691097275527,1.0,0.0,0.16569805206507746,13.465512506772225,1.2356323608849529,0.0,,0.0,0.012125280462393695,saturation_bin,edge,tobit_censored_ridge,3
0.024332879912376558,0.047733761073477196,0.0,1.0,0.06646876895832136,4.064666109539998,4.9750700950622555,0.0,,0.021153150007294865,0.059456527643710566,saturation_bin,moderate,1d_cnn,5
0.10727189494069896,0.02296016830278398,0.19999999999999996,0.8,0.07637999693296006,8.800190047668067,17.849999999999998,0.4,,0.050287768811371036,0.050287768811371036,saturation_bin,moderate,analytic_clipped_template_sideband_traditional,5
-0.014789829820400604,0.07506705552987276,0.0,1.0,0.04570816455114194,9.726050451682301,7.957541384402867,0.0,,0.11812799178095615,0.12876030427610208,saturation_bin,moderate,censored_denoising_residual_fusion_new,5
0.15118417534099698,0.053332292644904224,0.0,1.0,0.01797033265356576,18.854466535798068,1.25,0.0,,0.10126398980751061,0.05496633486423308,saturation_bin,moderate,charge_tail_extrapolation_traditional,5
-0.02893910436837031,0.03506206183791703,0.0,1.0,0.04416695775218598,9.277985621904978,3.916798730519393,0.0,,0.048825584300693975,0.06926832504336809,saturation_bin,moderate,gradient_boosted_trees,5
0.03315991894253213,0.050180133308869224,0.0,1.0,0.03062577568605591,4.437614465802608,8.456445483014875,0.0,,0.025995825064970432,0.02700671149354364,saturation_bin,moderate,mlp,5
-0.004917327196630308,0.02975614811905388,0.0,1.0,0.05415034695870258,5.948984375899754,5.449444225240919,0.0,,0.0045795559167541855,0.0004751662704073501,saturation_bin,moderate,ridge,5
-0.07925305936009089,0.028835017244105202,0.0,1.0,0.09198586658976812,6.982457680548422,12.784682750701904,0.0,,0.0193442345263162,0.01082166927576167,saturation_bin,moderate,tiny_sequence_transformer,5
-0.5540617611309028,0.016166582326309853,1.0,0.0,0.13419851078820882,7.036059028977798,6.070505975607141,0.0,,0.0035185665298909097,0.00481704033137198,saturation_bin,moderate,tobit_censored_ridge,5
0.03365958834371712,0.08611343239926583,0.010615711252653927,0.9893842887473461,0.07610637806838581,8.088275919472698,17.60683212280273,0.3524416135881104,0.21041666666666667,0.041803950821513794,0.07158991841703127,saturation_bin,none,1d_cnn,951
0.0691395044544352,0.1045677395361963,0.002123142250530785,0.9851380042462845,0.08373252321132592,6.064461366118621,16.200000000000003,0.5329087048832272,0.17708333333333334,0.0416235065354657,0.09055231418118782,saturation_bin,none,analytic_clipped_template_sideband_traditional,951
