action_mask,method,n,runs,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,ece,ece_ci_low,ece_ci_high,bootstrap_valid,traditional_roc_auc,traditional_average_precision,traditional_purity_at_80pct_eff,traditional_ece,roc_auc_minus_traditional,average_precision_minus_traditional,purity_at_80pct_eff_minus_traditional,ece_minus_traditional
all_pre_action,ML_ridge_waveform,19424,32,0.8513208514780879,0.8447716046752325,0.8621867257244059,0.7787513966213357,0.7674283030715812,0.7945342089144484,0.7592103977328252,0.7469547419687091,0.7870648483059967,0.03178230560799308,0.01969142865155033,0.05724504336984842,300,1.0,1.0,1.0,0.00015006952850469676,-0.1486791485219121,-0.22124860337866425,-0.24078960226717483,0.03163223607948839
all_pre_action,ML_gradient_boosted_trees,19424,32,0.9280095148429633,0.9216148500739325,0.9352319618943887,0.8942663262803092,0.8827252021418436,0.9059143215211457,0.8815386361057529,0.868549658002282,0.8907207405525037,0.03401760589942343,0.024732020554163875,0.05061926388389204,300,1.0,1.0,1.0,0.00015006952850469676,-0.07199048515703665,-0.10573367371969078,-0.11846136389424711,0.03386753637091874
all_pre_action,ML_mlp,19424,32,0.947092374470415,0.9407200210085076,0.9540671179653102,0.9221278409392843,0.9105753192040423,0.9326881660982963,0.9105719643694328,0.9003559737006587,0.9216083281591657,0.013141573428320934,0.009401942369385454,0.02526026579674206,300,1.0,1.0,1.0,0.00015006952850469676,-0.052907625529584945,-0.07787215906071565,-0.08942803563056723,0.012991503899816237
all_pre_action,NN_1d_cnn,19424,32,0.7267674024254375,0.7075822917850639,0.7484302388622134,0.6389048149075939,0.6148491835409952,0.6592887508333658,0.6465545938748336,0.6244212203457682,0.6733905399817883,0.1408650865120494,0.12164563132195177,0.15797933447242662,300,1.0,1.0,1.0,0.00015006952850469676,-0.27323259757456253,-0.3610951850924061,-0.3534454061251664,0.14071501698354472
all_pre_action,NN_action_gated_residual_ensemble_new,19424,32,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.0018029465458181992,0.0018029258029239718,0.0018029642233853488,300,1.0,1.0,1.0,0.00015006952850469676,0.0,0.0,0.0,0.0016528770173135025
all_pre_action,control_charge_only,19424,32,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00039177984781049464,0.00037374406258525443,0.00041144533327074225,300,1.0,1.0,1.0,0.00015006952850469676,0.0,0.0,0.0,0.00024171031930579788
all_pre_action,control_depth_only,19424,32,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00033371441267324566,0.0003031138517928041,0.00036319952177828917,300,1.0,1.0,1.0,0.00015006952850469676,0.0,0.0,0.0,0.0001836448841685489
all_pre_action,control_action_only,19424,32,0.5766888807032995,0.5620330688206102,0.5977818763427675,0.5361737730613715,0.5295503325493124,0.5476185057881678,0.550787728026534,0.5403295864932312,0.5634324163036966,0.0038169268347949046,0.002720387708499482,0.013767636856881413,300,1.0,1.0,1.0,0.00015006952850469676,-0.4233111192967005,-0.4638262269386285,-0.449212271973466,0.003666857306290208
all_pre_action,control_run_family_only,19424,32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,300,1.0,1.0,1.0,0.00015006952850469676,-0.5,-0.5,-0.5,-0.00015006952850469676
all_pre_action,control_shuffled_label_hgb,19424,32,0.5085775312526293,0.46113123946098095,0.5569476958350537,0.4752301154232095,0.44958349355922367,0.5117625078842631,0.5209199409950382,0.5074790006386943,0.5439314046436655,0.006203115374169983,0.0012778358060634735,0.05613872755663277,300,1.0,1.0,1.0,0.00015006952850469676,-0.4914224687473707,-0.5247698845767905,-0.47908005900496176,0.006053045845665286
