action_mask,method,n,runs,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,ece,ece_ci_low,ece_ci_high,bootstrap_valid,traditional_roc_auc,traditional_average_precision,traditional_purity_at_80pct_eff,traditional_ece,roc_auc_minus_traditional,average_precision_minus_traditional,purity_at_80pct_eff_minus_traditional,ece_minus_traditional
p04s_dropout_phase_accept,ML_ridge_waveform,17114,32,0.8318965840592305,0.8221484741552002,0.8438754157492327,0.7971417601309561,0.7843543643410712,0.8117333295982659,0.7700436947464688,0.753419473952828,0.8007523878184739,0.038768605446106316,0.023662475683343027,0.0701552037826839,300,1.0,1.0,1.0,0.0001527024038744019,-0.1681034159407695,-0.20285823986904394,-0.22995630525353117,0.03861590304223191
p04s_dropout_phase_accept,ML_gradient_boosted_trees,17114,32,0.9162025844867053,0.9073270273397115,0.9248619150911965,0.8975474146835435,0.8861929560779376,0.9085109590602514,0.8835257082896117,0.873960959170471,0.8926047660953681,0.037557943141274294,0.02815716081306983,0.06036603842817793,300,1.0,1.0,1.0,0.0001527024038744019,-0.08379741551329467,-0.10245258531645651,-0.11647429171038826,0.03740524073739989
p04s_dropout_phase_accept,ML_mlp,17114,32,0.9396625816161495,0.9309306995073875,0.9476964923727794,0.9270167010883621,0.9164438404725538,0.9359297224547155,0.9146650573325287,0.9025339227889648,0.9233002454320156,0.014159225773135258,0.010409923769656382,0.02666839344552021,300,1.0,1.0,1.0,0.0001527024038744019,-0.06033741838385054,-0.0729832989116379,-0.08533494266747133,0.014006523369260856
p04s_dropout_phase_accept,NN_1d_cnn,17114,32,0.6733958392799831,0.646825002526391,0.699662844801947,0.6448134552022676,0.6217149063602667,0.6684037594731652,0.652544562128649,0.6305403426908621,0.6817728657071741,0.12704567353229068,0.11235545428402574,0.14386023765234063,300,1.0,1.0,1.0,0.0001527024038744019,-0.32660416072001686,-0.3551865447977324,-0.347455437871351,0.12689297112841627
p04s_dropout_phase_accept,NN_action_gated_residual_ensemble_new,17114,32,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,0.0018029488960449236,0.0018029265199586634,0.0018029682813260036,300,1.0,1.0,1.0,0.0001527024038744019,0.0,0.0,0.0,0.0016502464921705217
p04s_dropout_phase_accept,control_charge_only,17114,32,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0004053131175107894,0.0003860891758507412,0.00042797942298315874,300,1.0,1.0,1.0,0.0001527024038744019,0.0,0.0,0.0,0.0002526107136363875
p04s_dropout_phase_accept,control_depth_only,17114,32,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003400294224268836,0.00030777161489641984,0.0003758931427351703,300,1.0,1.0,1.0,0.0001527024038744019,0.0,0.0,0.0,0.00018732701855248173
p04s_dropout_phase_accept,control_action_only,17114,32,0.47840006173808886,0.47460292571193186,0.48794413990274454,0.5367651657617297,0.5300413531887571,0.5504706758167438,0.5497008577813018,0.5412902922525484,0.5609585666475351,0.0006597781791560169,0.000650992825806423,0.0118208838284072,300,1.0,1.0,1.0,0.0001527024038744019,-0.5215999382619112,-0.4632348342382703,-0.45029914221869816,0.000507075775281615
p04s_dropout_phase_accept,control_run_family_only,17114,32,0.5,0.5,0.5,0.5535234311090336,0.5453740864538545,0.562365436341868,0.5535234311090336,0.5446310326115864,0.5628174611677479,0.05352343110903357,0.04526385570562831,0.06380855787119047,300,1.0,1.0,1.0,0.0001527024038744019,-0.5,-0.44647656889096643,-0.44647656889096643,0.053370728705159166
p04s_dropout_phase_accept,control_shuffled_label_hgb,17114,32,0.5209162850829197,0.4689178884734472,0.5649029697312593,0.54048663211132,0.5102406501599452,0.5751875463912707,0.5741779057432944,0.5585896373791807,0.5970871714327074,0.05427205317913005,0.0461045471209169,0.06457578975575479,300,1.0,1.0,1.0,0.0001527024038744019,-0.47908371491708035,-0.45951336788868,-0.4258220942567056,0.05411935077525565
s14g_traditional_accept,ML_ridge_waveform,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,ML_gradient_boosted_trees,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,ML_mlp,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,NN_1d_cnn,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,NN_action_gated_residual_ensemble_new,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,control_charge_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,control_depth_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,control_action_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,control_run_family_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_accept,control_shuffled_label_hgb,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,ML_ridge_waveform,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,ML_gradient_boosted_trees,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,ML_mlp,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,NN_1d_cnn,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,NN_action_gated_residual_ensemble_new,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,control_charge_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,control_depth_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,control_action_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,control_run_family_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_new_residual_accept,control_shuffled_label_hgb,0,0,,,,,,,,,,,,,0,,,,,,,,
p07j_traditional_correct,ML_ridge_waveform,114,11,0.7902097902097902,0.7040099257218297,0.8735828157136981,0.4507031672134059,0.3157031800364977,0.6174439355818264,0.5,0.3145,0.6363636363636364,0.5186696266948788,0.4322612335987024,0.6043709564680835,300,1.0,1.0,1.0,0.00019854841399211972,-0.2097902097902098,-0.5492968327865941,-0.5,0.5184710782808867
p07j_traditional_correct,ML_gradient_boosted_trees,114,11,0.7036713286713286,0.47808470096502553,0.842997703515996,0.4855934050697318,0.26128203697494795,0.7059149148610542,0.2413793103448276,0.13042929292929292,0.6718137254901959,0.32381442245374953,0.23304036680947415,0.42364005859138815,300,1.0,1.0,1.0,0.00019854841399211972,-0.29632867132867136,-0.5144065949302682,-0.7586206896551724,0.3236158740397574
p07j_traditional_correct,ML_mlp,114,11,0.8068181818181818,0.6072049441786284,0.9327940737423496,0.6016253515161605,0.282937743593875,0.8601959053612932,0.5,0.1557377049180328,0.8718749999999998,0.08838244710870517,0.06982641395202342,0.18846556682037438,300,1.0,1.0,1.0,0.00019854841399211972,-0.19318181818181823,-0.3983746484838395,-0.5,0.08818389869471305
p07j_traditional_correct,NN_1d_cnn,114,11,0.4453671328671328,0.26479766858728127,0.6182702784503632,0.21757585386358408,0.14117129323881147,0.33407439240514325,0.21875,0.10888339920948616,0.3391516913319238,0.2910301486651103,0.18701730400364652,0.3879804773532895,300,1.0,1.0,1.0,0.00019854841399211972,-0.5546328671328672,-0.7824241461364159,-0.78125,0.29083160025111815
p07j_traditional_correct,NN_action_gated_residual_ensemble_new,114,11,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.0018029105622861244,0.00180287041724794,0.0018029415337069156,300,1.0,1.0,1.0,0.00019854841399211972,0.0,0.0,0.0,0.0016043621482940047
p07j_traditional_correct,control_charge_only,114,11,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,1.0,0.0004563800704034018,0.000358024083028343,0.0005473939542907705,300,1.0,1.0,1.0,0.00019854841399211972,0.0,0.0,0.0,0.0002578316564112821
p07j_traditional_correct,control_depth_only,114,11,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,1.0,1.0,0.0004485837387187186,0.00036547055071961174,0.000541659290306297,300,1.0,1.0,1.0,0.00019854841399211972,0.0,0.0,0.0,0.00025003532472659887
p07j_traditional_correct,control_action_only,114,11,0.25546328671328666,0.16426108374384235,0.3962820512820512,0.16285845373578667,0.08886958814568344,0.27824050809927336,0.23423423423423423,0.13208333333333333,0.347912412071704,0.07523161096449371,0.01049605873594808,0.1715750934195771,300,1.0,1.0,1.0,0.00019854841399211972,-0.7445367132867133,-0.8371415462642133,-0.7657657657657657,0.07503306255050159
p07j_traditional_correct,control_run_family_only,114,11,0.5,0.5,0.5,0.22807017543859648,0.13181159420289856,0.33484195402298844,0.22807017543859648,0.13984459900021734,0.33208661417322827,0.2719298245614035,0.1629640947288006,0.3827065677966101,300,1.0,1.0,1.0,0.00019854841399211972,-0.5,-0.7719298245614035,-0.7719298245614035,0.2717312761474114
p07j_traditional_correct,control_shuffled_label_hgb,114,11,0.618006993006993,0.5121031746031746,0.7235046113306982,0.32933478992830023,0.22410587116735906,0.46704069322122055,0.28205128205128205,0.14635205992509362,0.4259603658536585,0.2707012934395253,0.17696104106719193,0.35660397014768436,300,1.0,1.0,1.0,0.00019854841399211972,-0.381993006993007,-0.6706652100716998,-0.717948717948718,0.2705027450255332
s14g_traditional_and_p04s_accept,ML_ridge_waveform,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,ML_gradient_boosted_trees,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,ML_mlp,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,NN_1d_cnn,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,NN_action_gated_residual_ensemble_new,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,control_charge_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,control_depth_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,control_action_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,control_run_family_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_and_p04s_accept,control_shuffled_label_hgb,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,ML_ridge_waveform,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,ML_gradient_boosted_trees,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,ML_mlp,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,NN_1d_cnn,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,NN_action_gated_residual_ensemble_new,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,control_charge_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,control_depth_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,control_action_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,control_run_family_only,0,0,,,,,,,,,,,,,0,,,,,,,,
s14g_traditional_p04s_and_p07j_correct,control_shuffled_label_hgb,0,0,,,,,,,,,,,,,0,,,,,,,,
