heldout_run,check,value,pass,detail
63,feature_audit_after_veto,0.0,True,"same-pulse normalized waveform samples, amplitude summaries, train-template SSE, stave one-hot; no run id, event id, event order, other-stave time, target, or heldout-fit threshold"
63,shuffled_target_worse:ridge_full,0.15488631016815102,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:hgb_full,0.3527301164563472,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:mlp_full,-0.08151541272659113,False,positive means shuffled target is no better than nominal
63,shuffled_target_worse:cnn1d_full,0.23756824784646446,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:early_late_gated_full,0.102053085982996,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:ridge_no_samples_0_3,0.1649217105144387,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:hgb_no_samples_0_3,0.3858085827961495,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:mlp_no_samples_0_3,0.3232780725152815,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:cnn1d_no_samples_0_3,0.10568006789980577,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:early_late_gated_no_samples_0_3,0.043752570026959425,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:ridge_only_samples_0_3,0.15333233304859673,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:hgb_only_samples_0_3,0.3098456897139328,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:mlp_only_samples_0_3,0.03855794116090294,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:cnn1d_only_samples_0_3,0.19612466017368657,True,positive means shuffled target is no better than nominal
63,shuffled_target_worse:early_late_gated_only_samples_0_3,0.05782866208862125,True,positive means shuffled target is no better than nominal
65,train_heldout_run_overlap,0.0,True,
65,train_heldout_event_id_overlap_after_veto,0.0,True,
65,veto_threshold_source,0.0,True,q-template SSE and baseline thresholds are empirical quantiles computed on train events only
65,feature_audit_after_veto,0.0,True,"same-pulse normalized waveform samples, amplitude summaries, train-template SSE, stave one-hot; no run id, event id, event order, other-stave time, target, or heldout-fit threshold"
65,shuffled_target_worse:ridge_full,0.25180137584607665,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:hgb_full,0.4449545667420651,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:mlp_full,0.12511889224832107,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:cnn1d_full,0.31266874547048085,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:early_late_gated_full,-0.051806166316051616,False,positive means shuffled target is no better than nominal
65,shuffled_target_worse:ridge_no_samples_0_3,0.3183683271965174,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:hgb_no_samples_0_3,0.3981495201453913,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:mlp_no_samples_0_3,0.12799494963256208,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:cnn1d_no_samples_0_3,0.27951672163264196,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:early_late_gated_no_samples_0_3,0.29418303306539895,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:ridge_only_samples_0_3,0.2783123483463583,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:hgb_only_samples_0_3,0.4478827391729918,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:mlp_only_samples_0_3,0.25889154571811224,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:cnn1d_only_samples_0_3,0.2559505909282582,True,positive means shuffled target is no better than nominal
65,shuffled_target_worse:early_late_gated_only_samples_0_3,0.2684934162145596,True,positive means shuffled target is no better than nominal
