atom_type,atom_value,method,family,n_events,n_pair_residuals,sigma68_ns,full_rms_ns,bias_median_ns,tail_frac_global_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high,tail_risk_ratio_vs_traditional,tail_risk_ratio_ci_low,tail_risk_ratio_ci_high
amplitude_atom,amp_low,hgb_only_samples_0_3,ml,987,2961,1.199803910430004,1.3091732407665442,-0.6205458042747054,0.009456264775413711,1.142970907109754,1.2597264507408712,-0.44824178289428795,-0.5310650798137089,-0.38105733486418025,0.22764227642276422,0.124609375,0.3125679347826087
amplitude_atom,amp_low,hgb_run_family_control,run_family_control,987,2961,1.199911523592722,1.3073557122168553,-0.6857024962021612,0.008105369807497468,1.1465340249954235,1.2458365897539332,-0.44813416973156994,-0.5077312019025912,-0.3923623549652137,0.1951219512195122,0.11883877840909089,0.2982826747720363
amplitude_atom,amp_low,mlp_no_samples_0_3,ml,987,2961,1.334941205186069,1.4469069242606014,-0.30674725678506576,0.015535292131036813,1.2543873638623169,1.406099649647717,-0.313104488138223,-0.39357021216675253,-0.21795965407685516,0.37398373983739835,0.24783819628647213,0.5467898322851151
amplitude_atom,amp_low,ridge_full,ml,987,2961,1.3371250925236808,1.4039014196648907,-0.6826740241698204,0.010131712259371834,1.2949112306875228,1.4011023954654165,-0.3109206008006111,-0.3890520727939244,-0.23882235853605238,0.24390243902439024,0.1641433547103052,0.3445692295609832
amplitude_atom,amp_low,cnn1d_no_samples_0_3,ml,987,2961,1.3502058493048352,1.4630327837730381,-0.06970963653683526,0.021614319486659914,1.2983412532598109,1.4147831750235673,-0.29783984401945673,-0.3626914705675818,-0.2119874146351634,0.5203252032520325,0.34851471656976746,0.6837512723234935
amplitude_atom,amp_low,ridge_no_samples_0_3,ml,987,2961,1.3737277107750616,1.431019351073777,-0.5913374585631814,0.010469436001350895,1.3211139114700783,1.4327331312537703,-0.27431798254923034,-0.34457132940070734,-0.19377597257397697,0.25203252032520324,0.15649219079780496,0.3500106837606837
amplitude_atom,amp_low,cnn1d_full,ml,987,2961,1.3833958452564517,1.4656801750079222,-0.1667686965918378,0.017561634582911177,1.3283423602545368,1.4497392246699998,-0.2646498480678403,-0.34435050643607373,-0.18571849575306723,0.42276422764227634,0.2905516431924883,0.5633991211163363
amplitude_atom,amp_low,cnn1d_only_samples_0_3,ml,987,2961,1.3906812119400578,1.4754222196505629,-0.03413481624224346,0.017561634582911177,1.3231560359427177,1.4597736863572113,-0.2573644813842342,-0.3449787485377239,-0.17398720580726446,0.42276422764227634,0.2731475254183645,0.546878571908828
amplitude_atom,amp_low,ridge_only_samples_0_3,ml,987,2961,1.4251717863012239,1.4861339054832579,-0.5526794223280831,0.014522120905099628,1.3675827965704632,1.4851335827155068,-0.22287390702306809,-0.3002102890772669,-0.1459615112442725,0.3495934959349593,0.22769377487837242,0.4791001400560224
amplitude_atom,amp_low,mlp_only_samples_0_3,ml,987,2961,1.4275324682932289,1.5173411425326404,0.014184920738493645,0.022627490712597096,1.3676689653720755,1.5005437188153696,-0.22051322503106308,-0.3008720319213911,-0.14326914660155118,0.5447154471544715,0.389302374893978,0.7190860215053759
amplitude_atom,amp_low,early_late_gated_only_samples_0_3,ml,987,2961,1.433183332851781,1.5029619864267034,-0.2514964562181774,0.019250253292806486,1.3752896260498226,1.5019798535072229,-0.21486236047251106,-0.2794078658869504,-0.11718472628978906,0.4634146341463415,0.31534506796793305,0.599761728509299
amplitude_atom,amp_low,ridge_run_family_control,run_family_control,987,2961,1.4381098295280523,1.5011778784504644,-0.4447448682651469,0.016548463356973995,1.3765068274166647,1.4863712934052415,-0.20993586379623963,-0.2803624747698946,-0.14584592482470285,0.39837398373983735,0.2461988968202466,0.5335922330097086
amplitude_atom,amp_low,early_late_gated_full,ml,987,2961,1.445149304599648,1.52060070006374,-0.09940209962746849,0.021614319486659914,1.368317977576356,1.5009928235213992,-0.202896388724644,-0.2773386588300966,-0.1159389664188602,0.5203252032520325,0.3635658914728682,0.6943801975051973
amplitude_atom,amp_low,mlp_full,ml,987,2961,1.4543545070375452,1.537683550247071,-0.525506582586182,0.017223910840932118,1.3896596705113702,1.5360785869692921,-0.19369118628674675,-0.2883827423039304,-0.10289718753434172,0.4146341463414634,0.3073308270676692,0.584362643569949
amplitude_atom,amp_low,early_late_gated_no_samples_0_3,ml,987,2961,1.5190439919180323,1.5725607608132577,-0.2856966187850176,0.022965214454576156,1.4588470454556226,1.5788693657984831,-0.12900170140625966,-0.20028100527905376,-0.06164121452749471,0.5528455284552845,0.3885338862667827,0.7445833333333333
amplitude_atom,amp_low,s02b_global_template_timewalk,traditional,987,2961,1.648045693324292,1.7730645564155254,1.3550351310177504,0.04154002026342452,1.5887343754179704,1.7257381252334696,0.0,0.0,0.0,1.0,1.0,1.0
amplitude_atom,amp_mid,hgb_full,ml,1118,3354,1.2393011504809817,1.5543037304209344,-0.5617494279607911,0.01073345259391771,1.1872297433354222,1.2923267827938945,-0.4830334552115654,-0.5579954651283341,-0.4001181754414321,0.24489795918367344,0.14091614906832298,0.33792331086634875
amplitude_atom,amp_mid,hgb_no_samples_0_3,ml,1118,3354,1.2448025646481535,1.5549539099527956,-0.5515264670178723,0.011031604054859869,1.1948960630219558,1.2985132776249981,-0.4775320410443935,-0.5643982863700939,-0.4073893250465574,0.25170068027210885,0.18330241187384044,0.35627153999637207
amplitude_atom,amp_mid,hgb_run_family_control,run_family_control,1118,3354,1.283010303795038,1.6134164285281665,-0.5877310321127318,0.014013118664281454,1.232725681294325,1.3526754161358792,-0.43932430189750904,-0.513868421808861,-0.36278049850505,0.31972789115646255,0.2469634340222576,0.44523225806451605
amplitude_atom,amp_mid,hgb_only_samples_0_3,ml,1118,3354,1.283853907064357,1.6082115547698397,-0.5379428438322762,0.014609421586165773,1.2365358222793892,1.331107827500027,-0.43848069862818995,-0.5047780694710319,-0.3553251340635104,0.3333333333333333,0.21728740409207162,0.434505043396669
amplitude_atom,amp_mid,mlp_no_samples_0_3,ml,1118,3354,1.3765170042517159,1.7036953190958453,-0.38316941788371395,0.021168753726893263,1.321685121616395,1.4348150276327882,-0.3458176014408312,-0.42147869078843603,-0.2678546233176498,0.48299319727891155,0.35476403823178015,0.5798515376458112
amplitude_atom,amp_mid,cnn1d_full,ml,1118,3354,1.379617869950652,1.7041990753414726,-0.34975389514603705,0.018783542039355994,1.311827480170796,1.4273462593696478,-0.342716735741895,-0.43456596820548493,-0.27639083327792574,0.4285714285714286,0.3284605911330049,0.5566330858960763
amplitude_atom,amp_mid,ridge_full,ml,1118,3354,1.395918330789828,1.6615325108097632,-0.6289544156703748,0.016398330351818723,1.3528063543706734,1.452832579963441,-0.3264162749027191,-0.3991083409086583,-0.2473465937684517,0.37414965986394555,0.2796182983682984,0.4905921207832035
amplitude_atom,amp_mid,cnn1d_no_samples_0_3,ml,1118,3354,1.4089991752107571,1.734821911117082,-0.38009305685536177,0.021168753726893263,1.3512136005391564,1.481685239216018,-0.3133354304817899,-0.40389355886796663,-0.24369154839368465,0.48299319727891155,0.3915453203542647,0.6121855381936487
amplitude_atom,amp_mid,cnn1d_only_samples_0_3,ml,1118,3354,1.4181313926914325,1.71946146563721,-0.23382030813274568,0.022361359570661897,1.3573775161554105,1.4961281230411807,-0.3042032130011145,-0.38707712146090295,-0.2257613755848301,0.5102040816326531,0.3995238095238095,0.6317343555739743
amplitude_atom,amp_mid,mlp_only_samples_0_3,ml,1118,3354,1.4192261590024065,1.7184088873780798,-0.09312317536506853,0.020274299344066785,1.3632026141498277,1.4858668405635864,-0.3031084466901406,-0.3894383610419823,-0.22492953768695254,0.4625850340136054,0.3332880434782609,0.5888690561188062
amplitude_atom,amp_mid,early_late_gated_only_samples_0_3,ml,1118,3354,1.4245218676434577,1.7266436571943244,-0.4487010381459271,0.01997614788312463,1.3642278043614946,1.4866063498130009,-0.29781273804908936,-0.3888898995003155,-0.22868797822137735,0.4557823129251701,0.33918964737793855,0.6048757928118392
amplitude_atom,amp_mid,ridge_no_samples_0_3,ml,1118,3354,1.4263230268593299,1.6822681698897388,-0.6340103301501365,0.018783542039355994,1.3812487541215255,1.5050075795955382,-0.29601157883321716,-0.3943561941204648,-0.200282911463402,0.4285714285714286,0.3033509841677364,0.5603389830508472
amplitude_atom,amp_mid,ridge_only_samples_0_3,ml,1118,3354,1.4306475859315937,1.724128428186191,-0.5723806906575177,0.017889087656529516,1.3873338635445671,1.4990142693691053,-0.29168701976095335,-0.3711159218389949,-0.18993229707811612,0.4081632653061224,0.30720444277108433,0.5343781931838673
amplitude_atom,amp_mid,ridge_run_family_control,run_family_control,1118,3354,1.4401938602971094,1.729856253352981,-0.5606290069333042,0.01997614788312463,1.3863121705178558,1.507594602693983,-0.28214074539543765,-0.35958774081620437,-0.19640316263170157,0.4557823129251701,0.3394589552238806,0.6077439024390244
amplitude_atom,amp_mid,early_late_gated_full,ml,1118,3354,1.4565255062675075,1.7493882680436692,-0.18565929233045253,0.022063208109719738,1.39548009957644,1.5220877039619127,-0.2658090994250395,-0.33393741823725687,-0.21004421162729434,0.5034013605442177,0.3999719101123595,0.6243926470588234
amplitude_atom,amp_mid,mlp_full,ml,1118,3354,1.5141930776220311,1.7744413530524337,-0.5191043844672087,0.024448419797257006,1.4515585543815124,1.5604343190688235,-0.2081415280705159,-0.3099405873046832,-0.13643621847922158,0.5578231292517006,0.4351525054466231,0.7419870967741934
amplitude_atom,amp_mid,early_late_gated_no_samples_0_3,ml,1118,3354,1.5293308466421758,1.78226128916538,-0.47992839037798873,0.025044722719141325,1.4605112761917227,1.581344226986006,-0.19300375905037126,-0.28933391925504126,-0.11648054514144367,0.5714285714285714,0.45549782731910066,0.7212028985507242
amplitude_atom,amp_mid,s02b_global_template_timewalk,traditional,1118,3354,1.722334605692547,2.0220000172584744,1.294396845448528,0.04382826475849732,1.658506970000636,1.7891119755612532,0.0,0.0,0.0,1.0,1.0,1.0
anomaly_atom,any_high_risk_atom,hgb_no_samples_0_3,ml,1856,5568,1.3800594247201845,2.101957545623979,-0.4957721725023987,0.024066091954022987,1.333826754880504,1.4183398778991783,-0.528363778231616,-0.5888618074984857,-0.4750729174217241,0.3671232876712328,0.2978477833939668,0.4334152517128388
anomaly_atom,any_high_risk_atom,hgb_full,ml,1856,5568,1.390916008544538,2.098540258155557,-0.5076218578831444,0.022988505747126436,1.3521572486299362,1.4305759496457682,-0.5175071944072624,-0.5662184812921705,-0.46153061255645206,0.35068493150684926,0.28264638704318934,0.4203493494171861
anomaly_atom,any_high_risk_atom,hgb_only_samples_0_3,ml,1856,5568,1.4407739466026157,2.1700131617174265,-0.5157920775814482,0.02819683908045977,1.406327125493362,1.4985027829129294,-0.46764925634918475,-0.5179297462953095,-0.4036554879797565,0.4301369863013698,0.3573462837837838,0.5030104813664596
anomaly_atom,any_high_risk_atom,hgb_run_family_control,run_family_control,1856,5568,1.46718765152909,2.2035313255140854,-0.5619992621239795,0.029094827586206896,1.4229782385224687,1.5288489040457027,-0.4412355514227104,-0.5037368218772739,-0.37820365488018876,0.4438356164383561,0.3751306094285221,0.5195151510488003
anomaly_atom,any_high_risk_atom,mlp_no_samples_0_3,ml,1856,5568,1.57621840503589,2.4277240906058557,-0.3087367595232031,0.035739942528735635,1.529160905663565,1.6179494440362268,-0.3322047979159104,-0.38281282907894915,-0.2753319646985269,0.5452054794520548,0.46605049208386823,0.6363235926085088
anomaly_atom,any_high_risk_atom,ridge_full,ml,1856,5568,1.5808607319994223,2.3172428488176697,-0.605534073080662,0.029992816091954023,1.5404239420721024,1.622029776307611,-0.3275624709523781,-0.383259115224745,-0.2753952512431052,0.4575342465753424,0.37938197602315005,0.5475396505105129
anomaly_atom,any_high_risk_atom,ridge_no_samples_0_3,ml,1856,5568,1.601385845757348,2.332962469892924,-0.6389136457145987,0.03178879310344827,1.5356958934206788,1.6387675393592795,-0.30703735719445246,-0.37546189078391456,-0.24873617207459175,0.484931506849315,0.4084507818875581,0.561688428186983
anomaly_atom,any_high_risk_atom,mlp_only_samples_0_3,ml,1856,5568,1.6423591335896286,2.4279175856394324,-0.16387013672217066,0.03771551724137931,1.5921182849931332,1.6802216573441802,-0.26606406936217186,-0.32541812172951534,-0.21632019713682668,0.5753424657534246,0.501206945950924,0.6695850897266049
anomaly_atom,any_high_risk_atom,cnn1d_no_samples_0_3,ml,1856,5568,1.6436043872817478,2.4323935104090717,-0.4317269033472577,0.03933189655172414,1.5990877697332586,1.686282182099332,-0.2648188156700526,-0.324596103221448,-0.21689190575948522,0.6,0.5217335533319141,0.6824544080165904
anomaly_atom,any_high_risk_atom,cnn1d_full,ml,1856,5568,1.6510514444310473,2.4151839140706755,-0.4059507076584694,0.03556034482758621,1.6061573021289342,1.6969816865766438,-0.2573717585207531,-0.32492372401738345,-0.20010753899823447,0.5424657534246575,0.4633451867982517,0.6211706803406282
anomaly_atom,any_high_risk_atom,cnn1d_only_samples_0_3,ml,1856,5568,1.651812182799072,2.4374610073986624,-0.3202585046628954,0.03915229885057471,1.6152136942035162,1.709448409198739,-0.2566110201527285,-0.3070774600874048,-0.19474854673922568,0.5972602739726026,0.5152267038891029,0.671360272376248
anomaly_atom,any_high_risk_atom,ridge_only_samples_0_3,ml,1856,5568,1.661876690011595,2.413982971547125,-0.6837495714432329,0.033764367816091954,1.6179749562145895,1.707675565288896,-0.24654651294020535,-0.3083040824198597,-0.1941138575310047,0.5150684931506849,0.4605838961685705,0.5730334282473319
anomaly_atom,any_high_risk_atom,ridge_run_family_control,run_family_control,1856,5568,1.6723117455945427,2.420105100053293,-0.7135394363006995,0.03358477011494253,1.6321864975100315,1.7298900796304089,-0.2361114573572578,-0.2904529734894881,-0.17322335892589788,0.5123287671232876,0.4347329394086775,0.6261355912340326
anomaly_atom,any_high_risk_atom,early_late_gated_only_samples_0_3,ml,1856,5568,1.6744903768921624,2.450803861397468,-0.5516959263390753,0.036458333333333336,1.6224673514613863,1.7215976133616915,-0.23393282605963805,-0.3114542514231675,-0.17346077509074193,0.5561643835616439,0.4690781690781692,0.649249203700895
anomaly_atom,any_high_risk_atom,early_late_gated_full,ml,1856,5568,1.706245582484557,2.464823228248988,-0.2917448658583446,0.03987068965517242,1.6556640077048392,1.748471716235247,-0.2021776204672434,-0.26521876258838795,-0.16009183749174694,0.6082191780821918,0.5240786029332665,0.7055398137216318
anomaly_atom,any_high_risk_atom,mlp_full,ml,1856,5568,1.7143915682693214,2.4873248317109296,-0.46661601729959656,0.040229885057471264,1.6613581542665767,1.7710860930697245,-0.19403163468247908,-0.2600777186285236,-0.13656670566229606,0.6136986301369862,0.5397251890625882,0.6884404544199848
anomaly_atom,any_high_risk_atom,early_late_gated_no_samples_0_3,ml,1856,5568,1.7906044168646962,2.4686916117771798,-0.5292334937903469,0.045079022988505746,1.7308662796304546,1.833161767716304,-0.11781878608710428,-0.18804499250426474,-0.055156404684631635,0.6876712328767123,0.5793639705882352,0.7931516384664811
anomaly_atom,any_high_risk_atom,s02b_global_template_timewalk,traditional,1856,5568,1.9084232029518005,2.6664632150657956,1.2150113326985945,0.06555316091954023,1.8640698732045575,1.9536279198541833,0.0,0.0,0.0,1.0,1.0,1.0
anomaly_atom,no_high_risk_atom,hgb_no_samples_0_3,ml,1331,3993,0.9827577323424956,1.2470177088394216,-0.6978770217343779,0.007262709742048585,0.9511934969377235,1.019648342134446,-0.610954624866771,-0.664878428705566,-0.5583353340185773,0.2283464566929134,0.16921534503631963,0.31417365726113927
anomaly_atom,no_high_risk_atom,hgb_full,ml,1331,3993,0.9931524683488451,1.2479037449629566,-0.702544359522939,0.0067618332081141996,0.9577726687553031,1.0422988650500649,-0.6005598888604216,-0.6557495079613848,-0.5437180280664429,0.21259842519685038,0.1330241935483871,0.3315424044734388
anomaly_atom,no_high_risk_atom,hgb_run_family_control,run_family_control,1331,3993,1.0326069067730466,1.2815767174683104,-0.7148355235054638,0.008264462809917356,1.0009379755716807,1.0749757030419644,-0.5611054504362201,-0.612664510545211,-0.4972536489720389,0.2598425196850394,0.16922297297297298,0.34659527559055114
anomaly_atom,no_high_risk_atom,hgb_only_samples_0_3,ml,1331,3993,1.0394164617417778,1.289918821030432,-0.6568608120206534,0.008514901076884547,0.989598246148465,1.0837576946364937,-0.5542958954674888,-0.6117207416186858,-0.4986097481099243,0.26771653543307083,0.1794392523364486,0.3654548006737786
anomaly_atom,no_high_risk_atom,cnn1d_full,ml,1331,3993,1.1456659652560925,1.3394614635888487,-0.3403261306272327,0.009767092411720512,1.111458658746088,1.1929579170551017,-0.4480463919531741,-0.5001515163259772,-0.3880461521243357,0.30708661417322836,0.2135119047619048,0.40569585907497074
anomaly_atom,no_high_risk_atom,cnn1d_only_samples_0_3,ml,1331,3993,1.1628271519001956,1.3477637144487484,-0.19278695411211544,0.010518407212622089,1.1288328952299083,1.2129367920324579,-0.43088520530907104,-0.47654001859431644,-0.36818499141039296,0.33070866141732286,0.22545916317511336,0.41359694857581913
anomaly_atom,no_high_risk_atom,mlp_no_samples_0_3,ml,1331,3993,1.1635226442836857,1.3658324937144193,-0.46098791084444457,0.010518407212622089,1.113470712269486,1.2053839972668179,-0.43018971292558095,-0.475746499521959,-0.3627067142167595,0.33070866141732286,0.2300159872102318,0.4760961642721604
anomaly_atom,no_high_risk_atom,mlp_only_samples_0_3,ml,1331,3993,1.1790570772157676,1.3662617645997865,-0.06362455280731183,0.010017530678687703,1.130834887989318,1.226673867784622,-0.41465527999349905,-0.46035271428951663,-0.35320159610707574,0.31496062992125984,0.2142857142857143,0.45919056811913955
anomaly_atom,no_high_risk_atom,early_late_gated_full,ml,1331,3993,1.191695395704624,1.3804376796020872,-0.23521462729691223,0.010518407212622089,1.1484370609829357,1.236162138652838,-0.4020169615046427,-0.45981513303643057,-0.35962047763577115,0.33070866141732286,0.22991155947422512,0.4924999999999999
anomaly_atom,no_high_risk_atom,early_late_gated_only_samples_0_3,ml,1331,3993,1.1997886291681312,1.3678197886985424,-0.35896850470316366,0.009767092411720512,1.1639277325345874,1.2596000129503906,-0.3939237280411354,-0.4412672990010959,-0.337740476765735,0.30708661417322836,0.20679660169915046,0.44865078320389623
anomaly_atom,no_high_risk_atom,cnn1d_no_samples_0_3,ml,1331,3993,1.2222359627903467,1.3884556972263697,-0.2949740134254881,0.013022789882294014,1.1655161386478892,1.2673793528171504,-0.3714763944189199,-0.4258710695014067,-0.30880796553311196,0.4094488188976378,0.28996728462377314,0.5345199568500537
anomaly_atom,no_high_risk_atom,ridge_only_samples_0_3,ml,1331,3993,1.2259595721295238,1.372852808814971,-0.5904708052468521,0.009015777610818933,1.1835493476457402,1.2644619793321399,-0.36775278507974285,-0.42084400993372467,-0.3145642058490985,0.28346456692913385,0.18379143323996266,0.4206453634085213
anomaly_atom,no_high_risk_atom,ridge_run_family_control,run_family_control,1331,3993,1.2281566905704897,1.3797281308013012,-0.5071884064624612,0.010017530678687703,1.1776788967520362,1.2655849033264004,-0.3655556666387769,-0.4272619296208016,-0.3059864839973184,0.31496062992125984,0.23249639843589215,0.445725178960473
anomaly_atom,no_high_risk_atom,ridge_full,ml,1331,3993,1.2315258817645955,1.3972195827354532,-0.6686920519122239,0.012021036814425245,1.1952131180734535,1.2735742322390766,-0.3621864754446711,-0.41542977661758457,-0.3080002819050286,0.37795275590551186,0.26821415373244645,0.48860439638111386
anomaly_atom,no_high_risk_atom,mlp_full,ml,1331,3993,1.2517748315522188,1.405295891932679,-0.6391878543225928,0.011770598547458051,1.2057580124721998,1.278557064521103,-0.3419375256570478,-0.40522369711028106,-0.2882401631247883,0.3700787401574803,0.25202541361077946,0.5210113622913954
anomaly_atom,no_high_risk_atom,ridge_no_samples_0_3,ml,1331,3993,1.2553595174640413,1.408681176787709,-0.5988679378658048,0.011269722013523666,1.1904858015492263,1.2931386039518025,-0.33835283974522534,-0.41367330191927165,-0.26380178255462855,0.3543307086614173,0.25316901408450704,0.5808115719406041
anomaly_atom,no_high_risk_atom,early_late_gated_no_samples_0_3,ml,1331,3993,1.306041566095121,1.430793627347417,-0.46025415312687556,0.012772351615326822,1.2668322158685716,1.341371114610004,-0.2876707911141456,-0.3404265996815024,-0.23973175631260782,0.4015748031496063,0.2833665780141844,0.5741928769657724
anomaly_atom,no_high_risk_atom,s02b_global_template_timewalk,traditional,1331,3993,1.5937123572092666,1.7369170781614092,1.4358997196292336,0.03180565990483346,1.5497234320076854,1.6357002102396228,0.0,0.0,0.0,1.0,1.0,1.0
baseline_atom,baseline_train_bulk,hgb_no_samples_0_3,ml,3187,9561,1.2082939188719442,1.7955884560476914,-0.5930087176516068,0.016630059617194853,1.1698309352199034,1.2429761179347292,-0.5517252196863993,-0.6075583108014022,-0.4960574101011656,0.33263598326359833,0.27692995122112674,0.38541859720294647
baseline_atom,baseline_train_bulk,hgb_full,ml,3187,9561,1.214319452511004,1.7934916093861077,-0.5987961988454984,0.015897918627758603,1.186092745937859,1.2416828691521957,-0.5456996860473395,-0.5860279786060784,-0.4973341242000053,0.3179916317991632,0.2652105263157895,0.37540543912175633
baseline_atom,baseline_train_bulk,hgb_only_samples_0_3,ml,3187,9561,1.2604656128048397,1.8542927987217992,-0.5865395090445418,0.019663215144859324,1.2352080546434312,1.2865997499320438,-0.49955352575350376,-0.5407972055574013,-0.45038078687372274,0.3933054393305439,0.33886736084696334,0.45621956078986986
baseline_atom,baseline_train_bulk,hgb_run_family_control,run_family_control,3187,9561,1.2706204201349482,1.8746704783567547,-0.6418565331749093,0.019663215144859324,1.2412646857146987,1.3050814044802428,-0.4893987184233952,-0.5391397490803209,-0.4462475087696971,0.3933054393305439,0.321529970166624,0.45178865546218483
