method,n,pid_auc,average_precision,balanced_accuracy,efficiency,purity,f1,brier,winner_score,pid_auc_ci95_low,pid_auc_ci95_high,average_precision_ci95_low,average_precision_ci95_high,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,efficiency_ci95_low,efficiency_ci95_high,purity_ci95_low,purity_ci95_high,f1_ci95_low,f1_ci95_high,brier_ci95_low,brier_ci95_high,winner_score_ci95_low,winner_score_ci95_high
gradient_boosted_trees,1396,0.9868367036954934,0.9855986803075125,0.9427900523001387,0.9596541786743515,0.9275766016713092,0.943342776203966,0.04277887293572861,0.06922099556424414,0.9851048739117358,0.9891208788286735,0.9826309489637789,0.9885513683740397,0.933734375444095,0.9512892070116835,0.947067159859639,0.9726236366837476,0.913790537766831,0.9412569639620162,0.9351669191771604,0.9517262152056502,0.037503399331126515,0.04781926352503562,0.05970385641761394,0.0795175672430895
ridge,1396,0.9750219627741241,0.9641552858027497,0.9235839142179201,0.9639769452449568,0.8908122503328895,0.9259515570934256,0.05961159802209333,0.09381678901019085,0.9702217103254799,0.9796205967610561,0.9509968005939032,0.9761581725546715,0.9135886685458712,0.9339919151473292,0.949438202247191,0.978616898002368,0.8702348993288591,0.912362947773686,0.9165388349461068,0.9360507826270643,0.055021480421985486,0.06404904196157593,0.08213971179093413,0.10505142685094312
hybrid_polynomial_residual_new,1396,0.9694347972445956,0.9589115549142398,0.9105991937404041,0.9351585014409222,0.8902606310013718,0.9121574139142656,0.0660832946926789,0.10897815020830608,0.9622129678371824,0.9755313389003096,0.9426084422087786,0.9718749231384224,0.8918487577770113,0.9275554742211003,0.9194686857126971,0.9508683818575127,0.8677788266969207,0.9119872513802426,0.894930164961148,0.9274371321857552,0.05755231548101603,0.0760652789584045,0.08975501576533897,0.1306328998585432
mlp,1396,0.9643997799617396,0.9557745028450836,0.897868995131243,0.9510086455331412,0.8582574772431729,0.9022556390977443,0.0711045599536676,0.12346716686099997,0.9524172167328097,0.973789368340611,0.9383700206841511,0.96939644452332,0.8782271529920169,0.9163850103412825,0.9405051729612265,0.962099677533351,0.8291023801970948,0.8854343849467718,0.8846994930457505,0.9184865574451624,0.061398702450729,0.08208806440594481,0.10163362630726355,0.1468298521084709
1d_cnn,1396,0.9441119239390134,0.9323107080554004,0.8793258454641739,0.946685878962536,0.8326996197718631,0.8860418071476737,0.08989446505357537,0.14873657840531856,0.9272053345967146,0.9578110929743855,0.9095539767667639,0.9514431808238497,0.861872518578323,0.8941445903528799,0.9333309659090909,0.9611405251773227,0.8076895043731779,0.855852393874782,0.8680726018998886,0.9024001623042499,0.07780706400320149,0.10310033705019203,0.12982524931283915,0.17043866881272454
traditional_deltae_depth_likelihood,1396,0.8451480742547025,0.7387717483920045,0.8363691223921772,0.9077809798270894,0.7924528301886793,0.8462055070517126,0.14509785332042563,0.21539053351245896,0.8204590030921103,0.8689911748838023,0.7043614187713076,0.7855640055838877,0.8159517922734681,0.8553222075546567,0.8895180223185639,0.9262304525194531,0.7701707813663098,0.8173642116044418,0.8305439264439265,0.8615416379903648,0.1316184817754771,0.1591439893396184,0.19088975838628458,0.2412920843231128
