event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio,pid_label,pid_truth_definition,pid_name,g4_entry,g4_primary_pdg,g4_primary_ekin_mev,g4_total_edep_mev,g4_dominant_edep_mev,g4_first_time_ns,g4_energy_weighted_time_ns,g4_n_sci_hits,g4_n_bstack_layers,g4_truth_stave,true_energy_proxy_adc,true_energy_mev,dedx_proxy,depth_index,shape_area_over_amp,truth_saturation_label,truth_pedestal_adc,truth_pileup_label,acquisition_run,source_file_id,acquisition_id,source_group,run_id,truth_row_id
train:50:11,train,50,B4,1,7.780612124580012,9.780612124580012,8000.0,8000.0,2.0,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,12257,2212,97.60953247967154,118.89210849570408,56.13846635706765,8.773788968455944,10.699324346959765,4,2,B2,16000.0,118.89210849570408,59.44605424785204,1.0,8.58805232094894,1,-736.6926099038615,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,11
train:50:12,train,50,B2,1,4.419157814949734,9.419157814949736,7999.999999999999,7999.999999999999,5.0,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,7398,2212,150.81628928625696,84.920411107252,38.6406502076487,7.232187570576011,7.8576254708627316,4,4,B8,16000.0,84.920411107252,21.230102776813,0.0,9.433363337381552,0,-440.71693155922736,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,12
train:50:13,train,50,B6,1,5.652946916011374,9.652946916011372,8000.0,8000.0,4.0,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,8786,2212,105.846799629513,95.04743033122782,39.92216997115335,8.579601364697114,10.410086309090978,4,2,B4,16000.0,95.04743033122782,47.52371516561391,2.0,8.077703246529454,1,-53.87862425122072,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,13
train:50:14,train,50,B4,1,7.010713737184162,11.010713737184162,7999.999999999999,7999.999999999999,4.0,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,14108,2212,119.52774564244446,64.86358467336792,64.86358467336792,14.40991209961133,14.40991209961133,1,1,B2,16000.0,64.86358467336792,64.86358467336792,1.0,7.56324153201008,1,-12.942619369913473,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,14
train:50:15,train,50,B8,1,4.062925535963891,10.062925535963892,8695.725793022004,2173.931448255501,6.0,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,2835,2212,112.20360424741082,43.478628965110026,43.478628965110026,13.418132265999574,13.418132265999576,1,1,B2,10869.657241277506,43.478628965110026,43.478628965110026,3.0,9.04971742377821,0,-31.36281706314324,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,15
train:50:16,train,50,B6,1,4.595459306225957,10.595459306225958,6576.5,1644.125,6.0,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,6273,2212,145.61248236220482,110.88447512955682,38.466822593219206,7.307457531075229,11.620881553341064,5,4,B2,16000.0,110.88447512955682,27.721118782389205,2.0,7.163273007620238,0,26.051583246836422,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,16
train:50:17,train,50,B8,1,4.641221292507323,5.141221292507323,7036.75,5277.5625,0.5,0.75,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,22526,2212,101.6241969693374,50.24053244467489,49.48526258007171,12.843550238884708,12.846044883566991,2,1,B2,12560.133111168723,50.24053244467489,50.24053244467489,3.0,8.222118963871583,0,61.08453107888885,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,17
train:50:18,train,50,B4,1,5.162565384920625,11.162565384920626,9142.857142857143,6857.142857142857,6.0,0.75,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,17707,2212,79.64866778907863,77.64195950773117,39.567396729445086,10.084018565929547,10.665335855682494,2,1,B2,16000.0,77.64195950773117,77.64195950773117,1.0,9.970726925587066,0,-249.0179153442855,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,18
train:50:19,train,50,B2,1,7.012760957019943,10.012760957019944,7996.457928923146,5997.34344669236,3.0,0.75,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,18392,2212,161.56583798782532,55.97520550246202,18.84486307609769,7.033491696078204,7.514346565863657,4,4,B8,13993.801375615503,55.97520550246202,13.993801375615504,0.0,10.270227301278512,1,-3985.9063943027904,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,19
train:50:20,train,50,B2,1,4.639795484978008,6.639795484978008,8000.0,8000.0,2.0,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,16862,2212,150.25300822610637,80.43934268522707,34.499968058915265,7.246711426831978,7.8663466393251875,4,4,B8,16000.0,80.43934268522707,20.10983567130677,0.0,8.546378303277963,1,-565.8988320822492,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,20
train:50:21,train,50,B4,1,4.042163442102585,9.042163442102584,9296.0,4648.0,5.0,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,28813,2212,93.50391237312012,61.75493300375466,61.75493300375466,12.197547077594011,12.197547077594011,1,1,B2,15438.733250938663,61.75493300375466,61.75493300375466,1.0,9.692388117272529,1,-531.4402659496659,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,21
train:50:22,train,50,B4,1,4.212383531192977,9.212383531192977,4464.227721700114,2232.113860850057,5.0,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,7562,2212,72.77886866258191,26.785366330200684,26.785366330200684,10.063574020100834,10.063574020100834,1,1,B2,6696.341582550171,26.785366330200684,26.785366330200684,1.0,10.124348769848424,0,220.34466849451184,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,22
train:50:23,train,50,B4,1,5.499115075608303,9.499115075608303,10666.666666666668,5333.333333333334,4.0,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,2403,2212,97.55856480196,125.85398707801266,59.70267016803954,8.773408941808855,10.590718062324916,3,2,B2,16000.0,125.85398707801266,62.92699353900633,1.0,10.686065973638124,1,-1736.601118396691,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,23
train:50:24,train,50,B8,1,6.366290152145467,8.366290152145467,12260.45820308224,3065.11455077056,2.0,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,26490,2212,165.4064689897219,61.30229101541121,21.61591184830128,6.986422071741066,7.501917091536533,4,4,B8,15325.5727538528,61.30229101541121,15.325572753852802,3.0,7.678779302448878,1,29.188958594797352,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,24
train:50:25,train,50,B8,1,6.431034799480015,11.431034799480017,5664.75,2832.375,5.0,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,29766,2212,156.20329642394643,52.29244561618713,12.056047508775055,7.147866491468156,7.430433304083554,9,2,B2,13073.111404046782,52.29244561618713,26.146222808093565,3.0,6.412467191100904,0,21.58511020062172,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,25
train:50:26,train,50,B4,1,9.719116359469414,11.219116359469414,8000.0,8000.0,1.5,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,16464,2212,106.07768610466684,103.51015802576264,47.28881878215483,8.727159123918744,10.39418819763594,3,2,B4,16000.0,103.51015802576264,51.75507901288132,1.0,7.620973719139332,1,-351.99758100964937,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,26
train:50:27,train,50,B6,1,4.374987934283059,8.374987934283059,8000.0,8000.0,4.0,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,22582,2212,93.99212578879012,87.54152297150827,62.59217120220983,9.065106078808464,11.24193242219622,2,1,B2,16000.0,87.54152297150827,87.54152297150827,2.0,8.462579736230694,1,47.58253624449964,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,27
train:50:28,train,50,B6,1,6.07460658282157,9.07460658282157,9957.5,2489.375,3.0,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,2765,2212,104.36133601968764,116.3443029802594,45.72529616265556,8.70124455938653,10.787114388203252,5,2,B4,16000.0,116.3443029802594,58.17215149012969,2.0,8.187036050304929,0,-88.28297221594617,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,28
train:50:29,train,50,B6,1,4.525649120935374,5.025649120935374,10493.195595572164,2623.298898893041,0.5,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,15821,2212,117.49060634487094,52.46597797786083,52.46597797786083,14.030205300021803,14.030205300021803,1,1,B2,13116.494494465209,52.46597797786083,52.46597797786083,2.0,9.205668222611568,1,-785.6078389190184,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,29
train:50:30,train,50,B6,1,4.048639124966892,6.048639124966892,7538.275630738452,1884.568907684613,2.0,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,734,2212,106.11664196192848,37.69137815369226,37.69137815369226,12.921821723179814,12.921821723179814,1,1,B2,9422.844538423064,37.69137815369226,37.69137815369226,2.0,7.9322296850415235,0,-33.61202673368751,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,30
train:50:31,train,50,B4,1,4.595342632156056,9.595342632156056,5732.316812132903,2866.158406066452,5.0,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,28611,2212,74.28005345992523,34.39390087279742,34.39390087279742,11.11109075888305,11.11109075888305,1,1,B2,8598.475218199354,34.39390087279742,34.39390087279742,1.0,8.92302753974105,0,-73.35192961037096,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,31
train:50:32,train,50,B2,1,7.278604004219744,11.278604004219744,8000.0,8000.0,4.0,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,6074,2212,153.87410906936356,88.41922425398354,42.8545155165641,7.173518518641291,7.809295708897653,4,4,B8,16000.0,88.41922425398354,22.10480606349589,0.0,9.586604506223187,1,-1960.8562879429903,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,32
train:50:33,train,50,B2,1,7.883060700360026,8.383060700360026,7977.903754999591,7977.903754999591,0.5,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,26869,2212,122.56379727338346,63.82323003999673,63.82323003999673,14.665075027336515,14.665075027336515,1,1,B2,15955.807509999182,63.82323003999673,63.82323003999673,0.0,9.728266353879478,1,-4070.783604057709,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,33
train:50:34,train,50,B8,1,9.659155363529267,10.159155363529267,11736.364267838131,2934.091066959533,0.5,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,3493,2212,90.60745140582922,58.681821339190655,58.681821339190655,11.999048908908993,11.999048908908993,1,1,B2,14670.455334797663,58.681821339190655,58.681821339190655,3.0,5.993039993812634,1,26.449676418475804,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,34
train:50:35,train,50,B6,1,4.570535697703044,7.570535697703044,9142.857142857143,6857.142857142857,3.0,0.75,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,16913,2212,144.56813497018246,112.6018924659152,43.020461356648255,7.3337858378526,11.621585104977983,5,4,B2,16000.0,112.6018924659152,28.1504731164788,2.0,8.958843260895966,1,-36.36242979019096,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,35
train:50:36,train,50,B8,1,6.876532005129561,7.626532005129561,10659.25,2664.8125,0.75,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,9111,2212,78.90825951273393,71.52666630539049,37.67200638012359,10.379323810683308,10.856666243809784,2,1,B2,16000.0,71.52666630539049,71.52666630539049,3.0,3.966175854485124,1,-31.633207067524516,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,36
train:50:37,train,50,B6,1,8.946925568702216,10.946925568702216,8000.0,8000.0,2.0,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,945,2212,151.04766728967385,83.88532007799452,37.78882763037223,7.231757549661903,7.855083014885375,4,4,B8,16000.0,83.88532007799452,20.97133001949863,2.0,8.46077898379195,1,-902.0382642545684,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,37
train:50:38,train,50,B6,1,7.856273424088746,8.856273424088746,8102.5,6076.875,1.0,0.75,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,15720,2212,56.65334017515458,61.18546722090454,37.8169270194981,10.33876896331608,10.59452914148152,2,2,B4,15296.366805226136,61.18546722090454,30.59273361045227,2.0,8.901263199754473,1,-631.2931180709321,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,38
train:50:39,train,50,B8,1,7.714257778267429,8.714257778267429,5664.75,1416.1875,1.0,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,1062,2212,159.20637783560954,76.87560461229995,33.65891909314531,7.079699320967521,7.6772002474226815,5,4,B8,16000.0,76.87560461229995,19.218901153074988,3.0,0.8476995490110076,0,-35.00518413055488,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,39
train:50:40,train,50,B4,1,4.382491630017669,4.882491630017669,8000.0,8000.0,0.5,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,27447,2212,108.65899884767678,77.5309921420556,39.51239340515358,8.439225409057485,10.917669271055065,3,2,B2,16000.0,77.5309921420556,38.7654960710278,1.0,11.017885714786168,1,-712.114880857737,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,40
train:50:41,train,50,B8,1,7.311132481460557,11.311132481460556,11492.25,2873.0625,4.0,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,14476,2212,148.35245146704003,70.43128256794775,21.588397183988288,7.271666638821089,7.822881128069367,4,4,B8,16000.0,70.43128256794775,17.607820641986937,3.0,8.349962165338493,0,-43.58214728654042,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,41
train:50:42,train,50,B8,1,4.687182659570858,5.187182659570858,10666.666666666666,5333.333333333333,0.5,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,4368,2212,86.01075618966699,90.4010419442792,46.48200334747855,9.683088969048836,10.718261196012817,2,1,B2,16000.0,90.4010419442792,90.4010419442792,3.0,8.52005817032815,1,-33.959350843977376,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,42
train:50:43,train,50,B4,1,10.154039157739112,10.654039157739112,7931.454509000578,7931.454509000578,0.5,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,10795,2212,120.81088504796274,63.45163607200461,63.26880943286792,14.651399763094368,14.65181168946307,2,1,B2,15862.909018001154,63.45163607200461,63.45163607200461,1.0,8.629290022070812,1,-1826.2102407654208,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,43
train:50:44,train,50,B2,1,5.228403567101294,11.228403567101294,8000.0,8000.0,6.0,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,27384,2212,121.96318929393,66.44217910024973,66.44217910024973,14.401774803871003,14.401774803871003,1,1,B2,16000.0,66.44217910024973,66.44217910024973,0.0,9.49155852633668,0,-1210.1856063132027,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,44
train:50:45,train,50,B6,1,6.342187361432638,7.092187361432638,9296.154459549922,4648.077229774961,0.75,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,11024,2212,164.95854543462136,55.77692675729952,18.750739096954295,6.983888212278566,7.46123633143313,4,4,B8,13944.23168932488,55.77692675729952,13.94423168932488,2.0,8.403610794617043,0,58.054380074938905,1,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,45
train:50:46,train,50,B4,0,5.44374063541008,,9458.75,0.0,,0.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,29947,2212,68.01027642133499,128.63688728222405,61.36188647473018,10.651008718252545,11.025201908464574,3,2,B4,16000.0,128.63688728222405,64.31844364111203,1.0,8.380500151944117,0,-258.68108920057807,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,46
train:50:47,train,50,B6,0,9.17136692327323,,8380.75,0.0,,0.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,27635,2212,55.89009783306057,62.49772284610121,40.53441371767977,10.391014902497108,10.658419090790984,2,2,B4,15624.430711525303,62.49772284610121,31.24886142305061,2.0,6.527759639732049,0,-40.90045291845778,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,47
train:50:48,train,50,B2,0,5.748710612532023,,14129.428764270577,0.0,,0.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,19882,2212,161.34394337899718,56.51771505708231,19.55923980006889,7.014966695726121,7.507315165390864,4,4,B8,14129.42876427058,56.51771505708231,14.129428764270578,0.0,8.273154917778719,1,-768.1071801401608,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,48
train:50:49,train,50,B8,0,4.635137916301316,,6326.25,0.0,,0.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,26629,2212,143.9088573785691,51.34542196717612,22.624073754118008,7.343310867989778,7.70395787883452,3,3,B6,12836.355491794033,51.34542196717612,17.115140655725373,3.0,6.816354346900216,0,14.496571325706682,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,49
train:50:50,train,50,B4,0,5.242882161040541,,7810.25,0.0,,0.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,15415,2212,85.51270080237391,86.84885553567946,44.90511210890484,9.48575633857683,10.589640039104422,3,1,B2,16000.0,86.84885553567946,86.84885553567946,1.0,10.010467060996264,0,-923.8716017962802,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,50
train:50:51,train,50,B8,0,11.25630028498503,,12692.75,0.0,,0.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,24783,2212,157.37433902202395,71.33455237394952,29.529237403833715,7.101545510187616,7.672995506520774,4,4,B8,16000.0,71.33455237394952,17.83363809348738,3.0,5.16195961031544,0,24.39140463647729,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,51
train:50:52,train,50,B8,0,4.318066015394333,,7736.75,0.0,,0.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,9768,2212,100.70178719975972,114.83256544823216,50.10132573226672,8.791993857225185,10.55484483049162,6,1,B2,16000.0,114.83256544823216,114.83256544823216,3.0,7.357634258449736,0,-25.375876852489725,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,52
train:50:53,train,50,B4,0,7.923285853408414,,12738.25,0.0,,0.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,24446,2212,92.36850665310436,89.19155007885539,60.92601229576482,9.16422189917782,11.277346567413884,3,1,B2,16000.0,89.19155007885539,89.19155007885539,1.0,7.830051336144408,0,20.383434572029127,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,53
train:50:54,train,50,B8,0,7.987509820701184,,8471.75,0.0,,0.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,1661,2212,110.19063319290404,62.33418868474247,26.835781216409487,13.08313575558912,13.17982597652305,5,1,B2,15583.547171185615,62.33418868474247,62.33418868474247,3.0,7.0237852556810765,0,25.376318895810957,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,54
train:50:55,train,50,B4,0,10.176461853256122,,5647.25,0.0,,0.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,1295,2212,73.41989217258828,58.97687648232446,33.14357354947155,9.99235473987432,10.531064630043916,2,1,B2,14744.219120581114,58.97687648232446,58.97687648232446,1.0,4.557683229667146,0,-354.1667514948809,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,55
train:50:56,train,50,B6,0,10.430911613825952,,12570.456309203855,0.0,,0.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,23252,2212,88.20754344402911,50.28182523681542,50.28182523681542,11.82667132264492,11.826671322644918,1,1,B2,12570.456309203855,50.28182523681542,50.28182523681542,2.0,5.934294171525082,0,-47.13422819670846,0,50,hrdb_run_0050,hrdb_run_0050,raw_b_stack_run_0050,hrdb_run_0050,56
