ablation,method,winner_score,leading_edge_time_sigma68_ns,secondary_pulse_delay_sigma68_ns,energy_proxy_distortion_sigma68,pileup_miss_rate,false_split_rate
nominal_full_window,template_residual_boosted_stack_new,1.7903333247427795,5.157640766851037,10.017320959200052,0.06847155743228198,0.33055555555555555,0.14722222222222223
nominal_full_window,gradient_boosted_trees,1.8860350064286266,5.004447650632709,10.545098026345812,0.07313521739302617,0.32222222222222224,0.14444444444444443
nominal_full_window,ridge,2.259466381086791,7.227843101741566,15.018119615856566,0.06767503182453458,0.28888888888888886,0.18333333333333332
nominal_full_window,1d_cnn,2.5333179499085707,7.687407674586826,16.01618766784668,0.08449533283240493,0.37222222222222223,0.1638888888888889
nominal_full_window,mlp,2.6129476779411025,8.997258271588848,14.128715158463045,0.1052204845611164,0.3277777777777778,0.175
nominal_full_window,two_pulse_template_cfd_baseline,2.6357653823359186,6.157358153925898,17.499999999999996,0.08897575663944289,0.5666666666666667,0.18333333333333332
nominal_full_window,tiny_sequence_transformer,3.3070143137430312,11.500265645525584,17.553902339935295,0.12976651343219078,0.29444444444444445,0.225
nominal_full_window,causal_window_transformer_new,3.8806020416855653,13.040735941685933,25.622065258026126,0.11481379289771287,0.45,0.10277777777777777
masked_late_pulse_window,gradient_boosted_trees,1.854387105038049,5.131770598806023,9.816101451074033,0.07580612703565462,0.31666666666666665,0.16944444444444445
masked_late_pulse_window,template_residual_boosted_stack_new,1.906554110989076,5.490265887251882,9.597760785013989,0.08620272365850268,0.32222222222222224,0.1527777777777778
masked_late_pulse_window,ridge,2.226573996492114,7.062522784929479,13.029395430222978,0.0772604883121451,0.30277777777777776,0.14444444444444443
masked_late_pulse_window,1d_cnn,2.8244903397620638,8.774662253539141,15.402228736877436,0.0973228877972177,0.38055555555555554,0.20555555555555555
masked_late_pulse_window,mlp,3.0098536954460853,10.63912495535078,14.566820729612504,0.14611036420595083,0.3277777777777778,0.175
masked_late_pulse_window,two_pulse_template_cfd_baseline,3.514287236070194,5.799043369103882,20.0,0.13824906574844203,0.7972222222222223,0.058333333333333334
masked_late_pulse_window,causal_window_transformer_new,3.818927848273848,11.472327417494855,19.446652507781984,0.18401809471104535,0.325,0.24444444444444444
masked_late_pulse_window,tiny_sequence_transformer,3.821177564175059,12.921280469402685,19.65676975250244,0.1446091243405092,0.4,0.18888888888888888
