fold_name,stave,amp_bin,rise_bin,tail_bin,n_train,source
holdout_sample_i,B4,0,2,2,25,amp_fallback
holdout_sample_i,B4,1,0,0,77,handle_cell
holdout_sample_i,B4,1,0,1,2,amp_fallback
holdout_sample_i,B4,1,0,2,8,amp_fallback
holdout_sample_i,B4,1,1,0,14,amp_fallback
holdout_sample_i,B4,1,1,1,17,amp_fallback
holdout_sample_i,B4,1,1,2,21,amp_fallback
holdout_sample_i,B4,1,2,0,57,handle_cell
holdout_sample_i,B4,1,2,1,58,handle_cell
holdout_sample_i,B4,1,2,2,74,handle_cell
holdout_sample_i,B4,2,0,0,88,handle_cell
holdout_sample_i,B4,2,0,1,3,amp_fallback
holdout_sample_i,B4,2,0,2,19,amp_fallback
holdout_sample_i,B4,2,1,0,74,handle_cell
holdout_sample_i,B4,2,1,1,32,amp_fallback
holdout_sample_i,B4,2,1,2,124,handle_cell
holdout_sample_i,B4,2,2,0,78,handle_cell
holdout_sample_i,B4,2,2,1,112,handle_cell
holdout_sample_i,B4,2,2,2,115,handle_cell
holdout_sample_i,B4,3,0,0,37,amp_fallback
holdout_sample_i,B4,3,0,1,29,amp_fallback
holdout_sample_i,B4,3,0,2,122,handle_cell
holdout_sample_i,B4,3,1,0,37,amp_fallback
holdout_sample_i,B4,3,1,1,33,amp_fallback
holdout_sample_i,B4,3,1,2,167,handle_cell
holdout_sample_i,B4,3,2,0,0,amp_fallback
holdout_sample_i,B4,3,2,1,2,amp_fallback
holdout_sample_i,B4,3,2,2,3,amp_fallback
holdout_sample_i,B4,4,0,0,3,amp_fallback
holdout_sample_i,B4,4,0,1,20,amp_fallback
holdout_sample_i,B4,4,0,2,42,amp_fallback
holdout_sample_i,B4,4,1,0,2,amp_fallback
holdout_sample_i,B4,4,1,1,4,amp_fallback
holdout_sample_i,B4,4,1,2,17,amp_fallback
holdout_sample_i,B4,4,2,0,0,amp_fallback
holdout_sample_i,B4,4,2,1,2,amp_fallback
holdout_sample_i,B4,4,2,2,3,amp_fallback
holdout_sample_i,B4,5,0,0,2,amp_fallback
holdout_sample_i,B4,5,0,1,3,amp_fallback
holdout_sample_i,B4,5,0,2,0,amp_fallback
holdout_sample_i,B4,5,1,0,2,amp_fallback
holdout_sample_i,B4,5,1,1,0,amp_fallback
holdout_sample_i,B4,5,1,2,0,amp_fallback
holdout_sample_i,B4,5,2,0,0,amp_fallback
holdout_sample_i,B4,5,2,1,0,amp_fallback
holdout_sample_i,B4,5,2,2,0,amp_fallback
holdout_sample_i,B4,6,0,0,0,amp_fallback
holdout_sample_i,B4,6,0,1,0,amp_fallback
holdout_sample_i,B4,6,0,2,0,amp_fallback
holdout_sample_i,B4,6,1,0,0,amp_fallback
holdout_sample_i,B4,6,1,1,0,amp_fallback
holdout_sample_i,B4,6,1,2,0,amp_fallback
holdout_sample_i,B4,6,2,0,0,amp_fallback
holdout_sample_i,B4,6,2,1,0,amp_fallback
holdout_sample_i,B4,6,2,2,0,amp_fallback
holdout_sample_i,B4,7,0,0,0,amp_fallback
holdout_sample_i,B4,7,0,1,0,amp_fallback
holdout_sample_i,B4,7,0,2,0,amp_fallback
holdout_sample_i,B4,7,1,0,0,amp_fallback
holdout_sample_i,B4,7,1,1,0,amp_fallback
holdout_sample_i,B4,7,1,2,0,amp_fallback
holdout_sample_i,B4,7,2,0,0,amp_fallback
holdout_sample_i,B4,7,2,1,0,amp_fallback
holdout_sample_i,B4,7,2,2,0,amp_fallback
holdout_sample_i,B6,0,0,0,35,amp_fallback
holdout_sample_i,B6,0,0,1,1,amp_fallback
holdout_sample_i,B6,0,0,2,5,amp_fallback
holdout_sample_i,B6,0,1,0,10,amp_fallback
holdout_sample_i,B6,0,1,1,3,amp_fallback
holdout_sample_i,B6,0,1,2,10,amp_fallback
holdout_sample_i,B6,0,2,0,16,amp_fallback
holdout_sample_i,B6,0,2,1,4,amp_fallback
holdout_sample_i,B6,0,2,2,25,amp_fallback
holdout_sample_i,B6,1,0,0,36,amp_fallback
holdout_sample_i,B6,1,0,1,3,amp_fallback
holdout_sample_i,B6,1,0,2,5,amp_fallback
holdout_sample_i,B6,1,1,0,12,amp_fallback
holdout_sample_i,B6,1,1,1,10,amp_fallback
holdout_sample_i,B6,1,1,2,15,amp_fallback
holdout_sample_i,B6,1,2,0,28,amp_fallback
holdout_sample_i,B6,1,2,1,12,amp_fallback
holdout_sample_i,B6,1,2,2,66,handle_cell
holdout_sample_i,B6,2,0,0,24,amp_fallback
holdout_sample_i,B6,2,0,1,2,amp_fallback
holdout_sample_i,B6,2,0,2,10,amp_fallback
holdout_sample_i,B6,2,1,0,30,amp_fallback
holdout_sample_i,B6,2,1,1,15,amp_fallback
holdout_sample_i,B6,2,1,2,74,handle_cell
holdout_sample_i,B6,2,2,0,30,amp_fallback
holdout_sample_i,B6,2,2,1,18,amp_fallback
holdout_sample_i,B6,2,2,2,85,handle_cell
holdout_sample_i,B6,3,0,0,18,amp_fallback
holdout_sample_i,B6,3,0,1,2,amp_fallback
holdout_sample_i,B6,3,0,2,35,amp_fallback
holdout_sample_i,B6,3,1,0,19,amp_fallback
holdout_sample_i,B6,3,1,1,11,amp_fallback
holdout_sample_i,B6,3,1,2,76,handle_cell
holdout_sample_i,B6,3,2,0,0,amp_fallback
holdout_sample_i,B6,3,2,1,1,amp_fallback
holdout_sample_i,B6,3,2,2,3,amp_fallback
holdout_sample_i,B6,4,0,0,0,amp_fallback
holdout_sample_i,B6,4,0,1,1,amp_fallback
holdout_sample_i,B6,4,0,2,7,amp_fallback
holdout_sample_i,B6,4,1,0,0,amp_fallback
holdout_sample_i,B6,4,1,1,0,amp_fallback
holdout_sample_i,B6,4,1,2,4,amp_fallback
holdout_sample_i,B6,4,2,0,0,amp_fallback
holdout_sample_i,B6,4,2,1,1,amp_fallback
holdout_sample_i,B6,4,2,2,1,amp_fallback
holdout_sample_i,B6,5,0,0,0,amp_fallback
holdout_sample_i,B6,5,0,1,0,amp_fallback
holdout_sample_i,B6,5,0,2,0,amp_fallback
holdout_sample_i,B6,5,1,0,0,amp_fallback
holdout_sample_i,B6,5,1,1,0,amp_fallback
holdout_sample_i,B6,5,1,2,0,amp_fallback
holdout_sample_i,B6,5,2,0,0,amp_fallback
holdout_sample_i,B6,5,2,1,0,amp_fallback
holdout_sample_i,B6,5,2,2,0,amp_fallback
holdout_sample_i,B6,6,0,0,0,amp_fallback
holdout_sample_i,B6,6,0,1,0,amp_fallback
holdout_sample_i,B6,6,0,2,0,amp_fallback
holdout_sample_i,B6,6,1,0,0,amp_fallback
holdout_sample_i,B6,6,1,1,0,amp_fallback
holdout_sample_i,B6,6,1,2,0,amp_fallback
holdout_sample_i,B6,6,2,0,0,amp_fallback
holdout_sample_i,B6,6,2,1,0,amp_fallback
holdout_sample_i,B6,6,2,2,0,amp_fallback
holdout_sample_i,B6,7,0,0,0,amp_fallback
holdout_sample_i,B6,7,0,1,0,amp_fallback
holdout_sample_i,B6,7,0,2,0,amp_fallback
holdout_sample_i,B6,7,1,0,0,amp_fallback
holdout_sample_i,B6,7,1,1,0,amp_fallback
holdout_sample_i,B6,7,1,2,0,amp_fallback
holdout_sample_i,B6,7,2,0,0,amp_fallback
holdout_sample_i,B6,7,2,1,0,amp_fallback
holdout_sample_i,B6,7,2,2,0,amp_fallback
holdout_sample_i,B8,0,0,0,5,amp_fallback
holdout_sample_i,B8,0,0,1,0,amp_fallback
holdout_sample_i,B8,0,0,2,3,amp_fallback
holdout_sample_i,B8,0,1,0,2,amp_fallback
holdout_sample_i,B8,0,1,1,1,amp_fallback
holdout_sample_i,B8,0,1,2,3,amp_fallback
holdout_sample_i,B8,0,2,0,2,amp_fallback
holdout_sample_i,B8,0,2,1,0,amp_fallback
holdout_sample_i,B8,0,2,2,8,amp_fallback
holdout_sample_i,B8,1,0,0,11,amp_fallback
holdout_sample_i,B8,1,0,1,0,amp_fallback
holdout_sample_i,B8,1,0,2,4,amp_fallback
holdout_sample_i,B8,1,1,0,3,amp_fallback
holdout_sample_i,B8,1,1,1,2,amp_fallback
holdout_sample_i,B8,1,1,2,5,amp_fallback
holdout_sample_i,B8,1,2,0,7,amp_fallback
holdout_sample_i,B8,1,2,1,2,amp_fallback
holdout_sample_i,B8,1,2,2,11,amp_fallback
holdout_sample_i,B8,2,0,0,9,amp_fallback
holdout_sample_i,B8,2,0,1,0,amp_fallback
holdout_sample_i,B8,2,0,2,5,amp_fallback
holdout_sample_i,B8,2,1,0,11,amp_fallback
holdout_sample_i,B8,2,1,1,7,amp_fallback
holdout_sample_i,B8,2,1,2,22,amp_fallback
holdout_sample_i,B8,2,2,0,9,amp_fallback
holdout_sample_i,B8,2,2,1,8,amp_fallback
holdout_sample_i,B8,2,2,2,35,amp_fallback
holdout_sample_i,B8,3,0,0,10,amp_fallback
holdout_sample_i,B8,3,0,1,3,amp_fallback
holdout_sample_i,B8,3,0,2,26,amp_fallback
holdout_sample_i,B8,3,1,0,4,amp_fallback
holdout_sample_i,B8,3,1,1,3,amp_fallback
holdout_sample_i,B8,3,1,2,36,amp_fallback
holdout_sample_i,B8,3,2,0,0,amp_fallback
holdout_sample_i,B8,3,2,1,0,amp_fallback
holdout_sample_i,B8,3,2,2,3,amp_fallback
holdout_sample_i,B8,4,0,0,0,amp_fallback
holdout_sample_i,B8,4,0,1,0,amp_fallback
holdout_sample_i,B8,4,0,2,10,amp_fallback
holdout_sample_i,B8,4,1,0,0,amp_fallback
holdout_sample_i,B8,4,1,1,0,amp_fallback
holdout_sample_i,B8,4,1,2,0,amp_fallback
holdout_sample_i,B8,4,2,0,0,amp_fallback
holdout_sample_i,B8,4,2,1,0,amp_fallback
holdout_sample_i,B8,4,2,2,0,amp_fallback
holdout_sample_i,B8,5,0,0,0,amp_fallback
holdout_sample_i,B8,5,0,1,0,amp_fallback
holdout_sample_i,B8,5,0,2,1,amp_fallback
holdout_sample_i,B8,5,1,0,0,amp_fallback
holdout_sample_i,B8,5,1,1,0,amp_fallback
holdout_sample_i,B8,5,1,2,0,amp_fallback
holdout_sample_i,B8,5,2,0,0,amp_fallback
holdout_sample_i,B8,5,2,1,0,amp_fallback
holdout_sample_i,B8,5,2,2,0,amp_fallback
holdout_sample_i,B8,6,0,0,0,amp_fallback
holdout_sample_i,B8,6,0,1,0,amp_fallback
holdout_sample_i,B8,6,0,2,0,amp_fallback
holdout_sample_i,B8,6,1,0,0,amp_fallback
holdout_sample_i,B8,6,1,1,0,amp_fallback
holdout_sample_i,B8,6,1,2,0,amp_fallback
holdout_sample_i,B8,6,2,0,0,amp_fallback
holdout_sample_i,B8,6,2,1,0,amp_fallback
holdout_sample_i,B8,6,2,2,0,amp_fallback
holdout_sample_i,B8,7,0,0,0,amp_fallback
holdout_sample_i,B8,7,0,1,0,amp_fallback
holdout_sample_i,B8,7,0,2,0,amp_fallback
holdout_sample_i,B8,7,1,0,0,amp_fallback
holdout_sample_i,B8,7,1,1,0,amp_fallback
holdout_sample_i,B8,7,1,2,0,amp_fallback
holdout_sample_i,B8,7,2,0,0,amp_fallback
holdout_sample_i,B8,7,2,1,0,amp_fallback
holdout_sample_i,B8,7,2,2,0,amp_fallback
holdout_sample_ii,B2,0,0,0,2527,handle_cell
holdout_sample_ii,B2,0,0,1,1,amp_fallback
holdout_sample_ii,B2,0,0,2,44,amp_fallback
holdout_sample_ii,B2,0,1,0,1815,handle_cell
holdout_sample_ii,B2,0,1,1,44,amp_fallback
holdout_sample_ii,B2,0,1,2,54,handle_cell
holdout_sample_ii,B2,0,2,0,4118,handle_cell
holdout_sample_ii,B2,0,2,1,609,handle_cell
holdout_sample_ii,B2,0,2,2,386,handle_cell
holdout_sample_ii,B2,1,0,0,2040,handle_cell
holdout_sample_ii,B2,1,0,1,0,amp_fallback
holdout_sample_ii,B2,1,0,2,42,amp_fallback
holdout_sample_ii,B2,1,1,0,1516,handle_cell
holdout_sample_ii,B2,1,1,1,30,amp_fallback
holdout_sample_ii,B2,1,1,2,86,handle_cell
holdout_sample_ii,B2,1,2,0,5748,handle_cell
holdout_sample_ii,B2,1,2,1,1095,handle_cell
holdout_sample_ii,B2,1,2,2,759,handle_cell
holdout_sample_ii,B2,2,0,0,2176,handle_cell
holdout_sample_ii,B2,2,0,1,15,amp_fallback
holdout_sample_ii,B2,2,0,2,62,handle_cell
holdout_sample_ii,B2,2,1,0,955,handle_cell
holdout_sample_ii,B2,2,1,1,19,amp_fallback
holdout_sample_ii,B2,2,1,2,122,handle_cell
holdout_sample_ii,B2,2,2,0,11420,handle_cell
holdout_sample_ii,B2,2,2,1,2442,handle_cell
holdout_sample_ii,B2,2,2,2,2220,handle_cell
holdout_sample_ii,B2,3,0,0,3169,handle_cell
holdout_sample_ii,B2,3,0,1,369,handle_cell
holdout_sample_ii,B2,3,0,2,2405,handle_cell
holdout_sample_ii,B2,3,1,0,3124,handle_cell
holdout_sample_ii,B2,3,1,1,3152,handle_cell
holdout_sample_ii,B2,3,1,2,6186,handle_cell
holdout_sample_ii,B2,3,2,0,6951,handle_cell
holdout_sample_ii,B2,3,2,1,5517,handle_cell
holdout_sample_ii,B2,3,2,2,8200,handle_cell
holdout_sample_ii,B2,4,0,0,3575,handle_cell
holdout_sample_ii,B2,4,0,1,3485,handle_cell
holdout_sample_ii,B2,4,0,2,20376,handle_cell
holdout_sample_ii,B2,4,1,0,1686,handle_cell
holdout_sample_ii,B2,4,1,1,13066,handle_cell
holdout_sample_ii,B2,4,1,2,17743,handle_cell
holdout_sample_ii,B2,4,2,0,674,handle_cell
holdout_sample_ii,B2,4,2,1,8350,handle_cell
holdout_sample_ii,B2,4,2,2,5038,handle_cell
holdout_sample_ii,B2,5,0,0,15001,handle_cell
holdout_sample_ii,B2,5,0,1,17504,handle_cell
holdout_sample_ii,B2,5,0,2,7282,handle_cell
holdout_sample_ii,B2,5,1,0,9124,handle_cell
holdout_sample_ii,B2,5,1,1,18907,handle_cell
holdout_sample_ii,B2,5,1,2,4755,handle_cell
holdout_sample_ii,B2,5,2,0,3339,handle_cell
holdout_sample_ii,B2,5,2,1,7496,handle_cell
holdout_sample_ii,B2,5,2,2,1053,handle_cell
holdout_sample_ii,B2,6,0,0,1,amp_fallback
holdout_sample_ii,B2,6,0,1,9,amp_fallback
holdout_sample_ii,B2,6,0,2,0,amp_fallback
holdout_sample_ii,B2,6,1,0,0,amp_fallback
holdout_sample_ii,B2,6,1,1,0,amp_fallback
holdout_sample_ii,B2,6,1,2,0,amp_fallback
holdout_sample_ii,B2,6,2,0,0,amp_fallback
holdout_sample_ii,B2,6,2,1,0,amp_fallback
holdout_sample_ii,B2,6,2,2,0,amp_fallback
holdout_sample_ii,B2,7,0,0,0,amp_fallback
holdout_sample_ii,B2,7,0,1,0,amp_fallback
holdout_sample_ii,B2,7,0,2,0,amp_fallback
holdout_sample_ii,B2,7,1,0,0,amp_fallback
holdout_sample_ii,B2,7,1,1,0,amp_fallback
holdout_sample_ii,B2,7,1,2,0,amp_fallback
holdout_sample_ii,B2,7,2,0,0,amp_fallback
holdout_sample_ii,B2,7,2,1,0,amp_fallback
holdout_sample_ii,B2,7,2,2,0,amp_fallback
holdout_sample_ii,B4,0,0,0,188,handle_cell
holdout_sample_ii,B4,0,0,1,0,amp_fallback
holdout_sample_ii,B4,0,0,2,49,amp_fallback
holdout_sample_ii,B4,0,1,0,118,handle_cell
holdout_sample_ii,B4,0,1,1,0,amp_fallback
holdout_sample_ii,B4,0,1,2,33,amp_fallback
holdout_sample_ii,B4,0,2,0,183,handle_cell
holdout_sample_ii,B4,0,2,1,13,amp_fallback
holdout_sample_ii,B4,0,2,2,140,handle_cell
holdout_sample_ii,B4,1,0,0,164,handle_cell
holdout_sample_ii,B4,1,0,1,0,amp_fallback
holdout_sample_ii,B4,1,0,2,16,amp_fallback
holdout_sample_ii,B4,1,1,0,48,amp_fallback
holdout_sample_ii,B4,1,1,1,0,amp_fallback
holdout_sample_ii,B4,1,1,2,54,handle_cell
holdout_sample_ii,B4,1,2,0,236,handle_cell
holdout_sample_ii,B4,1,2,1,32,amp_fallback
holdout_sample_ii,B4,1,2,2,314,handle_cell
holdout_sample_ii,B4,2,0,0,201,handle_cell
holdout_sample_ii,B4,2,0,1,0,amp_fallback
holdout_sample_ii,B4,2,0,2,29,amp_fallback
holdout_sample_ii,B4,2,1,0,71,handle_cell
holdout_sample_ii,B4,2,1,1,10,amp_fallback
holdout_sample_ii,B4,2,1,2,108,handle_cell
holdout_sample_ii,B4,2,2,0,669,handle_cell
holdout_sample_ii,B4,2,2,1,112,handle_cell
holdout_sample_ii,B4,2,2,2,1034,handle_cell
holdout_sample_ii,B4,3,0,0,165,handle_cell
holdout_sample_ii,B4,3,0,1,28,amp_fallback
holdout_sample_ii,B4,3,0,2,187,handle_cell
holdout_sample_ii,B4,3,1,0,194,handle_cell
holdout_sample_ii,B4,3,1,1,66,handle_cell
holdout_sample_ii,B4,3,1,2,543,handle_cell
holdout_sample_ii,B4,3,2,0,250,handle_cell
holdout_sample_ii,B4,3,2,1,107,handle_cell
holdout_sample_ii,B4,3,2,2,704,handle_cell
holdout_sample_ii,B4,4,0,0,43,amp_fallback
holdout_sample_ii,B4,4,0,1,51,handle_cell
holdout_sample_ii,B4,4,0,2,139,handle_cell
holdout_sample_ii,B4,4,1,0,50,handle_cell
holdout_sample_ii,B4,4,1,1,37,amp_fallback
holdout_sample_ii,B4,4,1,2,186,handle_cell
holdout_sample_ii,B4,4,2,0,26,amp_fallback
holdout_sample_ii,B4,4,2,1,11,amp_fallback
holdout_sample_ii,B4,4,2,2,89,handle_cell
holdout_sample_ii,B4,5,0,0,11,amp_fallback
holdout_sample_ii,B4,5,0,1,3,amp_fallback
holdout_sample_ii,B4,5,0,2,5,amp_fallback
holdout_sample_ii,B4,5,1,0,7,amp_fallback
holdout_sample_ii,B4,5,1,1,7,amp_fallback
holdout_sample_ii,B4,5,1,2,7,amp_fallback
holdout_sample_ii,B4,5,2,0,6,amp_fallback
holdout_sample_ii,B4,5,2,1,2,amp_fallback
holdout_sample_ii,B4,5,2,2,1,amp_fallback
holdout_sample_ii,B4,6,0,0,0,amp_fallback
holdout_sample_ii,B4,6,0,1,0,amp_fallback
holdout_sample_ii,B4,6,0,2,0,amp_fallback
holdout_sample_ii,B4,6,1,0,0,amp_fallback
holdout_sample_ii,B4,6,1,1,0,amp_fallback
holdout_sample_ii,B4,6,1,2,0,amp_fallback
holdout_sample_ii,B4,6,2,0,0,amp_fallback
holdout_sample_ii,B4,6,2,1,0,amp_fallback
holdout_sample_ii,B4,6,2,2,0,amp_fallback
holdout_sample_ii,B4,7,0,0,0,amp_fallback
holdout_sample_ii,B4,7,0,1,0,amp_fallback
holdout_sample_ii,B4,7,0,2,0,amp_fallback
holdout_sample_ii,B4,7,1,0,0,amp_fallback
holdout_sample_ii,B4,7,1,1,0,amp_fallback
holdout_sample_ii,B4,7,1,2,0,amp_fallback
holdout_sample_ii,B4,7,2,0,0,amp_fallback
holdout_sample_ii,B4,7,2,1,0,amp_fallback
holdout_sample_ii,B4,7,2,2,0,amp_fallback
holdout_sample_ii,B6,0,0,0,65,handle_cell
holdout_sample_ii,B6,0,0,1,0,amp_fallback
holdout_sample_ii,B6,0,0,2,29,amp_fallback
holdout_sample_ii,B6,0,1,0,45,amp_fallback
holdout_sample_ii,B6,0,1,1,1,amp_fallback
holdout_sample_ii,B6,0,1,2,30,amp_fallback
holdout_sample_ii,B6,0,2,0,88,handle_cell
holdout_sample_ii,B6,0,2,1,24,amp_fallback
holdout_sample_ii,B6,0,2,2,111,handle_cell
holdout_sample_ii,B6,1,0,0,72,handle_cell
holdout_sample_ii,B6,1,0,1,0,amp_fallback
holdout_sample_ii,B6,1,0,2,9,amp_fallback
holdout_sample_ii,B6,1,1,0,20,amp_fallback
holdout_sample_ii,B6,1,1,1,0,amp_fallback
holdout_sample_ii,B6,1,1,2,28,amp_fallback
holdout_sample_ii,B6,1,2,0,121,handle_cell
holdout_sample_ii,B6,1,2,1,29,amp_fallback
holdout_sample_ii,B6,1,2,2,207,handle_cell
holdout_sample_ii,B6,2,0,0,65,handle_cell
holdout_sample_ii,B6,2,0,1,0,amp_fallback
holdout_sample_ii,B6,2,0,2,7,amp_fallback
holdout_sample_ii,B6,2,1,0,38,amp_fallback
holdout_sample_ii,B6,2,1,1,2,amp_fallback
holdout_sample_ii,B6,2,1,2,51,handle_cell
holdout_sample_ii,B6,2,2,0,275,handle_cell
holdout_sample_ii,B6,2,2,1,77,handle_cell
holdout_sample_ii,B6,2,2,2,517,handle_cell
holdout_sample_ii,B6,3,0,0,52,handle_cell
holdout_sample_ii,B6,3,0,1,5,amp_fallback
holdout_sample_ii,B6,3,0,2,94,handle_cell
holdout_sample_ii,B6,3,1,0,50,handle_cell
holdout_sample_ii,B6,3,1,1,34,amp_fallback
holdout_sample_ii,B6,3,1,2,254,handle_cell
holdout_sample_ii,B6,3,2,0,74,handle_cell
holdout_sample_ii,B6,3,2,1,31,amp_fallback
holdout_sample_ii,B6,3,2,2,314,handle_cell
holdout_sample_ii,B6,4,0,0,9,amp_fallback
holdout_sample_ii,B6,4,0,1,2,amp_fallback
holdout_sample_ii,B6,4,0,2,35,amp_fallback
holdout_sample_ii,B6,4,1,0,7,amp_fallback
holdout_sample_ii,B6,4,1,1,6,amp_fallback
holdout_sample_ii,B6,4,1,2,42,amp_fallback
holdout_sample_ii,B6,4,2,0,1,amp_fallback
holdout_sample_ii,B6,4,2,1,4,amp_fallback
holdout_sample_ii,B6,4,2,2,13,amp_fallback
holdout_sample_ii,B6,5,0,0,0,amp_fallback
holdout_sample_ii,B6,5,0,1,0,amp_fallback
holdout_sample_ii,B6,5,0,2,2,amp_fallback
holdout_sample_ii,B6,5,1,0,0,amp_fallback
holdout_sample_ii,B6,5,1,1,0,amp_fallback
holdout_sample_ii,B6,5,1,2,0,amp_fallback
holdout_sample_ii,B6,5,2,0,0,amp_fallback
holdout_sample_ii,B6,5,2,1,0,amp_fallback
holdout_sample_ii,B6,5,2,2,0,amp_fallback
holdout_sample_ii,B6,6,0,0,0,amp_fallback
holdout_sample_ii,B6,6,0,1,0,amp_fallback
holdout_sample_ii,B6,6,0,2,0,amp_fallback
holdout_sample_ii,B6,6,1,0,0,amp_fallback
holdout_sample_ii,B6,6,1,1,0,amp_fallback
holdout_sample_ii,B6,6,1,2,0,amp_fallback
holdout_sample_ii,B6,6,2,0,0,amp_fallback
holdout_sample_ii,B6,6,2,1,0,amp_fallback
holdout_sample_ii,B6,6,2,2,0,amp_fallback
holdout_sample_ii,B6,7,0,0,0,amp_fallback
holdout_sample_ii,B6,7,0,1,0,amp_fallback
holdout_sample_ii,B6,7,0,2,0,amp_fallback
holdout_sample_ii,B6,7,1,0,0,amp_fallback
holdout_sample_ii,B6,7,1,1,0,amp_fallback
holdout_sample_ii,B6,7,1,2,0,amp_fallback
holdout_sample_ii,B6,7,2,0,0,amp_fallback
holdout_sample_ii,B6,7,2,1,0,amp_fallback
holdout_sample_ii,B6,7,2,2,0,amp_fallback
holdout_sample_ii,B8,0,0,0,29,amp_fallback
holdout_sample_ii,B8,0,0,1,0,amp_fallback
holdout_sample_ii,B8,0,0,2,10,amp_fallback
holdout_sample_ii,B8,0,1,0,32,amp_fallback
holdout_sample_ii,B8,0,1,1,1,amp_fallback
holdout_sample_ii,B8,0,1,2,13,amp_fallback
holdout_sample_ii,B8,0,2,0,51,handle_cell
