method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,table,candidate,alpha,fold,n_features,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,analytic_candidate,analytic_alpha,heldout_run,model,target_rmse_ns,variant,n_train_pulses,feature_policy,feature_set_sha256,max_iter,hidden,channels
,,,,,,,,,,,,10.0,-1.0,,,,,,,60,ridge,2.1603646370632896,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,60,ridge,2.4515745110327156,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,60,ridge,1.9740457467825019,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,60,ridge,2.0523522144709987,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,60,ridge,2.1593241574287387,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,,19.0,,,,,,60,ridge,,waveform_only,9036.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,,
,,,,,,,,,,,,,,19.0,,,,,,60,hgb,,waveform_only,9036.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,80.0,,
,,,,,,,,,,,,,,19.0,,,,,,60,mlp,,waveform_only,9036.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,32.0,
,,,,,,,,,,,,,,19.0,,,,,,60,cnn1d,,waveform_only,9036.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,,8.0
,,,,,,,,,,,,,,19.0,,,,,,60,feature_gated,,waveform_only,9036.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,24.0,
,,,,,,,,,,,,100.0,,21.0,,,,,,60,ridge,,waveform_stave_onehot,9036.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,
,,,,,,,,,,,,,,21.0,,,,,,60,hgb,,waveform_stave_onehot,9036.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,80.0,,
,,,,,,,,,,,,,,21.0,,,,,,60,mlp,,waveform_stave_onehot,9036.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,32.0,
,,,,,,,,,,,,,,21.0,,,,,,60,cnn1d,,waveform_stave_onehot,9036.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,8.0
,,,,,,,,,,,,,,21.0,,,,,,60,feature_gated,,waveform_stave_onehot,9036.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,24.0,
,,,,,,,,,,,,0.1,,29.0,,,,,,60,ridge,,waveform_amp_shape,9036.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,
,,,,,,,,,,,,,,29.0,,,,,,60,hgb,,waveform_amp_shape,9036.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,80.0,,
,,,,,,,,,,,,,,29.0,,,,,,60,mlp,,waveform_amp_shape,9036.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,32.0,
,,,,,,,,,,,,,,29.0,,,,,,60,cnn1d,,waveform_amp_shape,9036.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,8.0
,,,,,,,,,,,,,,29.0,,,,,,60,feature_gated,,waveform_amp_shape,9036.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,24.0,
,,,,,,,,,,,,0.1,,32.0,,,,,,60,ridge,,waveform_amp_shape_stave,9036.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,
,,,,,,,,,,,,,,32.0,,,,,,60,hgb,,waveform_amp_shape_stave,9036.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,80.0,,
,,,,,,,,,,,,,,32.0,,,,,,60,mlp,,waveform_amp_shape_stave,9036.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,32.0,
,,,,,,,,,,,,,,32.0,,,,,,60,cnn1d,,waveform_amp_shape_stave,9036.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,8.0
,,,,,,,,,,,,,,32.0,,,,,,60,feature_gated,,waveform_amp_shape_stave,9036.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,24.0,
,,,,,,,,,,,,100.0,,6.0,,,,,,60,ridge,,stave_offset_guardrail,9036.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,,,
,,,,,,,,,,,,,,6.0,,,,,,60,hgb,,stave_offset_guardrail,9036.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,80.0,,
le500,2.0,train,8661.0,-1.5125403677058387,4.287462140050292,6.868092235708249,0.22514721163837895,251.9732328173552,1.060692816262501,traditional_scan,,,,,,,,,,61,,,,,,,,,
le500,2.0,heldout,2799.0,-1.0015033271560299,3.750141281051537,6.899220858130814,0.16863165416220077,225.12879175335092,1.4688045970529275,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd10,2.0,train,8661.0,-2.8195406833895156,3.280196409799009,6.758889486821187,0.04629950352153331,288.67194827882116,17.34817457190008,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd10,2.0,heldout,2799.0,-2.4411486120889947,3.0683003496926986,6.894338554395546,0.041443372633083245,284.83416828984224,6.014619584522845,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd20,2.0,train,8661.0,-2.951019243100781,3.215891684102064,6.070611551398162,0.06627410229765617,327.4779818764924,17.79654979227865,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd20,2.0,heldout,2799.0,-2.4509304544313295,2.9140833320178547,6.59865538327557,0.04858878170775277,221.27481865690828,3.5477527537742177,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd30,2.0,train,8661.0,-2.8593488007100305,3.32265607029411,6.224948868169467,0.09871839279528923,288.72568821321255,16.115069554452745,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd30,2.0,heldout,2799.0,-2.289964445912908,3.0050369787378557,6.45912111840082,0.06823865666309396,222.16742225485945,3.3089928398545894,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd40,2.0,train,8661.0,-2.6322082828378868,3.4804281558810346,6.363440043843314,0.12435053688950468,222.1857641131447,11.15336767441656,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd40,2.0,heldout,2799.0,-1.9754947996279029,3.1386247745618814,6.3804191778651465,0.09396212933190425,229.1585275650671,2.5722014092374734,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd50,2.0,train,8661.0,-2.3380723407807196,3.686485111330704,7.035994224547034,0.1539083246738252,1.4285718299890404,6.825504070949829,traditional_scan,,,,,,,,,,61,,,,,,,,,
cfd50,2.0,heldout,2799.0,-1.6418683241891827,3.299647906643221,6.55035565826186,0.1157556270096463,193.7539193736445,2.1445458618463786,traditional_scan,,,,,,,,,,61,,,,,,,,,
template_phase,2.0,train,8661.0,-3.851319537264338,2.81458639785723,3.294771258362884,0.09075164530654659,1.3429979226783326,98.94622762076955,traditional_scan,,,,,,,,,,61,,,,,,,,,
template_phase,2.0,heldout,2799.0,-2.62917279571446,2.7035130270822876,3.207161448714155,0.04287245444801715,35.06647989599802,64.50674400250192,traditional_scan,,,,,,,,,,61,,,,,,,,,
of_1_9,2.0,train,8661.0,-3.4114547409214993,3.4337051088497104,3.8261055782985793,0.16233691259669783,194.25395650949724,13.430902754509173,traditional_scan,,,,,,,,,,61,,,,,,,,,
of_1_9,2.0,heldout,2799.0,-2.867950525962236,3.2131809082737934,3.7871568181899797,0.14612361557699177,4.34238976940543,3.162680837969231,traditional_scan,,,,,,,,,,61,,,,,,,,,
of_2_10,2.0,train,8661.0,-3.525687813725071,3.465844856438472,3.8699101591885867,0.16868721856598545,94.16017536443918,12.065583231771019,traditional_scan,,,,,,,,,,61,,,,,,,,,
of_2_10,2.0,heldout,2799.0,-2.8963262868826405,3.3315403692840295,3.867078726013672,0.15398356555912826,3.7801378694840633,2.4752301387078486,traditional_scan,,,,,,,,,,61,,,,,,,,,
of_3_11,2.0,train,8661.0,-3.739734119470633,3.4590995768934065,3.8655037045638254,0.17053458030250548,1.3327452243796658,12.506578991849434,traditional_scan,,,,,,,,,,61,,,,,,,,,
of_3_11,2.0,heldout,2799.0,-3.0063803631566444,3.2762058795226983,3.9152622793456078,0.14183637013219008,3.6397962869389784,2.912172481005004,traditional_scan,,,,,,,,,,61,,,,,,,,,
of_4_12,2.0,train,8661.0,-3.744993647917049,3.3898335573581653,4.001565807137471,0.16718623715506292,154.11310269539797,11.44197748559958,traditional_scan,,,,,,,,,,61,,,,,,,,,
of_4_12,2.0,heldout,2799.0,-2.9922959878701576,3.1701789424811055,4.0616342816316235,0.15112540192926044,3.427472430558187,2.3414791715085572,traditional_scan,,,,,,,,,,61,,,,,,,,,
,,,2622.0,,1.4772577033133407,,,,,analytic_cv,amp_only,0.0,0.0,6.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.5310107712930519,,,,,analytic_cv,amp_only,0.0,1.0,6.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.5856495039668363,,,,,analytic_cv,amp_only,0.0,2.0,6.0,,,,,,61,,,,,,,,,
,,,0.0,,1.531305992857743,,,,,analytic_cv,amp_only,0.0,-1.0,6.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.4773979840022484,,,,,analytic_cv,amp_only,0.01,0.0,6.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.532271485928891,,,,,analytic_cv,amp_only,0.01,1.0,6.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.5860753962088614,,,,,analytic_cv,amp_only,0.01,2.0,6.0,,,,,,61,,,,,,,,,
,,,0.0,,1.5319149553800002,,,,,analytic_cv,amp_only,0.01,-1.0,6.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.4784057266955903,,,,,analytic_cv,amp_only,0.1,0.0,6.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.5371802897805704,,,,,analytic_cv,amp_only,0.1,1.0,6.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.5903669213201115,,,,,analytic_cv,amp_only,0.1,2.0,6.0,,,,,,61,,,,,,,,,
,,,0.0,,1.5353176459320907,,,,,analytic_cv,amp_only,0.1,-1.0,6.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.4834696598520782,,,,,analytic_cv,amp_only,1.0,0.0,6.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.5686654707749967,,,,,analytic_cv,amp_only,1.0,1.0,6.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6007747437362168,,,,,analytic_cv,amp_only,1.0,2.0,6.0,,,,,,61,,,,,,,,,
,,,0.0,,1.5509699581210974,,,,,analytic_cv,amp_only,1.0,-1.0,6.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.4788179776967223,,,,,analytic_cv,amp_only,10.0,0.0,6.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.5713696747362575,,,,,analytic_cv,amp_only,10.0,1.0,6.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.5942608373478793,,,,,analytic_cv,amp_only,10.0,2.0,6.0,,,,,,61,,,,,,,,,
,,,0.0,,1.5481494965936198,,,,,analytic_cv,amp_only,10.0,-1.0,6.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.4271665884093654,,,,,analytic_cv,amp_only,100.0,0.0,6.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.5165144764107599,,,,,analytic_cv,amp_only,100.0,1.0,6.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.534389012644507,,,,,analytic_cv,amp_only,100.0,2.0,6.0,,,,,,61,,,,,,,,,
,,,0.0,,1.4926900258215439,,,,,analytic_cv,amp_only,100.0,-1.0,6.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.592354024115127,,,,,analytic_cv,amp_rise_shape,0.0,0.0,14.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.5979557226492926,,,,,analytic_cv,amp_rise_shape,0.0,1.0,14.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6497069030829945,,,,,analytic_cv,amp_rise_shape,0.0,2.0,14.0,,,,,,61,,,,,,,,,
,,,0.0,,1.6133388832824715,,,,,analytic_cv,amp_rise_shape,0.0,-1.0,14.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.5921985300269796,,,,,analytic_cv,amp_rise_shape,0.01,0.0,14.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.598616063876522,,,,,analytic_cv,amp_rise_shape,0.01,1.0,14.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.649397278597825,,,,,analytic_cv,amp_rise_shape,0.01,2.0,14.0,,,,,,61,,,,,,,,,
,,,0.0,,1.6134039575004424,,,,,analytic_cv,amp_rise_shape,0.01,-1.0,14.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.5937421869718178,,,,,analytic_cv,amp_rise_shape,0.1,0.0,14.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.606551791268474,,,,,analytic_cv,amp_rise_shape,0.1,1.0,14.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6551011869063224,,,,,analytic_cv,amp_rise_shape,0.1,2.0,14.0,,,,,,61,,,,,,,,,
,,,0.0,,1.6184650550488715,,,,,analytic_cv,amp_rise_shape,0.1,-1.0,14.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.5811332592724188,,,,,analytic_cv,amp_rise_shape,1.0,0.0,14.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.6236227662523324,,,,,analytic_cv,amp_rise_shape,1.0,1.0,14.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6622498914055766,,,,,analytic_cv,amp_rise_shape,1.0,2.0,14.0,,,,,,61,,,,,,,,,
,,,0.0,,1.6223353056434426,,,,,analytic_cv,amp_rise_shape,1.0,-1.0,14.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.563137185022324,,,,,analytic_cv,amp_rise_shape,10.0,0.0,14.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.6416287235226736,,,,,analytic_cv,amp_rise_shape,10.0,1.0,14.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6631241378444697,,,,,analytic_cv,amp_rise_shape,10.0,2.0,14.0,,,,,,61,,,,,,,,,
,,,0.0,,1.6226300154631559,,,,,analytic_cv,amp_rise_shape,10.0,-1.0,14.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.5050019803867232,,,,,analytic_cv,amp_rise_shape,100.0,0.0,14.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.6139549659318035,,,,,analytic_cv,amp_rise_shape,100.0,1.0,14.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6376659671509821,,,,,analytic_cv,amp_rise_shape,100.0,2.0,14.0,,,,,,61,,,,,,,,,
,,,0.0,,1.5855409711565027,,,,,analytic_cv,amp_rise_shape,100.0,-1.0,14.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.760017548507097,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.8129622224830273,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6476938880690861,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0,,,,,,61,,,,,,,,,
,,,0.0,,1.7402245530197369,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.7479541138718275,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.8199772349279688,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6662753080996795,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0,,,,,,61,,,,,,,,,
,,,0.0,,1.7447355522998251,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.7487234506136433,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.8204889579971095,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6685507327117939,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0,,,,,,61,,,,,,,,,
,,,0.0,,1.7459210471075155,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.7465733563668961,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.7847283665947038,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6476522189963427,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0,,,,,,61,,,,,,,,,
,,,0.0,,1.7263179806526476,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.7585836087236495,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.738977643656041,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6545346231579783,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0,,,,,,61,,,,,,,,,
,,,0.0,,1.7173652918458897,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0,,,,,,61,,,,,,,,,
,,,2622.0,,1.709618538141734,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0,,,,,,61,,,,,,,,,
,,,2640.0,,1.6989210329682605,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0,,,,,,61,,,,,,,,,
,,,3399.0,,1.6745791266848409,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0,,,,,,61,,,,,,,,,
,,,0.0,,1.694372899264945,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0,,,,,,61,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B4,-4.3189750771321345,-2.035984376543754,,,61,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B6,2.5063919946325273,1.1815245171441497,,,61,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B8,1.8125830824980356,0.8544598593988634,,,61,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,log_amp,-2.3872857076861704,-0.7899326495469761,,,61,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_amp_1000,-4.610869347645873,-0.6485348156725981,,,61,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_sqrt_amp_1000,-0.2595296442544151,-0.02738999824757562,,,61,,,,,,,,,
,,,,,,,,,,analytic_choice,,,,,,,,amp_only,100.0,61,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,61,ridge,2.3597508856142655,waveform_only,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,61,ridge,2.5866778075314762,waveform_only,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,61,ridge,2.483013895120214,waveform_only,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,61,ridge,2.4764808627553188,waveform_only,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,61,ridge,2.359580561763494,waveform_only,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,61,ridge,2.586470241678031,waveform_only,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,61,ridge,2.482938308701996,waveform_only,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,61,ridge,2.4763297040478403,waveform_only,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,61,ridge,2.3580641876894286,waveform_only,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,61,ridge,2.584566535576293,waveform_only,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,61,ridge,2.4823151545831923,waveform_only,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,61,ridge,2.4749819592829714,waveform_only,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,61,ridge,2.350989270096296,waveform_only,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,61,ridge,2.5733685982326313,waveform_only,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,61,ridge,2.480588118505445,waveform_only,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,61,ridge,2.4683153289447906,waveform_only,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,61,ridge,2.3463826244443937,waveform_only,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,61,ridge,2.552575339914952,waveform_only,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,61,ridge,2.48169820115862,waveform_only,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,61,ridge,2.460218721839322,waveform_only,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,61,ridge,1.8560362718724155,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,61,ridge,2.0864588166002394,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,61,ridge,2.040002808774447,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,61,ridge,1.994165965749034,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,61,ridge,1.8558842378358418,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,61,ridge,2.0863101115470246,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,61,ridge,2.0399570689084237,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,61,ridge,1.9940504727637631,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,61,ridge,1.8545345498995185,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,61,ridge,2.084942715207921,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,61,ridge,2.0395721389988344,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,61,ridge,1.9930164680354245,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,61,ridge,1.8482648533417942,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,61,ridge,2.0768467396881025,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,61,ridge,2.0381537176519853,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,61,ridge,1.9877551035606273,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,61,ridge,1.8416895782104712,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,61,ridge,2.0613219710073882,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,61,ridge,2.035954647371635,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,61,ridge,1.9796553988631647,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,61,ridge,2.2393359482040776,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,61,ridge,2.40362416669519,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,61,ridge,2.3966936863999013,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,61,ridge,2.346551267099723,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,61,ridge,2.239448883797119,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,61,ridge,2.4038870996911195,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,61,ridge,2.396667599836382,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,61,ridge,2.346667861108207,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,61,ridge,2.2400405119582256,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,61,ridge,2.405111004415243,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,61,ridge,2.397632198152504,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,61,ridge,2.3475945715086577,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,61,ridge,2.239719707162125,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,61,ridge,2.4044703245940173,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,61,ridge,2.402630636072748,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,61,ridge,2.3489402226096305,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,61,ridge,2.2481336716010425,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,61,ridge,2.3975512327583646,waveform_amp_shape,,,,,,
