atom,fresh_rate_if_one,fresh_rate_if_zero,p02h_rate_if_one
pretrigger_proxy_atom,1.0,0.1706584828874508,0.8701180744777475
large_drop_atom,1.0,0.21352650892066305,0.823394495412844
early_peak_atom,1.0,0.15372047110082374,0.7758358662613982
tail_atom,0.857413548081478,0.1411173263470934,0.5602156334231806
late_peak_atom,0.8497854077253219,0.14295819480795077,0.5607353906762967
delayed_peak_atom,0.8387400094029149,0.14312043666264976,0.5598958333333334
saturation_proxy_atom,0.21341463414634146,0.23537044245491112,0.2174908424908425
