row_id,run,event_index,group,stave,stave_index,amplitude_adc,peak_sample,area_over_peak,tail_fraction,late_fraction,early_fraction,final_fraction,width50,width20,max_down_step,asymmetry,peak_group,manual_flag,log_amplitude,event_selected_staves,downstream_stave,early_peak_atom,late_peak_atom,low_area_atom,large_drop_atom,tail_atom,pretrigger_proxy_atom,delayed_peak_atom,saturation_proxy_atom,consensus_label,consensus_curated_any,p09_taxon,p09_curated_atom,waveform_abs_second_diff,consensus_failure_fresh_target
916,33,18861,sample_i_calib,B2,0,5460.5,6.0,8.809999,0.37027875,0.6178207,0.006558297,0.36269572,11.0,13.0,-0.17745626,0.5273141,nominal_6_9,nominal,8.605478756283597,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.58795,0
917,33,19314,sample_i_calib,B2,0,4119.0,6.0,9.007283,0.315005,0.607423,0.01312633,0.2575868,9.0,13.0,-0.22262686,0.4985041,nominal_6_9,nominal,8.323608442343572,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7635348,0
918,33,19353,sample_i_calib,B4,1,3166.0,12.0,6.739103,0.83506745,0.9928759,0.001359205,0.7773215,7.0,8.0,-0.18635505,0.98790777,late_10_17,late_peak,8.06054004653864,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.4349337,1
919,33,19594,sample_i_calib,B2,0,8848.0,5.0,7.63958,0.3048894,0.5079074,0.07460611,0.41240957,7.0,14.0,-0.23643762,0.36100304,prepeak_4_5,nominal,9.08805973726735,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,1.8545436,0
920,33,19634,sample_i_calib,B4,1,4862.0,15.0,3.9666803,0.9945038,0.99637043,0.0005703619,0.78095436,4.0,5.0,-0.14500207,0.9950742,late_10_17,late_peak,8.489410810403786,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.4644182,1
921,33,19729,sample_i_calib,B2,0,6467.0,6.0,8.144581,0.34874976,0.5803383,0.022232346,0.34034327,9.0,13.0,-0.2539044,0.4801503,nominal_6_9,nominal,8.774622220696997,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.405752,0
922,33,19904,sample_i_calib,B2,0,7068.5,5.0,8.57636,0.32511303,0.5339068,0.06267527,0.42944047,9.0,14.0,-0.1885832,0.39890638,prepeak_4_5,nominal,8.863545035031896,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6668317,0
923,33,20039,sample_i_calib,B4,1,3650.5,14.0,4.4952745,1.0180378,1.0096588,-0.0011273613,0.88741267,5.0,5.0,-0.14354193,1.0140464,late_10_17,late_peak,8.202893321060165,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.59485,1
924,33,20390,sample_i_calib,B4,1,3871.5,14.0,4.9469194,1.0040727,1.0048821,-0.0005482457,0.8814413,5.0,6.0,-0.11804211,1.006814,late_10_17,late_peak,8.261655572291025,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.4844376,1
925,33,20443,sample_i_calib,B2,0,4901.0,5.0,9.048562,0.3051615,0.5550093,0.054952983,0.28096306,9.0,14.0,-0.15894717,0.4149322,prepeak_4_5,nominal,8.497398564088058,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7284226,0
926,33,20588,sample_i_calib,B2,0,5789.5,6.0,8.909577,0.3722035,0.6134795,0.0077255634,0.42792988,12.0,13.0,-0.17652649,0.5225563,nominal_6_9,nominal,8.663973922624432,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.77511,0
927,33,20791,sample_i_calib,B2,0,5332.5,5.0,9.025598,0.30968854,0.54209524,0.079795964,0.29545242,11.0,14.0,-0.17590249,0.3821085,prepeak_4_5,nominal,8.581762962065538,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7558367,0
928,33,20822,sample_i_calib,B4,1,1025.5,7.0,6.8434916,0.16258192,0.46444854,0.022157308,0.06582155,7.0,9.0,-0.15309602,0.32024792,nominal_6_9,nominal,6.933910236458988,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.324232,0
929,33,20858,sample_i_calib,B4,1,1196.5,7.0,7.193481,0.17148833,0.47873825,0.027942372,0.07563727,7.0,9.0,-0.15294611,0.327466,nominal_6_9,nominal,7.08799132928507,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.2561638,0
930,33,20989,sample_i_calib,B4,1,2834.0,12.0,7.4199014,0.56472325,0.9445025,0.0011413353,0.39414257,8.0,10.0,-0.1577276,0.8306068,late_10_17,late_peak,7.949797216161852,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.2688779,1
931,33,21019,sample_i_calib,B4,1,2262.0,3.0,-0.8735631,-3.2454457,-3.019737,0.52985835,-0.9089301,3.0,7.0,-0.4142352,-3.7069838,early_0_3,early_low_area,7.724446645633537,1,0,1,0,1,0,0,1,0,0,,,not_in_p09b_gallery,0,4.452255,1
932,33,21022,sample_i_calib,B2,0,7379.5,5.0,8.354631,0.31880036,0.5237944,0.07929055,0.42177653,8.0,14.0,-0.21762991,0.37218785,prepeak_4_5,nominal,8.906596665977052,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9279084,0
933,33,21260,sample_i_calib,B2,0,7016.5,6.0,7.882705,0.3572113,0.58550143,0.00834403,0.42777738,9.0,13.0,-0.22304565,0.4987163,nominal_6_9,nominal,8.856162308236037,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9230385,0
934,33,21468,sample_i_calib,B4,1,4337.0,6.0,9.035969,0.37301284,0.63801074,0.0030110492,0.3412497,10.0,13.0,-0.15840441,0.54479575,nominal_6_9,nominal,8.37516869138682,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6836522,0
935,33,21667,sample_i_calib,B2,0,7112.0,6.0,8.4304,0.33107057,0.54492384,0.053088043,0.43672666,8.0,14.0,-0.22117549,0.41731572,nominal_6_9,nominal,8.869679374733515,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8983408,0
936,33,21847,sample_i_calib,B2,0,7290.5,6.0,7.907277,0.3445566,0.5675045,0.018916529,0.43008024,8.0,13.0,-0.23098552,0.47322538,nominal_6_9,nominal,8.89446456515362,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1352441,0
937,33,22408,sample_i_calib,B4,1,5498.0,14.0,4.540742,0.9958742,0.99935913,-4.0056064e-05,0.72244453,5.0,6.0,-0.17606401,0.999319,late_10_17,late_peak,8.612321536507814,1,0,0,1,0,0,1,0,1,1,,,not_in_p09b_gallery,0,1.5909421,1
938,33,22429,sample_i_calib,B2,0,7696.0,6.0,7.900468,0.3354659,0.5520542,0.03519621,0.46322766,7.0,14.0,-0.27104992,0.4435216,nominal_6_9,nominal,8.948585921534317,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.3330302,0
939,33,22470,sample_i_calib,B2,0,6769.5,6.0,8.54849,0.33155918,0.5491282,0.046769425,0.38725165,9.0,14.0,-0.18095869,0.42674834,nominal_6_9,nominal,8.820330218422878,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9785802,0
940,33,22475,sample_i_calib,B4,1,4750.0,14.0,4.1383157,0.99725294,0.9997965,0.00010174494,0.8048421,4.0,5.0,-0.15578943,0.99918604,late_10_17,late_peak,8.46611040118692,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.4046315,1
941,33,22556,sample_i_calib,B2,0,8824.0,6.0,7.166591,0.324188,0.53983366,0.014943547,0.4169311,6.0,13.0,-0.23209429,0.44761062,nominal_6_9,nominal,9.085343881801498,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,1.9279239,0
942,33,22795,sample_i_calib,B4,1,2803.0,17.0,3.72137,1.0129422,1.0071901,-0.00019173621,1.0,4.0,4.0,-0.0039243666,1.0099702,late_10_17,late_peak,7.938802248154481,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,0.8833393,1
943,33,22796,sample_i_calib,B2,0,5349.5,6.0,8.723432,0.36377662,0.61354095,0.010082288,0.34105992,11.0,13.0,-0.17870826,0.5201324,nominal_6_9,nominal,8.584945293467056,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8078325,0
944,33,22912,sample_i_calib,B2,0,5563.5,6.0,8.794824,0.37527078,0.6217351,0.0053648064,0.38348162,12.0,13.0,-0.17237347,0.5324034,nominal_6_9,nominal,8.62416241241348,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6444683,0
945,33,23048,sample_i_calib,B2,0,7701.0,6.0,7.942995,0.33448315,0.55341756,0.032042373,0.46474484,7.0,14.0,-0.25321388,0.44671318,nominal_6_9,nominal,8.949235314374855,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.183353,0
946,33,23087,sample_i_calib,B2,0,5564.0,6.0,8.784508,0.3334902,0.57035005,0.035885997,0.3116463,11.0,14.0,-0.17972684,0.45467192,nominal_6_9,nominal,8.624252263709645,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9640548,0
947,33,23250,sample_i_calib,B2,0,6453.5,6.0,8.271325,0.34828308,0.5789262,0.01855599,0.35786784,9.0,13.0,-0.2115131,0.48338303,nominal_6_9,nominal,8.772532840946765,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1174557,0
948,33,23606,sample_i_calib,B2,0,2194.5,8.0,7.305992,0.2434978,0.5760307,0.005706979,0.12189565,7.0,10.0,-0.14035085,0.44567454,nominal_6_9,nominal,7.694165090001772,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.0230119,0
949,33,23697,sample_i_calib,B4,1,2126.5,12.0,6.5436163,0.68494433,0.9980237,-0.0008983112,0.45826477,7.0,9.0,-0.12367737,0.950018,late_10_17,late_peak,7.66270286044753,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.0002351,1
950,33,23820,sample_i_calib,B2,0,5989.0,6.0,8.4917345,0.35702068,0.59521794,0.012643294,0.3571548,12.0,13.0,-0.18133247,0.5020351,nominal_6_9,nominal,8.697846691109495,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9064955,0
951,33,24390,sample_i_calib,B2,0,7076.0,6.0,8.035896,0.35906228,0.5909922,0.005223172,0.50466365,9.0,13.0,-0.20732051,0.503447,nominal_6_9,nominal,8.864605368075784,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6078293,0
952,33,24521,sample_i_calib,B2,0,4206.5,6.0,8.974682,0.3039839,0.5906574,0.02125715,0.2544871,9.0,13.0,-0.22417685,0.47405437,nominal_6_9,nominal,8.344623926064962,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1946986,0
953,33,24581,sample_i_calib,B4,1,4293.5,8.0,8.322581,0.49052688,0.7899559,0.00032183132,0.44101548,10.0,11.0,-0.19867241,0.67902213,nominal_6_9,nominal,8.36509041320628,1,0,0,0,0,0,1,0,0,0,,,not_in_p09b_gallery,0,1.727961,0
954,33,24611,sample_i_calib,B4,1,2051.0,17.0,1.043881,1.1116301,1.0635217,-0.018682858,1.0,1.0,2.0,-0.0068259384,1.0985521,late_10_17,late_peak,7.62657020629066,1,0,0,1,1,0,1,0,1,0,,,not_in_p09b_gallery,0,0.8459288,1
955,33,24899,sample_i_calib,B4,1,1118.0,3.0,-7.482111,-1.0939629,-1.3543334,0.036461424,-1.618068,5.0,6.0,-0.52415025,-1.3520621,early_0_3,early_low_area,7.020190708311925,1,0,1,0,1,0,0,0,0,0,,,not_in_p09b_gallery,0,3.3389986,1
956,33,25193,sample_i_calib,B2,0,7625.5,6.0,7.918825,0.3382628,0.5583754,0.028276889,0.46705133,7.0,14.0,-0.2336896,0.4545417,nominal_6_9,nominal,8.939384303439988,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.0994034,0
957,33,25420,sample_i_calib,B2,0,8015.5,6.0,7.6241026,0.33913702,0.5697583,0.0049009183,0.45530534,8.0,13.0,-0.21957457,0.48173818,nominal_6_9,nominal,8.989257196628891,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7030755,0
958,33,25462,sample_i_calib,B2,0,7244.0,6.0,8.046935,0.34141907,0.56247854,0.0246346,0.46093318,8.0,13.0,-0.2335726,0.46222466,nominal_6_9,nominal,8.888066854754783,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1112642,0
959,33,25491,sample_i_calib,B2,0,6091.0,6.0,8.514365,0.3698926,0.6083377,0.005996799,0.41011328,12.0,13.0,-0.19175833,0.52039105,nominal_6_9,nominal,8.714731714015052,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8144801,0
960,33,25548,sample_i_calib,B2,0,2412.0,7.0,6.955224,0.19611348,0.5165117,0.0126371,0.07918739,7.0,10.0,-0.14800996,0.38102052,nominal_6_9,nominal,7.7886260656250315,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.0646764,0
961,33,25653,sample_i_calib,B2,0,7763.5,6.0,7.814903,0.3371298,0.55556196,0.028341383,0.45771882,7.0,14.0,-0.25194824,0.45239905,nominal_6_9,nominal,8.957317342009244,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.2438335,0
962,33,25889,sample_i_calib,B4,1,1947.5,3.0,2.5422335,-1.0311048,-0.57594424,0.38103417,-0.7155327,8.0,9.0,-0.4898588,-1.2180369,early_0_3,early_low_area,7.574815124778764,1,0,1,0,1,0,0,1,0,0,,,not_in_p09b_gallery,0,3.7293966,1
963,33,26081,sample_i_calib,B2,0,7934.5,6.0,7.8273363,0.33157828,0.54715323,0.035705082,0.4565505,7.0,14.0,-0.26668346,0.43812993,nominal_6_9,nominal,8.979101642947613,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1131766,0
964,33,26174,sample_i_calib,B2,0,6500.5,6.0,8.262595,0.35666808,0.5878219,0.012948931,0.38450888,10.0,13.0,-0.20398426,0.49584815,nominal_6_9,nominal,8.779788198491374,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.0301518,0
965,33,26220,sample_i_calib,B2,0,6382.5,6.0,8.290795,0.34244844,0.571519,0.02784602,0.3444575,10.0,14.0,-0.23407757,0.46521845,nominal_6_9,nominal,8.761471815260405,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.4094012,0
966,33,26345,sample_i_calib,B2,0,5795.0,6.0,8.868507,0.33055085,0.5603097,0.042418227,0.32424504,11.0,14.0,-0.18464196,0.43910652,nominal_6_9,nominal,8.664923303440572,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.0890424,0
967,33,26608,sample_i_calib,B2,0,8032.0,6.0,7.7167583,0.33329567,0.5519272,0.02123231,0.45318726,7.0,13.0,-0.22198701,0.45289683,nominal_6_9,nominal,8.991313336173812,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9633961,0
968,33,26710,sample_i_calib,B2,0,6623.5,5.0,8.344984,0.32634377,0.54550135,0.055931468,0.33358496,9.0,14.0,-0.21121758,0.41364676,prepeak_4_5,nominal,8.798530176308178,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9083563,0
969,33,26793,sample_i_calib,B4,1,3655.0,10.0,7.973187,0.60270405,0.95793015,0.00017157367,0.5105335,9.0,10.0,-0.24596441,0.84060806,late_10_17,nominal,8.204124932574041,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.7463747,1
970,33,27161,sample_i_calib,B4,1,5565.0,7.0,8.219227,0.40292963,0.6418452,0.00037166596,0.5200359,12.0,13.0,-0.22569633,0.5664845,nominal_6_9,nominal,8.624431942085836,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,2.1725063,0
971,33,27200,sample_i_calib,B2,0,5921.0,5.0,8.800033,0.33213708,0.5592746,0.053123508,0.33119404,11.0,14.0,-0.18949497,0.4276174,prepeak_4_5,nominal,8.686429508661536,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9356525,0
972,33,27297,sample_i_calib,B4,1,2558.0,7.0,7.688038,0.19271839,0.47513473,0.046171054,0.109069586,7.0,11.0,-0.13995308,0.3198922,nominal_6_9,nominal,7.847371836159788,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.1501172,0
973,33,27666,sample_i_calib,B4,1,1621.5,7.0,7.252544,0.1827381,0.4866922,0.03227041,0.084181316,7.0,11.0,-0.14307737,0.33558673,nominal_6_9,nominal,7.3917234485782455,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.0798643,0
974,33,27768,sample_i_calib,B2,0,5523.0,6.0,8.661778,0.3596229,0.6055102,0.010159075,0.32880682,11.0,13.0,-0.16386026,0.5126779,nominal_6_9,nominal,8.616857514529183,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8220168,0
975,33,27930,sample_i_calib,B2,0,6688.5,6.0,7.383569,0.34117648,0.5711957,0.0013060643,0.42916948,7.0,13.0,-0.20378256,0.48781008,nominal_6_9,nominal,8.808294411913675,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.878448,0
976,33,27945,sample_i_calib,B2,0,7995.5,6.0,7.587768,0.33862993,0.5619355,0.011497001,0.45381778,7.0,13.0,-0.21812272,0.4718715,nominal_6_9,nominal,8.986759224930925,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9305859,0
977,33,28212,sample_i_calib,B4,1,1384.0,14.0,5.2514453,0.9709686,1.0075674,-0.0020638413,0.73482656,6.0,6.0,-0.12933528,1.0089432,late_10_17,late_peak,7.233455418621439,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.075867,1
978,33,28234,sample_i_calib,B2,0,5308.0,6.0,8.581009,0.3762405,0.6256038,0.0014709758,0.39449885,11.0,13.0,-0.16409197,0.53837717,nominal_6_9,nominal,8.57715877258367,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8046346,0
979,33,28241,sample_i_calib,B2,0,5396.0,6.0,3.6465902,0.043502565,0.23560502,-0.07861971,0.046515938,4.0,6.0,-0.34210527,0.2318951,nominal_6_9,nominal,8.593598522618644,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.5674577,0
980,33,28322,sample_i_calib,B2,0,8980.0,5.0,7.4934297,0.30253676,0.50474805,0.08225468,0.3978842,5.0,14.0,-0.23908687,0.35101277,prepeak_4_5,nominal,9.10286651367095,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,1.9820714,0
981,33,28462,sample_i_calib,B2,0,6230.0,6.0,8.727448,0.35845652,0.5884094,0.022438018,0.44269663,11.0,13.0,-0.21733546,0.4866659,nominal_6_9,nominal,8.737292112544221,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.2059393,0
982,33,28497,sample_i_calib,B2,0,8276.5,6.0,7.7472363,0.32333127,0.5404943,0.030653462,0.44046396,7.0,14.0,-0.21953726,0.43314874,nominal_6_9,nominal,9.021296269421402,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9743853,0
983,33,28742,sample_i_calib,B2,0,5892.0,6.0,8.54871,0.35646927,0.5950485,0.015307036,0.34911746,11.0,13.0,-0.19636792,0.49981135,nominal_6_9,nominal,8.681520484837913,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1306853,0
984,33,28934,sample_i_calib,B4,1,1365.5,7.0,7.2815814,0.20647693,0.52474105,0.015035704,0.103625044,8.0,10.0,-0.14353716,0.38544708,nominal_6_9,nominal,7.220008005368123,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.094837,0
985,33,28957,sample_i_calib,B2,0,6655.5,6.0,8.163174,0.36337197,0.5967881,0.005107675,0.45083013,9.0,13.0,-0.19292313,0.51112646,nominal_6_9,nominal,8.803349099871971,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8595145,0
986,33,28990,sample_i_calib,B2,0,7442.5,13.0,9.486598,0.5018554,0.6720936,0.029764602,0.63184416,13.0,14.0,-0.15639901,0.5841807,late_10_17,late_peak,8.915096447317111,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,2.1096406,1
987,33,29051,sample_i_calib,B4,1,1209.0,17.0,1.1645988,1.0490056,1.0461649,0.0021306819,1.0,1.0,2.0,-0.009098428,1.0497159,late_10_17,late_peak,7.098375638590786,1,0,0,1,1,0,1,0,1,0,,,not_in_p09b_gallery,0,0.8130687,1
988,33,29072,sample_i_calib,B4,1,1348.5,4.0,1.1531332,-2.437299,-2.454984,1.0794213,-0.5632184,5.0,8.0,-0.22766036,-3.7231512,prepeak_4_5,early_low_area,7.207489432458059,1,0,1,0,1,0,0,1,0,0,,,not_in_p09b_gallery,0,1.4631072,1
989,33,29409,sample_i_calib,B2,0,6355.5,6.0,8.469043,0.35918257,0.59172314,0.010617742,0.43686572,10.0,13.0,-0.19542128,0.4997771,nominal_6_9,nominal,8.757233190390178,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8876565,0
990,33,29465,sample_i_calib,B4,1,4313.5,16.0,6.347514,0.7851716,1.0064828,-0.00027392255,0.9149183,8.0,8.0,-0.089022875,0.99110645,late_10_17,late_peak,8.369736721948362,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.464472,1
991,33,30002,sample_i_calib,B2,0,8825.0,6.0,7.551728,0.31021547,0.5207821,0.0491117,0.41325778,7.0,14.0,-0.2555241,0.39768022,nominal_6_9,nominal,9.085457189829492,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,2.0499718,0
992,33,30013,sample_i_calib,B4,1,2565.0,13.0,5.734503,0.9133864,1.0035353,-0.00040791355,0.67329437,6.0,7.0,-0.1337232,1.0054389,late_10_17,late_peak,7.850103545175582,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,0.9992203,1
993,33,30106,sample_i_calib,B2,0,9124.5,6.0,7.665297,0.27954587,0.4827357,0.075641245,0.37223956,6.0,15.0,-0.22368348,0.32979468,nominal_6_9,nominal,9.118827971470076,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,1.2528906,0
994,33,30121,sample_i_calib,B2,0,6534.5,6.0,8.279746,0.34812582,0.57734174,0.024813324,0.36689878,9.0,14.0,-0.25679088,0.47476155,nominal_6_9,nominal,8.785004134225607,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.3958988,0
995,33,30890,sample_i_calib,B2,0,8321.5,6.0,7.480623,0.33206424,0.5481847,0.016746989,0.440846,7.0,13.0,-0.2336117,0.4554297,nominal_6_9,nominal,9.02671796944918,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9778885,0
996,33,30902,sample_i_calib,B2,0,7852.5,6.0,7.8234963,0.3383468,0.56951356,0.006128528,0.46055397,8.0,13.0,-0.2009551,0.47967735,nominal_6_9,nominal,8.968714571283087,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6136262,0
997,33,30912,sample_i_calib,B4,1,3122.0,4.0,7.9394617,0.10868601,0.3429621,0.20034696,0.032671366,8.0,10.0,-0.22453558,0.038245864,prepeak_4_5,nominal,8.046549357283078,1,0,1,0,0,0,0,1,0,0,,,not_in_p09b_gallery,0,2.0528507,1
998,33,30952,sample_i_calib,B2,0,9070.0,6.0,7.0389194,0.3193459,0.53800726,0.008505239,0.39735392,6.0,13.0,-0.23539144,0.45134157,nominal_6_9,nominal,9.112837790614945,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,1.9358325,0
999,33,31081,sample_i_calib,B4,1,2648.5,15.0,4.4489336,1.0068743,1.007341,-0.00072137825,0.8519917,5.0,5.0,-0.11327165,1.0080199,late_10_17,late_peak,7.8821262219328165,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,0.9148574,1
1000,33,31131,sample_i_calib,B4,1,3307.5,13.0,5.816478,0.9522299,0.9912413,0.0013774821,0.9746032,6.0,7.0,-0.08284205,0.9879665,late_10_17,late_peak,8.104250193452113,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.3947091,1
1001,33,31294,sample_i_calib,B2,0,6797.5,6.0,8.18801,0.3513062,0.57865,0.013070897,0.41169548,9.0,13.0,-0.20948875,0.48719862,nominal_6_9,nominal,8.824457278595741,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1060681,0
1002,33,31315,sample_i_calib,B2,0,6873.5,6.0,8.269295,0.3456078,0.57102525,0.026698219,0.4100531,9.0,14.0,-0.23888844,0.46783903,nominal_6_9,nominal,8.835574192617289,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.198152,0
1003,33,31376,sample_i_calib,B2,0,5488.5,6.0,8.807142,0.36952296,0.616337,0.0072303363,0.36503598,11.0,13.0,-0.1730892,0.52460796,nominal_6_9,nominal,8.610592455674787,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6091826,0
1004,33,31545,sample_i_calib,B2,0,6505.0,6.0,8.250269,0.33884254,0.565812,0.032589253,0.33128363,9.0,14.0,-0.24089164,0.45550418,nominal_6_9,nominal,8.780480107033297,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.3011527,0
1005,33,31779,sample_i_calib,B2,0,6341.5,6.0,8.485689,0.36123917,0.5952854,0.01403962,0.41985336,11.0,13.0,-0.19317192,0.5013659,nominal_6_9,nominal,8.755028291473437,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9783963,0
1006,33,31802,sample_i_calib,B4,1,5631.0,8.0,7.600071,0.4543649,0.7587859,-0.0002570334,0.52335286,11.0,11.0,-0.19001955,0.63931215,nominal_6_9,nominal,8.63621989783788,1,0,0,0,0,0,1,0,0,1,,,not_in_p09b_gallery,0,1.8383945,0
1007,33,32000,sample_i_calib,B2,0,5398.5,6.0,9.21256,0.32832667,0.56380945,0.046678327,0.32481244,11.0,14.0,-0.15615451,0.43608996,nominal_6_9,nominal,8.594061635672814,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7762344,0
1008,33,32046,sample_i_calib,B2,0,5954.5,6.0,8.422034,0.36367622,0.6035713,0.008345131,0.362331,12.0,13.0,-0.19027627,0.5129414,nominal_6_9,nominal,8.692070441320956,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8690066,0
1009,33,32106,sample_i_calib,B2,0,5051.0,6.0,8.850129,0.34119278,0.5973558,0.019506957,0.29677293,10.0,13.0,-0.20530587,0.49129793,nominal_6_9,nominal,8.527539483470381,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.2971687,0
1010,33,32421,sample_i_calib,B2,0,6936.5,6.0,8.100051,0.34764883,0.5740842,0.02570925,0.39897642,9.0,14.0,-0.26137096,0.471977,nominal_6_9,nominal,8.84469675805469,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.4156272,0
