method,n,delay_bias_ns,delay_sigma68_ns,amplitude_ratio_bias,amplitude_ratio_sigma68
1d_cnn,298,-0.4952692985534668,17.367855072021484,-0.04034011403173415,0.28314808387455503
analytic_clipped_template_sideband_traditional,171,0.0,15.999999999999982,0.3995174810273836,0.5493772370564816
gradient_boosted_trees,283,-2.899399215800198,10.873886003165854,-0.06890875601824376,0.2545645394519812
mlp,280,-1.6337694214549003,16.21303307107377,-0.009686995875003518,0.2860183196576629
ridge,285,-4.231903017908127,14.005782795626398,-0.0535034251692772,0.2741970958740013
saturation_residual_fusion_new,286,-2.270463577395141,10.628063159413479,-0.07865604293112188,0.24339695521208282
tiny_sequence_transformer,227,-8.196229934692383,19.15720176696777,1.3406355250171482,1.6613364080474067
