run,event_index,stave_index,dynamic_only,ridge_hand_shape_score,gradient_boosted_trees_hgb_score,mlp_waveform_score,cnn_1d_waveform_score,new_ae_latent_shape_fusion_hgb_score
42,83,0,0,0.6775991,0.03744777176835719,0.18062286,0.2899542,0.03548025996125613
42,85,0,0,0.27146274,0.03696790191023934,0.0073666167,0.03401418,0.10720687177568393
42,85,1,0,0.24134265,0.0008790404315088302,0.0022197457,0.020750782,0.0008595997161816843
42,86,0,0,0.23975655,0.00033574672116136814,0.0031315503,0.013747162,0.0004114333674152026
42,88,0,0,0.26585677,0.00033574672116136814,0.005160052,0.015440173,0.0004114050721749611
42,89,0,1,0.68241596,0.999462989699228,0.99999976,0.99999964,0.9993377756766938
42,90,0,0,0.28611538,0.00033574672116136814,0.004445055,0.016382305,0.0004114050721749611
42,91,0,0,0.25122863,0.00033574672116136814,0.004776476,0.01594419,0.0004114050721749611
42,97,0,1,0.7287706,0.9509180530405164,0.9655456,0.9883334,0.9809238801839437
42,98,0,0,0.25769702,0.0003108665953408354,0.008026092,0.017595444,0.00040568675664837817
42,100,0,0,0.6151438,0.04394113369560714,0.27515948,0.5520315,0.024509961444762147
42,101,0,0,0.27682158,0.0003206278669538865,0.0085578,0.01891041,0.0004166727041116248
42,105,0,0,0.2834117,0.0003470139498791265,0.0055774306,0.01437368,0.00041966526810293157
42,106,0,0,0.27061635,0.00033574672116136814,0.006492036,0.016693702,0.0004114050721749611
42,107,0,0,0.25430235,0.00033574672116136814,0.004988043,0.01617604,0.0004114050721749611
42,108,0,0,0.24287309,0.00033574672116136814,0.004847592,0.016373625,0.0004114050721749611
42,109,0,0,0.25253314,0.0003470139498791265,0.0038660748,0.013519207,0.00041966526810293157
42,110,0,0,0.3500312,0.016225248935163677,0.018287027,0.018205512,0.012365718679636971
42,112,0,0,0.25006247,0.0003108665953408354,0.006686678,0.017891284,0.00040568675664837817
42,113,0,0,0.28552455,0.00033574672116136814,0.0044843573,0.016224321,0.0004114050721749611
42,115,0,0,0.28601933,0.0004077072760378824,0.011813716,0.025243081,0.0006035848096532597
42,116,0,1,0.7319676,0.8928264793608902,0.92072386,0.9609448,0.9511322737264264
42,116,1,1,0.7286334,0.915900523074599,0.9231879,0.96106637,0.9287381779483742
42,116,2,0,0.30714855,0.005514250844585579,0.010108306,0.01839527,0.003690251641557155
42,117,0,0,0.30242866,0.0007304498927251215,0.007837435,0.015838247,0.001070349247171952
42,118,0,0,0.48115018,0.009153303070215045,0.1073408,0.13023269,0.006768307288424037
42,121,0,0,0.2747882,0.0003470139498791265,0.005028132,0.014301267,0.00041966526810293157
42,123,0,0,0.27583283,0.0005875754102974261,0.0045939134,0.017540805,0.0015684441649619295
42,124,0,0,0.49363965,0.01593531238563673,0.08953929,0.13135968,0.011010670099510468
42,125,0,0,0.26798326,0.0003108665953408354,0.007492752,0.017323434,0.00040568675664837817
42,126,0,0,0.7309039,0.2585175887234751,0.96335065,0.98406166,0.13082129495641834
42,128,0,0,0.28233948,0.00033574672116136814,0.0042452845,0.016160505,0.0004114050721749611
42,130,0,0,0.6411596,0.027113606845017787,0.17980187,0.18021466,0.02406077368565733
42,131,0,0,0.29261908,0.00033574672116136814,0.0032759677,0.015080134,0.0004114050721749611
42,132,0,0,0.2606233,0.00033574672116136814,0.0023868154,0.01388156,0.0004114050721749611
42,133,0,0,0.37085244,0.0034321669001170394,0.022158962,0.01841698,0.005408837276069483
42,136,0,0,0.3172109,0.0018371477453595617,0.009749694,0.017974406,0.001190751911566631
42,137,0,0,0.24593495,0.002796949008689169,0.0038394076,0.023714287,0.002769266678302083
42,137,1,0,0.23777263,0.003628510688315625,0.0035899947,0.02340987,0.002426784916578982
42,137,2,0,0.22953542,0.000946091981887343,0.0034881632,0.024192756,0.0010653471478194064
42,138,0,0,0.24420099,0.00033574672116136814,0.0022605257,0.013526034,0.0004114050721749611
42,139,0,0,0.25699747,0.0003108665953408354,0.005938676,0.017491037,0.00040568675664837817
42,141,0,0,0.32283765,0.01852133714543937,0.009502596,0.016977422,0.01470327166643755
42,142,0,0,0.25189823,0.00033574672116136814,0.005613791,0.016972193,0.0004114050721749611
42,143,0,1,0.59199643,0.9916842799612771,0.96579206,0.9428078,0.9945511893678363
42,144,0,1,0.74596655,0.999462989699228,0.99995744,0.99998677,0.9993377756766938
42,145,0,1,0.7458517,0.999462989699228,1.0,1.0,0.9993377756766938
42,147,0,0,0.23147894,0.00033574672116136814,0.0029405428,0.0143935615,0.0004114050721749611
42,150,0,0,0.27196774,0.0003556620635771657,0.005138592,0.015672348,0.00045849542902992113
42,156,0,0,0.25677964,0.0003108665953408354,0.0058780895,0.017585259,0.00040568675664837817
42,157,0,0,0.28169048,0.0003108665953408354,0.0072981985,0.017465316,0.00040568675664837817
42,158,0,0,0.33869734,0.009074326890538355,0.014105043,0.018108668,0.008446126185602068
42,160,0,0,0.28815758,0.00038336108188359266,0.009977719,0.01958021,0.0004875990271234886
42,161,0,0,0.2687305,0.00032995164019334033,0.009310615,0.018096916,0.0004057146587591949
42,162,0,0,0.27640876,0.0003108665953408354,0.008429186,0.018853001,0.00040568675664837817
42,163,0,0,0.29704872,0.00033574672116136814,0.0028371934,0.015982697,0.0004114050721749611
42,164,0,0,0.30343145,0.0005988824603132794,0.012546822,0.02533742,0.0008231207526151473
42,164,1,0,0.3179894,0.016703292324304116,0.010616033,0.017267633,0.002743052037775868
42,164,2,0,0.23867905,0.00033574672116136814,0.0030603425,0.014167364,0.0004114050721749611
42,165,0,0,0.2680199,0.00033574672116136814,0.0023379938,0.01483084,0.0004114050721749611
42,167,0,0,0.7152981,0.0777695892515566,0.7909366,0.93824077,0.04503483608028955
42,168,0,0,0.21275899,0.0025468248681882683,0.008401513,0.02530206,0.0037297435326293068
42,169,0,0,0.29268476,0.0005676888765065084,0.0057523516,0.01672519,0.0008158984988821746
42,170,0,0,0.2684027,0.00033684496757964904,0.005597386,0.014321991,0.0004114333674152026
42,172,0,0,0.26387358,0.00033574672116136814,0.005547338,0.016255097,0.0004114050721749611
42,174,0,0,0.3357755,0.03491284246522885,0.013220875,0.019269273,0.039815259984703
42,175,0,0,0.2498384,0.00033574672116136814,0.0037251492,0.015321346,0.0004114050721749611
42,176,0,0,0.28613517,0.00033574672116136814,0.0037750083,0.015277598,0.0004114050721749611
42,177,0,0,0.28420967,0.00033574672116136814,0.0035675091,0.01691125,0.0004114050721749611
42,178,0,0,0.2548089,0.00032271109113440167,0.0059646894,0.017166328,0.00040332410628638734
42,181,0,1,0.7360755,0.999462989699228,0.99992454,0.99999344,0.9993377756766938
42,183,0,0,0.26154965,0.00033574672116136814,0.0045005046,0.015978588,0.0004114050721749611
42,185,0,1,0.72341096,0.999462989699228,0.99999964,0.9999999,0.9993377756766938
42,186,0,0,0.27648756,0.0004167409206886985,0.0046512564,0.016244212,0.0015258402253229223
42,187,0,0,0.34964994,0.0021704899949737287,0.017143343,0.016836917,0.002664219824326186
42,189,0,1,0.7393917,0.999462989699228,1.0,1.0,0.9993377756766938
42,190,0,0,0.25484416,0.00033574672116136814,0.0046204673,0.015821666,0.0004114050721749611
42,191,0,0,0.33796534,0.005371562658262502,0.014087914,0.017979583,0.00919137725455442
42,192,0,0,0.26575315,0.00033574672116136814,0.0045344587,0.016316425,0.0004114050721749611
42,193,0,0,0.27203643,0.00031989664937276727,0.0053538824,0.017146677,0.00039988028517935086
42,194,0,0,0.25173122,0.00033574672116136814,0.006170568,0.016294604,0.0004114050721749611
42,196,0,1,0.7182355,0.999462989699228,1.0,1.0,0.9993377756766938
42,197,0,0,0.30072504,0.00033574672116136814,0.0036751165,0.015440491,0.0004114050721749611
42,199,0,0,0.28870124,0.0003108665953408354,0.008435566,0.017842487,0.00040568675664837817
42,202,0,0,0.29757932,0.003693304844544331,0.008413547,0.017457593,0.0034578617259609914
42,205,0,0,0.26921135,0.0003108665953408354,0.008973356,0.01871592,0.00040568675664837817
42,206,0,0,0.2532656,0.00033574672116136814,0.0027785087,0.014596139,0.0004114050721749611
42,208,0,0,0.2731481,0.00032995164019334033,0.010612964,0.018446242,0.0004057146587591949
42,209,0,0,0.32618782,0.0033725011244256026,0.043113317,0.04193996,0.0036960513684295673
42,209,1,0,0.31820711,0.0026021372854389936,0.043614928,0.04235861,0.0024702636829574713
42,209,2,0,0.31728485,0.004243080466189987,0.06675692,0.04626972,0.003640988660062963
42,210,0,0,0.3490021,0.04748035494702832,0.016515447,0.018813252,0.037661304422429154
42,211,0,0,0.26493523,0.00033574672116136814,0.0046252133,0.015781073,0.0004114050721749611
42,212,0,0,0.3049874,0.0003470139498791265,0.008009208,0.014799501,0.00042969598998221997
42,213,0,0,0.2903,0.0005988824603132794,0.012806105,0.025970573,0.0007578758811998364
42,214,0,0,0.45895842,0.009153303070215045,0.09662489,0.0603336,0.008332177034779712
42,215,0,1,0.7417043,0.999462989699228,1.0,1.0,0.9993377756766938
42,216,0,0,0.31888816,0.0011452300225860668,0.011976063,0.016071627,0.0007719458232623909
42,218,0,1,0.7291235,0.9971915653306085,0.9951806,0.9992137,0.9973666635282326
42,220,0,0,0.26320782,0.0003137823780023947,0.010885505,0.018867485,0.0004057146587591949
42,224,0,1,0.7218526,0.999462989699228,0.99999964,1.0,0.9993377756766938
42,226,0,0,0.2583951,0.0022108672098176845,0.0042900327,0.01981632,0.001067291591531889
42,228,0,0,0.26277125,0.00033574672116136814,0.0044867103,0.0155545315,0.0004114050721749611
42,229,0,0,0.74050933,0.7737006185990886,0.97083044,0.9959651,0.9585067600465449
42,231,0,0,0.26714265,0.0003108665953408354,0.007178774,0.017304279,0.00040568675664837817
42,233,0,0,0.73637104,0.5766452476041868,0.9702275,0.98858637,0.6223004628512404
42,234,0,0,0.3127305,0.017098309764475763,0.009305624,0.01803064,0.020891203909417098
42,236,0,0,0.2867445,0.00041731937009875804,0.009627622,0.02529059,0.0005306300356135683
42,237,0,0,0.26133606,0.0003108665953408354,0.0088018775,0.01769767,0.00040568675664837817
42,239,0,0,0.2673658,0.00033574672116136814,0.0037909928,0.014697873,0.0004114050721749611
42,241,0,0,0.2723749,0.00031819630329956426,0.0053526433,0.017180203,0.00040568675664837817
42,242,0,0,0.26490664,0.00032995164019334033,0.009195532,0.017831685,0.0004057146587591949
42,245,0,0,0.26035798,0.0003108665953408354,0.010292322,0.018677458,0.00040568675664837817
42,246,0,0,0.27219394,0.0003556620635771657,0.005133266,0.015591001,0.00045849542902992113
42,247,0,0,0.25860235,0.0003108665953408354,0.006161997,0.01743986,0.00040568675664837817
42,248,0,0,0.25360334,0.0003108665953408354,0.0096287485,0.018537736,0.00040568675664837817
42,249,0,0,0.26751527,0.0003470139498791265,0.005051462,0.01557915,0.00041966526810293157
42,250,0,0,0.2642776,0.00033574672116136814,0.0038589123,0.0152101545,0.0004114050721749611
42,253,0,0,0.26552215,0.0003470139498791265,0.0061826063,0.013815197,0.00041966526810293157
42,254,0,0,0.25019082,0.00033684496757964904,0.0035706498,0.013911279,0.0004114333674152026
42,256,0,0,0.28096238,0.00031819630329956426,0.0072956947,0.01833958,0.00040568675664837817
42,257,0,0,0.71773595,0.08568590319998375,0.8536639,0.9646672,0.06055829013470643
42,258,0,0,0.30614084,0.0009759111280610529,0.011613618,0.017743446,0.0006935754265590825
42,258,2,1,0.7206536,0.9955732590913504,0.9809671,0.995342,0.9969858388571573
42,259,0,0,0.26631045,0.00033684496757964904,0.0046395534,0.013564292,0.0004114333674152026
42,261,0,1,0.73125106,0.999462989699228,1.0,1.0,0.9993377756766938
42,263,0,0,0.3362015,0.01261801521574901,0.013326571,0.018526746,0.018869904248486565
42,264,0,1,0.7433499,0.999462989699228,0.9999999,1.0,0.9993377756766938
42,265,0,0,0.24512325,0.00033574672116136814,0.0022308582,0.014065167,0.0004114050721749611
42,266,0,0,0.27169594,0.00031989664937276727,0.005333513,0.017123716,0.00039988028517935086
42,269,0,0,0.26322803,0.00033574672116136814,0.004853431,0.016196694,0.0004114050721749611
42,270,0,0,0.28025955,0.00033574672116136814,0.0041717435,0.014415928,0.0004114050721749611
42,272,0,0,0.26817724,0.00032271109113440167,0.004876385,0.01701937,0.00040332410628638734
42,279,0,0,0.26519746,0.00033574672116136814,0.0032122019,0.014054069,0.0004114050721749611
42,281,0,0,0.26288715,0.00033574672116136814,0.003972491,0.015830228,0.0004114050721749611
42,282,0,0,0.26781496,0.0003962392184119366,0.008196038,0.024443163,0.00045857899652057993
42,284,0,1,0.7301315,0.999462989699228,0.99807173,0.9997801,0.9993377756766938
42,285,0,1,0.73759335,0.9954493526243942,0.9914083,0.99036986,0.9955352227416465
42,286,0,0,0.2706157,0.00031819630329956426,0.0073556523,0.0180719,0.00040568675664837817
42,287,0,0,0.24103549,0.00033574672116136814,0.0047626323,0.016399862,0.0004114050721749611
42,288,0,0,0.28423977,0.0003470139498791265,0.0060422565,0.01580089,0.00041966526810293157
42,289,0,0,0.2931283,0.0006641144792908939,0.008660244,0.015906377,0.0008953137967521413
42,291,0,0,0.27237964,0.0003108665953408354,0.008006159,0.017729746,0.00040568675664837817
42,293,0,0,0.32534808,0.0011110569905435682,0.010731634,0.017409148,0.0008978260848414165
42,295,0,0,0.25849074,0.0003470139498791265,0.0046643545,0.014198552,0.00041966526810293157
42,296,0,0,0.27296075,0.00033574672116136814,0.0034849027,0.014856179,0.0004114050721749611
42,297,0,0,0.25647953,0.00033574672116136814,0.0034834805,0.014675723,0.0004114050721749611
42,298,0,0,0.35495022,0.0014468403488605423,0.019540513,0.024929553,0.0013396240730959384
42,299,0,0,0.25265768,0.00033574672116136814,0.00455927,0.016343515,0.0004114050721749611
42,302,0,0,0.26080072,0.00033684496757964904,0.0049879416,0.015911102,0.00041523539963720063
42,305,0,1,0.7416093,0.9907465434748981,0.99483854,0.99794084,0.9934678931149864
42,306,0,0,0.29136875,0.0005988824603132794,0.012961147,0.025567804,0.0007578758811998364
42,309,0,0,0.30643457,0.012191552862075362,0.008346653,0.018271161,0.00886015238019041
42,311,0,0,0.24366403,0.0003470139498791265,0.0031969731,0.013505618,0.00041966526810293157
42,312,0,0,0.2809818,0.00033574672116136814,0.0049246647,0.015592275,0.0004114050721749611
42,313,0,0,0.27480292,0.00031819630329956426,0.006865917,0.0182399,0.00040568675664837817
42,314,0,0,0.27501255,0.00033574672116136814,0.0038429964,0.015119364,0.0004114050721749611
42,315,0,0,0.26010475,0.00033684496757964904,0.004692215,0.013975199,0.0004114333674152026
42,316,0,0,0.24491048,0.00033574672116136814,0.005116015,0.01655688,0.0004114050721749611
42,319,0,0,0.27359143,0.0003108665953408354,0.008170553,0.018898312,0.00040568675664837817
42,320,0,0,0.26811737,0.0003470139498791265,0.005339985,0.01524774,0.00041966526810293157
42,320,1,0,0.2523381,0.00033574672116136814,0.002701622,0.014146347,0.0004114050721749611
42,321,0,0,0.2843975,0.0003979696300332196,0.009339472,0.024714027,0.0005454040819737398
42,322,0,0,0.2699812,0.00033574672116136814,0.006123904,0.016737977,0.0004114050721749611
42,323,0,0,0.26706025,0.00031819630329956426,0.005961487,0.01783461,0.00040568675664837817
42,326,0,0,0.25926918,0.00033574672116136814,0.0032254953,0.01519721,0.0004114050721749611
42,326,1,0,0.2729807,0.0015954146951045218,0.005910739,0.017291788,0.0016813038450506142
42,326,2,0,0.27707505,0.00389533542759843,0.0062240614,0.018274114,0.0010406841175199081
42,329,2,0,0.2494618,0.00033574672116136814,0.0038176316,0.016452689,0.0004114050721749611
42,330,0,0,0.27494967,0.0003470139498791265,0.0051662754,0.015352621,0.00042465764771084264
42,331,0,0,0.2635712,0.0003108665953408354,0.0067679747,0.017778775,0.00040568675664837817
42,332,0,0,0.29854745,0.0016566678145422708,0.008614925,0.017288068,0.002145031863382129
42,334,0,0,0.27203643,0.0003108665953408354,0.007769316,0.017748449,0.00040568675664837817
42,335,0,0,0.24645557,0.02317128015448949,0.004123802,0.022835081,0.009150414236056063
42,337,0,0,0.2481415,0.00033574672116136814,0.005252546,0.016708432,0.0004114050721749611
42,338,0,0,0.27881953,0.00033574672116136814,0.0037740595,0.014336376,0.0004114050721749611
42,339,0,1,0.6214859,0.9824962836308625,0.9440946,0.8867107,0.9873861789386434
42,340,0,0,0.27348363,0.00033574672116136814,0.0029264037,0.013590911,0.0004114050721749611
42,341,0,0,0.2784207,0.0003979696300332196,0.008542493,0.024744503,0.0004875990271234886
42,342,0,0,0.26467416,0.00033574672116136814,0.0025018752,0.015091647,0.0004114050721749611
42,343,0,1,0.7275181,0.999462989699228,0.9999523,0.9999745,0.9993377756766938
42,344,0,1,0.74638903,0.999462989699228,1.0,1.0,0.9993377756766938
42,345,0,0,0.23125167,0.00033574672116136814,0.0026975435,0.0133340275,0.0004114050721749611
42,346,0,0,0.27161866,0.00033574672116136814,0.0042086677,0.0156065365,0.0004114050721749611
42,348,0,0,0.28492,0.00033574672116136814,0.004343477,0.01634439,0.0004114050721749611
42,349,0,0,0.24923399,0.00033684496757964904,0.0032868064,0.01413219,0.00041523539963720063
42,350,0,0,0.25127298,0.00033574672116136814,0.0030390269,0.013938208,0.0004114050721749611
42,351,0,0,0.7499641,0.06954970343966389,0.9271195,0.9364558,0.07894959930069699
42,352,0,0,0.28436512,0.00033574672116136814,0.0036541407,0.015218086,0.0004114050721749611
42,355,0,0,0.22837447,0.00033574672116136814,0.0028183425,0.014102949,0.0004114050721749611
42,358,0,0,0.25655437,0.00033574672116136814,0.002965058,0.015224011,0.0004114050721749611
42,359,0,0,0.26653644,0.00033574672116136814,0.0026672664,0.0142253,0.0004114050721749611
42,360,0,0,0.29830495,0.0016555483170623841,0.005878042,0.023900585,0.0011521845804720896
42,361,0,0,0.22460207,0.00033574672116136814,0.002389543,0.013675938,0.0004114050721749611
42,361,1,0,0.2322486,0.0004152655693761506,0.0020157478,0.016355954,0.000532117376317855
42,363,0,0,0.2823303,0.00033574672116136814,0.004248184,0.016199391,0.0004114050721749611
42,364,0,1,0.7252319,0.999462989699228,1.0,1.0,0.9993377756766938
42,365,0,0,0.26283056,0.00033574672116136814,0.0032200024,0.014530867,0.0004114050721749611
42,366,0,0,0.27618128,0.0003108665953408354,0.00551401,0.017478764,0.00040568675664837817
42,367,0,0,0.25365624,0.00033574672116136814,0.0022305122,0.0139352195,0.0004114050721749611
42,369,0,0,0.26130337,0.0003108665953408354,0.0064619253,0.017456923,0.00040568675664837817
42,370,0,0,0.26425755,0.0003108665953408354,0.005750776,0.01756011,0.00040568675664837817
42,371,0,1,0.74665713,0.7587845191019849,0.8929581,0.9371522,0.9185146940130602
42,371,1,1,0.73157305,0.8767806447760538,0.89658874,0.9337121,0.91127968633994
42,372,2,0,0.29273272,0.0014966647700310478,0.010142013,0.01702957,0.001734167879660072
42,374,0,0,0.7347742,0.6193169869485411,0.9500499,0.97879297,0.5183728937454558
42,375,0,0,0.27385762,0.0004210112895001887,0.007921009,0.024071414,0.00044648864581236435
42,376,0,1,0.74705946,0.999462989699228,1.0,1.0,0.9993377756766938
42,377,0,0,0.28086397,0.0003206278669538865,0.007377259,0.019030616,0.0004166727041116248
42,379,0,0,0.28616926,0.00044145843924508533,0.0059176288,0.015741218,0.0006233045917659683
42,381,0,0,0.319012,0.02558913694710906,0.010752931,0.017758569,0.04722645877718977
42,382,0,0,0.28981712,0.00031819630329956426,0.0047910777,0.017871564,0.00040568675664837817
42,383,0,0,0.28434643,0.00033574672116136814,0.00355127,0.01522293,0.0004114050721749611
42,384,0,0,0.25699675,0.00033574672116136814,0.0036809423,0.014722035,0.0004114050721749611
42,384,3,1,0.7152462,0.803094078670899,0.8926607,0.9290645,0.8419343470147626
42,387,0,0,0.26508093,0.00033574672116136814,0.0050630094,0.015452892,0.0004114050721749611
42,388,0,0,0.2467471,0.0003350237411733304,0.010355185,0.018990442,0.000470088409075037
42,389,0,0,0.2702392,0.0003108665953408354,0.007974833,0.017456505,0.00040568675664837817
42,390,0,0,0.26979873,0.00033574672116136814,0.0050268727,0.016683523,0.0004114050721749611
42,391,0,0,0.25909895,0.00033574672116136814,0.0042284965,0.015924152,0.0004114050721749611
42,392,0,0,0.28367323,0.00032271109113440167,0.005306197,0.017074656,0.00040332410628638734
42,394,0,0,0.2816022,0.0004077072760378824,0.011059052,0.025053015,0.0006035848096532597
42,397,0,0,0.27057633,0.00033574672116136814,0.003527204,0.014997297,0.0004114050721749611
42,398,0,0,0.2940383,0.0003470139498791265,0.0061808955,0.014293384,0.00041966526810293157
42,399,0,0,0.26066187,0.00033574672116136814,0.0030017605,0.0143028265,0.0004114050721749611
42,400,0,0,0.2979543,0.0011227897700161638,0.011287739,0.022776715,0.0007294323778939137
42,400,1,0,0.33711055,0.004319950312323331,0.015448548,0.018082734,0.004878946435097751
42,402,0,0,0.35668325,0.23556170041812594,0.015417166,0.020371351,0.15264314753236533
42,403,0,0,0.266597,0.0003108665953408354,0.008500738,0.018534582,0.00040568675664837817
42,404,0,1,0.6509485,0.999462989699228,1.0,1.0,0.9993377756766938
42,405,0,0,0.2436093,0.00033574672116136814,0.004934781,0.01631432,0.0004114050721749611
42,406,0,0,0.24874678,0.0003470139498791265,0.003951149,0.014256267,0.00041966526810293157
42,407,0,0,0.2740694,0.00031819630329956426,0.008398705,0.018868707,0.00040568675664837817
42,408,0,0,0.27896515,0.0007261439429337793,0.005303162,0.016529929,0.000603555884055818
42,409,0,0,0.28287134,0.0007427736031443869,0.0067909835,0.016407542,0.0012073358477166615
42,411,0,0,0.26489204,0.0003470139498791265,0.004481759,0.014759868,0.00042465764771084264
42,412,0,0,0.27135044,0.0003108665953408354,0.010034472,0.018344633,0.0004057146587591949
42,414,3,0,0.23885526,0.007573205051687754,0.009329701,0.030106783,0.004691279858286888
42,415,0,0,0.2479216,0.0003470139498791265,0.0040465244,0.013988057,0.00041966526810293157
42,416,0,0,0.27439138,0.002899573049740137,0.005426228,0.017164702,0.004496480323298844
