method_metric,stratum,amp_bin,baseline_bin,p02_topology,low_n_scored,high_n_scored,low_mean,high_mean,high_minus_low,match_weight,method
trad_secondary_fraction,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,280,1680,0.16361452401772414,0.18407583493058305,0.02046131091285891,0.5196027182435965,traditional
trad_secondary_fraction,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,280,1680,0.36109418714547703,0.3675113159582598,0.00641712881278278,0.29360515769297785,traditional
trad_secondary_fraction,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,239,1680,0.5785513349011693,0.5838530432926816,0.005301708391512339,0.13573793343788115,traditional
trad_secondary_fraction,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,132,1637,0.0,0.0004681411937197634,0.0004681411937197634,0.02300052273915316,traditional
trad_secondary_fraction,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1412,0.010256203018280948,0.006447810558270781,-0.003808392460010167,0.008886565603763722,traditional
trad_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,45,1151,0.14065209381228733,0.08553651041903174,-0.05511558339325559,0.007841087297438577,traditional
trad_secondary_fraction,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,38,820,0.5174773382758971,0.5061086305606433,-0.01136870771525389,0.00662136260672591,traditional
trad_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,27,1465,0.04080467100193061,0.11760445808891416,0.07679978708698355,0.004704652378463147,traditional
ridge_secondary_fraction,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,280,1680,0.0664387970560684,0.06576955116817082,-0.0006692458878975738,0.5196027182435965,ridge
ridge_secondary_fraction,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,280,1680,0.07118261844192304,0.10466517324695217,0.033482554805029124,0.29360515769297785,ridge
ridge_secondary_fraction,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,239,1680,0.04620702692012605,0.08002106177995404,0.033814034859827986,0.13573793343788115,ridge
ridge_secondary_fraction,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,132,1637,0.0407418507289975,0.12226767059796909,0.08152581986897159,0.02300052273915316,ridge
ridge_secondary_fraction,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1412,0.07187062120834646,0.11296002328081604,0.04108940207246958,0.008886565603763722,ridge
ridge_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,45,1151,0.11423293161790124,0.11766269696794035,0.00342976535003911,0.007841087297438577,ridge
ridge_secondary_fraction,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,38,820,0.039271273902488926,0.0751502961580974,0.035879022255608475,0.00662136260672591,ridge
ridge_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,27,1465,0.21184178779969207,0.17383690742622265,-0.03800488037346941,0.004704652378463147,ridge
gradient_boosted_trees_secondary_fraction,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,280,1680,0.016152202273349323,0.01721715594500459,0.0010649536716552666,0.5196027182435965,gradient_boosted_trees
gradient_boosted_trees_secondary_fraction,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,280,1680,0.02253311869046826,0.036852902180345114,0.014319783489876853,0.29360515769297785,gradient_boosted_trees
gradient_boosted_trees_secondary_fraction,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,239,1680,0.02199825618155448,0.03491093912488585,0.012912682943331366,0.13573793343788115,gradient_boosted_trees
gradient_boosted_trees_secondary_fraction,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,132,1637,0.0982737016271391,0.13149074203144304,0.03321704040430394,0.02300052273915316,gradient_boosted_trees
gradient_boosted_trees_secondary_fraction,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1412,0.09376054692613689,0.10140551554013418,0.0076449686139972856,0.008886565603763722,gradient_boosted_trees
gradient_boosted_trees_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,45,1151,0.047955746096499295,0.07475518743473833,0.026799441338239034,0.007841087297438577,gradient_boosted_trees
gradient_boosted_trees_secondary_fraction,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,38,820,0.031209969809311226,0.040528655315142714,0.009318685505831488,0.00662136260672591,gradient_boosted_trees
gradient_boosted_trees_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,27,1465,0.06674542837305501,0.11112782717821174,0.04438239880515672,0.004704652378463147,gradient_boosted_trees
mlp_secondary_fraction,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,280,1680,0.01956352731777354,0.019420589522578125,-0.0001429377951954157,0.5196027182435965,mlp
mlp_secondary_fraction,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,280,1680,0.03247782506385278,0.04080962518153554,0.00833180011768276,0.29360515769297785,mlp
mlp_secondary_fraction,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,239,1680,0.021127469574096024,0.03738240168639513,0.016254932112299107,0.13573793343788115,mlp
mlp_secondary_fraction,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,132,1637,0.3706285858098228,0.23019935498391236,-0.1404292308259104,0.02300052273915316,mlp
mlp_secondary_fraction,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1412,0.20362841353019598,0.13265652296751967,-0.0709718905626763,0.008886565603763722,mlp
mlp_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,45,1151,0.06012583961213389,0.0789202728335781,0.018794433221444203,0.007841087297438577,mlp
mlp_secondary_fraction,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,38,820,0.020055251618078827,0.035362208748333984,0.015306957130255157,0.00662136260672591,mlp
mlp_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,27,1465,0.09916415599963818,0.14505185853250155,0.04588770253286337,0.004704652378463147,mlp
cnn1d_secondary_fraction,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,280,1680,0.08922238647937775,0.09175411611795425,0.0025317296385765076,0.5196027182435965,cnn1d
cnn1d_secondary_fraction,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,280,1680,0.10759547352790833,0.1261012852191925,0.01850581169128418,0.29360515769297785,cnn1d
cnn1d_secondary_fraction,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,239,1680,0.08222279697656631,0.08733520656824112,0.005112409591674805,0.13573793343788115,cnn1d
cnn1d_secondary_fraction,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,132,1637,0.09228557348251343,0.2172742635011673,0.12498869001865387,0.02300052273915316,cnn1d
cnn1d_secondary_fraction,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1412,0.04351971670985222,0.131035715341568,0.08751599490642548,0.008886565603763722,cnn1d
cnn1d_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,45,1151,0.038051433861255646,0.07651843130588531,0.03846699744462967,0.007841087297438577,cnn1d
cnn1d_secondary_fraction,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,38,820,0.06655186414718628,0.08910518884658813,0.022553324699401855,0.00662136260672591,cnn1d
cnn1d_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,27,1465,0.030892612412571907,0.0770239308476448,0.04613132029771805,0.004704652378463147,cnn1d
residual_tcn_secondary_fraction,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,280,1680,0.11580565571784973,0.08570147305727005,-0.03010418266057968,0.5196027182435965,residual_tcn
residual_tcn_secondary_fraction,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,280,1680,0.13237810134887695,0.12642884254455566,-0.005949258804321289,0.29360515769297785,residual_tcn
residual_tcn_secondary_fraction,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,239,1680,0.08120644092559814,0.08764354139566422,0.0064371004700660706,0.13573793343788115,residual_tcn
residual_tcn_secondary_fraction,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,132,1637,0.2568269670009613,0.1418037712574005,-0.11502319574356079,0.02300052273915316,residual_tcn
residual_tcn_secondary_fraction,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,51,1412,0.11765594780445099,0.1251153200864792,0.007459372282028198,0.008886565603763722,residual_tcn
residual_tcn_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,45,1151,0.06692258268594742,0.08612830936908722,0.0192057266831398,0.007841087297438577,residual_tcn
residual_tcn_secondary_fraction,amp_1000_2500|s16_mild_lowering|p02_broad_late,amp_1000_2500,s16_mild_lowering,p02_broad_late,38,820,0.07776171714067459,0.08883258700370789,0.011070869863033295,0.00662136260672591,residual_tcn
residual_tcn_secondary_fraction,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,27,1465,0.07476453483104706,0.0988115444779396,0.024047009646892548,0.004704652378463147,residual_tcn
