method,tau_score,candidate_rule,score_threshold,candidate_rate_delta,candidate_rate_ci_low,candidate_rate_ci_high,quiet_disagreement_rate_delta,quiet_disagreement_ci_low,quiet_disagreement_ci_high,method_traditional_jaccard,support_shift_energy_distance,support_shift_ci_low,support_shift_ci_high,synthetic_brier,brier_improvement_vs_025
traditional,trad_score_sse_improvement,traditional score>=0.015 or fraction>=0.03,0.015,-0.11840639476214315,-0.1731646418192558,-0.08385320774451602,0.0,0.0,0.0,1.0,0.13154200387786408,0.1044729422514567,0.16614040794458448,,
ridge,ridge_overlap_score,method score >= low-current p90,0.41926584794008387,0.07705481792249688,0.055000566332366795,0.1080693905807719,0.05902108014906281,0.03647521599143333,0.09158089365222166,0.09432634098268337,0.09100555575171966,0.07398048461194213,0.131674312573166,0.16471892570155194,0.08528107429844806
gradient_boosted_trees,gradient_boosted_trees_overlap_score,method score >= low-current p90,0.4154314320875322,0.06702843793950083,0.01247166915010164,0.15054397904737143,0.05141840083271755,9.455674400137287e-05,0.12908413805130617,0.041700624830209185,0.16866802257425575,0.11891764093469183,0.257732017603545,0.10865229079850373,0.14134770920149625
mlp,mlp_overlap_score,method score >= low-current p90,0.40870972559475094,0.03028692204397193,0.008877440331816228,0.05681715953204287,0.030996241647000863,0.009892515340331285,0.05918608974864535,0.05084253341080767,0.07712016306899037,0.06460117281936227,0.10455809216841411,0.11533076815563091,0.13466923184436908
cnn1d,cnn1d_overlap_score,method score >= low-current p90,0.4941661864519119,0.06577499145828863,-0.04280297968518709,0.1383467970579123,0.07025982694095492,0.012120363083111181,0.11176805728881885,0.08983316697561672,0.08870735195192157,0.05417119597604363,0.18157993545745618,0.2143721112631143,0.03562788873688569
residual_tcn,residual_tcn_overlap_score,method score >= low-current p90,0.6894586324691773,-0.005461451057980349,-0.04812414029938545,0.04811978588497293,-0.010370908917546662,-0.06474092008011094,0.06701526550722135,0.03851423352108388,0.08151945173348328,0.05454153558144529,0.17326163082522547,0.21443314585880802,0.035566854141191984
