method,secondary_fraction_delta,secondary_fraction_ci_low,secondary_fraction_ci_high,overlap_score_delta,overlap_score_ci_low,overlap_score_ci_high,timing_tail_proxy_delta,charge_log_proxy_delta,support_accept_fraction,synthetic_auc,synthetic_ap,synthetic_brier,secondary_fraction_mae
traditional,0.013066295653642666,-0.019271693073323024,0.045063384684262416,0.01220258909072266,-0.023526839097466855,0.05258955652066915,0.021254080245236742,0.15911855302593608,1.0,,,,
ridge,0.016398697509906066,0.007329038695148679,0.026581665120313045,0.02757348632244498,-0.00023209092569868682,0.05638981761206873,-0.0032175723115455274,-0.049700687357320694,0.5591257726776725,0.824929113017801,0.8317787921176967,0.16471892570155194,0.11924544214133813
gradient_boosted_trees,0.007823045731318557,0.00542838486851114,0.010191278186490986,0.03152133765015086,0.025438560257172383,0.03817448825261883,-0.0011293563483693704,-0.00853640115942282,0.5591257726776725,0.9252294107143936,0.9336237448445258,0.10865229079850373,0.07622905866449256
mlp,0.001182364829254061,-0.002821566011448674,0.010850935909442472,-0.010363693272969002,-0.0289971539459908,0.0008392750755432708,-3.086513938809022e-05,0.011725131169827142,0.5591257726776725,0.9074942430492012,0.9065809871063193,0.11533076815563091,0.09321310370137473
cnn1d,0.011763353763421792,-0.0070214903264482235,0.02505525597181293,0.016770408911548393,-0.03182113353798491,0.05596065446422849,-0.005759626604935101,-0.020155336452964155,0.5591257726776725,0.7386709952852114,0.7767498931641387,0.2143721112631143,0.13665599139144283
residual_tcn,-0.01875746407888351,-0.03487035681709899,-8.500324376220122e-05,-0.06786558343093349,-0.13075440857682127,-0.0019853362669812295,-0.0029084182126400833,0.010354159391970378,0.5591257726776725,0.7430960790725312,0.7738417262420888,0.21443314585880802,0.13802271251235695
