heldout_run,heldout_group,method,n_scored_events,n_synthetic_train,training_policy,synthetic_train_source_runs,synthetic_holdout_auc,synthetic_holdout_ap,synthetic_holdout_brier,synthetic_secondary_fraction_mae,support_accept_fraction
44,high_20nA,ridge,652,3000,low_current_only_source_run_heldout,46 47,0.8374919999999999,0.831552877609857,0.15687678647532174,0.11970908978126397,0.6579754601226994
44,high_20nA,gradient_boosted_trees,652,3000,low_current_only_source_run_heldout,46 47,0.942376,0.9402124117616635,0.09457819890462639,0.07165180227163373,0.6579754601226994
44,high_20nA,mlp,652,3000,low_current_only_source_run_heldout,46 47,0.9228679999999999,0.9035005488963411,0.09428784973082623,0.07864926378694148,0.6579754601226994
44,high_20nA,cnn1d,652,3000,low_current_only_source_run_heldout,46 47,0.6999839999999999,0.7462914588517905,0.22620558975039098,0.15481600754365388,0.6579754601226994
44,high_20nA,residual_tcn,652,3000,low_current_only_source_run_heldout,46 47,0.86224,0.8940680938876331,0.1459462818407452,0.10573489169488852,0.6579754601226994
44,high_20nA,shuffled_current_sentinel,652,3000,label_permuted_control,46 47,0.538408,,,,0.6579754601226994
45,high_20nA,ridge,1120,3000,low_current_only_source_run_heldout,46 47,0.807376,0.8236198933721661,0.17828271426257397,0.1251796495248105,0.5107142857142857
45,high_20nA,gradient_boosted_trees,1120,3000,low_current_only_source_run_heldout,46 47,0.9303579999999999,0.9390748387032515,0.1052545666686708,0.07878996441768615,0.5107142857142857
45,high_20nA,mlp,1120,3000,low_current_only_source_run_heldout,46 47,0.871148,0.8982117442464947,0.14940198438474084,0.09450341793055317,0.5107142857142857
45,high_20nA,cnn1d,1120,3000,low_current_only_source_run_heldout,46 47,0.670504,0.7233280886742012,0.24023169697614072,0.14369947657115015,0.5107142857142857
45,high_20nA,residual_tcn,1120,3000,low_current_only_source_run_heldout,46 47,0.708496,0.7026104699422562,0.25064736778298136,0.13670452296729563,0.5107142857142857
45,high_20nA,shuffled_current_sentinel,1120,3000,label_permuted_control,46 47,0.51481,,,,0.5107142857142857
46,low_2nA,ridge,417,3000,low_current_only_source_run_heldout,47,0.9507995822492138,0.9591230253302832,0.08418303544600184,0.09055413960514436,0.9256594724220624
46,low_2nA,gradient_boosted_trees,417,3000,low_current_only_source_run_heldout,47,0.9907877500015092,0.9921730468860308,0.031401251365737966,0.04015992431825641,0.9256594724220624
46,low_2nA,mlp,417,3000,low_current_only_source_run_heldout,47,0.9874554026888178,0.9860050101527411,0.03230203942017471,0.048874929707708605,0.9256594724220624
46,low_2nA,cnn1d,417,3000,low_current_only_source_run_heldout,47,0.906965933992961,0.9283291311516534,0.11763460026958236,0.10444758283975064,0.9256594724220624
46,low_2nA,residual_tcn,417,3000,low_current_only_source_run_heldout,47,0.7777771070154362,0.8200292612596968,0.19147699476427205,0.14226954864634986,0.9256594724220624
46,low_2nA,shuffled_current_sentinel,417,3000,label_permuted_control,47,0.40092001762763435,,,,0.9256594724220624
47,low_2nA,ridge,675,1332,low_current_only_source_run_heldout,46,0.8199,0.8582097471541175,0.16671574059700278,0.10312387341360837,0.6785185185185185
47,low_2nA,gradient_boosted_trees,675,1332,low_current_only_source_run_heldout,46,0.926506,0.9394896885963223,0.11581810070704449,0.0725321190408553,0.6785185185185185
47,low_2nA,mlp,675,1332,low_current_only_source_run_heldout,46,0.904488,0.921440285053897,0.1260841863599798,0.08992268894165452,0.6785185185185185
47,low_2nA,cnn1d,675,1332,low_current_only_source_run_heldout,46,0.7283240000000001,0.7968208842691469,0.2276878041781085,0.13000471379300693,0.6785185185185185
47,low_2nA,residual_tcn,675,1332,low_current_only_source_run_heldout,46,0.70694,0.7021985718768102,0.2366129649934847,0.1480866818544444,0.6785185185185185
47,low_2nA,shuffled_current_sentinel,675,1332,label_permuted_control,46,0.476858,,,,0.6785185185185185
48,high_20nA,ridge,1086,3000,low_current_only_source_run_heldout,46 47,0.8242759999999999,0.8458513294864886,0.16979179181968163,0.13240459240591115,0.47605893186003684
48,high_20nA,gradient_boosted_trees,1086,3000,low_current_only_source_run_heldout,46 47,0.9222380000000001,0.9306061271525209,0.1135262681444239,0.08331856963044379,0.47605893186003684
48,high_20nA,mlp,1086,3000,low_current_only_source_run_heldout,46 47,0.9121959999999999,0.9013267988121939,0.11714392625471796,0.11224373080745442,0.47605893186003684
48,high_20nA,cnn1d,1086,3000,low_current_only_source_run_heldout,46 47,0.666272,0.6697892609851183,0.27147224176537477,0.15442118651394543,0.47605893186003684
48,high_20nA,residual_tcn,1086,3000,low_current_only_source_run_heldout,46 47,0.711428,0.7544288624889055,0.22716505765164352,0.14520533967241903,0.47605893186003684
48,high_20nA,shuffled_current_sentinel,1086,3000,label_permuted_control,46 47,0.483152,,,,0.47605893186003684
49,high_20nA,ridge,1107,3000,low_current_only_source_run_heldout,46 47,0.8012279999999999,0.780993412772889,0.17677473943928856,0.13445570976028143,0.46612466124661245
49,high_20nA,gradient_boosted_trees,1107,3000,low_current_only_source_run_heldout,46 47,0.9026239999999999,0.9195489779545684,0.12293853586157207,0.08605430080419972,0.46612466124661245
49,high_20nA,mlp,1107,3000,low_current_only_source_run_heldout,46 47,0.8723319999999999,0.8608886691664497,0.14125577335669323,0.09832535714675626,0.46612466124661245
49,high_20nA,cnn1d,1107,3000,low_current_only_source_run_heldout,46 47,0.7926,0.8371380122080048,0.1849771445157691,0.12197585674276748,0.46612466124661245
49,high_20nA,residual_tcn,1107,3000,low_current_only_source_run_heldout,46 47,0.72854,0.7645932089992059,0.21951099279266725,0.1429276487914693,0.46612466124661245
49,high_20nA,shuffled_current_sentinel,1107,3000,label_permuted_control,46 47,0.502096,,,,0.46612466124661245
50,high_20nA,ridge,996,3000,low_current_only_source_run_heldout,46 47,0.782776,0.8044074231550521,0.1895425827632729,0.12185884809971154,0.4819277108433735
50,high_20nA,gradient_boosted_trees,996,3000,low_current_only_source_run_heldout,46 47,0.91347,0.9210163330919156,0.12200569641443457,0.07954246281549962,0.4819277108433735
50,high_20nA,mlp,996,3000,low_current_only_source_run_heldout,46 47,0.8960560000000001,0.9086065100569731,0.12796133593749073,0.11701287539082535,0.4819277108433735
50,high_20nA,cnn1d,996,3000,low_current_only_source_run_heldout,46 47,0.784428,0.8183812351705589,0.2042400102207551,0.12819305616580648,0.4819277108433735
50,high_20nA,residual_tcn,996,3000,low_current_only_source_run_heldout,46 47,0.712548,0.732167579296571,0.22496574917766077,0.14588758423152057,0.4819277108433735
50,high_20nA,shuffled_current_sentinel,996,3000,label_permuted_control,46 47,0.47948599999999997,,,,0.4819277108433735
51,high_20nA,ridge,903,3000,low_current_only_source_run_heldout,46 47,0.82796,0.824521624383584,0.16191174001318487,0.11623913021668426,0.5503875968992248
51,high_20nA,gradient_boosted_trees,903,3000,low_current_only_source_run_heldout,46 47,0.923772,0.9311034440916015,0.11370989914191668,0.07844733715064144,0.5503875968992248
51,high_20nA,mlp,903,3000,low_current_only_source_run_heldout,46 47,0.92646,0.916467015805126,0.09497476875870697,0.0995544823416624,0.5503875968992248
51,high_20nA,cnn1d,903,3000,low_current_only_source_run_heldout,46 47,0.6963079999999999,0.7393373614104031,0.23733891586189143,0.1475743147358065,0.5503875968992248
