component,dominant_atom,secondary_fraction_delta,ci_low,ci_high,share_of_total_effect,support_fraction
topology_composition,p02_broad_late,0.013521537791747912,-0.018534618134342318,0.04685240768882387,1.0348409488176806,0.6490449393675201
baseline_pathology,s16_no_lowering,0.013235497826916251,-0.019586354944753817,0.04324436494871899,1.0129495136003916,0.4627883014979789
anomaly_taxonomy,p09_broad_late,0.013160221490763672,-0.019827035445309716,0.046310754208829366,1.0071884059270326,0.530791788856305
charge_support_drift,amp_ge_4500,0.01056090296929732,-0.007738737951220214,0.02907670297620244,0.8082553195827247,0.36839185226282
beam_pileup,pileup_like_high,0.010324944125684804,0.003639318720280158,0.017447132391934284,0.7901967320635654,0.43465166045811204
