method,run_weighted_width_ns,run_boot_ci_low_ns,run_boot_ci_high_ns,runs
cnn_1d,1.5649084676879874,1.360865906544583,1.9904953538406343,7
constrained_monotone_timewalk,1.3007961580858938,1.0994592263724832,1.483638088057162,7
gated_residual_cnn_new,2.106194711129502,1.708594902417948,2.469728681396658,7
gradient_boosted_trees,0.8748990896183068,0.6495680020110953,1.2958058604847174,7
mlp,0.5711850819174114,0.4736145045219075,0.7381462425155323,7
ridge,1.5184946906025012,1.1705790904926037,2.233067775188755,7
