model,fold,source_runs,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive
ridge,0,58 61,0.8378498421471463,0.8280123029603998,9.125031895272938,7.453849936455356,-0.0071740737270159895,0.09776592249095346,0.23627450980392156,2040,1020
ridge,1,60,0.839563582481033,0.833044982698962,9.206718315036328,7.946612422579629,-0.006959507804986641,0.09464827358228392,0.19607843137254902,1020,510
ridge,2,59,0.7685937051724514,0.8066647443291042,10.367699515235163,8.798326488492517,0.008172765909937388,0.10599313482837247,0.3235294117647059,1020,510
gradient_boosted_trees,0,58 61,0.8703693168079751,0.8487129950019223,7.767457220477922,5.698399972472963,-0.0010744757849029997,0.09491362648651684,0.22156862745098038,2040,1020
gradient_boosted_trees,1,60,0.8682739031851656,0.8541868512110726,7.841628647590763,5.522852382217744,-0.011521745747463737,0.08477881937090734,0.18823529411764706,1020,510
gradient_boosted_trees,2,59,0.822225016432999,0.8366743560169166,6.8068341333928775,5.226646086695989,0.001111210115605271,0.08838027666561633,0.2901960784313726,1020,510
mlp,0,58 61,0.8591255402899481,0.8445213379469434,11.014981009053894,8.382691261867098,0.0016356185719567508,0.10065525868367367,0.22647058823529412,2040,1020
mlp,1,60,0.8472152740209657,0.8409073433294888,11.030711113843987,8.178837078614848,-0.018791252180649802,0.09781896403838014,0.20392156862745098,1020,510
mlp,2,59,0.8156958858703558,0.8261822376009227,11.362219248587518,8.956040039774368,0.0027444498623906636,0.10899859315126931,0.3058823529411765,1020,510
