method,stratum,level,n,amplitude_sigma68,timing_res68_ns,energy_bias,energy_sigma68,saturation_interaction_energy_sigma68,pid_auc,pid_ap,pid_log_loss,pid_ece
1d_cnn,pid_sideband,central,3540,0.27138162255561055,7.220593544484387,-0.09329176178746135,0.8163619089547933,0.7924719321467741,0.9418063409494628,0.7801806848949516,0.11345754924230055,0.009055908390238294
gradient_boosted_trees,pid_sideband,central,3540,0.09145965180517404,3.7185671391684503,-0.1329517672005065,0.7244776122911667,0.7091905300497434,0.9997645939053997,0.9967791693258689,0.013153770977951633,0.0038686075891549857
mlp,pid_sideband,central,3540,0.10213153222732824,4.171203781941061,-0.05770338247302287,0.7377419478131412,0.7359264978561918,0.994514401763128,0.9743742796428759,0.0322523929690076,0.009753342914913681
pedestal_memory_transformer_new,pid_sideband,central,3540,0.2889921701274668,6.067800153364239,-0.5204573270460975,0.9642259525409892,1.084012228666754,0.9818890003003018,0.9162749451161931,0.07343699878591058,0.026810064620475187
ridge,pid_sideband,central,3540,0.19936896672541804,4.153338824064516,-0.05816616853412088,0.7696115158229733,0.7933089088340797,0.9731738849385908,0.8977944566178585,0.2780749289960589,0.20879948472948803
traditional_pedestal_scorecard,pid_sideband,central,3540,0.17578445412010998,1.1615114083414302,0.6557479370011913,1.8914576120817082,1.5398109521683032,0.02921580503794491,0.03568369509964882,0.7013600736015431,0.42844709907556644
1d_cnn,pid_sideband,high_duplicate,835,0.1970428486317554,8.475388928967966,-0.18523255245771608,1.0485408889966166,1.0155187464463649,,,,0.04174565572608227
gradient_boosted_trees,pid_sideband,high_duplicate,835,0.08219743456162874,3.8196785456094515,-0.34228855607929143,0.9229356427318554,0.8474605744918566,,,,0.0006209189268273629
mlp,pid_sideband,high_duplicate,835,0.09633169280818502,4.1934975100428415,-0.396892580647914,0.8599228920145614,0.8074562240495493,,,,0.0005920704350974582
pedestal_memory_transformer_new,pid_sideband,high_duplicate,835,0.30185035485484424,4.911515237359573,0.6130885276930131,3.3553132989069465,1.2029318230673531,,,,0.03683457870683271
ridge,pid_sideband,high_duplicate,835,0.1777803663626123,4.417893116702687,-0.31709983998914115,0.8293431220403358,0.8101424255074694,,,,0.22813235859567502
traditional_pedestal_scorecard,pid_sideband,high_duplicate,835,0.14596325720763442,1.1835600671107214,0.4997316631715007,3.169515276177867,1.6437365031842894,,,,0.38728369356310854
1d_cnn,pid_sideband,low_duplicate,821,0.2273526685140097,7.400049963207243,-0.23229145437001364,0.8624176774047538,0.8045835590477105,,,,0.007669441198679199
gradient_boosted_trees,pid_sideband,low_duplicate,821,0.18889359522225835,3.6870364794211135,-0.1347425174669873,0.7623570226259861,0.7333383214274444,,,,0.00015861616452149827
mlp,pid_sideband,low_duplicate,821,0.1783960349826858,4.091605778305743,-0.07566368267925228,0.7722142731888966,0.7813352752358455,,,,0.0013951863653621733
pedestal_memory_transformer_new,pid_sideband,low_duplicate,821,0.27824907790085157,5.869846994330883,-0.8172729854435392,1.011257168049447,0.9945013549342974,,,,0.013358822018112284
ridge,pid_sideband,low_duplicate,821,0.20502550584023413,3.6647804507290456,-0.05988897071042887,0.7767057907058823,0.7941171190316256,,,,0.1900253772861879
traditional_pedestal_scorecard,pid_sideband,low_duplicate,821,0.19400414826802354,1.1707232429427379,0.43644893315622946,1.515648340476608,1.6676719995015783,,,,0.5126826912806305
1d_cnn,pileup_separation_bin,close,1631,0.2178330672171036,6.809384705432478,-0.06306200070954926,1.0057229146810405,0.8508239653417197,0.9612208935469474,0.9113364301450909,0.11664939740826168,0.03449286863168453
gradient_boosted_trees,pileup_separation_bin,close,1631,0.16537493714063145,3.3973190455455984,-0.10406106900928114,0.7852268262578721,0.6946438436725209,0.9999115071486833,0.9992771478700737,0.010757979028881535,0.0033959845479837334
mlp,pileup_separation_bin,close,1631,0.16752397803817537,4.167596347549059,-0.03221718327056822,0.7797613364508393,0.7148734425620402,0.9985071640734413,0.9931646173951811,0.022413474484908828,0.007673595036864539
pedestal_memory_transformer_new,pileup_separation_bin,close,1631,0.22840176202256082,5.769571176373018,-0.6630260514571189,1.1540164937615824,1.1089998985538543,0.9986956923218986,0.9882694822958629,0.06334642978586011,0.03551356143796054
ridge,pileup_separation_bin,close,1631,0.21638545260932518,3.926735628672983,0.009172701534364114,0.803174846729582,0.7587369514844722,0.9902465487787987,0.9598077332722129,0.28456592347919035,0.21462859627608447
traditional_pedestal_scorecard,pileup_separation_bin,close,1631,0.21213966008068771,1.1990289545322332,0.9004898089759806,1.3860834283479202,1.6061431658790917,0.16421195192144913,0.1469055843900544,0.7002846296470427,0.3936956253351388
1d_cnn,pileup_separation_bin,late,1,0.0,0.0,0.27082119189920917,0.0,,,,,0.0015617012977600098
gradient_boosted_trees,pileup_separation_bin,late,1,0.0,0.0,0.8679082422415885,0.0,,,,,0.0006072609844045562
mlp,pileup_separation_bin,late,1,0.0,0.0,-0.09775875261916944,0.0,,,,,1.0000000000287557e-06
pedestal_memory_transformer_new,pileup_separation_bin,late,1,0.0,0.0,0.9322947045487453,0.0,,,,,0.029132366180419922
ridge,pileup_separation_bin,late,1,0.0,0.0,0.19266744274009961,0.0,,,,,0.14136654804854043
traditional_pedestal_scorecard,pileup_separation_bin,late,1,0.0,0.0,0.5922517942225181,0.0,,,,,0.33783030412432924
1d_cnn,pileup_separation_bin,mid,1136,0.18087670467099298,6.698045651387391,-0.21505700434749908,1.013396169823504,0.8621534369066642,0.9942354945297927,0.9958286168578337,0.1328916619943814,0.0486825811733044
gradient_boosted_trees,pileup_separation_bin,mid,1136,0.10240941360328397,3.4493555580837114,-0.20183120664652388,0.8446911422612333,0.7321988993984228,0.9999283718931308,0.9999382096170055,0.013060209143078347,0.0037256246061933055
mlp,pileup_separation_bin,mid,1136,0.1116923126816699,3.9181370041438157,-0.14267971841707244,0.82567270327478,0.7053379821527326,0.9998380581931654,0.9998614400193547,0.015924075465695544,0.00600563314222931
pedestal_memory_transformer_new,pileup_separation_bin,mid,1136,0.2123083624748192,6.6688616345479375,-0.0067795351723733965,1.7894184865838771,1.9479069907063735,0.9988290361659654,0.9989684837434281,0.07983926806670594,0.04572866823684924
ridge,pileup_separation_bin,mid,1136,0.18541669413971715,3.97540825628741,-0.0827868188587828,0.8123585411597687,0.7763817303850677,0.998801007776321,0.9989791146591618,0.28666629018294176,0.21988375495526444
traditional_pedestal_scorecard,pileup_separation_bin,mid,1136,0.16856239579085858,1.2211414117666748,1.3350934473048377,1.425522359811867,1.6928827588946733,0.5287898275631184,0.6977132069615183,0.6704979029043854,0.09666377993721942
1d_cnn,pileup_separation_bin,none,2428,0.2875452355366115,7.58837792223828,-0.14124361686609932,0.7471678195949438,0.7962185709296137,0.9717553688141923,0.9562842313341022,0.06627611388964683,0.008397659232234388
gradient_boosted_trees,pileup_separation_bin,none,2428,0.07461609843701053,4.023595634321991,-0.16072993651954448,0.7160462741965665,0.741174299444227,0.9999706176176764,0.999780098132427,0.006107887448534945,0.002782199615674419
mlp,pileup_separation_bin,none,2428,0.08694235946998867,4.171907645957491,-0.10784336770846709,0.7263718910547349,0.7903921943051717,0.9987806311335723,0.9941484108769695,0.025206838574699422,0.011846254755854949
pedestal_memory_transformer_new,pileup_separation_bin,none,2428,0.3157257827106381,6.230460851754613,-0.4931892806143465,0.9316747343518228,0.9135596337383929,0.9911967117849471,0.9828664153566191,0.04498544476721404,0.01380201806433198
ridge,pileup_separation_bin,none,2428,0.19043425031262912,4.133169728486317,-0.08800248972810087,0.7618469392774618,0.8366419237351757,0.9839425280601752,0.9705224819621722,0.244359914402574,0.1973938240990656
traditional_pedestal_scorecard,pileup_separation_bin,none,2428,0.1479994727110037,1.1242281948383601,-0.019454119265322284,3.007830044096676,1.8785831228843632,0.8198419227830992,0.829629711554125,0.6610203935662307,0.450327632851912
1d_cnn,pulse_shape_class,compact,1760,0.2473281113589434,7.624357803462459,-0.07517905658107171,1.0432625864095402,0.9505604416015019,0.9892670075450521,0.993513992701898,0.12328696188089297,0.03568831049745459
gradient_boosted_trees,pulse_shape_class,compact,1760,0.10285627831671235,3.7441472874701667,-0.15858037601192104,0.8633473409981518,0.830337611377911,0.999981812891023,0.9999843817133679,0.007573247629787908,0.001556399103586935
mlp,pulse_shape_class,compact,1760,0.11833458871419374,4.148899668096351,-0.06843254635514434,0.8454407002377801,0.8285483001665497,0.9995414250379332,0.9996570629683577,0.021680915569985124,0.007822893555145899
pedestal_memory_transformer_new,pulse_shape_class,compact,1760,0.2863497915058677,5.946092670463797,-0.008679695758795347,1.5759295596791674,1.1674174547343732,0.9988217351541228,0.9992492329638165,0.0842642418767012,0.051591017391977155
ridge,pulse_shape_class,compact,1760,0.2032945672321164,4.145099561185115,0.024445144554367193,0.8061744699079969,0.7928389972232659,0.9950933778138055,0.9967632303841186,0.3058652122003677,0.22733566927096258
traditional_pedestal_scorecard,pulse_shape_class,compact,1760,0.15946880348893422,1.1647889943822844,1.023094132543088,1.7686436406215522,1.1939877047790701,0.590751075637588,0.7621329933947594,0.6204033702145003,0.1381128468679962
1d_cnn,pulse_shape_class,late_tail,1757,0.2746124998402836,7.313254790609933,-0.11116738078436539,0.7521433735878957,0.7900381025330347,0.6969560202597663,0.30095131945961456,0.07807306042605885,0.009266977450117496
gradient_boosted_trees,pulse_shape_class,late_tail,1757,0.06944746225082411,4.087875014481521,-0.20778969470457698,0.6856109142964255,0.7253640041676968,0.9995737425404945,0.9683833463323064,0.007892616453629995,0.0038058843189283918
mlp,pulse_shape_class,late_tail,1757,0.07962055286207309,4.471780996145583,-0.1449637465058342,0.6978271956083291,0.7612103924112845,0.9663758086354746,0.7278293912347317,0.03379887136843374,0.01243085538060697
pedestal_memory_transformer_new,pulse_shape_class,late_tail,1757,0.29723146646427345,5.721764898803822,-0.5599975526751084,0.7997743605014108,0.8993226626124939,0.898776390351537,0.6462377426752155,0.04675453805518813,0.007796274122289623
ridge,pulse_shape_class,late_tail,1757,0.17222301109687205,4.373001319121077,-0.17726444291231291,0.7544473291225069,0.7960304683931351,0.8468732761646858,0.44660836348354527,0.23814570065818785,0.19235075564349416
traditional_pedestal_scorecard,pulse_shape_class,late_tail,1757,0.14104153705956457,1.2091779627795678,-0.22848547981559622,3.0489413894746855,2.142332716230353,0.2144075021312873,0.023352876867328447,0.7043211584063064,0.4913059601909844
1d_cnn,pulse_shape_class,nominal,1679,0.21277719577449372,6.7256914100891185,-0.21499807029021234,0.8133752109941281,0.7098422454476498,0.976817486664926,0.8517693796896705,0.08813617782347936,0.021549646899688208
gradient_boosted_trees,pulse_shape_class,nominal,1679,0.16538662995699566,3.287786208278127,-0.08611833889178067,0.7250670546930087,0.6672305764861293,0.9997824113792632,0.996763212638578,0.01192196343994821,0.0034667017080689394
mlp,pulse_shape_class,nominal,1679,0.1621658743013334,3.8881675707131893,-0.034598918459768147,0.730105477301723,0.6767006708151159,0.9997078095664391,0.9959504132652928,0.010902503440009067,0.003382468046786368
pedestal_memory_transformer_new,pulse_shape_class,nominal,1679,0.23276916075707785,6.290167547181799,-0.8425196977440601,1.1296052361890005,1.1107543646990012,0.9981598219503401,0.9681468528253357,0.043369190871220535,0.021920644181174245
ridge,pulse_shape_class,nominal,1679,0.22056098875843683,3.777497703990527,0.03262046219369075,0.7769110161112655,0.7871776592627548,0.9958969002946771,0.9532142721112457,0.2540163446370789,0.20354604508271817
traditional_pedestal_scorecard,pulse_shape_class,nominal,1679,0.2025646857941488,1.170014027821719,0.8338699576171222,1.2660298076012277,1.444501022481468,0.02686908625212926,0.0315072737016921,0.7026905245698802,0.4344904182097519
1d_cnn,saturation_onset_bin,linear,3785,0.24959079265239698,7.343336289728025,-0.14401776035099445,0.8840135429380562,,0.9846340687736035,0.9766140469237117,0.09731099633460488,0.013900294188016303
gradient_boosted_trees,saturation_onset_bin,linear,3785,0.09572226672013148,3.8555906503003636,-0.1545223014729773,0.7882494861034288,,0.9999701848539058,0.999898601128695,0.007835344040471127,0.0022448360337121672
mlp,saturation_onset_bin,linear,3785,0.10487381016378097,4.235744900634289,-0.09795462256469376,0.7759594617940804,,0.9987541244285429,0.9975904549771304,0.024155348569769995,0.008033657087217231
pedestal_memory_transformer_new,saturation_onset_bin,linear,3785,0.298370856672331,6.3544138536114465,-0.4458148341442669,1.1572701783229529,,0.9973591731266149,0.9954601852625593,0.057997120174522576,0.02798130014478236
ridge,saturation_onset_bin,linear,3785,0.18866848163015731,4.149175391574813,-0.06333790070693912,0.7764916249635812,,0.9927163585768237,0.9878029133948634,0.26557474625315786,0.2043255655559804
traditional_pedestal_scorecard,saturation_onset_bin,linear,3785,0.16514477613223735,1.1700484451879631,0.6029249236614547,2.4043898856437558,,0.5558568872987478,0.5835003375185056,0.6690420750622906,0.335799743868537
1d_cnn,saturation_onset_bin,near_saturation,1411,0.23360215794135009,7.418640495556055,-0.08638900939814143,0.8256683190761916,0.8256683190761916,0.9787439159161984,0.9578702121011478,0.09483907974351484,0.02078192779376403
gradient_boosted_trees,saturation_onset_bin,near_saturation,1411,0.0992578841979066,3.448364051702436,-0.14213828937565776,0.7368866212169791,0.7368866212169791,0.9999020276360444,0.9994553901729603,0.01244255305453185,0.004686386306318258
mlp,saturation_onset_bin,near_saturation,1411,0.12109023174269161,4.028725782401549,-0.08982273727909529,0.7503927627285496,0.7503927627285496,0.9996590561734344,0.9983357179557265,0.01730711363338604,0.006208502914848581
pedestal_memory_transformer_new,saturation_onset_bin,near_saturation,1411,0.23876672815479752,6.106857297828972,-0.6431951547782457,1.1553565469990827,1.1553565469990827,0.9927500450672875,0.9851859464860594,0.059355464690411745,0.023070373363505113
ridge,saturation_onset_bin,near_saturation,1411,0.2183792881814734,4.105644408116888,-0.08824419026610442,0.8025043500309718,0.8025043500309718,0.9952698942682249,0.9839825626747899,0.26792189766586555,0.20830300029533516
traditional_pedestal_scorecard,saturation_onset_bin,near_saturation,1411,0.185959525921293,1.0907273747498962,0.6077701315680686,1.650831681067309,1.650831681067309,0.3735372726061432,0.34119699031418566,0.6923425538904747,0.36246392759227447
