dimension,stratum,method,method_label,pull_width68,coverage68,coverage95,calibration_ece,calibration_loss,sigma68_ns,tail_frac_abs_gt5ns,traditional_pull_width68,traditional_coverage68,traditional_coverage95,traditional_calibration_ece,traditional_calibration_loss,traditional_sigma68_ns,traditional_tail_frac_abs_gt5ns,ml_minus_traditional_pull_width68,ml_minus_traditional_coverage68,ml_minus_traditional_coverage95,ml_minus_traditional_calibration_ece,ml_minus_traditional_calibration_loss,ml_minus_traditional_sigma68_ns,ml_minus_traditional_tail_frac_abs_gt5ns
all,all,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.8837137477934471,0.6415357766143106,0.9640488656195463,0.05031956003394433,0.05545209834568324,1.5113772317216405,0.011518324607329843,2.712072553122903,0.3849912739965096,0.631588132635253,0.3080550427526187,0.6590594203451898,1.5510917109777818,0.019109947643979056,-1.828358805329456,0.256544502617801,0.33246073298429324,-0.25773548271867436,-0.6036073219995066,-0.039714479256141244,-0.007591623036649214
all,all,cnn1d,1D-CNN residual scale model,1.015660496885431,0.456108202443281,0.9380453752181501,0.13574265182766235,0.09748476579716556,1.513754101810824,0.012652705061082025,2.712072553122903,0.3849912739965096,0.631588132635253,0.3080550427526187,0.6590594203451898,1.5510917109777818,0.019109947643979056,-1.696412056237472,0.07111692844677137,0.3064572425828971,-0.17231239092495634,-0.5615746545480242,-0.03733760916695772,-0.006457242582897031
all,all,gradient_boosted_trees,HistGradientBoosting residual scale model,1.0450997545898353,0.5027923211169284,0.8697207678883071,0.13075137783115273,0.10900688388818813,1.5542951071875146,0.015357766143106457,2.712072553122903,0.3849912739965096,0.631588132635253,0.3080550427526187,0.6590594203451898,1.5510917109777818,0.019109947643979056,-1.6669727985330678,0.11780104712041878,0.23813263525305406,-0.17730366492146596,-0.5500525364570017,0.003203396209732867,-0.003752181500872599
all,all,ridge,Ridge residual scale model,1.02023511306438,0.48106457242582895,0.8717277486910995,0.13994858551003578,0.11002021739862186,1.5731855013738718,0.01614310645724258,2.712072553122903,0.3849912739965096,0.631588132635253,0.3080550427526187,0.6590594203451898,1.5510917109777818,0.019109947643979056,-1.691837440058523,0.09607329842931933,0.24013961605584644,-0.1681064572425829,-0.5490392029465679,0.02209379039609005,-0.002966841186736475
all,all,mlp,MLP residual scale model,1.0622971356423838,0.5021815008726004,0.8692844677137871,0.13249657852923302,0.11400430943055734,1.6359147942615069,0.013787085514834206,2.712072553122903,0.3849912739965096,0.631588132635253,0.3080550427526187,0.6590594203451898,1.5510917109777818,0.019109947643979056,-1.6497754174805193,0.11719022687609076,0.23769633507853405,-0.17555846422338567,-0.5450551109146324,0.08482308328372512,-0.0053228621291448504
amplitude_bin,"amp_adc[1000,1500)",ridge,Ridge residual scale model,0.6018221987685766,0.484375,0.9375,0.1274781304781719,0.18411760596164883,1.0400318432101086,0.0078125,7.2643920328153975,0.14453125,0.27734375,0.6054072460684999,2.0201534427552246,0.9439871224763414,0.0078125,-6.6625698340468205,0.33984375,0.66015625,-0.477929115590328,-1.8360358367935756,0.09604472073376713,0.0
amplitude_bin,"amp_adc[1000,1500)",mlp,MLP residual scale model,0.5187425604977123,0.53125,0.9296875,0.11471577071650392,0.19193130058894792,1.0947145206654325,0.0234375,7.2643920328153975,0.14453125,0.27734375,0.6054072460684999,2.0201534427552246,0.9439871224763414,0.0078125,-6.745649472317686,0.38671875,0.65234375,-0.49069147535199603,-1.8282221421662768,0.1507273981890911,0.015625
amplitude_bin,"amp_adc[1000,1500)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.41309866910202697,0.515625,0.94140625,0.09837599606850003,0.21523389227586825,0.8516052908047049,0.0078125,7.2643920328153975,0.14453125,0.27734375,0.6054072460684999,2.0201534427552246,0.9439871224763414,0.0078125,-6.851293363713371,0.37109375,0.6640625,-0.5070312499999999,-1.8049195504793563,-0.0923818316716365,0.0
amplitude_bin,"amp_adc[1000,1500)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.32179625302176823,0.609375,0.97265625,0.10195283904516407,0.219031832040099,0.6471395826671923,0.01171875,7.2643920328153975,0.14453125,0.27734375,0.6054072460684999,2.0201534427552246,0.9439871224763414,0.0078125,-6.9425957797936295,0.46484375,0.6953125,-0.5034544070233359,-1.8011216107151256,-0.29684753980914913,0.00390625
amplitude_bin,"amp_adc[1000,1500)",cnn1d,1D-CNN residual scale model,0.33643793981978554,0.3828125,0.9453125,0.18450880856850002,0.2881588402214286,0.6434038711135313,0.01171875,7.2643920328153975,0.14453125,0.27734375,0.6054072460684999,2.0201534427552246,0.9439871224763414,0.0078125,-6.927954092995612,0.23828125,0.66796875,-0.4208984374999999,-1.731994602533796,-0.30058325136281017,0.00390625
