n,pred_mean_ns,target_mean_ns,heldout_run
32,-4.8732909228776995,-4.034604794587329,58
31,-3.5049605669719286,-4.479655501056725,58
31,-0.10154203246691713,-0.26810339646055775,58
31,1.868005482772988,1.9333540186922555,58
31,2.5963707819912822,1.378892015290243,58
31,3.3880172885059188,2.6152855490305895,58
32,4.8053697020615065,2.8917000055132682,58
327,-4.777334231209715,-4.804191377578303,59
327,-4.01349026949992,-4.372216920860456,59
327,-0.6037149015695502,-0.7068112887897064,59
327,1.6555497764284648,1.8164673271918337,59
327,2.4344868999695075,2.4526653479908562,59
327,2.822355823998884,2.763263310308257,59
327,3.621684941260967,2.8508236017375213,59
347,-5.099542141255667,-5.703552871636737,60
346,-4.252214330701999,-4.155301826336262,60
346,-0.6109648997577444,-0.9603510567255017,60
346,1.2751727655395024,1.3309419058322765,60
346,1.8008912307761127,2.1836143270519583,60
346,2.3117777385872307,2.686065548942275,60
347,3.3002797160374007,4.621710684395809,60
400,-5.344703549803256,-4.268635626746557,61
400,-4.595494312628766,-4.1046359178662355,61
400,-0.8596464014462544,-1.0897050553764775,61
399,1.2838731052331884,1.0801563395203244,61
400,2.080356971459226,2.2397040435778526,61
400,2.6164763926232695,2.2524549435476766,61
400,3.4764977312573206,3.893361664192217,61
346,-4.87073961432249,-4.328456370569876,62
346,-4.04117224266505,-4.5672707035606335,62
346,-0.5748072076000356,-0.4447437854735694,62
345,1.4756614541902238,1.4053393767522426,62
346,2.277067487186198,2.366843916253921,62
346,2.751998218895421,2.4548637489019636,62
346,3.7117865068204456,3.1174854921952355,62
159,-4.676725121756658,-5.074092813924301,63
158,-3.994605246808114,-4.422453867072324,63
159,-0.5150118251444523,-1.3120562635861905,63
158,1.6414618578136897,1.5787788314555318,63
159,2.422255873693735,2.5843356565618842,63
158,2.795996588801206,2.7166908131608793,63
159,3.789636452033833,3.927999000495992,63
29,-4.481498123015322,-4.799948759939747,65
28,-3.9101886437493794,-4.80347236655888,65
28,0.0858775625018435,-0.539465071449252,65
28,2.094047472331385,2.0911680210583006,65
28,2.63730890227482,2.7221682875011277,65
28,3.0477507101155683,2.840000267962334,65
29,4.557300121381902,2.569218557236933,65
