sample,method,n_pairs,median_ns,robust_width_ns,robust_ci_low_ns,robust_ci_high_ns,full_rms_ns,full_rms_ci_low_ns,full_rms_ci_high_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2,ndf,chi2_ndf,fit_window_ns,comparison
sample_iii_analysis,traditional_cfd20_poly_timewalk,2514,-0.02838762833302333,1.3890588377372115,1.3394002459748025,1.4528239182646616,3.272045832916189,1.402253754054659,4.954337171308992,0.8627684964200477,0.0031821797931583136,1.4509206888041475,0.040141027486167206,-0.029786702916146816,48.78023897002444,37,1.3183848370276876,2.5,A1-A3
sample_ii_analysis,traditional_cfd20_poly_timewalk,10148,-0.7763863540030052,1.6864570903648008,1.6578741281053537,1.7217724350001467,6.1467196821912795,5.1922328944014176,7.130088584936542,0.7610366574694521,0.020003941663381947,1.6199631861852275,0.028282916780559383,-0.027223803259221142,33.062838163219595,37,0.8935902206275567,2.5,B4-B6
sample_ii_analysis,traditional_cfd20_poly_timewalk,4079,-0.38831728570207247,1.1597086085188124,1.1198363564198925,1.1982137546054272,4.79453525484705,3.194795115131249,6.039391218557346,0.8916401078695759,0.008580534444716842,1.1166182314538664,0.01787015362723909,0.000701692219463297,46.445226282920416,37,1.2552763860248761,2.5,B6-B8
