epoch,training_loss
1,0.16434060423901886
2,0.05501949070555389
3,0.042669037534932425
4,0.034561785305761226
5,0.02993996581359274
6,0.026824129828412063
7,0.02529364598879389
8,0.024579811532785937
9,0.02379988778121532
10,0.023492001056386408
11,0.022713496830243214
12,0.022467788771554163
13,0.022292483384442178
14,0.02193075669988705
