split_name,method,pid_auc,energy_sigma68,late_tail_auc,pedestal_auc,pid_ece,cross_task_leakage_index,interpretation
particle_heldout,1d_cnn,0.800003054181174,0.17140806400809724,0.8095585044984568,0.5381100048963604,0.21750285306350647,0.2618930492848136,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,gradient_boosted_trees,0.9588006230529594,0.10315984378479176,0.9999147244302911,0.8315686034492138,0.16633187560945722,0.14407217581895387,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,mlp,0.8474451774479262,0.10961594164371491,0.9065359289852344,0.5427615472498776,0.3099999458950963,0.31506768855433376,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,ridge,0.9594801783641806,0.08227044880390168,0.8597182768058637,0.608291170230129,0.2430637061305242,0.38891855933014996,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,spectral_transformer_new,0.8116914055341763,0.3619051447477738,0.8167516693545527,0.5544108046352212,0.19604007847213722,0.2572806008989551,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,0.9496197544438337,0.11320820501421795,0.862679044586161,0.5965399053370327,0.23444127432208708,0.35987164409258304,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,1d_cnn,0.6825104614800622,0.3687524548182051,0.7900359377251485,0.6867487585662794,0.12547354992223272,0.0,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,gradient_boosted_trees,0.9996184271176024,0.07972964606078288,0.9999939781190654,0.9484908136482939,0.004950710253470578,0.09139796740852561,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,mlp,0.9868915169372039,0.1067965085618198,0.9763634721305199,0.8508913055809084,0.35231362260712495,0.14920370279447567,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,ridge,0.9967977251364737,0.10680475533008575,0.9903800452071204,0.8990902168663103,0.27557958206683003,0.11090275294007763,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,spectral_transformer_new,0.7050633676475905,0.32621850088279825,0.8162134842818154,0.7709647173278193,0.13367013880615525,0.0,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,traditional_dE_E_tail_pedestal_likelihood,0.99716319908897,0.10808498640481701,0.9904682227493757,0.8995570973569366,0.2810110532059244,0.10952111532721642,proxy-label coupling audit; high values require external truth before physics promotion
