stave,n_train_pulses,template_cfd20_sample,template_peak_sample,template_area
B2,336,2.54593842451679,5,9.020781335545006
B4,336,2.7611265665261695,6,10.942399092110326
B6,336,3.6994856698407825,6,9.74171529698909
B8,301,4.379114918980388,8,9.347637984640805
