split_name,method,joint_loss,pid_separation,energy_scale,pileup_sideband,saturation_clipping,pedestal_noise_color,pulse_shape_harmonics,mean_joint_loss
particle_heldout,gradient_boosted_trees,0.058314220537847336,0.9588006230529594,0.10315984378479176,0.9987963377094898,0.9999267721148213,0.8315686034492138,0.9999147244302911,0.04195360432814193
run_heldout,gradient_boosted_trees,0.025592988118436518,0.9996184271176024,0.07972964606078288,0.9999604301948052,0.9985068318544017,0.9484908136482939,0.9999939781190654,0.04195360432814193
particle_heldout,ridge,0.1001872015081626,0.9594801783641806,0.08227044880390168,0.9987437185929648,0.9370803478887838,0.608291170230129,0.8597182768058637,0.07508203263339755
run_heldout,ridge,0.049976863758632493,0.9967977251364737,0.10680475533008575,0.9988047889610391,0.8989560025692254,0.8990902168663103,0.9903800452071204,0.07508203263339755
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,0.112639842338201,0.9496197544438337,0.11320820501421795,0.9987345102475729,0.9295097111441575,0.5965399053370327,0.862679044586161,0.08153566569874265
run_heldout,traditional_dE_E_tail_pedestal_likelihood,0.05043148905928432,0.99716319908897,0.10808498640481701,0.9988545048701299,0.895604694272158,0.8995570973569366,0.9904682227493757,0.08153566569874265
particle_heldout,mlp,0.16710319297583603,0.8474451774479262,0.10961594164371491,0.964368307506117,0.7651300076607632,0.5427615472498776,0.9065359289852344,0.12097466420541961
run_heldout,mlp,0.0748461354350032,0.9868915169372039,0.1067965085618198,0.9786749188311687,0.7779544705742706,0.8508913055809084,0.9763634721305199,0.12097466420541961
particle_heldout,1d_cnn,0.20774052571477739,0.800003054181174,0.17140806400809724,0.9819029703491279,0.7403902482988599,0.5381100048963604,0.8095585044984568,0.24385448672263565
run_heldout,1d_cnn,0.2799684477304939,0.6825104614800622,0.3687524548182051,0.9191375811688312,0.7841883921152735,0.6867487585662794,0.7900359377251485,0.24385448672263565
particle_heldout,spectral_transformer_new,0.25897634012604404,0.8116914055341763,0.3619051447477738,0.9930608540082613,0.6076787886981209,0.5544108046352212,0.8167516693545527,0.25159090625738856
run_heldout,spectral_transformer_new,0.24420547238873314,0.7050633676475905,0.32621850088279825,0.9844921874999999,0.7619051316838966,0.7709647173278193,0.8162134842818154,0.25159090625738856
